,KHSRP (8570)
ACH-000672,-0.05185827560927807
ACH-000673,-0.053038283348700886
ACH-000676,0.007098693465827097
ACH-000677,-0.1768357840978652
ACH-000681,-0.3055745423039312
ACH-000683,-0.07022111060232354
ACH-000684,-0.06908356173227685
ACH-000688,-0.12121034995273007
ACH-000693,-0.21296920753170925
ACH-000694,-0.12961016850432916
ACH-000695,-0.13036394836158074
ACH-000696,-0.3153629432968721
ACH-000697,-0.12192365558320048
ACH-000699,-0.3038152168745699
ACH-000701,-0.16679921681144902
ACH-000706,-0.2890705623565936
ACH-000711,-0.3001924017606561
ACH-000713,-0.18874746557267086
ACH-000714,-0.3726399152232588
ACH-000718,-0.20713150623049686
ACH-000720,-0.17618232967322994
ACH-000721,-0.10503676413639866
ACH-000724,-0.16381789692811016
ACH-000725,-0.6263136231610301
ACH-000732,-0.23575894713306075
ACH-000734,-0.2187028459253504
ACH-000735,-0.28888107925162204
ACH-000736,-0.42537772043426303
ACH-000738,0.19610050341193824
ACH-000746,-0.28035318414959864
ACH-000747,-0.4454803563202165
ACH-000748,-0.14712759550767612
ACH-000753,-0.12749907525433238
ACH-000756,-0.5412778019105872
ACH-000757,-0.3767951597063007
ACH-000758,-0.21074219416721512
ACH-000760,-0.17532288335448984
ACH-000762,-0.2983263489570323
ACH-000763,-0.17904263287125868
ACH-000764,-0.4439055602793876
ACH-000765,-0.20639433618197955
ACH-000766,-0.16870973938249556
ACH-000767,-0.17272939368858592
ACH-000768,-0.4835345219763511
ACH-000769,-0.2098928688334738
ACH-000770,-0.20040742768135505
ACH-000771,-0.31714168050983804
ACH-000773,-0.3054834295138014
ACH-000776,-0.19778051338386715
ACH-000777,-0.07115942166903992
ACH-000778,-0.1506338287941722
ACH-000781,-0.26646094974729645
ACH-000782,-0.22354662087550745
ACH-000783,-0.4211371935247234
ACH-000784,-0.4856622871491798
ACH-000785,-0.048446730380553284
ACH-000787,-0.2387711551157055
ACH-000788,-0.11650946043662072
ACH-000791,-0.027818886260472683
ACH-000792,0.06760894430749696
ACH-000794,-0.4831048782522094
ACH-000796,-0.13587822235475747
ACH-000798,0.046842295136493815
ACH-000799,-0.21897821323937888
ACH-000800,-0.3523407380186183
ACH-000802,-0.3598559628879403
ACH-000804,-0.0893534623811409
ACH-000805,-0.15401936588546256
ACH-000809,-0.26048747707898146
ACH-000810,0.10515845864799196
ACH-000811,-0.1830802708924435
ACH-000817,-0.5187638760791996
ACH-000819,-0.4674814458777295
ACH-000820,0.04055735736138335
ACH-000821,-0.6756239412890364
ACH-000822,0.02688991690132796
ACH-000823,-0.19766823384361729
ACH-000824,-0.15054543553528713
ACH-000827,-0.2569993983320347
ACH-000829,-0.5319601069217668
ACH-000831,-0.7988745118100858
ACH-000832,-0.6133254226732605
ACH-000833,-0.2964631334388928
ACH-000834,-0.4200526590552295
ACH-000835,-0.4037005011651117
ACH-000836,-0.21824642314013706
ACH-000837,-0.2798899906398465
ACH-000838,-0.4924707152626278
ACH-000839,-0.4756853223025855
ACH-000840,-0.2756128996942935
ACH-000841,-0.16354309732920858
ACH-000843,-0.4694991178987666
ACH-000846,-0.1601977664701336
ACH-000847,-0.26463804819763104
ACH-000848,-0.4231158193071337
ACH-000849,-0.005680982545412026
ACH-000851,-0.3916711281700437
ACH-000855,-0.2607249476011964
ACH-000856,-0.08376040192823768
ACH-000858,-0.14661266591458194
ACH-000859,-0.14869779757453191
ACH-000861,-0.3720498368197014
ACH-000862,-0.33551213443180633
ACH-000865,-0.30671772143388265
ACH-000866,-0.054379403412932514
ACH-000867,-0.1679878029610181
ACH-000869,-0.27671217844752044
ACH-000872,-0.2956546647571602
ACH-000873,-0.3420929046626677
ACH-000876,-0.20418785211983728
ACH-000878,-0.3110749004103243
ACH-000880,-0.2345715276437524
ACH-000881,-0.41085624204298704
ACH-000882,-0.4660533683422392
ACH-000884,-0.5459256822624853
ACH-000885,-0.3544339720303784
ACH-000887,-0.31796203889608843
ACH-000889,-0.23275340961810176
ACH-000896,-0.38558270502983377
ACH-000898,-0.0659298423271132
ACH-000900,-0.2065431701694635
ACH-000901,-0.204886746242324
ACH-000905,-0.3807866957783687
ACH-000906,-0.2879090202172685
ACH-000907,-0.2758940173752072
ACH-000910,0.1190884286814046
ACH-000911,-0.3002833537623077
ACH-000912,-0.29486568894128495
ACH-000913,-0.2073666317448104
ACH-000915,0.03840414727263089
ACH-000916,0.013857699355564386
ACH-000917,-0.6328194324091476
ACH-000920,-0.3435210278859157
ACH-000921,-0.23759950224884901
ACH-000924,-0.2728507898542542
ACH-000926,-0.3062763874953641
ACH-000928,-0.27404111944611304
ACH-000929,-0.3414166361384929
ACH-000932,-0.2003290477874841
ACH-000935,-0.2306684742849479
ACH-000936,-0.5335095468574034
ACH-000937,-0.1887129312668387
ACH-000938,-0.20834597065497545
ACH-000939,0.07770521670039209
ACH-000941,-0.1391494108471691
ACH-000943,-0.1862324154603668
ACH-000946,-0.2311788113879573
ACH-000947,-0.061758779848234135
ACH-000948,-0.28878927913044417
ACH-000950,-0.4786511611119039
ACH-000953,-0.21384243532458888
ACH-000954,-0.054754869788207115
ACH-000957,-0.18223472632355356
ACH-000958,-0.14614818618640954
ACH-000960,-0.22935216781675746
ACH-000963,-0.22020000442861806
ACH-000968,-0.28731794685627793
ACH-000969,-0.15562714725292898
ACH-000972,-0.1270914997895173
ACH-000973,-0.02944662038996975
ACH-000974,-0.3624320136924544
ACH-000978,-0.216588599723299
ACH-000984,-0.2748232994540434
ACH-000986,-0.2967726113619669
ACH-000988,-0.3127979456117291
ACH-000993,-0.3958320673934309
ACH-000994,-0.3000013037370501
ACH-000996,-0.3279588479179614
ACH-001001,-0.15841483170812262
ACH-001020,-0.3644667614037462
ACH-001028,-0.08547447704379851
ACH-001031,-0.044328060609811065
ACH-001038,-0.19756809329974645
ACH-001048,-0.26632464023684965
ACH-001050,-0.1898301273248589
ACH-001053,-0.2344541605218235
ACH-001054,-0.3104231484802949
ACH-001061,-0.3948113997027423
ACH-001067,-0.1729130051334973
ACH-001075,-0.12292618858178968
ACH-001096,-0.12213427042050502
ACH-001111,-0.5205350174346225
ACH-001119,-0.3028302004519172
ACH-001128,-0.3024157452966049
ACH-001134,-0.20220379406630132
ACH-001151,-0.15927129918896524
ACH-001163,-0.01733398295122662
ACH-001164,-0.1810075425741948
ACH-001183,-0.06473246371223261
ACH-001192,-0.36023957988062577
ACH-001193,-0.4172755748308032
ACH-001196,-0.2327404647879838
ACH-001197,-0.3776019679505414
ACH-001205,-0.045933329843227455
ACH-001211,-0.2767021327970522
ACH-001212,-0.10164921062206304
ACH-001228,-0.17660176344855627
ACH-001232,-0.26370250891290825
ACH-001239,-0.4407053650436985
ACH-001270,-0.23107676177146186
ACH-001274,-0.33605503235673106
ACH-001275,-0.17522773501088387
ACH-001277,-0.15497053397850802
ACH-001278,-0.3216411116983909
ACH-001280,-0.013434411211040128
ACH-001283,-0.25669566650552256
ACH-001289,-0.29877005572498594
ACH-001300,-0.06745624600244438
ACH-001301,0.21235445849874984
ACH-001302,-0.09482319762705516
ACH-001306,-0.4350113622939834
ACH-001318,-0.2525729357521849
ACH-001322,-0.23665774337827786
ACH-001328,-0.14298936854183827
ACH-001332,-0.3695473681878256
ACH-001336,-0.13300435049705364
ACH-001346,-0.26387599728551336
ACH-001353,-0.1597326739712206
ACH-001354,0.0915896702537557
ACH-001367,-0.28340207573023257
ACH-001368,-0.08101875905078754
ACH-001374,-0.3459396101316418
ACH-001377,-0.4832964823637703
ACH-001380,-0.4865683004365187
ACH-001391,-0.31153778533001664
ACH-001408,0.13734688627345307
ACH-001430,0.15164710816170096
ACH-001431,-0.1673196270783576
ACH-001450,-0.1484222915890238
ACH-001496,-0.15803006203115633
ACH-001500,-0.22301037276270674
ACH-001523,-0.1272635379460627
ACH-001532,-0.2938133543721149
ACH-001550,-0.0990485232758654
ACH-001552,-0.2611436493750183
ACH-001554,-0.1323122160876672
ACH-001654,-0.34322168433801764
ACH-001735,-0.01851985173721192
ACH-001736,-0.32032633840274066
ACH-001737,-0.22367006814810944
ACH-001740,-0.5337364164788214
ACH-001745,-0.4696971270302047
ACH-001765,-0.2800335875754357
