,KHSRP (8570)
ACH-000004,-0.37428133604342895
ACH-000005,-0.22420639398464712
ACH-000007,-0.06152370235836119
ACH-000009,-0.537614907806881
ACH-000011,-0.16363456843692106
ACH-000012,-0.2535635664772561
ACH-000013,-0.13317545660224347
ACH-000014,-0.5871646403408037
ACH-000015,-0.4121129589991502
ACH-000017,0.005790845639991418
ACH-000018,-0.5249065182975147
ACH-000019,-0.5517479354560615
ACH-000021,-0.16237411648735312
ACH-000022,-0.3649800880896232
ACH-000025,-0.20047277418879314
ACH-000028,-0.5565576167785439
ACH-000030,-0.3804853920017405
ACH-000035,-0.09752031570396386
ACH-000036,-0.24278136213163184
ACH-000037,-0.2974024921077255
ACH-000039,-0.1925133645910163
ACH-000040,-0.060958073607794164
ACH-000041,-0.1451138611325182
ACH-000042,-0.3608317802291217
ACH-000045,-0.03184796964412795
ACH-000047,-0.1801396640401976
ACH-000052,-0.2744757596123029
ACH-000053,-0.10361147409125238
ACH-000054,0.07070408470612481
ACH-000055,-0.20162765613979328
ACH-000060,-0.5044348274710347
ACH-000067,-0.2724984517748038
ACH-000070,-0.3392019381235498
ACH-000075,-0.7237909633566236
ACH-000078,0.1146953296479938
ACH-000082,-0.03876017174514035
ACH-000085,-0.1462496294391502
ACH-000086,-0.1855996864286365
ACH-000087,-0.4285822320803539
ACH-000092,-0.17253220664363442
ACH-000095,-0.18669511609882214
ACH-000097,-0.4290770326086343
ACH-000098,-0.22345103705979733
ACH-000099,0.04878558006770887
ACH-000108,-0.2600148602043796
ACH-000113,-0.3964253531204528
ACH-000116,-0.2258027481288585
ACH-000118,-0.4391314927398319
ACH-000120,-0.3521293718491144
ACH-000123,-0.20274505339613386
ACH-000127,-0.24828918853652585
ACH-000128,-0.2761497537246022
ACH-000132,0.047367411120310655
ACH-000133,-0.25217207380268586
ACH-000137,-0.08130272968440208
ACH-000138,-0.26769189227140444
ACH-000142,-0.00576730753699129
ACH-000143,-0.0989419240598907
ACH-000146,-0.28760844810369096
ACH-000148,-0.15425404555530092
ACH-000150,-0.17976018506929015
ACH-000152,-0.3186546589811833
ACH-000153,-0.37127766417194696
ACH-000159,-0.09899019922615898
ACH-000160,-0.20601183102043194
ACH-000163,-0.1872638983400553
ACH-000167,0.2548436803502517
ACH-000168,-0.20951216023444127
ACH-000169,-0.29946605393805903
ACH-000178,-0.07392049413154905
ACH-000183,-0.277851594750201
ACH-000188,-0.4195536185924701
ACH-000189,-0.30150360723928377
ACH-000190,-0.3389818786669362
ACH-000198,-0.2848198639410313
ACH-000203,-0.2934867064556533
ACH-000204,-0.6700296210478891
ACH-000206,-0.2393502559312899
ACH-000207,-0.13596453143467627
ACH-000208,-0.3539323489684322
ACH-000210,-0.12569412302735372
ACH-000211,-0.20715143603026456
ACH-000215,-0.03904757133724802
ACH-000221,-0.12359552111876415
ACH-000222,-0.248836397980412
ACH-000223,-0.19228390742751575
ACH-000226,-0.6492113019646766
ACH-000227,-0.08339755423398704
ACH-000228,-0.4564091459363083
ACH-000231,-0.1171153436177706
ACH-000232,-0.1729758566160715
ACH-000233,-0.4183724022941601
ACH-000234,-0.24626104567225984
ACH-000235,-0.207436271004214
ACH-000237,-0.12298623557917235
ACH-000238,-0.5751843440934661
ACH-000242,-0.0944337759769862
ACH-000243,-0.1430260421662217
ACH-000244,-0.3838006455620835
ACH-000246,-0.0714974287734131
ACH-000248,-0.44408795043742055
ACH-000250,-0.3556909864989941
ACH-000251,-0.27143894506676225
ACH-000252,-0.03436923957939598
ACH-000253,-0.029230050303845574
ACH-000255,-0.15329484656183354
ACH-000256,-0.01657130801859709
ACH-000257,-0.377094915266362
ACH-000258,-0.29491411127942324
ACH-000259,-0.09499596081541893
ACH-000260,-0.2991045753040506
ACH-000261,-0.06288622529238512
ACH-000262,-0.1214443653500287
ACH-000263,-0.2932253973509705
ACH-000264,-0.10598420216669346
ACH-000265,-0.3504094419655725
ACH-000266,-0.3089110322734898
ACH-000272,-0.3318197159376886
ACH-000274,-0.2118792884293613
ACH-000277,-0.08180300834497439
ACH-000278,-0.2254446014659613
ACH-000279,-0.14156759238778974
ACH-000280,-0.3502211687588652
ACH-000281,-0.3889259836764885
ACH-000288,-0.16261483543074448
ACH-000291,-0.08335665443456368
ACH-000293,-0.3374347564152605
ACH-000294,-0.12010652926835005
ACH-000295,-0.567973400799095
ACH-000296,-0.14738331061077886
ACH-000302,-0.2837330753712909
ACH-000304,-0.2359350991409756
ACH-000307,-0.18508542685440726
ACH-000308,-0.3332546897519241
ACH-000310,-0.11323767782270334
ACH-000311,-0.11104308161845597
ACH-000312,-0.07393932355689269
ACH-000315,0.3758721420552185
ACH-000316,-0.1161236823016484
ACH-000317,-0.1826956233931712
ACH-000318,-0.1595176960095542
ACH-000319,-0.1259876013628722
ACH-000320,0.10032055243722816
ACH-000322,-0.1822768217677517
ACH-000323,-0.4327765087898151
ACH-000324,-0.2673502079969647
ACH-000329,-0.11065223898388003
ACH-000330,-0.3453860192969341
ACH-000331,-0.20097409853221665
ACH-000332,-0.0811294455595923
ACH-000334,-0.18892564854777025
ACH-000335,-0.14054772787701145
ACH-000336,-0.009101231307078165
ACH-000337,-0.2848771796852458
ACH-000338,-0.21746460766622705
ACH-000339,-0.28121312554937866
ACH-000341,-0.3007400407065585
ACH-000348,-0.1925330607083725
ACH-000350,-0.17535830736157842
ACH-000352,-0.08332508682869649
ACH-000356,-0.1622101997540017
ACH-000361,-0.2164627797306337
ACH-000362,-0.0673932980057659
ACH-000363,-0.1754322151290293
ACH-000364,-0.4861304863602208
ACH-000365,-0.02382781076768135
ACH-000366,-0.003763602764656001
ACH-000368,0.0071063567870173735
ACH-000374,-0.4130108730841872
ACH-000375,-0.2891050988530786
ACH-000376,-0.008643589724899849
ACH-000381,0.2707639104009071
ACH-000383,-0.14116215580606575
ACH-000387,-0.16940492808391536
ACH-000389,-0.3963088073778233
ACH-000390,-0.3754882919878838
ACH-000393,-0.18769921548129812
ACH-000395,-0.1014393142327909
ACH-000396,-0.4018019379889521
ACH-000397,-0.3702935522563991
ACH-000401,-0.3979360613779268
ACH-000402,-0.27863923145995273
ACH-000403,-0.4818872124231723
ACH-000404,-0.13267905541676767
ACH-000406,-0.2103972990768289
ACH-000407,-0.3314613513585297
ACH-000408,-0.26441892432638714
ACH-000410,-0.18167154933283208
ACH-000411,-0.23933072304713826
ACH-000414,-0.01266455923982434
ACH-000415,-0.2845998738657421
ACH-000416,-0.12630341236465306
ACH-000420,-0.08767479072394359
ACH-000421,-0.4349626088734084
ACH-000424,-0.3985053678106543
ACH-000425,-0.5676465878825908
ACH-000426,-0.4568073067235722
ACH-000427,-0.014730598375035675
ACH-000433,-0.6271914186321685
ACH-000435,-0.2255230218273496
ACH-000436,-0.2514273037588686
ACH-000444,-0.18775417527030255
ACH-000445,-0.5556900309911731
ACH-000448,-0.33975552678423954
ACH-000450,-0.07323502598378268
ACH-000452,-0.12836478771762938
ACH-000454,-0.3881682809226731
ACH-000458,-0.21904871634471526
ACH-000459,-0.3278770786789801
ACH-000460,-0.23997565262924506
ACH-000461,-0.3754095079438343
ACH-000463,-0.09042214228835048
ACH-000464,-0.2193191672576831
ACH-000466,-0.33975516485414525
ACH-000467,-0.14480230610736966
ACH-000468,-0.440177734028296
ACH-000469,-0.30161531067181824
ACH-000470,-0.08128578199033662
ACH-000471,-0.0634865366174477
ACH-000472,-0.2225290371340598
ACH-000473,-0.019230667363695757
ACH-000475,-0.14687342100828832
ACH-000476,-0.10685816157334084
ACH-000477,-0.2952772681924372
ACH-000479,-0.18018561075955344
ACH-000480,-0.3384675572637992
ACH-000481,-0.03357402396613033
ACH-000483,-0.10485555981877187
ACH-000484,-0.15889585972011885
ACH-000485,-0.11446644353498615
ACH-000486,-0.18384802306493966
ACH-000487,-0.29636790958339065
ACH-000488,-0.10495936777868912
ACH-000490,-0.17144116711950982
ACH-000491,-0.08284943676402606
ACH-000495,-0.2008848967194521
ACH-000496,-0.19582725303241927
ACH-000499,-0.4384804912316993
ACH-000500,-0.4796874967398938
ACH-000502,-0.5289948622721576
ACH-000503,-0.3263859066982525
ACH-000505,-0.27101151700107906
ACH-000507,-0.3532469450303945
ACH-000510,-0.17741299831103313
ACH-000511,-0.3741019847605163
ACH-000512,-0.4794444591466441
ACH-000516,-0.17344175167148654
ACH-000517,-0.3797578571615407
ACH-000518,-0.3501704138970119
ACH-000520,-0.03680459330514937
ACH-000521,-0.1601514444488412
ACH-000522,0.027858567782298317
ACH-000524,-0.2447165482280433
ACH-000527,-0.05957467349458016
ACH-000528,-0.23309252440321804
ACH-000537,-0.6004904327357599
ACH-000541,-0.3169761404245883
ACH-000542,-0.18212351070761848
ACH-000544,-0.3790849850549639
ACH-000545,-0.4242193785343152
ACH-000547,-0.2463816720331251
ACH-000548,-0.18044637238702396
ACH-000549,-0.09259205928313602
ACH-000550,-0.25144041338583073
ACH-000552,-0.2125509159695496
ACH-000556,-0.2909433090634889
ACH-000557,-0.21359461591293752
ACH-000569,-0.28110931027228697
ACH-000570,0.10656993645788193
ACH-000571,-0.0560745897403758
ACH-000573,-0.28781114246062584
ACH-000576,-0.2502353102110812
ACH-000579,-0.305080559689263
ACH-000580,-0.0778864976740558
ACH-000584,-0.3865473581678335
ACH-000585,-0.3069555887409584
ACH-000588,-0.12596337956295867
ACH-000589,-0.2452557137981773
ACH-000591,-0.33493467284775114
ACH-000593,-0.1368209970544756
ACH-000600,-0.4545375074302635
ACH-000601,-0.33913883458145555
ACH-000605,-0.04222999117094902
ACH-000606,-0.2845764678263298
ACH-000608,-0.2654262468611052
ACH-000614,-0.4080055924672863
ACH-000616,-0.10652320792863308
ACH-000618,-0.19653869059841186
ACH-000619,-0.12675311831115074
ACH-000620,-0.14753586271635868
ACH-000621,-0.2727306556084745
ACH-000622,-0.1407873143587691
ACH-000623,-0.22216174952193274
ACH-000624,-0.5899448393477973
ACH-000627,-0.2453217065810933
ACH-000630,-0.4634778310989727
ACH-000631,-0.14543468580106444
ACH-000632,-0.0730108656119834
ACH-000633,-0.4011314776810039
ACH-000637,-0.06515558543323673
ACH-000638,0.04956087453066238
ACH-000646,-0.1405090340802651
ACH-000647,-0.08720283324068741
ACH-000648,-0.08063370869954684
ACH-000649,-0.10787186846532744
ACH-000651,-0.10690732710887027
ACH-000652,-0.10406339534079964
ACH-000653,-0.11242836771228716
ACH-000657,-0.1227369003192024
ACH-000658,-0.20937935134041888
ACH-000661,-0.2922720704982174
ACH-000662,0.4003520975642808
ACH-000663,-0.28397242032193504
ACH-000665,-0.31444841444888944
ACH-000671,-0.07832293896545557
