,AGFG2 (3268)
ACH-000004,-0.07021677611029388
ACH-000005,-0.16884088874207248
ACH-000007,-0.1639443430471864
ACH-000009,-0.18582534627541167
ACH-000011,-0.3011813347154556
ACH-000012,-0.17895384387864252
ACH-000013,-0.0919741917214799
ACH-000014,-0.11163634365891666
ACH-000015,-0.14773255321020395
ACH-000017,-0.26911203757845475
ACH-000018,-0.07193527528909159
ACH-000019,-0.2724150930394866
ACH-000021,-0.4051644751279289
ACH-000022,-0.18538859295049714
ACH-000025,-0.23552002600250335
ACH-000028,-0.2838042029222015
ACH-000030,-0.15599887389509676
ACH-000035,-0.15175305417969867
ACH-000036,-0.07776968250173569
ACH-000037,-0.13243716697513178
ACH-000039,-0.0929220583928079
ACH-000040,-0.16249182380652122
ACH-000041,-0.2680066273917813
ACH-000042,-0.16571076091289316
ACH-000045,-0.2558611274022443
ACH-000047,-0.16499743363955316
ACH-000052,-0.2218866962952891
ACH-000053,-0.08563859125662758
ACH-000054,-0.2068546048723304
ACH-000055,-0.20676628583586948
ACH-000060,-0.1267923896425867
ACH-000067,-0.2290863736684456
ACH-000070,-0.1913887050646874
ACH-000075,-0.1002141958461278
ACH-000078,-0.18340331864875656
ACH-000082,-0.2290252035364797
ACH-000085,-0.1270446150355188
ACH-000086,-0.11056154247820983
ACH-000087,-0.06843065106108559
ACH-000092,-0.14385276794982502
ACH-000095,-0.1682284283108634
ACH-000097,-0.1124665006362454
ACH-000098,-0.24573444081324866
ACH-000099,-0.2222883477821493
ACH-000108,-0.22195609484477108
ACH-000113,-0.09094992846412407
ACH-000116,-0.24024614044868614
ACH-000118,-0.19471751520315692
ACH-000120,-0.23207249056161125
ACH-000123,-0.07258891188983746
ACH-000127,-0.23466783579692396
ACH-000128,-0.13304246884697826
ACH-000132,-0.24200294558582186
ACH-000133,-0.2034560384049349
ACH-000137,-0.23499250472149305
ACH-000138,-0.12337705366918388
ACH-000142,-0.20887237732807126
ACH-000143,-0.23724412736661926
ACH-000146,-0.19673247361765547
ACH-000148,-0.138988930010222
ACH-000150,-0.23817423014318756
ACH-000152,-0.25747574237640497
ACH-000153,0.06798957800024473
ACH-000159,-0.20779753411853386
ACH-000160,-0.3345594037001965
ACH-000163,-0.25186297552093634
ACH-000167,-0.15540688254535073
ACH-000168,-0.09556011689330113
ACH-000169,-0.17153004398321728
ACH-000178,-0.20481519003828585
ACH-000183,-0.22277119101807735
ACH-000188,-0.10090564585814296
ACH-000189,-0.021145998963652917
ACH-000190,-0.1234363456974557
ACH-000198,-0.19781746913102186
ACH-000203,0.061021629765680034
ACH-000204,-0.4741054734542974
ACH-000206,-0.1565826588703479
ACH-000207,-0.09320907993965023
ACH-000208,-0.19185783014032531
ACH-000210,-0.28681876023767633
ACH-000211,-0.2794140746577056
ACH-000215,-0.2475786358618657
ACH-000221,-0.5157967336951322
ACH-000222,-0.31413367785126095
ACH-000223,-0.07044643887699609
ACH-000226,-0.2028381167576296
ACH-000227,-0.1288312281371937
ACH-000228,-0.062236579634792476
ACH-000231,-0.14082723431284808
ACH-000232,-0.18929951886708035
ACH-000233,-0.06563004650096678
ACH-000234,-0.19524295050232016
ACH-000235,-0.15126104358201195
ACH-000237,-0.22520141870952826
ACH-000238,-0.4986051027639857
ACH-000242,-0.5353248691195942
ACH-000243,-0.12492629314058
ACH-000244,-0.4838916580260979
ACH-000246,-0.213420994572923
ACH-000248,-0.14638516839403878
ACH-000250,-0.25128182054994497
ACH-000251,-0.2251802699413013
ACH-000252,-0.22743811637641725
ACH-000253,-0.1676906882430188
ACH-000255,-0.11708310713847525
ACH-000256,-0.5458162108807446
ACH-000257,0.01900737806360296
ACH-000258,-0.239686176338773
ACH-000259,-0.14722730938816395
ACH-000260,-0.16006305549076535
ACH-000261,-0.13577617238051767
ACH-000262,-0.25144594351153626
ACH-000263,-0.2242106760613181
ACH-000264,-0.13534202224770014
ACH-000265,-0.0631532598105912
ACH-000266,-0.1696464169956841
ACH-000272,-0.22051161199214
ACH-000274,-0.1875890190862776
ACH-000277,-0.2779096585937052
ACH-000278,-0.2765240700644125
ACH-000279,-0.1833927415133461
ACH-000280,-0.1653175384695698
ACH-000281,-0.1903170033596545
ACH-000288,-0.16717578495393387
ACH-000291,-0.2944146513783959
ACH-000293,-0.2887341753164437
ACH-000294,-0.04522995767338892
ACH-000295,-0.197906833917341
ACH-000296,-0.2743561990130781
ACH-000302,-0.2649109611065648
ACH-000304,-0.2423380151829241
ACH-000307,-0.2407781443161321
ACH-000308,-0.16168856530078776
ACH-000310,-0.13698936870879386
ACH-000311,-0.20698809714191133
ACH-000312,-0.14905702397492002
ACH-000315,-0.07827684624691368
