,PCMT1 (5110)
ACH-000231,-0.21322696171907274
ACH-000232,-0.09415993160010082
ACH-000233,-0.16552589362605358
ACH-000234,-0.344682987375244
ACH-000235,-0.2356425628144629
ACH-000237,-0.2591272972798936
ACH-000238,-0.23963514240665404
ACH-000242,-0.04305570196440193
ACH-000243,-0.19387118709325715
ACH-000244,0.13873593947739496
ACH-000246,-0.2515885920267978
ACH-000248,-0.2006052644093085
ACH-000250,-0.30952494075646514
ACH-000251,-0.387318800631386
ACH-000252,-0.1889930788717326
ACH-000253,-0.069037227638265
ACH-000255,-0.2444770679149167
ACH-000256,-0.2715899136508836
ACH-000257,-0.05942786343502685
ACH-000258,0.008976826693695922
ACH-000259,-0.19371669997949947
ACH-000260,-0.2299658392954089
ACH-000261,-0.19010808824819173
ACH-000262,-0.13134402911029652
ACH-000263,-0.16197131706531068
ACH-000264,-0.1318794341674688
ACH-000265,-0.22486571742644745
ACH-000266,-0.2805563123815833
ACH-000272,-0.15285995973470462
ACH-000274,-0.210371389477938
ACH-000277,-0.34762020272559563
ACH-000278,-0.1415703095009732
ACH-000279,-0.19303495626687256
ACH-000280,-0.18071706093611414
ACH-000281,-0.2832439014699823
ACH-000288,-0.13257532120365015
ACH-000291,-0.1446919855142942
ACH-000293,-0.21147096076598468
ACH-000294,-0.15394653374373918
ACH-000295,-0.007708544127267375
ACH-000296,-0.472192765750371
ACH-000302,-0.2103492279874042
ACH-000304,-0.2910915117593815
ACH-000307,-0.1770768034287771
ACH-000308,-0.18815504596995306
ACH-000310,-0.23983404998597746
ACH-000311,-0.2835328176736201
ACH-000312,-0.08834240146365678
ACH-000315,0.008934453363767894
ACH-000316,-0.21517875399796865
ACH-000317,-0.2004774016361534
ACH-000318,-0.16708419143201006
ACH-000319,-0.2646852371405639
ACH-000320,0.03698848570920455
ACH-000322,-0.07458445907549237
ACH-000323,-0.006861035251349165
ACH-000324,-0.2236640917380398
ACH-000329,-0.27061266713073506
ACH-000330,-0.3063752185694431
ACH-000331,-0.23435715416667294
ACH-000332,-0.14342644203274638
ACH-000334,-0.034858191804713584
ACH-000335,-0.2117812452625529
ACH-000336,-0.020924040968615918
ACH-000337,-0.2402130598420659
ACH-000338,-0.16909883835406367
ACH-000339,-0.2691795294002484
ACH-000341,-0.1828603978011336
ACH-000348,-0.12001996481825808
ACH-000350,-0.1718889604987185
ACH-000352,-0.3256377218094077
ACH-000356,-0.18031886205243644
ACH-000361,0.13131041173106167
ACH-000362,-0.16560800546404056
ACH-000363,-0.16720061980575252
ACH-000364,-0.2376784306618247
ACH-000365,-0.2314877087757565
ACH-000366,-0.03936999001658125
ACH-000368,-0.3356711516657901
ACH-000374,-0.20444276534709246
ACH-000375,-0.09590365072139682
ACH-000376,-0.2300127805203177
ACH-000381,-0.04622634670193045
ACH-000383,-0.21096344789393795
ACH-000387,-0.1791021414800278
ACH-000389,-0.02668525491868154
ACH-000390,-0.2287445110567498
ACH-000393,-0.1474289546356758
ACH-000395,-0.29300338353542066
ACH-000396,-0.3773809693620508
ACH-000397,-0.21889612892602395
ACH-000401,-0.0016526720731130586
ACH-000402,-0.16164456083709652
ACH-000403,-0.2268651001288779
ACH-000404,-0.12412776261000873
ACH-000406,-0.22806080423699165
ACH-000407,-0.09299546571544652
ACH-000408,-0.10457720141179787
ACH-000410,-0.1780576484407907
ACH-000411,-0.22558233126736024
ACH-000414,-0.02799586664775789
ACH-000415,-0.29519610809884744
ACH-000416,-0.17184093474034626
ACH-000420,-0.16110731323701755
ACH-000421,-0.30409763002805
ACH-000424,-0.32092629922635485
ACH-000425,-0.2452726337675145
ACH-000426,0.0987917473425914
ACH-000427,-0.27586016221603377
ACH-000433,-0.22518906476045064
ACH-000435,-0.4035510411814464
ACH-000436,-0.051570049346529576
ACH-000444,-0.15209721844547272
ACH-000445,-0.3112785892183059
ACH-000448,-0.2625611266206147
ACH-000450,-0.1589189734922644
ACH-000452,-0.09267698825264134
ACH-000454,-0.0423452607969793
ACH-000458,-0.188234741929932
ACH-000459,-0.01927776011614437
ACH-000460,-0.13001247280653147
ACH-000461,-0.26189389459885426
ACH-000463,-0.16229886101253446
ACH-000464,-0.148762085341857
ACH-000466,-0.3487852613595858
ACH-000467,-0.23354825286376196
ACH-000468,-0.1709834832629009
ACH-000469,-0.2361663395940371
ACH-000470,-0.26624617892812225
ACH-000471,-0.1315729618056311
ACH-000472,-0.07072006266938452
ACH-000473,-0.14120705780426182
ACH-000475,-0.21026229998463275
ACH-000476,-0.25153157719674496
ACH-000477,-0.42927702092747655
ACH-000479,-0.02417096259277507
ACH-000480,-0.298320554022572
ACH-000481,-0.2937977478346666
ACH-000483,-0.08720489002226735
ACH-000484,-0.02505390438478649
ACH-000485,-0.177815092513025
ACH-000486,-0.06492637022410917
ACH-000487,-0.3133897393266256
ACH-000488,-0.11450712993173975
ACH-000490,-0.17399725645771105
ACH-000491,-0.1590375936400834
ACH-000495,-0.12319220920261095
ACH-000496,-0.1983898844119994
ACH-000499,0.029514350522743326
ACH-000500,-0.2378859152846597
ACH-000502,-0.3231258044818228
ACH-000503,-0.1298151997369903
ACH-000505,-0.232099150070414
ACH-000507,-0.24630468427474325
ACH-000510,-0.2426113037573016
ACH-000511,-0.2502636082432005
ACH-000512,-0.1894065741156148
ACH-000516,-0.2339876982248597
ACH-000517,-0.267275082868637
ACH-000518,-0.19412007802362566
ACH-000520,-0.12502883025474218
ACH-000521,-0.173792559409319
ACH-000522,-0.13221492979785782
ACH-000524,-0.1134266909063019
ACH-000527,-0.1868747626653167
ACH-000528,-0.16207538466172364
ACH-000537,-0.21705358107238426
ACH-000541,0.0005802628935143737
ACH-000542,-0.2650667706292441
ACH-000544,-0.2474680651203611
ACH-000545,-0.2798016917484573
ACH-000547,-0.24875723686491336
ACH-000548,-0.14806822862176305
ACH-000549,-0.22599633362033456
ACH-000550,-0.17563789930502566
ACH-000552,-0.16566944980955947
ACH-000556,-0.04524773718763976
ACH-000557,-0.13619427586977495
ACH-000569,-0.13382352016553584
ACH-000570,-0.32260555872185426
ACH-000571,0.06799796533138844
ACH-000573,-0.2576431137276506
ACH-000576,-0.2303100468691213
ACH-000579,-0.12138758619619745
ACH-000580,0.044146633134446216
ACH-000584,-0.2792951223305655
ACH-000585,-0.14961543109448314
ACH-000588,-0.18775047751598756
ACH-000589,-0.156833659309318
ACH-000591,-0.050678487916134635
ACH-000593,-0.13959800052250046
ACH-000600,-0.2023805684443892
ACH-000601,-0.2119921741470505
ACH-000605,-0.13249105091946514
ACH-000606,-0.18552475848050407
ACH-000608,-0.3263727653030181
ACH-000614,-0.389112218768058
ACH-000616,-0.11184888620676757
ACH-000618,-0.22072141294475192
ACH-000619,-0.10948449751494232
ACH-000620,-0.2254407259664629
ACH-000621,-0.19774753913060475
ACH-000622,-0.25280900131682976
ACH-000623,-0.3109170363010704
ACH-000624,-0.1147195756566282
ACH-000627,-0.21685633413298855
ACH-000630,-0.16090198086554452
ACH-000631,-0.26963015717563404
ACH-000632,-0.21551574606720536
ACH-000633,-0.18402164298975893
ACH-000637,-0.27462933845162546
ACH-000638,-0.27081966947874064
ACH-000646,-0.27365582875868005
ACH-000647,-0.12975515035389654
ACH-000648,-0.25656937875020697
ACH-000649,-0.1705715171321928
ACH-000651,-0.2258043259422409
ACH-000652,-0.02988933848722815
ACH-000653,-0.21385297012668328
ACH-000657,-0.1638536637434264
ACH-000658,-0.047080844976824895
ACH-000661,-0.08201409938040159
ACH-000662,-0.24925889123954584
ACH-000663,-0.045022329606895985
ACH-000665,-0.1478370390034899
ACH-000671,-0.1850952539356168
ACH-000672,-0.31303241700806433
ACH-000673,-0.10271606768473396
ACH-000676,-0.264324350365546
ACH-000677,-0.14174461528744775
ACH-000681,-0.06975877646813247
ACH-000683,-0.1455733201089866
ACH-000684,-0.18105628467430046
ACH-000688,-0.16079211822787265
ACH-000693,-0.1741060385885614
ACH-000694,-0.14944704680741053
ACH-000695,-0.1888226776517883
ACH-000696,-0.14438328209858892
ACH-000697,-0.3306719697684745
ACH-000699,-0.2576133583330045
ACH-000701,-0.17793661878937642
ACH-000706,-0.08345299607571716
ACH-000711,-0.1831271031741047
ACH-000713,-0.08809169681440414
ACH-000714,-0.15882072007627174
ACH-000718,-0.19055902604348965
ACH-000720,-0.16214389569176182
ACH-000721,-0.18813816060220387
ACH-000724,-0.13529693370541204
ACH-000725,-0.2421916012282453
ACH-000732,0.03033985263109433
ACH-000734,-0.2181070834837656
ACH-000735,-0.15722049606033853
ACH-000736,-0.2778030852283989
ACH-000738,-0.2632023751325289
ACH-000746,-0.2111510471308328
ACH-000747,-0.06428287060189215
ACH-000748,-0.08141968351360952
ACH-000753,-0.19625672377011655
ACH-000756,-0.22967858672616015
ACH-000757,-0.1187241510103136
ACH-000758,-0.21096052543952729
ACH-000760,-0.1692497595764179
ACH-000762,-0.34023400298715845
ACH-000763,-0.042444701747016735
ACH-000764,-0.2973694193197508
ACH-000765,-0.2552678470309831
ACH-000766,-0.17203607912617122
ACH-000767,-0.16384460886527893
ACH-000768,-0.1502888565950857
ACH-000769,-0.02270178461390185
ACH-000770,-0.1951308361164197
ACH-000771,-0.19911399375161504
ACH-000773,-0.26703824440400425
ACH-000776,-0.028987753997113633
ACH-000777,-0.2505193199362469
ACH-000778,-0.15929396512770272
ACH-000781,-0.2251070391663937
ACH-000782,0.03862480427916521
ACH-000783,-0.28899884375850843
ACH-000784,-0.0878929929563653
ACH-000785,-0.20606844126971766
ACH-000787,-0.18531022561379096
ACH-000788,-0.18330668623655846
ACH-000791,-0.1874451289267052
ACH-000792,-0.22337636927674628
ACH-000794,-0.2007964226937051
ACH-000796,-0.2416527757799999
ACH-000798,-0.20041756812130213
ACH-000799,-0.2173357937862352
ACH-000800,-0.09121875881106513
ACH-000802,-0.2306770950814453
ACH-000804,-0.0015560346220467173
ACH-000805,-0.08358254165757804
ACH-000809,-0.23217043443214794
ACH-000810,-0.03332401666952423
ACH-000811,-0.2323042725327715
ACH-000817,-0.041075362470967165
ACH-000819,-0.24723508894507945
ACH-000820,-0.1816038039842799
ACH-000821,-0.2867693462944207
ACH-000822,-0.1312379596433538
ACH-000823,-0.20473542685770468
ACH-000824,-0.219691363186864
ACH-000827,-0.1616395729770039
ACH-000829,-0.163983927448412
ACH-000831,-0.2831111099643271
ACH-000832,-0.2740441658242405
ACH-000833,-0.1596871850895801
ACH-000834,-0.3145099227498052
ACH-000835,-0.17064493085019006
ACH-000836,-0.2440380482212202
ACH-000837,-0.05419921721555891
ACH-000838,-0.19079577732327072
ACH-000839,-0.21595305211522856
ACH-000840,-0.3552625199476487
ACH-000841,-0.024439106148441102
ACH-000843,-0.2129616950552248
ACH-000846,0.015542480301541844
ACH-000847,-0.140442609458018
ACH-000848,-0.4809174895603531
ACH-000849,-0.21095207470028085
ACH-000851,-0.2957025090599213
ACH-000855,-0.2358602653310333
ACH-000856,-0.04412481057892771
ACH-000858,-0.19724842946871285
ACH-000859,-0.01942333212301123
ACH-000861,-0.34471820599564873
ACH-000862,-0.0888212157224571
ACH-000865,-0.15988156875515264
ACH-000866,-0.1985053216878592
ACH-000867,-0.1877891296204431
ACH-000869,-0.2350078105810085
ACH-000872,-0.1274532265615226
ACH-000873,-0.07463869692883128
ACH-000876,-0.10928349618498348
ACH-000878,-0.2873406013775843
ACH-000880,-0.30210379029380946
ACH-000881,-0.12595798686599222
ACH-000882,-0.12215580965911794
ACH-000884,-0.07694528879475332
ACH-000885,-0.12754513198671813
ACH-000887,-0.19686804379947406
ACH-000889,-0.13566114515339114
ACH-000896,-0.1452752142899182
ACH-000898,-0.3101282759356535
ACH-000900,-0.4689327506490696
ACH-000901,-0.2099296274108919
ACH-000905,-0.17690722996547312
ACH-000906,-0.1957885127938196
ACH-000907,-0.0751946722133714
ACH-000910,-0.2800524103131244
ACH-000911,-0.30286747819942145
ACH-000912,-0.2032726386603469
ACH-000913,-0.2068353709597718
ACH-000915,-0.008441068763469605
ACH-000916,-0.04804411687245076
ACH-000917,-0.11860113879284202
ACH-000920,-0.11079796896323887
ACH-000921,-0.23536083356711315
ACH-000924,-0.16887203053605582
ACH-000926,-0.18313950891331973
ACH-000928,-0.2791353749913942
ACH-000929,-0.3844896535593653
ACH-000932,-0.14722838772992275
ACH-000935,-0.2776301613807711
ACH-000936,-0.1101619762252586
ACH-000937,-0.15850937806198195
ACH-000938,-0.1290343047859826
ACH-000939,0.029031668685024707
ACH-000941,-0.18256811195414668
ACH-000943,-0.14704700685389466
ACH-000946,-0.1788548243676861
ACH-000947,-0.2338344393502684
ACH-000948,-0.3156405480201945
ACH-000950,-0.1960241355994324
ACH-000953,-0.0720919605048508
ACH-000954,-0.2184459241491939
ACH-000957,-0.16876641190626793
ACH-000958,-0.1276384793531497
ACH-000960,-0.1001555912724458
ACH-000963,-0.24122890628647814
ACH-000968,-0.02930637019885873
ACH-000969,-0.013261001689421622
ACH-000972,-0.5418050567788121
ACH-000973,-0.27998852230071997
ACH-000974,-0.18939418169975045
ACH-000978,-0.059060427911753775
ACH-000984,-0.16242991755582034
ACH-000986,-0.27262435400394464
ACH-000988,0.14681017636084026
ACH-000993,-0.2970065118762318
ACH-000994,-0.1029011102108692
ACH-000996,-0.23015007893690026
ACH-001001,-0.14831974026118544
ACH-001020,-0.5491740319514322
ACH-001028,-0.16199565546552758
ACH-001031,-0.035847648199568774
ACH-001038,-0.2664969134081614
ACH-001048,-0.0884776898332103
ACH-001050,-0.05147873000249743
ACH-001053,-0.061654945741558526
ACH-001054,-0.12465838768168128
ACH-001061,-0.1664610697460218
ACH-001067,-0.07385738530160066
ACH-001075,-0.193004528699784
ACH-001096,-0.033318889576646964
ACH-001111,0.047971026498857976
ACH-001119,-0.2025410395259725
ACH-001128,-0.27834427937096884
ACH-001134,-0.17772900753683174
ACH-001151,-0.2252460246408512
ACH-001163,-0.08666644377818998
ACH-001164,-0.0729899072382263
ACH-001183,-0.14332039758002169
ACH-001192,-0.005254892844509814
ACH-001193,-0.10698934029585068
ACH-001196,-0.07485983962901879
ACH-001197,-0.029348069670538345
ACH-001205,-0.32790709160091586
ACH-001211,-0.18115727335563805
ACH-001212,-0.3766700902242826
ACH-001228,-0.2176834211496224
ACH-001232,-0.14614028174645344
ACH-001239,-0.1809424025796908
ACH-001270,-0.16604320097952202
ACH-001274,-0.20275136629936685
ACH-001275,-0.20432112511401912
ACH-001277,-0.28235374225993737
ACH-001278,0.013036880543061052
ACH-001280,-0.04134762483857709
ACH-001283,-0.004651256212606657
ACH-001289,-0.13464131489822415
ACH-001300,-0.08309031136870446
ACH-001301,-0.02723368140614601
ACH-001302,0.2197169438570452
ACH-001306,-0.2508476622850282
ACH-001318,-0.06027585121951115
ACH-001322,-0.1995528065154045
ACH-001328,-0.2436101581816847
ACH-001332,-0.2113308223040761
ACH-001336,-0.11164620678693203
ACH-001346,-0.12944439250671094
ACH-001353,-0.21161656549556385
ACH-001354,-0.1982843211481136
ACH-001367,0.15847462032197393
ACH-001368,-0.15902978634836884
ACH-001374,-0.11269268468702873
ACH-001377,-0.11854807420733793
ACH-001380,-0.30286984531345595
ACH-001391,-0.18329057761280074
ACH-001408,-0.2293628485719827
ACH-001430,-0.3258668840206849
ACH-001431,-0.1228850350174382
ACH-001450,0.0186051642758406
ACH-001496,-0.23569529076218795
ACH-001500,-0.3118012337056992
ACH-001523,-0.17502142063520332
ACH-001532,-0.26059079580082445
ACH-001550,-0.16624161417325936
ACH-001552,-0.17643645866483426
ACH-001554,-0.15974732104636374
ACH-001654,-0.2228856006068832
ACH-001735,-0.20542039905711024
ACH-001736,-0.13689109396780785
ACH-001737,-0.4859193988335119
ACH-001740,-0.03748682122585067
ACH-001745,-0.14801421242922516
ACH-001765,-0.2498640639285684
