,PIK3CA (5290)
ACH-001274,-0.1389121820480724
ACH-001275,-0.35194258369449205
ACH-001277,-0.5821103077143994
ACH-001278,-0.2348630368722905
ACH-001280,-0.11579221684810598
ACH-001283,-0.5400384738720201
ACH-001289,-0.28903620664981383
ACH-001300,-0.7464443493405497
ACH-001301,-0.4829290251277697
ACH-001302,-0.6503377072722076
ACH-001306,-0.14259398283619953
ACH-001318,-0.2196629881703737
ACH-001322,-0.41589464288038597
ACH-001328,-0.6514271277994672
ACH-001332,-0.24694095009690176
ACH-001336,-0.7135616986605653
ACH-001346,-0.4073496074728173
ACH-001353,-0.3615611406668788
ACH-001354,-0.29308290400292497
ACH-001367,-0.39845152732840816
ACH-001368,-0.4209290393682388
ACH-001374,-0.4227222531858817
ACH-001377,-0.3633537156692149
ACH-001380,-0.503373508604797
ACH-001391,-0.560729679600505
ACH-001408,-0.6872155560096103
ACH-001430,-0.5463582718833784
ACH-001431,-0.09800560081584388
ACH-001450,0.041072119347078266
ACH-001496,-0.9527217711661949
ACH-001500,-0.2867257862099329
ACH-001523,-0.9103720033059756
ACH-001532,-0.4357605517482788
ACH-001550,-0.556186896107668
ACH-001552,-0.5713982475028738
ACH-001554,-0.3114866174955282
ACH-001654,-1.0374612428781465
ACH-001735,-0.12816046948715035
ACH-001736,-0.034457741854643134
ACH-001737,-0.2107221442562089
ACH-001740,-0.5485720285505999
ACH-001745,-0.7278952157595715
ACH-001765,-0.7556542406459457
