,PIK3CA (5290)
ACH-000004,-0.28121662353532395
ACH-000005,-0.1827329402137408
ACH-000007,-0.5112979302714885
ACH-000009,-0.4046507842851268
ACH-000011,-0.8536084400402171
ACH-000012,-0.20830462300072386
ACH-000013,-0.21104019038798028
ACH-000014,-0.14176941703512974
ACH-000015,-0.19836891509259594
ACH-000017,-0.7668395948845912
ACH-000018,-0.19081602327139316
ACH-000019,-0.6266960160746928
ACH-000021,-0.16286810730928922
ACH-000022,-0.4904294731515422
ACH-000025,-0.2690649584772181
ACH-000028,-0.5306464924540318
ACH-000030,-0.4702256578609084
ACH-000035,-0.35216665060822144
ACH-000036,-0.3275802265850856
ACH-000037,-0.17541728352108046
ACH-000039,-0.5850958915121215
ACH-000040,-0.22155317782781797
ACH-000041,-0.4910500883549887
ACH-000042,-0.5304781461827288
ACH-000045,-0.11579994598551042
ACH-000047,-0.2417770649975821
ACH-000052,-0.3936714007973575
ACH-000053,-0.35239595082019765
ACH-000054,-0.16220829097931388
ACH-000055,0.06464189764371395
ACH-000060,-0.43347344240652297
ACH-000067,-0.28590558092682705
ACH-000070,-0.3560963262583945
ACH-000075,-0.3334162943188708
ACH-000078,-0.26186724102548226
ACH-000082,-0.3620398681031625
ACH-000085,-0.7691446396972321
ACH-000086,-0.09822489661343474
ACH-000087,-0.7312970333976657
ACH-000092,-0.20331487144728735
ACH-000095,-0.19895434633874928
ACH-000097,-0.2207668407680357
ACH-000098,-0.5951332836874531
ACH-000099,-0.5947991882696789
ACH-000108,-0.29184936477981976
ACH-000113,-0.09373758516498147
ACH-000116,-0.25118520352709434
ACH-000118,-0.3682118275742763
ACH-000120,-0.2988749787921736
ACH-000123,-0.1895348505480096
ACH-000127,-0.2165690784355157
ACH-000128,-0.2225878330451508
ACH-000132,-0.19031743755909333
ACH-000133,-0.34632669870993416
ACH-000137,-0.3205757610264157
ACH-000138,-0.44218747481161735
ACH-000142,-1.12433785850212
ACH-000143,-0.6188141642924055
ACH-000146,-0.24070088243742616
ACH-000148,-0.2710853778568914
ACH-000150,-0.0594337816584875
ACH-000152,-0.32670669890783194
ACH-000153,-0.3048056344737195
ACH-000159,-0.1811048979840144
ACH-000160,-0.5377551757219602
ACH-000163,-0.5643930393841692
ACH-000167,-0.4548054398767768
ACH-000168,-0.20851363191109945
ACH-000169,-0.6130911946816413
ACH-000178,-0.04247151312597619
ACH-000183,-0.8338139235816712
ACH-000188,-0.3230952282461329
ACH-000189,-0.17349601585846605
ACH-000190,-0.10730930577484013
ACH-000198,-0.33812407303535985
ACH-000203,-0.27516879702813457
ACH-000204,-0.7370212114970861
ACH-000206,-0.2244458175014235
ACH-000207,-0.9320417926022394
ACH-000208,-0.22293708707319826
ACH-000210,-0.2836719829523662
ACH-000211,-0.6639024928226117
ACH-000215,-0.2428231252535077
ACH-000221,-0.2328869107072317
ACH-000222,-0.4469066052821149
ACH-000223,-0.13270534281084562
ACH-000226,-0.0948037072751202
ACH-000227,-0.4575200559190138
ACH-000228,-0.3247924541414385
ACH-000231,-0.13077234632638682
ACH-000232,-0.011906180436194621
ACH-000233,-0.2561791842150153
ACH-000234,-0.3918773273665831
ACH-000235,-0.5038139787351165
ACH-000237,-0.20321516645770624
ACH-000238,-0.3210611465517023
ACH-000242,-0.12647159793779336
ACH-000243,-0.6432735066842563
ACH-000244,-0.4847851061837435
ACH-000246,-0.18567502297258334
ACH-000248,-0.6808687503131773
ACH-000250,-0.12850275284006396
ACH-000251,-0.3180890055546554
ACH-000252,-0.4898969355923398
ACH-000253,-0.3372346637452337
ACH-000255,-0.1595157833176446
ACH-000256,-0.20358812004504606
ACH-000257,-0.1931702962387908
ACH-000258,-0.18550061530253728
ACH-000259,-0.34823742871804514
ACH-000260,-0.4746486916489147
ACH-000261,-0.29148804905259024
ACH-000262,-0.31370494920871955
ACH-000263,-0.2509944763563537
ACH-000264,-0.3313650551197902
ACH-000265,-0.30451721255333875
ACH-000266,-0.3122101208400877
ACH-000272,-0.25955621405341905
ACH-000274,-0.3273652113865924
ACH-000277,-0.6386069371842277
ACH-000278,-0.17857686023237082
ACH-000279,-0.43734259822236
ACH-000280,-0.7907665848059191
ACH-000281,-0.4701449597296659
ACH-000288,-0.09082014364915887
ACH-000291,-0.32413049037733604
ACH-000293,-0.2373877629314063
ACH-000294,-0.12221547621818556
ACH-000295,-0.2648314023958493
ACH-000296,-0.1693978374840646
ACH-000302,-0.3641329719899981
ACH-000304,-0.20224289043418006
ACH-000307,-0.7076089965270287
ACH-000308,-0.18764807842975711
ACH-000310,-0.4504652344228164
ACH-000311,-0.5804658509167353
ACH-000312,-0.38269537831405137
ACH-000315,-0.11051272961581797
ACH-000316,-0.12130482191597725
ACH-000317,-0.33456391689029275
ACH-000318,-0.25488388976887194
ACH-000319,-0.21199198136447128
ACH-000320,-0.4316201503020252
ACH-000322,-0.12643275507837382
ACH-000323,-0.26282423618887285
ACH-000324,-0.4926146175371841
ACH-000329,-0.17750233546610858
ACH-000330,-0.8180265994583477
ACH-000331,-0.04876372641161336
ACH-000332,-0.5670663992986439
ACH-000334,0.043096756032383415
ACH-000335,-0.17666784948660888
ACH-000336,-0.3647999780066568
ACH-000337,-0.3585074888848518
ACH-000338,0.1348195011372436
ACH-000339,-0.2059539798882724
ACH-000341,-0.6156171285527492
ACH-000348,-0.32669767484733164
ACH-000350,-0.537708748825519
ACH-000352,-0.12587760662410066
ACH-000356,-0.7680767821009903
ACH-000361,-0.1483365310883706
ACH-000362,-0.13434343415814426
ACH-000363,-0.7437715807228056
ACH-000364,-0.3607678960577088
ACH-000365,-0.14856933012236914
ACH-000366,-0.7702631201935091
ACH-000368,-0.18610298375254014
ACH-000374,-0.20239892106016166
ACH-000375,-0.3585428090240004
ACH-000376,-0.3048852227786061
ACH-000381,-0.6733171183017008
ACH-000383,-0.3687712954793449
ACH-000387,-0.14635301749081922
ACH-000389,-0.1709920966554793
ACH-000390,-0.45062233098163595
ACH-000393,-0.22078923542193546
ACH-000395,-0.3272277859067876
ACH-000396,-0.4185655983721669
ACH-000397,-0.9828505974126684
ACH-000401,-0.12569914673035118
ACH-000402,-0.1616992216777103
ACH-000403,-0.2635884618205416
ACH-000404,-0.19745918079972472
ACH-000406,-0.10534413226211403
ACH-000407,-0.3155012378448939
ACH-000408,-0.2340335630281743
ACH-000410,-0.3550469408183932
ACH-000411,-0.534077190716295
ACH-000414,-0.5428307629406379
ACH-000415,-0.4428371974834289
ACH-000416,-0.15127791638673369
ACH-000420,-0.44398092348879975
ACH-000421,-0.4623131315206887
ACH-000424,-0.5014723913970907
ACH-000425,-0.2533497051507377
ACH-000426,-0.4165623542808448
ACH-000427,-0.6407890978507839
ACH-000433,-0.21887838334672666
ACH-000435,-0.19638763708997672
ACH-000436,-0.23270843070225505
ACH-000444,-0.5170553661411253
ACH-000445,-0.29132139183748235
ACH-000448,-0.5573575203096252
ACH-000450,-0.2188528316555359
ACH-000452,-0.4839922640650984
ACH-000454,-0.5312578240662514
ACH-000458,-0.4573517463252729
ACH-000459,-0.2549681126536606
ACH-000460,-0.5619275373890884
ACH-000461,-0.6492331250325352
ACH-000463,-0.39105839105576345
ACH-000464,-0.326372605551002
ACH-000466,-0.7136428313595585
ACH-000467,-0.3963521681034904
ACH-000468,-0.3871954672817037
ACH-000469,-0.3401649671591263
ACH-000470,-0.21591230569570252
ACH-000471,-0.21194304182454493
ACH-000472,-1.0104531714791034
ACH-000473,-0.30980955475255245
ACH-000475,-0.4588873217177613
ACH-000476,-0.305408564114027
ACH-000477,-0.26102305182085866
ACH-000479,-0.2504384271749881
ACH-000480,-0.2597581335265265
ACH-000481,-0.6448855033534422
ACH-000483,-0.3084139299530846
ACH-000484,-0.17519297536810646
ACH-000485,-0.4041943901384377
ACH-000486,-0.2392551259230421
ACH-000487,-0.12788279809021985
ACH-000488,-0.4249360455946908
ACH-000490,-0.8514531529713382
ACH-000491,-0.6751025804690524
ACH-000495,-0.23646301799221184
ACH-000496,-0.477681843240682
ACH-000499,-0.5840744503029978
ACH-000500,-0.3549284535918567
ACH-000502,-0.5956763387441013
ACH-000503,-0.5610282575057335
ACH-000505,-0.30792386636363644
ACH-000507,-0.34153350259930343
ACH-000510,-0.329185897409617
ACH-000511,-0.2663181030158843
ACH-000512,-0.3868437954292697
ACH-000516,-0.2654732758176129
ACH-000517,-0.4330420864326487
ACH-000518,-0.6987291032800326
ACH-000520,-0.2888142325505096
ACH-000521,-0.206081387764536
ACH-000522,-0.26622538374078025
ACH-000524,-0.19157206719484907
ACH-000527,-0.7255324232141696
ACH-000528,-0.3487152427392861
ACH-000537,-0.3626219777795302
ACH-000541,-0.40599213106168974
ACH-000542,-0.13786167667654028
ACH-000544,-0.5901983702249117
ACH-000545,-0.6348348644599945
ACH-000547,-0.7116431416721378
ACH-000548,-0.4940922087700801
ACH-000549,-0.9012479808318778
ACH-000550,-0.10405301415322324
ACH-000552,-0.7350492033802666
ACH-000556,-0.12212239348500865
ACH-000557,-0.27088347770066284
ACH-000569,-0.1688367227084793
ACH-000570,-0.2825088967298624
ACH-000571,-0.5346411976668399
ACH-000573,-0.1422145051048354
ACH-000576,-0.8434505776156238
ACH-000579,-0.16327047919529394
ACH-000580,-0.10362545550113532
ACH-000584,-0.40115673675208974
ACH-000585,-0.8560103359713706
ACH-000588,-0.8124824547985335
ACH-000589,-0.4072552107023008
ACH-000591,-0.27799598661595243
ACH-000593,-1.158689889790146
ACH-000600,-0.16977310058616113
ACH-000601,-0.29364902305713114
ACH-000605,-0.5298731567623255
ACH-000606,-0.3183817956114185
ACH-000608,-0.22274881170145505
ACH-000614,-0.12476367405072206
ACH-000616,-0.20014948882280292
ACH-000618,-0.3201622745064609
ACH-000619,-0.5970024970015839
ACH-000620,-0.39465524961883097
ACH-000621,-0.20915951429565746
ACH-000622,-0.34084971982258205
ACH-000623,-0.1848893456341976
ACH-000624,-0.12591825735347092
ACH-000627,-0.2556369450189611
ACH-000630,-0.6124172732809755
ACH-000631,-0.2575423585206413
ACH-000632,-0.19893633174905384
ACH-000633,-0.32422091427866123
ACH-000637,-0.4327987912607126
ACH-000638,-0.25525327587101704
ACH-000646,-0.6161221061321155
ACH-000647,-0.4580950765771426
ACH-000648,-0.28318861189985234
ACH-000649,-0.1918707416405967
ACH-000651,-0.2839727825825338
ACH-000652,-0.6581428630417169
ACH-000653,-0.3467585616958471
ACH-000657,-0.5322185173684607
ACH-000658,-0.8366769746444715
ACH-000661,-0.11857882003134575
ACH-000662,-0.5331575254387476
ACH-000663,-0.4774959551497384
ACH-000665,-0.26219382881735803
ACH-000671,-0.4235730425661624
ACH-000672,-0.2896235881008047
ACH-000673,-0.34455302373461866
ACH-000676,-0.1958783684606875
ACH-000677,-0.2416418092520837
ACH-000681,-0.5991927110806493
ACH-000683,-0.2678199185064509
ACH-000684,-0.08636290360233179
ACH-000688,-0.5704284309263236
ACH-000693,-0.3895296477822177
ACH-000694,-0.5106704852006406
ACH-000695,-0.11738271058171384
ACH-000696,-0.15117904055613562
ACH-000697,-0.17034353869633512
ACH-000699,-0.18669069745812455
ACH-000701,-0.4021239084317549
ACH-000706,-0.33145674794715546
ACH-000711,-0.6359916669456159
ACH-000713,-0.2882686505266201
ACH-000714,-0.9605366990315528
ACH-000718,-0.2245247117782892
ACH-000720,-0.8003793178759049
ACH-000721,-0.5476458249291201
ACH-000724,-0.4010953944403977
ACH-000725,-0.9060866294779848
ACH-000732,-0.1986117277576084
ACH-000734,-0.6048795383407113
ACH-000735,-0.6724493687996197
ACH-000736,-0.8348245253254198
ACH-000738,-0.30872179372580105
ACH-000746,-0.4865946357841816
ACH-000747,-0.6043677185288857
ACH-000748,-0.2566054149253461
ACH-000753,-0.2680773475103752
ACH-000756,-0.4484879487593957
ACH-000757,-0.4053302309501988
ACH-000758,-0.03517114818020724
ACH-000760,-0.12017439847818055
ACH-000762,-0.4576456485194104
ACH-000763,-0.6889666419723848
ACH-000764,-0.5621164967318834
ACH-000765,-0.2112065804630772
ACH-000766,-0.1592830620410021
ACH-000767,-0.6117850038960783
ACH-000768,-0.04598429251023687
ACH-000769,-0.6466804656465801
ACH-000770,-0.06346746958356254
ACH-000771,-0.5932998022765267
ACH-000773,-0.2756020733744655
ACH-000776,-0.017552966660162487
ACH-000777,-0.5396872801991555
ACH-000778,-0.5170701807367033
ACH-000781,-0.6931499298208369
ACH-000782,-0.3761610061973401
ACH-000783,-0.2662910227440885
ACH-000784,-0.6620717808332788
ACH-000785,-0.5935203963296448
ACH-000787,-0.1559063758294779
ACH-000788,-0.10512891587281854
ACH-000791,-0.5028733728148975
ACH-000792,-0.6642534343841839
ACH-000794,-0.548207598763858
ACH-000796,-0.9190417419122782
ACH-000798,-0.5494746288384008
ACH-000799,-0.08321793075539803
ACH-000800,-0.3018862502512034
ACH-000802,-0.5691991481465863
ACH-000804,-0.39715232699782255
ACH-000805,-0.24031201752994066
ACH-000809,-0.8062868905861269
ACH-000810,-0.1842662604698078
ACH-000811,-0.8526871447263402
ACH-000817,0.07054516122149877
ACH-000819,-0.07541320798318933
ACH-000820,-0.2222035076032534
ACH-000821,-0.3266290482478498
ACH-000822,-0.17748665070003009
ACH-000823,-0.2352517897282324
ACH-000824,-0.9739043599313464
ACH-000827,-0.15642203967896834
ACH-000829,-0.07361922969591234
ACH-000831,-0.12020845742624035
ACH-000832,-0.4381284977268818
ACH-000833,-0.5439523523036033
ACH-000834,-0.6842834555975814
ACH-000835,-0.15525313066628058
ACH-000836,-0.6657153276430451
ACH-000837,-0.4414688419189486
ACH-000838,-0.5919238846645001
ACH-000839,-0.5571763056074039
ACH-000840,-0.31868851578343416
ACH-000841,-0.27747248304074634
ACH-000843,-0.4856528577581339
ACH-000846,-0.2946470608743732
ACH-000847,-0.8357846439130796
ACH-000848,-0.5553551081633599
ACH-000849,-0.018659365179599416
ACH-000851,-0.3470512641882541
ACH-000855,-0.5687803978864511
ACH-000856,-0.7981528658700908
ACH-000858,-0.17199720451942604
ACH-000859,-0.5493980475524687
ACH-000861,-0.3069707085218244
ACH-000862,-0.198006078760965
ACH-000865,-0.5399042788838398
ACH-000866,-1.1583263688682934
ACH-000867,-0.2456870550191356
ACH-000869,-0.08071448442863123
ACH-000872,-0.22256819815401327
ACH-000873,-0.2982656623907907
ACH-000876,-0.0941368520554632
ACH-000878,-0.35379562257275576
ACH-000880,-0.9697231660723789
ACH-000881,-0.2649657219145207
ACH-000882,-0.13721145457530584
ACH-000884,-0.3682100849999705
ACH-000885,-0.3921728321196568
ACH-000887,-0.28830112067606617
ACH-000889,-0.59407714722381
ACH-000896,-0.32493025767283223
ACH-000898,-0.4357739839774708
ACH-000900,-0.2584130745242287
ACH-000901,-0.20048459576303945
ACH-000905,-0.6053499927937411
ACH-000906,-0.16904993161651097
ACH-000907,-0.04831005586291695
ACH-000910,-0.8722309443796427
ACH-000911,-0.2859724861140121
ACH-000912,-0.09547168354341594
ACH-000913,-0.6466940528625001
ACH-000915,-0.17663085732707914
ACH-000916,-0.15794607160192364
ACH-000917,-0.7102198761529397
ACH-000920,-0.11731430096972885
ACH-000921,-0.2198422402554456
ACH-000924,-0.17865210142735366
ACH-000926,-0.5896652689715361
ACH-000928,-0.3567337645920632
ACH-000929,-0.36697299447745824
ACH-000932,-0.2502332580491343
ACH-000935,-0.08084071660051134
ACH-000936,-0.17157342433337178
ACH-000937,-0.09979202634224747
ACH-000938,-0.21089747604415804
ACH-000939,-0.7401114155261601
ACH-000941,-0.7661160658284153
ACH-000943,-0.6048544523496499
ACH-000946,-0.20671444656875645
ACH-000947,-0.08714480506501254
ACH-000948,-0.6413009091397355
ACH-000950,-0.1947145944897804
ACH-000953,-1.0609662227735202
ACH-000954,-0.6254094812197949
ACH-000957,-0.4860443417259903
ACH-000958,-0.6433489506890357
ACH-000960,-0.0595387129483029
ACH-000963,-0.4838167987755677
ACH-000968,-0.153119321248834
ACH-000969,-0.1167389749203468
ACH-000972,-0.14698464652243504
ACH-000973,-0.2822513475550774
ACH-000974,-0.3444336636820448
ACH-000978,-0.2885496924654213
ACH-000984,-0.3673231583191213
ACH-000986,-0.6025257441133023
ACH-000988,-0.2748204144234383
ACH-000993,-0.20430719079213935
ACH-000994,-0.1521911968605357
ACH-000996,-0.07764463329145596
ACH-001001,-0.24020394138335274
ACH-001020,-0.4534802740496448
ACH-001028,-0.2282592660368865
ACH-001031,-0.2693772698793998
ACH-001038,-0.3083182294742416
ACH-001048,-0.2747811862504099
ACH-001050,-0.1831351746816116
ACH-001053,-0.3622947325339931
ACH-001054,-0.2285993539319048
ACH-001061,-0.7698563250534672
ACH-001067,-0.14223320105843273
ACH-001075,-0.6106571782615235
ACH-001096,-0.8268790578841464
ACH-001111,-0.2722573793789022
ACH-001119,-0.3712100609190641
ACH-001128,-0.519537181309727
ACH-001134,-0.2157060824714384
ACH-001151,-0.3200808221552087
ACH-001163,-0.16572271670966449
ACH-001164,-0.4871939449809213
ACH-001183,-0.6960461246919804
ACH-001192,-0.5906301779643799
ACH-001193,-0.5053096853901137
ACH-001196,-0.5491165501924858
ACH-001197,-0.04337202048427431
ACH-001205,-0.20804917698242067
ACH-001211,-0.5691977692243095
ACH-001212,-0.4092892684277958
ACH-001228,-0.2053980041760671
ACH-001232,-0.03853346564872608
ACH-001239,-0.21143345146029646
ACH-001270,-0.4772829969419892
