,NARS2 (79731)
ACH-000004,-0.1883068995349733
ACH-000005,-0.04268297174286207
ACH-000007,-0.31886036051873834
ACH-000009,-0.14074624060151408
ACH-000011,-0.08890595578607928
ACH-000012,-0.3403222882322631
ACH-000013,-0.3368242953225932
ACH-000014,-0.26341086786678525
ACH-000015,-0.2370249876365392
ACH-000017,-0.24708510316300866
ACH-000018,-0.3143447344416241
ACH-000019,-0.4218820667602484
ACH-000021,-0.1687562209850591
ACH-000022,-0.27361605148828205
ACH-000025,-0.353569185137811
ACH-000028,-0.5198410005681974
ACH-000030,-0.2832906169802447
ACH-000035,-0.4034339344759147
ACH-000036,-0.1115695361882092
ACH-000037,-0.24230282454074095
ACH-000039,-0.22139897544926784
ACH-000040,-0.07196502056651152
ACH-000041,-0.01006718962303348
ACH-000042,-0.07314027570285211
ACH-000045,-0.2709153035405038
ACH-000047,-0.5178458782528628
ACH-000052,-0.1662619827932293
ACH-000053,-0.11658415737815735
ACH-000054,-0.03513538852558491
ACH-000055,-0.10302489691937004
ACH-000060,-0.08291872036070982
ACH-000067,-0.08912738657590118
ACH-000070,-0.3644725968247407
ACH-000075,-0.1258328037006134
ACH-000078,0.022394279551275282
ACH-000082,-0.10548539353673517
ACH-000085,-0.07377050401311168
ACH-000086,-0.5179837366094147
ACH-000087,-0.28422583042492644
ACH-000092,-0.11296808891690775
ACH-000095,0.05871218889984897
ACH-000097,-0.2550983202518401
ACH-000098,-0.2743182446664993
ACH-000099,-0.17368663814560262
ACH-000108,-0.14849105080529434
ACH-000113,-0.02981323522000997
ACH-000116,-0.26345585399097404
ACH-000118,-0.4949397561000822
ACH-000120,-0.1909496978760845
ACH-000123,-0.2736645513494448
ACH-000127,-0.19086401205232173
ACH-000128,-0.3742045226284044
ACH-000132,0.01904874613518321
ACH-000133,-0.21573337717504368
ACH-000137,-0.26260082849740113
ACH-000138,-0.2636703674462529
ACH-000142,-0.1916923001131098
ACH-000143,-0.4152157583580319
ACH-000146,-0.17196766185083992
ACH-000148,-0.3124461717242689
ACH-000150,-0.5083213802976281
