,AMMECR1L (83607)
ACH-000004,0.09095220709473817
ACH-000005,0.22513645975080288
ACH-000007,0.03019040939054086
ACH-000009,-0.08854935811029845
ACH-000011,-0.042376621931409945
ACH-000012,-0.10763215286341644
ACH-000013,0.0004951963536534977
ACH-000014,0.07231111304438807
ACH-000015,0.1028225727851994
ACH-000017,-0.05942985289922841
ACH-000018,0.12250105920762686
ACH-000019,0.15485766520221805
ACH-000021,-0.007419783482184248
ACH-000022,0.04772978746968935
ACH-000025,-0.011544816035165049
ACH-000028,0.015000497882792703
ACH-000030,0.04470468099647542
ACH-000035,0.01693448943129593
ACH-000036,0.023234118242372384
ACH-000037,-0.06656378217585901
ACH-000039,0.03458811274765545
ACH-000040,-0.019403061882293283
ACH-000041,0.010045637797815423
ACH-000042,0.06683318030007071
ACH-000045,-0.02672516630394992
ACH-000047,-0.10594073235845124
ACH-000052,-0.0196571825632984
ACH-000053,0.05687500751026401
ACH-000054,0.0127625949450707
ACH-000055,0.018767527194341826
ACH-000060,0.004668315248697284
ACH-000067,0.09490794020127907
ACH-000070,0.1116063692100943
ACH-000075,-0.004485174089098533
ACH-000078,0.08591934062004591
ACH-000082,-0.16215787997548442
ACH-000085,-0.18739551638356627
ACH-000086,0.034124793606981015
ACH-000087,0.4105817903434035
ACH-000092,-0.09190881483904936
ACH-000095,0.07718536781904227
ACH-000097,-0.002923045417079161
ACH-000098,-0.03607052954995349
ACH-000099,0.06953898659886609
ACH-000108,-0.02954077773157471
ACH-000113,0.10451871282817868
ACH-000116,-0.06487306974675265
ACH-000118,-0.047382534286475694
ACH-000120,0.11456895876782902
ACH-000123,0.06783532608033921
ACH-000127,0.12909875744191265
ACH-000128,-0.01221171553555666
ACH-000132,0.15813327331218785
ACH-000133,-0.14796316583937888
ACH-000137,0.01372671462407645
ACH-000138,0.006324493966711044
ACH-000142,-0.03200637381029253
ACH-000143,-0.13304692594018494
ACH-000146,-0.07018147897915028
ACH-000148,0.0015711016444341051
ACH-000150,0.13194702305739256
ACH-000152,-0.0880643510915925
ACH-000153,0.09480298315726664
ACH-000159,-0.06661791308647809
ACH-000160,0.0771356901339006
ACH-000163,0.05185237482857487
ACH-000167,-0.3847720014880787
ACH-000168,0.08449053970180567
ACH-000169,0.04720066117750971
ACH-000178,0.11710334412352605
ACH-000183,-0.08803142431878473
ACH-000188,0.062223934071769675
ACH-000189,-0.0958387146351134
ACH-000190,0.2079118222262857
ACH-000198,0.10728642760354803
ACH-000203,0.3588803265896654
ACH-000204,-0.011452182863341695
ACH-000206,0.1140091091544376
ACH-000207,0.0732822980092654
ACH-000208,0.14311740882867133
ACH-000210,-0.11129277493067548
ACH-000211,0.03814927588762843
ACH-000215,-0.047113291898255034
ACH-000221,0.0098141823566308
ACH-000222,-0.003220464884880196
ACH-000223,-0.06672636363063049
ACH-000226,-0.09071814103753817
ACH-000227,-0.028760205967783614
ACH-000228,-0.06060425091122292
ACH-000231,0.019363609875294174
ACH-000232,0.003653592058138229
ACH-000233,0.005376751774728744
ACH-000234,-0.01459306916689331
ACH-000235,-0.013405150294075569
ACH-000237,-0.05273898579606972
ACH-000238,-0.180871728153871
ACH-000242,-0.04108015677077804
ACH-000243,-0.046971314859522835
ACH-000244,0.04667595459528502
ACH-000246,0.015493117107980254
ACH-000248,0.11999367683330013
ACH-000250,0.056928898598974376
ACH-000251,-0.11087923027028536
ACH-000252,0.07879879107598732
ACH-000253,-0.061488653455393075
ACH-000255,-0.12293903905073375
ACH-000256,-0.005262204787635517
ACH-000257,0.17116921959847506
ACH-000258,0.13481912430503593
ACH-000259,-0.04883729455692948
ACH-000260,-0.0467714661730134
ACH-000261,0.0013024635549727336
ACH-000262,0.08359693224301974
ACH-000263,0.23193329473395066
ACH-000264,0.03356612111472573
ACH-000265,-0.09329977315909872
ACH-000266,-0.03415928244056788
ACH-000272,0.10540956837950044
ACH-000274,-0.03651026289670738
ACH-000277,0.029962791121764414
ACH-000278,0.03913352944716808
ACH-000279,0.014688385737665573
ACH-000280,0.1311759162472291
ACH-000281,0.12367858228393926
ACH-000288,0.0028672558926516162
ACH-000291,0.005180612811862388
ACH-000293,-0.016154445276257534
ACH-000294,0.09335368797016116
ACH-000295,-0.1419460561891549
ACH-000296,-0.0014814805963909213
ACH-000302,-0.12695590346335947
ACH-000304,-0.3920602800760417
ACH-000307,0.0279867093714716
ACH-000308,-0.056513156415293475
ACH-000310,0.06311355263185628
ACH-000311,-0.015636615681053366
ACH-000312,0.0778236945420764
ACH-000315,0.013339357279447224
ACH-000316,-0.13071327448164385
ACH-000317,0.0803845924957085
ACH-000318,0.1009347410095356
ACH-000319,0.09091760831805548
ACH-000320,0.17754327398003192
ACH-000322,-0.07843960946056168
ACH-000323,-0.1004119908056794
ACH-000324,0.020663266510102727
ACH-000329,-0.08535305195052623
ACH-000330,-0.055683550093276725
ACH-000331,-0.02050997651978136
ACH-000332,0.027825889177238917
ACH-000334,-0.007862389683936944
ACH-000335,0.12177388155925375
ACH-000336,-0.08024008519439091
ACH-000337,0.16736989429092164
ACH-000338,-0.3989366622368537
ACH-000339,-0.016970376646863305
ACH-000341,-0.19038294551356785
ACH-000348,-0.039534085975814315
ACH-000350,-0.009833508705365257
ACH-000352,0.04749278686666957
ACH-000356,-0.016154262997241247
ACH-000361,-0.4285233282614082
ACH-000362,-0.03416787822772942
ACH-000363,-0.04726738809128469
ACH-000364,-0.03741893012222895
ACH-000365,0.08389177169119595
ACH-000366,-0.05090686557070175
ACH-000368,0.008759347489660263
ACH-000374,0.10870089734952212
ACH-000375,0.030916287755170975
ACH-000376,-0.07481501460062695
ACH-000381,0.16800869989317685
ACH-000383,0.04621455352516948
ACH-000387,-0.003938019963357456
ACH-000389,-0.07865594335600334
ACH-000390,-0.033212506325517116
ACH-000393,0.00792811190388697
ACH-000395,0.041350086239586435
ACH-000396,-0.03950272260989019
ACH-000397,-0.02567810536279329
ACH-000401,0.1819574926585925
ACH-000402,0.026813201843997637
ACH-000403,-0.001206557438222532
ACH-000404,-0.2770443242164311
ACH-000406,0.033627701227361466
ACH-000407,-0.03436199114898137
ACH-000408,0.04049477642056008
ACH-000410,-0.04572506573417789
ACH-000411,0.06387200152867806
ACH-000414,0.022927041648953983
ACH-000415,-0.005160868278220068
ACH-000416,-0.005935291528069518
ACH-000420,-0.06588636080323172
ACH-000421,0.015866847963705338
ACH-000424,-0.025081324815094518
ACH-000425,-0.06934144024449702
ACH-000426,-0.1263488827377664
ACH-000427,0.05744054753944555
ACH-000433,0.02443025884200399
ACH-000435,-0.2042829437327478
ACH-000436,-0.1653800748215446
