,POLE2 (5427)
ACH-000004,-1.6353171040602614
ACH-000005,-1.4526401563123037
ACH-000007,-1.3662511639433954
ACH-000009,-1.1907172216221578
ACH-000011,-1.2315523280016174
ACH-000012,-1.2980591316620431
ACH-000013,-1.369049215260278
ACH-000014,-1.5039067423932324
ACH-000015,-1.020163233415757
ACH-000017,-1.3072633097422954
ACH-000018,-1.3026783618790096
ACH-000019,-1.0107904071689142
ACH-000021,-1.1395001279931474
ACH-000022,-1.29148420054596
ACH-000025,-1.3622402623706058
ACH-000028,-1.2898572566815711
ACH-000030,-1.3232651874565782
ACH-000035,-1.2258491117261847
ACH-000036,-1.4509249065894936
ACH-000037,-1.2782716080532397
ACH-000039,-1.141402928817193
ACH-000040,-1.434483128260107
ACH-000041,-1.4518164257779431
ACH-000042,-1.208810620903604
ACH-000045,-1.1896736532705805
ACH-000047,-1.1974309536543413
ACH-000052,-1.2930333811041266
ACH-000053,-1.158908456360614
ACH-000054,-1.2180114095083745
ACH-000055,-1.4322894899599397
ACH-000060,-1.3905139627143774
ACH-000067,-1.273865076150875
ACH-000070,-1.304813482546168
ACH-000075,-1.2093015452301117
ACH-000078,-1.360908820427221
ACH-000082,-1.293018777316208
ACH-000085,-1.2688916976080076
ACH-000086,-1.2944424737326128
ACH-000087,-1.227265315403234
ACH-000092,-1.343977392454882
ACH-000095,-1.1939498769566292
ACH-000097,-1.325640778146676
ACH-000098,-1.4330734687988982
ACH-000099,-1.1454586184675135
ACH-000108,-1.4014075580658814
ACH-000113,-1.3244222203229723
ACH-000116,-1.3648094735304517
ACH-000118,-1.3333905875954797
ACH-000120,-1.2026431372632638
ACH-000123,-1.239711512775416
ACH-000127,-1.323138244130169
ACH-000128,-1.2417193154822734
ACH-000132,-1.066449513417653
ACH-000133,-1.4914622365521633
ACH-000137,-1.4019332703791314
ACH-000138,-1.0690508900930378
ACH-000142,-1.1389846721762884
ACH-000143,-1.4888315589818328
ACH-000146,-1.4738946636041692
ACH-000148,-1.5502092571030859
ACH-000150,-1.1306166594543203
ACH-000152,-1.246692294297908
ACH-000153,-1.5827379893760674
ACH-000159,-1.3281177368536945
ACH-000160,-1.3362732166651643
ACH-000163,-1.4084818146992852
ACH-000167,-1.775797742708919
ACH-000168,-1.3710986765540494
ACH-000169,-1.3642137405862855
ACH-000178,-1.3338023226091378
ACH-000183,-1.5142749736846992
ACH-000188,-1.1963669797975622
ACH-000189,-1.2993088569842115
ACH-000190,-1.054249841259843
ACH-000198,-1.4242444194322257
ACH-000203,-0.8740566703362588
ACH-000204,-1.4300151864380464
ACH-000206,-1.0974530800898872
ACH-000207,-1.1982450463917018
ACH-000208,-1.456926260650407
ACH-000210,-1.4883444754437158
ACH-000211,-1.4327508119337418
ACH-000215,-1.4730319293291247
ACH-000221,-1.2053405223233993
ACH-000222,-1.2856384466673552
ACH-000223,-1.3148252162801193
ACH-000226,-1.2133337110172386
ACH-000227,-1.5314456472980744
ACH-000228,-1.3048902040363015
ACH-000231,-1.2308865629761123
ACH-000232,-1.3310562385511115
ACH-000233,-1.4520961296004429
ACH-000234,-1.495879752498558
ACH-000235,-1.2296748731157827
ACH-000237,-1.2304090955998337
ACH-000238,-1.3451554173992657
ACH-000242,-1.3952260154295577
ACH-000243,-1.2483487811779352
ACH-000244,-1.4435833653362684
ACH-000246,-1.4852480604593374
ACH-000248,-1.1088878750074709
ACH-000250,-1.4166913653740016
ACH-000251,-1.220572438557194
ACH-000252,-1.6157244183947674
ACH-000253,-1.3551011654203051
ACH-000255,-1.2258211297738488
ACH-000256,-1.349136917770736
ACH-000257,-1.1717450311663802
ACH-000258,-1.3713540969581164
ACH-000259,-1.2774576092167589
ACH-000260,-1.4570237044361871
ACH-000261,-1.351163565759097
ACH-000262,-1.2542052600355202
ACH-000263,-1.412848644502944
ACH-000264,-1.2126357141114166
ACH-000265,-1.161874641751831
ACH-000266,-1.0957086733563703
ACH-000272,-1.364092930295499
ACH-000274,-1.2686671646824113
ACH-000277,-1.1706955753926491
ACH-000278,-1.5062245597318304
ACH-000279,-1.3045511022530856
ACH-000280,-1.252259496030336
ACH-000281,-1.267455780098191
ACH-000288,-1.273598653097512
ACH-000291,-1.0927931356242784
ACH-000293,-1.3825865863406466
ACH-000294,-1.3048401749361953
ACH-000295,-1.7217462656334108
ACH-000296,-1.4486298275549132
ACH-000302,-1.4286134924685958
ACH-000304,-1.592268182593713
ACH-000307,-1.1177336515945762
ACH-000308,-1.2874013202417105
ACH-000310,-1.2594602921923914
ACH-000311,-1.2380751016233962
ACH-000312,-1.272149487859773
ACH-000315,-1.2458771542423686
ACH-000316,-1.350637892568387
ACH-000317,-1.8821611492327184
ACH-000318,-1.1854595644228585
ACH-000319,-1.2498436833896769
ACH-000320,-1.2677179164278036
ACH-000322,-1.213787716871337
ACH-000323,-1.312771886647929
ACH-000324,-1.2590512443469797
ACH-000329,-1.19491678910022
ACH-000330,-1.031529134108011
ACH-000331,-1.2264137084179048
ACH-000332,-1.1290169554512142
ACH-000334,-1.5348181011151782
ACH-000335,-1.2575584700556106
ACH-000336,-1.3991551353462963
ACH-000337,-1.1790367339516417
ACH-000338,-1.3032772251766795
ACH-000339,-1.1043314560356154
ACH-000341,-1.027739923563203
ACH-000348,-1.3390385760413122
ACH-000350,-1.2898686310516512
ACH-000352,-1.18463529751602
ACH-000356,-1.169917235068342
ACH-000361,-1.5244688382103568
ACH-000362,-1.4908028400933977
ACH-000363,-1.4451689997437618
ACH-000364,-0.9678202756237912
ACH-000365,-1.435820967707679
ACH-000366,-1.195247546608151
ACH-000368,-1.3959030149696745
ACH-000374,-1.1764539715791726
ACH-000375,-1.3998176480837217
