,THBD (7056)
ACH-000004,-0.06663302029973224
ACH-000005,-0.4282327396559826
ACH-000007,-0.03117684076793325
ACH-000009,0.002468717562498635
ACH-000011,-0.11170809844090412
ACH-000012,-0.029681668975499287
ACH-000013,-0.035963679476889915
ACH-000014,0.061687464559734034
ACH-000015,0.11889631452820835
ACH-000017,-0.129565569066672
ACH-000018,0.013969788954028329
ACH-000019,-0.052309900449207435
ACH-000021,0.008240740236083255
ACH-000022,-0.10146286323370844
ACH-000025,0.037946265214233374
ACH-000028,-0.14642366405775994
ACH-000030,-0.05817096857448813
ACH-000035,-0.2665197966327041
ACH-000036,-0.0526457013067908
ACH-000037,-0.15912776583930646
ACH-000039,-0.12907536979286674
ACH-000040,-0.1052736063726827
ACH-000041,-0.11517966899616175
ACH-000042,-0.04959423992924599
ACH-000045,0.02181612668921859
ACH-000047,-0.1519190464005673
ACH-000052,-0.11747712671325115
ACH-000053,-0.07840085593302752
ACH-000054,-0.07747040966543038
ACH-000055,-0.10795412227077224
ACH-000060,-0.07374318821348715
ACH-000067,-0.28478934768427844
ACH-000070,-0.06566490138642961
ACH-000075,-0.008922953725853344
ACH-000078,0.03718906929138192
ACH-000082,-0.11550604837574027
ACH-000085,-0.3467251854438861
ACH-000086,-0.0360560561196249
ACH-000087,-0.3014093748719294
ACH-000092,-0.08801481570898734
ACH-000095,-0.04680229629777048
ACH-000097,-0.16807954080952242
ACH-000098,-0.19870982523163636
ACH-000099,-0.15073995192548742
ACH-000108,-0.11364185790098814
ACH-000113,-0.09690098582076044
ACH-000116,-0.0024045072255767267
ACH-000118,-0.16606233474909132
ACH-000120,-0.12083676157383814
ACH-000123,0.11909826654951032
ACH-000127,-0.13119174291878044
ACH-000128,-0.06638975520511622
ACH-000132,-0.029020779661516893
ACH-000133,-0.2660979533260768
ACH-000137,-0.20139201592780231
ACH-000138,0.044280936707795725
ACH-000142,0.13252513660525614
ACH-000143,0.03524164375260599
ACH-000146,-0.2215848543286568
ACH-000148,-0.20830983087376856
ACH-000150,-0.23573693121161465
ACH-000152,-0.0872551862117352
ACH-000153,-0.024112882184123132
ACH-000159,-0.047737411137647213
ACH-000160,-0.16726686583477254
ACH-000163,-0.2403259337939964
ACH-000167,0.13823665235909124
ACH-000168,-0.3494235253923151
ACH-000169,-0.03364961701355794
ACH-000178,-0.12554508895528774
ACH-000183,0.06776533029243458
ACH-000188,0.05189437698353224
ACH-000189,-0.2339799305291309
ACH-000190,-0.033033289886707985
ACH-000198,-0.03390390811969996
ACH-000203,0.2415371555811169
ACH-000204,-0.040556814465568136
ACH-000206,-0.2313615038624688
ACH-000207,-0.03501692380586599
ACH-000208,-0.28394611851116625
ACH-000210,0.005299942047414947
ACH-000211,-0.11555645265087085
ACH-000215,-0.2121577709062964
ACH-000221,-0.05803573816485935
ACH-000222,0.0627807466312863
ACH-000223,-0.10346714747258863
ACH-000226,-0.11162322701645927
ACH-000227,-0.04744797246051143
ACH-000228,-0.04246024570007116
ACH-000231,-0.16203857214286668
ACH-000232,-0.10024312776386332
ACH-000233,0.1320077359234278
ACH-000234,-0.031474203757519456
ACH-000235,-0.1895112088943983
ACH-000237,-0.10815725615515973
ACH-000238,-0.003438376229390891
ACH-000242,-0.3135193522964955
ACH-000243,-0.17833256960594515
ACH-000244,-0.20771230108492486
ACH-000246,-0.030666041372355436
ACH-000248,-0.08900334252163275
ACH-000250,-0.017835480900878633
ACH-000251,0.03990334478641976
ACH-000252,0.07036257145253548
ACH-000253,-0.0942319049190233
ACH-000255,-0.09942700747737887
ACH-000256,0.010939152130512277
ACH-000257,-0.06880949168208064
ACH-000258,0.03547655567865702
ACH-000259,-0.13211924400678107
ACH-000260,-0.09455303589497213
ACH-000261,-0.07530643786184554
ACH-000262,-0.0014643579457151792
ACH-000263,-0.17980168585323447
ACH-000264,-0.1228257718551874
ACH-000265,-0.25299956604391594
ACH-000266,-0.07113114114740135
ACH-000272,-0.14256164285836614
ACH-000274,-0.052787789389152816
ACH-000277,-0.04154352505792371
ACH-000278,-0.24180797236025606
ACH-000279,-0.07845032119641113
ACH-000280,-0.10107863073167477
ACH-000281,-0.05267137634399261
ACH-000288,-0.05953331707056093
ACH-000291,-0.1247575044434267
ACH-000293,-0.019543012879170985
ACH-000294,-0.19311275172001652
ACH-000295,0.17424449671316405
ACH-000296,-0.10228602934536103
ACH-000302,-0.05245994091625058
ACH-000304,-0.14554202628969587
ACH-000307,-0.10413119546193536
ACH-000308,-0.01567697212113741
ACH-000310,-0.05953738290900393
ACH-000311,-0.15636754989966176
ACH-000312,-0.112338815682156
ACH-000315,-0.09264037572188984
ACH-000316,0.021862480951480516
ACH-000317,-0.15427332067594304
ACH-000318,-0.11460432488662148
ACH-000319,-0.11472710030092388
ACH-000320,-0.388818289741917
ACH-000322,0.055013728400037716
ACH-000323,-0.025863432436576364
ACH-000324,-0.09018950899053188
ACH-000329,-0.07713473782912889
ACH-000330,-0.08242915813224913
ACH-000331,-0.16340317536539986
ACH-000332,-0.02640845041341873
ACH-000334,0.15276335589360174
ACH-000335,0.07721380210280163
ACH-000336,-0.16088140025918538
ACH-000337,-0.15631202745784187
ACH-000338,0.2397971953185517
ACH-000339,-0.2483096500526363
ACH-000341,0.28855461100410035
ACH-000348,-0.11121350196303052
ACH-000350,-0.15619164523644058
ACH-000352,-0.0925239172308432
ACH-000356,-0.3019542057575152
ACH-000361,-0.056217889926724766
ACH-000362,-0.24513801493810866
ACH-000363,-0.11218253371619097
ACH-000364,0.017839146466761727
ACH-000365,0.042528113739337264
ACH-000366,0.014887370178734902
ACH-000368,-0.34422626425095104
ACH-000374,-0.29960635591680895
ACH-000375,-0.3639931645904093
ACH-000376,-0.09214961216332587
ACH-000381,0.002081342298082244
ACH-000383,-0.021460751802499626
ACH-000387,-0.16711175527158995
ACH-000389,-0.0961364584543876
ACH-000390,0.012139645920045614
ACH-000393,-0.005561879682286972
ACH-000395,-0.06423444283892753
ACH-000396,0.0010972951431056307
ACH-000397,0.01221568919895263
ACH-000401,-0.1262594580245195
ACH-000402,-0.5916104471357845
ACH-000403,-0.11224004630751404
ACH-000404,-0.15699893189576866
ACH-000406,0.04961081237670216
ACH-000407,-0.04752535984181516
ACH-000408,-0.20082730698635687
ACH-000410,-0.09027694284318692
ACH-000411,-0.010624985058748869
ACH-000414,-0.09244117469336474
ACH-000415,-0.14335099847421626
ACH-000416,-0.04613378094871589
ACH-000420,-0.0975602564189088
ACH-000421,-0.13593248944701966
ACH-000424,0.03969389358742412
ACH-000425,-0.0617485417822814
ACH-000426,-0.2564647906714186
ACH-000427,0.05791335127520063
ACH-000433,-0.20048684734420644
ACH-000435,-0.034750854191200886
ACH-000436,-0.137606958033676
ACH-000444,0.01279758883248324
ACH-000445,0.020820841879300358
ACH-000448,-0.19670405927789306
ACH-000450,0.14755447676571262
ACH-000452,0.0047831445281269844
ACH-000454,0.03034473449598752
ACH-000458,-0.20777276487847013
ACH-000459,0.07266333087941687
ACH-000460,-0.045111621271194585
ACH-000461,-0.10621864176616536
ACH-000463,-0.2402320907299241
ACH-000464,-0.12971576738947524
ACH-000466,-0.06179126085637227
ACH-000467,-0.0902412002385368
ACH-000468,0.0388115770064728
ACH-000469,-0.1039387969998474
ACH-000470,-0.11360655356789055
ACH-000471,-0.3080306156570289
ACH-000472,-0.14467768596134606
ACH-000473,-0.16340553317748602
ACH-000475,-0.09543470792521716
ACH-000476,-0.10436501271756027
ACH-000477,-0.012104936985367264
ACH-000479,-0.3773352818946424
ACH-000480,-0.02815292151263095
ACH-000481,-0.03251236868119442
ACH-000483,-0.1397718253210098
