,OR5V1 (81696)
ACH-000004,0.16768258035955294
ACH-000005,-0.04876219708570735
ACH-000007,-0.005885539280054064
ACH-000009,0.22167250522516604
ACH-000011,0.14603904409075338
ACH-000012,0.10808571729599988
ACH-000013,0.10519473761192903
ACH-000014,0.08684854178158202
ACH-000015,0.21709777613369394
ACH-000017,0.12291716770803456
ACH-000018,-0.15568162109264275
ACH-000019,0.2695689208701925
ACH-000021,0.1585808687764725
ACH-000022,0.2394198116480681
ACH-000025,0.13959782968754542
ACH-000028,0.08661483567736256
ACH-000030,0.17073847413806642
ACH-000035,0.07450194961055802
ACH-000036,0.2377885776630137
ACH-000037,0.11920833366845522
ACH-000039,0.2466118466093997
ACH-000040,0.04300177728188248
ACH-000041,0.19823182557118213
ACH-000042,0.33113368736473303
ACH-000045,-0.008145385021820179
ACH-000047,0.16404962324412067
ACH-000052,0.1919656429415896
ACH-000053,0.17340963289294678
ACH-000054,0.14423055748546054
ACH-000055,0.17029925285645786
ACH-000060,0.0550129126799218
ACH-000067,0.14516335106592998
ACH-000070,-0.04837254027250254
ACH-000075,0.0552151418366738
ACH-000078,0.0498678990624391
ACH-000082,0.19599721987361696
ACH-000085,0.13304553875087186
ACH-000086,0.25859471751414925
ACH-000087,0.1913856372210405
ACH-000092,0.1933100168662684
ACH-000095,0.24811440666850565
ACH-000097,0.19239059724006208
ACH-000098,0.1911941852001809
ACH-000099,0.20642176411758434
ACH-000108,0.1837685364572276
ACH-000113,0.19188371930501175
ACH-000116,0.1981460521964652
ACH-000118,0.040995186258679886
ACH-000120,0.23339267573379
ACH-000123,0.2435460387552197
ACH-000127,0.16307534872519275
ACH-000128,0.2552264532159472
ACH-000132,0.3183816836436614
ACH-000133,0.2633434176211972
ACH-000137,0.13576221903829647
ACH-000138,0.1323553799161821
ACH-000142,0.18157361775934935
ACH-000143,0.2136449204846515
ACH-000146,0.2576743323410727
ACH-000148,0.2600756155346302
ACH-000150,0.21910078641202246
ACH-000152,0.1981363658002302
ACH-000153,0.11560674753698212
ACH-000159,0.2064485790834718
ACH-000160,0.2517000999404839
ACH-000163,0.2371036416841207
ACH-000167,0.08723344219320373
ACH-000168,0.09813959838073806
ACH-000169,0.17076198351169966
ACH-000178,0.18896600493247945
ACH-000183,0.3020958914608773
ACH-000188,0.20200001149547092
ACH-000189,0.10651814845873013
ACH-000190,0.15181353635775374
ACH-000198,0.19162859401032806
ACH-000203,0.3023000391811461
ACH-000204,0.4402550104588637
ACH-000206,0.2558577151212917
ACH-000207,0.056705599967175814
ACH-000208,0.2255263412407086
ACH-000210,0.29753782643588217
ACH-000211,0.2400886539901516
ACH-000215,0.14252823648417862
ACH-000221,0.28229460157396896
ACH-000222,0.20686841546591644
ACH-000223,0.15192301659682486
ACH-000226,0.2676493081268938
ACH-000227,0.22596334888547198
ACH-000228,0.22118787478535526
ACH-000231,0.19019985322596766
ACH-000232,0.07327859914180511
ACH-000233,0.1726882924981873
ACH-000234,0.26388758858831673
ACH-000235,0.15501099677009664
ACH-000237,0.16803692258165662
ACH-000238,0.114955894803857
ACH-000242,-0.020252935502496
ACH-000243,0.140719555972794
ACH-000244,0.3073634968597349
ACH-000246,0.1771368029969965
ACH-000248,0.2369544304859801
ACH-000250,0.16645657516767515
ACH-000251,0.1183256350664554
ACH-000252,0.10880054570232164
ACH-000253,0.14959451635361395
ACH-000255,0.2645871935376005
ACH-000256,0.11924314762324592
ACH-000257,0.3637054886222305
ACH-000258,0.1616114977406353
ACH-000259,0.150982556066613
ACH-000260,0.1408093285540668
ACH-000261,0.14235320748302566
ACH-000262,0.3224378718525597
ACH-000263,0.13673935990259253
ACH-000264,0.17659863680646803
ACH-000265,0.10126725210004772
ACH-000266,0.18193344578888426
ACH-000272,0.1650793352617235
ACH-000274,0.206080143510886
ACH-000277,0.21468696261739514
ACH-000278,0.2606651553962588
ACH-000279,0.21268331323334813
ACH-000280,0.2190259419459512
ACH-000281,0.16797862266006797
ACH-000288,0.15533744206248773
ACH-000291,0.14676059265652786
ACH-000293,0.10043285089716177
ACH-000294,0.3088168778582089
ACH-000295,0.43586536473415066
ACH-000296,0.14630290883068384
ACH-000302,0.17214144418026472
ACH-000304,-0.06248914554984961
ACH-000307,0.19149774293749544
ACH-000308,0.13643066790475286
ACH-000310,0.2428084340723513
ACH-000311,0.005206636247798993
ACH-000312,0.21196986111583235
ACH-000315,0.22004502696463885
ACH-000316,-0.021013940063151156
ACH-000317,0.11241719207603763
ACH-000318,0.15268002750266393
ACH-000319,0.22018074891864486
ACH-000320,0.27006131321310883
ACH-000322,0.18793143688035796
ACH-000323,0.2582111418028348
ACH-000324,0.20311517787740888
ACH-000329,0.20470714363002135
ACH-000330,0.1874487072528155
ACH-000331,0.14459989150483155
ACH-000332,0.17045882511692573
ACH-000334,0.12612254352991126
ACH-000335,0.21204991254144975
ACH-000336,-0.04902743427621828
ACH-000337,0.2003798933779084
ACH-000338,1.0260130222705657
ACH-000339,0.16475297891135218
ACH-000341,0.2982569781490017
ACH-000348,0.1581457334518325
ACH-000350,0.20512273504223327
ACH-000352,-0.00021538019757531588
ACH-000356,0.15309025157754633
ACH-000361,-0.1675924641567647
ACH-000362,0.2379083606195536
ACH-000363,0.0994429232406616
ACH-000364,0.1982620186917183
ACH-000365,0.15206449458820964
ACH-000366,0.2351048332959017
ACH-000368,0.1645164711345677
ACH-000374,0.0465263799190958
ACH-000375,0.07427159744171156
ACH-000376,0.29367862314019244
ACH-000381,0.17084582681511054
ACH-000383,0.1865734719693503
ACH-000387,0.1912972175914954
ACH-000389,0.1745412132602964
ACH-000390,0.03544302203758249
ACH-000393,0.14627325047896808
ACH-000395,0.16326394138989872
ACH-000396,0.362830239509366
ACH-000397,0.12311254895511473
ACH-000401,0.20744823673647225
ACH-000402,0.03210352847065853
ACH-000403,0.09425500594034476
ACH-000404,0.2327707618121519
ACH-000406,0.2196767158145037
ACH-000407,0.11361131618400187
ACH-000408,0.30149578418992096
ACH-000410,0.2940675967284167
ACH-000411,0.22419895860909886
ACH-000414,0.11623478051223625
ACH-000415,0.2587412767478935
ACH-000416,0.15158202059349585
ACH-000420,0.13122162079361474
ACH-000421,0.1790753114316152
ACH-000424,0.14500312328820153
ACH-000425,0.17619735291719146
ACH-000426,0.24860411912135666
ACH-000427,0.16292594979441402
ACH-000433,0.0592354350020204
ACH-000435,-0.05872903916064695
ACH-000436,0.2168176994511713
ACH-000444,0.1634951741166343
ACH-000445,0.09236911782987334
ACH-000448,0.07539973556329611
ACH-000450,0.15239576997745444
ACH-000452,0.15758903438387814
ACH-000454,0.09000217134974574
ACH-000458,0.22854786158921214
ACH-000459,0.0280337598967084
ACH-000460,0.15767602805806724
ACH-000461,0.08000600476498566
ACH-000463,0.18558842346162852
ACH-000464,0.20739938484763226
ACH-000466,0.36703561313622185
ACH-000467,0.14793983597762722
ACH-000468,0.3082296081144505
ACH-000469,-0.05597617559338048
ACH-000470,0.1803368262634216
ACH-000471,0.1844520181873631
ACH-000472,0.18536837437719292
ACH-000473,0.06824075735420665
ACH-000475,0.17873626334309073
ACH-000476,0.1130220371606772
ACH-000477,0.2082112828429732
ACH-000479,0.022523730283998244
ACH-000480,0.17129682923781905
ACH-000481,0.2574526792290091
ACH-000483,0.11494321531666846
ACH-000484,0.04785174384906272
ACH-000485,0.1601692484680653
ACH-000486,0.13508950260770802
ACH-000487,0.2414100278094654
ACH-000488,0.2286195876483106
ACH-000490,0.16886421416487546
ACH-000491,0.18009906392152755
ACH-000495,0.2825686436155819
ACH-000496,0.1264692916607131
ACH-000499,-0.0071134380379094956
ACH-000500,0.2860172057009736
ACH-000502,0.13480549916654735
ACH-000503,0.2384173471276219
ACH-000505,0.12411024315872288
ACH-000507,0.3260762413784305
ACH-000510,0.18703686528260907
ACH-000511,0.12316389348729495
ACH-000512,0.3529997761342448
ACH-000516,0.035632389416937624
ACH-000517,0.20978616078673826
ACH-000518,0.14544293230586142
ACH-000520,0.2736834586559241
ACH-000521,0.279925739158548
ACH-000522,0.20682615944741728
ACH-000524,0.08405461005046128
ACH-000527,0.21444184886421688
ACH-000528,0.12332452641551694
ACH-000537,0.1862280591978323
ACH-000541,0.5103879977719973
ACH-000542,0.1906435877843383
ACH-000544,0.24734573898694695
ACH-000545,0.12185327454233695
ACH-000547,0.03996914537488213
ACH-000548,0.15739680115276625
ACH-000549,0.1181408261816446
ACH-000550,0.14582362073178487
ACH-000552,0.034394401800517456
ACH-000556,0.17773086865604398
ACH-000557,0.2127346055919856
ACH-000569,0.26285346398946385
ACH-000570,0.2751078728674415
ACH-000571,0.13752996994588648
ACH-000573,0.1387875860916726
ACH-000576,0.08412523858835677
ACH-000579,0.1621982402672918
ACH-000580,0.338848984489541
ACH-000584,0.16503449988449276
ACH-000585,0.16548711661527502
ACH-000588,0.2528737017147007
ACH-000589,0.1705156349804443
ACH-000591,0.20848084211869544
ACH-000593,0.2395552621029104
ACH-000600,0.11734501494410562
ACH-000601,0.2197542125529548
ACH-000605,0.11282170434534725
ACH-000606,0.16949875157106414
ACH-000608,0.20161047133346152
ACH-000614,0.2404924091189494
ACH-000616,0.194722592247917
ACH-000618,0.1122084016616098
ACH-000619,0.2124352897340209
ACH-000620,0.2862347733473655
ACH-000621,0.19553245071947056
ACH-000622,0.22799224884510275
ACH-000623,0.1903652199501715
ACH-000624,0.20574679050209632
ACH-000627,0.10058257990359774
ACH-000630,0.2840858333126717
ACH-000631,0.2660906164100831
ACH-000632,0.17588326909055654
ACH-000633,0.20279358874599568
ACH-000637,0.01234199572493697
ACH-000638,0.17319794895606527
ACH-000646,0.05737641548247755
ACH-000647,0.11116787307745547
ACH-000648,0.08815573823278781
ACH-000649,0.2143666402620995
ACH-000651,0.22455139432356688
ACH-000652,0.2347108288453909
ACH-000653,0.3715302952948644
ACH-000657,0.15166589223987448
ACH-000658,0.13635126585292254
ACH-000661,0.35881591342969194
ACH-000662,0.21279845988347684
ACH-000663,0.18973767125320196
ACH-000665,0.11878396089757805
ACH-000671,0.20623102245880204
ACH-000672,0.2529800287407325
ACH-000673,0.2466202992238883
ACH-000676,0.183317114978928
ACH-000677,0.13801985650720033
ACH-000681,0.1512210026670736
ACH-000683,0.1773835351724687
ACH-000684,0.3746201055013341
ACH-000688,0.267148269648366
ACH-000693,0.14587349432353922
ACH-000694,0.21030117645246732
ACH-000695,0.1355401160629476
ACH-000696,0.1833339498259548
ACH-000697,0.13479068428122315
ACH-000699,0.2428150012067572
ACH-000701,0.15489714116770525
ACH-000706,0.2708757768912447
ACH-000711,0.16748306184295206
ACH-000713,0.11243231611543696
ACH-000714,0.16091454354909604
ACH-000718,0.2326276531192957
ACH-000720,0.18278127592083152
ACH-000721,0.1202472018279708
ACH-000724,0.15390896025829215
ACH-000725,0.18452425244543827
ACH-000732,0.17187604546225865
ACH-000734,0.10849598785459807
ACH-000735,0.2363391111426199
ACH-000736,0.13343242633798869
ACH-000738,0.19974110613678933
ACH-000746,0.31117332980897155
ACH-000747,0.20162254291783865
ACH-000748,0.19294078920484134
ACH-000753,0.16982910737229434
ACH-000756,0.09545193507838924
ACH-000757,0.2453997917742881
ACH-000758,0.019265903632854773
ACH-000760,0.26750303761830285
ACH-000762,0.06706998947403893
ACH-000763,0.05058624831352311
ACH-000764,0.0425207707815406
ACH-000765,0.18844936231770332
ACH-000766,0.2020258428663267
ACH-000767,0.16019925785354722
ACH-000768,0.1280226437467981
ACH-000769,0.3340690882045047
ACH-000770,0.2405314229480044
ACH-000771,0.11027517493403344
ACH-000773,0.1867099410474692
ACH-000776,0.2465537370857349
ACH-000777,0.1331630897129128
ACH-000778,0.21176592082009904
ACH-000781,0.1288440747457618
ACH-000782,0.2514804837340363
ACH-000783,0.07213221702400002
ACH-000784,0.17827662542019646
ACH-000785,0.1466353561931653
ACH-000787,0.2499033893424861
ACH-000788,0.14860467229387012
ACH-000791,0.25737530243230083
ACH-000792,0.2433459207406646
ACH-000794,0.2298187899380568
ACH-000796,0.20962077045448108
ACH-000798,0.4137715123875021
ACH-000799,0.11565887566753245
ACH-000800,0.3101927798080472
ACH-000802,0.1656848916544124
ACH-000804,0.19479563966482186
ACH-000805,0.04760394119223705
ACH-000809,0.15448608885307386
ACH-000810,0.20592142405733144
ACH-000811,0.12384307822155202
ACH-000817,0.18206361697630902
ACH-000819,-0.03199141594841964
ACH-000820,0.3424493983526521
ACH-000821,0.21833666215291606
ACH-000822,0.2267784281927493
ACH-000823,0.2189041900828991
ACH-000824,0.061529329452987724
ACH-000827,0.13838144969165453
ACH-000829,0.23539167745121115
ACH-000831,0.2142526959862789
ACH-000832,0.17153715920069754
ACH-000833,0.20800311117292647
ACH-000834,0.14042745813342888
ACH-000835,0.2654263966597618
ACH-000836,0.19165039803215
ACH-000837,0.1965937369174689
ACH-000838,0.14718012452216084
ACH-000839,0.204066353926818
ACH-000840,0.018018791763887
ACH-000841,0.08208466207999078
