,LCE3B (353143)
ACH-000004,0.22405613674587774
ACH-000005,0.1665223309115728
ACH-000007,0.009485568794537812
ACH-000009,0.11387869589074487
ACH-000011,0.2379862622664513
ACH-000012,0.028916250693609476
ACH-000013,0.1668459321260239
ACH-000014,-0.007879795336539973
ACH-000015,0.2480096645103018
ACH-000017,0.22273701970355114
ACH-000018,0.25154153287151737
ACH-000019,0.14626335872539312
ACH-000021,0.3332777626938134
ACH-000022,0.2337338833225492
ACH-000025,0.023361306094768032
ACH-000028,-0.06107761147060905
ACH-000030,0.14802933008171842
ACH-000035,0.1148011786719207
ACH-000036,0.22953754798604445
ACH-000037,0.1410314461331094
ACH-000039,0.28832147212383624
ACH-000040,0.17367027121277673
ACH-000041,-0.0286931624689106
ACH-000042,0.2734762314653996
ACH-000045,0.23018741180892102
ACH-000047,0.16791836268492108
ACH-000052,0.0664132496119058
ACH-000053,0.16642346728206073
ACH-000054,0.08358168160557701
ACH-000055,0.3493382079668991
ACH-000060,0.0509903655819343
ACH-000067,0.12408929342742715
ACH-000070,0.03493561193395101
ACH-000075,0.16056199896733467
ACH-000078,0.6345699532962513
ACH-000082,0.1286830402286128
ACH-000085,0.16495107821774208
ACH-000086,-0.011087003379395484
ACH-000087,0.10881149011836012
ACH-000092,0.1943417169633088
ACH-000095,0.3005763111200883
ACH-000097,0.2629881314674726
ACH-000098,0.19135734045622746
ACH-000099,0.11327997173212365
ACH-000108,0.3176844001315733
ACH-000113,0.3960305696063821
ACH-000116,0.3892725328430811
ACH-000118,0.035759437902183916
ACH-000120,0.3053896653630981
ACH-000123,0.20497705284191925
ACH-000127,0.24565421311115845
ACH-000128,0.21024553643955685
ACH-000132,0.0009605546792576056
ACH-000133,0.08557314547381861
ACH-000137,0.1828438274940972
ACH-000138,0.2682294013854512
ACH-000142,0.1598371119273342
ACH-000143,0.23942361208676616
ACH-000146,0.2375955477788736
ACH-000148,0.1545340586436871
ACH-000150,0.09717995529878423
ACH-000152,0.2822889451198534
ACH-000153,0.13943368992311553
ACH-000159,0.2334361980981245
ACH-000160,0.03322656879127587
ACH-000163,0.11480517085692475
ACH-000167,-0.5656806439769824
ACH-000168,0.01303944871959481
ACH-000169,0.2354631254815263
ACH-000178,0.26837385879355263
ACH-000183,0.26656403997564937
ACH-000188,0.38279053322920215
ACH-000189,-0.2134210076772597
ACH-000190,0.33726760975951064
ACH-000198,0.21488769116895684
ACH-000203,0.2913460438556026
ACH-000204,0.19500181373957692
ACH-000206,0.3197440816660304
ACH-000207,0.3069119852457355
ACH-000208,-0.09962885456678383
ACH-000210,0.3536018105551453
ACH-000211,0.21748270743908876
ACH-000215,0.1060473540083892
ACH-000221,0.05033644213938572
ACH-000222,0.2940115144690546
ACH-000223,0.2411729245457447
ACH-000226,0.2423326367669606
ACH-000227,0.20969751477096052
ACH-000228,0.20610488798637175
ACH-000231,0.2817046511659642
ACH-000232,0.04828922058538243
ACH-000233,0.4049825899133653
ACH-000234,0.1561465946897074
ACH-000235,0.12338333720280625
