,NAT8 (9027)
ACH-000004,-0.2915063554107539
ACH-000005,-0.0772696088735461
ACH-000007,-0.2748509186098845
ACH-000009,-0.039393071628005
ACH-000011,-0.4402409174946055
ACH-000012,-0.3947282877286784
ACH-000013,-0.13651662050301086
ACH-000014,-0.23968475988139204
ACH-000015,-0.17390476095349305
ACH-000017,-0.21752164371938912
ACH-000018,-0.19691489970144854
ACH-000019,-0.2482166318332444
ACH-000021,-0.34156558977538914
ACH-000022,-0.2238044808773337
ACH-000025,-0.1698939577758248
ACH-000028,-0.3856357816257457
ACH-000030,-0.2639268278027199
ACH-000035,0.03693188316399474
ACH-000036,-0.1290742287036198
ACH-000037,-0.1053428403213838
ACH-000039,-0.10450347176458964
ACH-000040,-0.3779352549652099
ACH-000041,-0.18373964166413626
ACH-000042,-0.05940284679692255
ACH-000045,-0.2960288722473595
ACH-000047,-0.21145625553354985
ACH-000052,-0.1643749350555835
ACH-000053,-0.08227634036124043
ACH-000054,-0.2617195186326624
ACH-000055,-0.209747301688374
ACH-000060,-0.1303688556484508
ACH-000067,-0.2624703145594165
ACH-000070,-0.25622051968168685
ACH-000075,-0.365635941281313
ACH-000078,-0.44201039759645
ACH-000082,-0.1568477237903656
ACH-000085,0.02323663716979913
ACH-000086,-0.13631215084576362
ACH-000087,-0.03879144268084647
ACH-000092,-0.3306396851249932
ACH-000095,-0.1733048569857379
ACH-000097,-0.10161752883303002
ACH-000098,-0.16003447096181028
ACH-000099,-0.22183168239029016
ACH-000108,-0.08304277879392337
ACH-000113,-0.2195961837496261
ACH-000116,-0.4564452160727361
ACH-000118,-0.17731968842872667
ACH-000120,-0.07818992525014458
ACH-000123,-0.17312045175109753
ACH-000127,-0.2445967779675452
ACH-000128,-0.3686411469388616
ACH-000132,-0.3148153497786597
ACH-000133,-0.134384491697418
ACH-000137,-0.2797815296250165
ACH-000138,-0.10832649773259324
ACH-000142,-0.11610948683599795
ACH-000143,-0.19982934202720154
ACH-000146,-0.055662209586159785
ACH-000148,-0.07150638336027491
ACH-000150,-0.08939343564983188
ACH-000152,-0.35217216562912235
ACH-000153,-0.2797842159459017
ACH-000159,-0.199791235388978
ACH-000160,-0.2867948905208409
ACH-000163,0.02675729817423849
ACH-000167,-0.1016367005146628
ACH-000168,-0.2879863983625052
ACH-000169,-0.3019015006229048
ACH-000178,-0.13158091234628186
ACH-000183,-0.123771528849155
ACH-000188,-0.3405955526992048
ACH-000189,-0.2790912917170509
ACH-000190,-0.15206066254006087
ACH-000198,-0.20084658895525875
ACH-000203,-0.11490790517169455
ACH-000204,-0.19054335344174625
ACH-000206,-0.3446850348343503
ACH-000207,-0.09171273824235833
ACH-000208,-0.33309704572086285
ACH-000210,-0.09267200392969027
ACH-000211,-0.2183235590638457
ACH-000215,-0.13986331135806734
ACH-000221,-0.33549288457222753
ACH-000222,-0.0837070191117486
ACH-000223,-0.28538584064564576
