,SEC13 (6396)
ACH-000004,-1.0857120437665595
ACH-000005,-1.3185621433688504
ACH-000007,-1.2885274363915171
ACH-000009,-1.0635801492154664
ACH-000011,-1.0501881067339822
ACH-000012,-1.1599228954101883
ACH-000013,-1.0712494616751636
ACH-000014,-1.2384503895748369
ACH-000015,-1.1047808185494412
ACH-000017,-1.3248825311351786
ACH-000018,-1.1999436064612463
ACH-000019,-0.8542220515139136
ACH-000021,-1.1981338108306594
ACH-000022,-1.1144379850517965
ACH-000025,-1.0948868978731223
ACH-000028,-0.9238313764685041
ACH-000030,-1.2336177231240852
ACH-000035,-1.0131459373942742
ACH-000036,-1.0576304684570443
ACH-000037,-0.473078344238436
ACH-000039,-1.1968213909736731
ACH-000040,-1.063535195859138
ACH-000041,-1.1595320673181797
ACH-000042,-1.1981135576401196
ACH-000045,-1.0056291178675034
ACH-000047,-1.180238116919205
ACH-000052,-1.196308333697234
ACH-000053,-1.0852222468395434
ACH-000054,-1.0272397243867064
ACH-000055,-1.06478218053862
ACH-000060,-1.2846415993471718
ACH-000067,-1.0470163050949153
ACH-000070,-1.0670991662175509
ACH-000075,-1.1342689263741903
ACH-000078,-0.9453366236157388
ACH-000082,-0.945805835328952
ACH-000085,-0.8790757934715935
ACH-000086,-1.0606152236344406
ACH-000087,-1.1657285227827676
ACH-000092,-1.1143626733286007
ACH-000095,-1.1265282074439087
ACH-000097,-1.1923965039513962
ACH-000098,-1.14184681345621
ACH-000099,-1.0082148042169057
ACH-000108,-1.1291240890627094
ACH-000113,-0.9866156325927264
ACH-000116,-1.0783396464596442
ACH-000118,-0.9929794237101204
ACH-000120,-1.1441875874155156
ACH-000123,-1.1044562875982096
ACH-000127,-1.1827901333359805
ACH-000128,-1.204274718408872
ACH-000132,-1.1168512853877184
ACH-000133,-1.0965083586125834
ACH-000137,-1.0495938735687045
ACH-000138,-1.08112673424514
ACH-000142,-0.9008132965249466
ACH-000143,-1.0720423425551244
ACH-000146,-1.149246670320222
ACH-000148,-0.8619892509773153
ACH-000150,-1.2582295358568525
ACH-000152,-0.9906141489426772
ACH-000153,-1.1182267601622282
ACH-000159,-1.108332226907894
ACH-000160,-1.1702337575294488
ACH-000163,-1.1219129773423029
ACH-000167,-1.1406974717623344
ACH-000168,-1.0280292202899164
ACH-000169,-1.1061999401962177
ACH-000178,-0.9787279138307341
ACH-000183,-1.2354608642548417
ACH-000188,-1.0534445784439683
ACH-000189,-1.2851960141898888
ACH-000190,-1.327964516461235
ACH-000198,-1.289248197349079
ACH-000203,-1.2044671003617142
ACH-000204,-1.2496800808543989
ACH-000206,-1.1018324803860406
ACH-000207,-1.0194916536844598
ACH-000208,-1.015155601383383
ACH-000210,-1.3143455704470801
ACH-000211,-1.075863268357111
ACH-000215,-1.215538907187428
ACH-000221,-1.1141743513453013
ACH-000222,-1.0735919353486665
ACH-000223,-1.0550578690618209
ACH-000226,-1.0064933453980176
ACH-000227,-1.0263802848574974
ACH-000228,-0.8953194123673787
ACH-000231,-1.214232169059319
ACH-000232,-1.2090388335011872
ACH-000233,-1.0192999183612992
ACH-000234,-1.1213766051525131
ACH-000235,-1.1620943457410655
ACH-000237,-1.0540601641273324
ACH-000238,-1.195761094258884
ACH-000242,-1.1296501866668311
ACH-000243,-1.2406566844055251
ACH-000244,-1.0582341462455989
ACH-000246,-1.1778897295612585
ACH-000248,-1.183908149266924
ACH-000250,-1.1718438111501333
ACH-000251,-1.1100830857466122
ACH-000252,-1.2670952148216348
ACH-000253,-1.163453284059483
ACH-000255,-0.9672098889366346
ACH-000256,-1.1234686994611516
ACH-000257,-1.3676535021476628
ACH-000258,-1.2879222362299247
ACH-000259,-1.1200850808945355
ACH-000260,-1.2080790671067156
ACH-000261,-1.0395604610782183
ACH-000262,-1.0883429781625604
ACH-000263,-1.119039540713213
ACH-000264,-1.2375075855277724
ACH-000265,-0.9710223839989576
ACH-000266,-1.2025997447918104
ACH-000272,-1.1683228153054428
ACH-000274,-1.0645254398937611
ACH-000277,-0.989270647866168
ACH-000278,-1.1342524948765358
ACH-000279,-1.153348586730796
ACH-000280,-0.9730059598909584
ACH-000281,-1.1279127535217155
ACH-000288,-0.9726952306938164
ACH-000291,-1.2209175547765478
ACH-000293,-1.0662395456309977
ACH-000294,-1.0395220751483578
ACH-000295,-1.3411875789657584
ACH-000296,-1.1237738154332642
ACH-000302,-0.9684454712709618
ACH-000304,-1.081724031362818
ACH-000307,-1.3304563029607144
ACH-000308,-1.312794687832941
ACH-000310,-1.1288904278229477
ACH-000311,-1.1545427575785259
ACH-000312,-1.1598641448531777
ACH-000315,-1.2347786229622433
ACH-000316,-1.0952739126638538
ACH-000317,-0.9723671390761685
ACH-000318,-1.098882584934359
ACH-000319,-1.1304445151454945
ACH-000320,-1.058955555962544
ACH-000322,-1.1172361470301535
ACH-000323,-1.3088296902697247
ACH-000324,-0.9684985489668654
ACH-000329,-1.1820579338983968
ACH-000330,-1.352489706266562
ACH-000331,-0.9249851306742854
ACH-000332,-1.24337032003734
ACH-000334,-1.1994778497002372
ACH-000335,-0.8447873448453624
ACH-000336,-1.2459934137914213
ACH-000337,-1.3001823889729078
ACH-000338,-1.3221178057066276
ACH-000339,-1.2443688504049155
ACH-000341,-1.051554446281304
ACH-000348,-0.8384349074985221
ACH-000350,-0.9721130288319562
ACH-000352,-1.3089527579469935
ACH-000356,-1.0377199251102165
ACH-000361,-1.1166114276833536
ACH-000362,-1.1180545560614117
ACH-000363,-1.1115647931622914
ACH-000364,-1.0084387052679418
ACH-000365,-1.1599325591784206
ACH-000366,-0.902485155184797
ACH-000368,-1.0642332185371228
ACH-000374,-1.4762928893168472
ACH-000375,-1.0529175501032575
ACH-000376,-1.0866127728641055
ACH-000381,-1.2437650835799008
ACH-000383,-1.3560224522055253
ACH-000387,-1.072536850053485
ACH-000389,-0.9869705714125818
ACH-000390,-1.3407801580687684
ACH-000393,-1.15878750349994
ACH-000395,-1.1449207917015456
ACH-000396,-1.1182330688374835
ACH-000397,-1.1606772602869533
ACH-000401,-1.0705525320552696
ACH-000402,-1.0701713025162058
ACH-000403,-1.430604604082574
ACH-000404,-1.0901360967891744
ACH-000406,-1.0313219037379722
ACH-000407,-1.1227917210308924
ACH-000408,-1.1829124749074664
ACH-000410,-1.1233082343568177
ACH-000411,-1.2145254243889
ACH-000414,-1.043860482665943
ACH-000415,-1.1511772058138492
ACH-000416,-1.0601467845387298
ACH-000420,-1.2235854751144706
ACH-000421,-1.1332825482239488
ACH-000424,-1.2168154419701545
ACH-000425,-1.2186655997237021
ACH-000426,-1.235146571528142
ACH-000427,-1.1522408033283609
ACH-000433,-1.1319612899999587
ACH-000435,-0.9015139301837924
ACH-000436,-1.1881970305753713
ACH-000444,-1.01645129258096
ACH-000445,-1.134940645029192
ACH-000448,-1.1975512470873266
ACH-000450,-1.1426556481078014
ACH-000452,-1.244603887695156
ACH-000454,-1.2353376257656492
ACH-000458,-0.9267084290564616
ACH-000459,-1.0251917206157195
ACH-000460,-1.0419494936577272
ACH-000461,-1.0885951468894577
ACH-000463,-1.1056575526155934
ACH-000464,-0.975802033109898
ACH-000466,-1.008354589392772
ACH-000467,-1.064359379118092
ACH-000468,-1.0300814815398145
ACH-000469,-1.0261343595129722
ACH-000470,-1.3616136586576522
ACH-000471,-1.37119227394086
ACH-000472,-1.0503828848972607
ACH-000473,-1.0108247424573962
ACH-000475,-1.189216101327093
ACH-000476,-1.0535951110334798
ACH-000477,-0.6603452069572247
ACH-000479,-1.131098495134787
ACH-000480,-0.8679234413725686
ACH-000481,-1.264658147827282
ACH-000483,-1.0893573209920513
ACH-000484,-0.931849234366657
ACH-000485,-1.0503873901038523
ACH-000486,-0.9895223118986128
ACH-000487,-1.058823823850641
ACH-000488,-1.0074477102237582
ACH-000490,-1.0369611722705283
ACH-000491,-1.2462757101947206
ACH-000495,-0.9750589592962036
ACH-000496,-0.9667368538548704
ACH-000499,-1.3034919545673314
ACH-000500,-0.9898524171830304
ACH-000502,-1.1151061206722064
ACH-000503,-0.9433988724859238
ACH-000505,-0.9930712917859019
