,SCEL (8796)
ACH-000004,0.15178862228708773
ACH-000005,0.14499738524819036
ACH-000007,-0.1294520359185728
ACH-000009,0.11975466268169087
ACH-000011,0.0813994802089321
ACH-000012,0.10422866780660536
ACH-000013,0.08118999980074201
ACH-000014,0.0051419285585457795
ACH-000015,0.17870075323090664
ACH-000017,0.1665159511392483
ACH-000018,0.13250237879125806
ACH-000019,0.05549749817502928
ACH-000021,0.12191312673076052
ACH-000022,0.07654908696301596
ACH-000025,0.2699352657827054
ACH-000028,0.056935716591723674
ACH-000030,0.12372827872376573
ACH-000035,0.1716481368840686
ACH-000036,0.14676238662212945
ACH-000037,0.006100503144730365
ACH-000039,0.18756595529206696
ACH-000040,0.16658269493043446
ACH-000041,0.07090837484173132
ACH-000042,0.10667306673157304
ACH-000045,0.1266274627161648
ACH-000047,0.21332302904703776
ACH-000052,0.024767837274796627
ACH-000053,0.05941696261081177
ACH-000054,0.17509629946440078
ACH-000055,0.0969240152982206
ACH-000060,0.12569460044965008
ACH-000067,0.22753713321981064
ACH-000070,0.08055275875680433
ACH-000075,0.15122183616985335
ACH-000078,0.18653086837786292
ACH-000082,0.04675504172402575
ACH-000085,0.10868329621128682
ACH-000086,0.1391680340195517
ACH-000087,0.14242158695885998
ACH-000092,0.11918516417652945
ACH-000095,0.23993106495328145
ACH-000097,0.13063936688323102
ACH-000098,0.19331427156450806
ACH-000099,0.21325460887901496
ACH-000108,0.10189338797970438
ACH-000113,0.1953583168076696
ACH-000116,0.10654684098639884
ACH-000118,0.1769887346222521
ACH-000120,0.20620454909812072
ACH-000123,0.09673345712450676
ACH-000127,0.12389642357002975
ACH-000128,0.16206082598958133
ACH-000132,0.07432077376163611
ACH-000133,0.12787569585682976
ACH-000137,0.08162770461515645
ACH-000138,0.2382341661263583
ACH-000142,0.2493798653599645
ACH-000143,0.0365243819906124
ACH-000146,0.15295070400813054
ACH-000148,0.09757458782740973
ACH-000150,0.07304422260736014
ACH-000152,-0.01918961948967416
ACH-000153,0.17577976633481546
ACH-000159,-0.028462000314280325
