,IL37 (27178)
ACH-000004,-0.05303753149021757
ACH-000005,0.04159035755046466
ACH-000007,0.1524637103167107
ACH-000009,0.005725290765410188
ACH-000011,-0.02904866604929893
ACH-000012,0.0686428038653343
ACH-000013,-0.05166658787546388
ACH-000014,-0.1506730305132812
ACH-000015,-0.10213466623225037
ACH-000017,0.040363894850022286
ACH-000018,-0.14535480941718107
ACH-000019,0.07002355667423338
ACH-000021,0.11211414259640183
ACH-000022,0.04831415917348417
ACH-000025,0.0658553214983857
ACH-000028,0.14265750882665304
ACH-000030,0.0455082986590661
ACH-000035,-0.12328340068850023
ACH-000036,0.2297642116285641
ACH-000037,0.0009271984557504198
ACH-000039,0.0064593975354969215
ACH-000040,-0.05839996131501851
ACH-000041,-0.04719178206805464
ACH-000042,-0.010466883022520251
ACH-000045,0.12413490624063643
ACH-000047,0.0825699793773902
ACH-000052,0.01582895331336506
ACH-000053,-0.004575002737348218
ACH-000054,0.038954935629751546
ACH-000055,0.1557900751229528
ACH-000060,-0.052242216495159255
ACH-000067,0.06127950517303861
ACH-000070,-0.019409864769889998
ACH-000075,-0.1568823724182173
ACH-000078,0.08774364980310675
ACH-000082,0.027470412408729484
ACH-000085,-0.06670519271482504
ACH-000086,-0.04461377007023282
ACH-000087,-0.14029253632499794
ACH-000092,-0.08861216821053461
ACH-000095,0.10321355912000033
ACH-000097,0.08071508190995262
ACH-000098,-0.08274673171296858
ACH-000099,0.058551933212717386
ACH-000108,0.030701649026141205
ACH-000113,-0.006076317446183254
ACH-000116,0.11582216949919305
ACH-000118,-0.041811282452747255
ACH-000120,0.05389996096286364
ACH-000123,0.025292086445431
ACH-000127,0.03170388116496409
ACH-000128,-0.0486590701520531
ACH-000132,0.1340445196294775
ACH-000133,-0.05586927062864019
ACH-000137,-0.012892208288008132
ACH-000138,0.02333312235200249
ACH-000142,-0.11725431832957625
ACH-000143,0.10957225802716164
ACH-000146,-0.005956996133066995
ACH-000148,0.10034647936861853
ACH-000150,0.1556172326796811
ACH-000152,-0.04476424440642842
ACH-000153,0.027367084173688414
ACH-000159,0.01899125056828468
ACH-000160,-0.023802203433014882
ACH-000163,0.0948254694679165
ACH-000167,0.0977794521226152
ACH-000168,-0.12716879134306328
ACH-000169,0.1532498716276688
ACH-000178,0.015523238703765534
ACH-000183,0.013262221903268302
ACH-000188,-0.044079529724624436
