,HP (3240)
ACH-000004,0.25776736557090035
ACH-000005,0.10423999038933213
ACH-000007,0.1986073258222888
ACH-000009,0.40346411027704826
ACH-000011,0.17641941420165788
ACH-000012,0.3152469815626994
ACH-000013,0.14706200737848804
ACH-000014,0.23155420389922146
ACH-000015,0.3465855135269766
ACH-000017,0.1028454084339935
ACH-000018,0.20682112796495575
ACH-000019,0.18217045910744314
ACH-000021,0.16290350097072365
ACH-000022,0.31684009571196114
ACH-000025,0.17924490105130236
ACH-000028,0.1882071303997984
ACH-000030,0.295410077516002
ACH-000035,0.39766277786858906
ACH-000036,0.10909710991441128
ACH-000037,0.31446603827260444
ACH-000039,0.21573167790738426
ACH-000040,0.39151932275258294
ACH-000041,0.3363062477108282
ACH-000042,0.2268913976590156
ACH-000045,0.3814997236300919
ACH-000047,0.2257057866207001
ACH-000052,0.2250115379128603
ACH-000053,0.3346953188581705
ACH-000054,0.3877873656407442
ACH-000055,0.1498169179922797
ACH-000060,0.44143131009583
ACH-000067,0.40687882225313743
ACH-000070,0.3311435020799916
ACH-000075,0.15174191929106606
ACH-000078,0.27454380761096386
ACH-000082,0.1845786021047744
ACH-000085,0.2731813495167542
ACH-000086,0.023208095278988528
ACH-000087,0.3620971073438217
ACH-000092,0.3122137210818719
ACH-000095,0.1601898222013586
ACH-000097,0.1899711600354451
ACH-000098,0.1593416666043467
ACH-000099,0.0333395704136626
ACH-000108,0.4222898679822745
ACH-000113,0.3500887511800105
ACH-000116,0.37875716989083796
ACH-000118,0.2620240036217711
ACH-000120,0.1669525098215763
ACH-000123,0.2331585292496013
ACH-000127,0.15843705926207974
ACH-000128,0.3612632346912579
ACH-000132,0.15398395300174833
ACH-000133,0.09988674098588936
ACH-000137,0.21274950559203373
ACH-000138,0.3629310255891037
ACH-000142,0.2981528668889447
ACH-000143,0.27108612993768955
ACH-000146,0.39325294377585857
ACH-000148,0.1456811586932181
ACH-000150,0.2199426284444764
ACH-000152,0.2462569129720107
ACH-000153,0.3668233753805656
ACH-000159,0.3705999513986036
ACH-000160,0.17022852714243236
ACH-000163,0.22339383764214288
ACH-000167,-0.051796310305900685
ACH-000168,0.3350804517871295
ACH-000169,0.34482455734978923
ACH-000178,0.1850507080524523
ACH-000183,0.4718982061376133
ACH-000188,0.2264135380041016
ACH-000189,0.17352432883470947
ACH-000190,0.1625008860972205
ACH-000198,0.2484459193105965
ACH-000203,0.03454034839127095
ACH-000204,0.031152424807463087
ACH-000206,0.24547527913798306
ACH-000207,0.4670100876079592
ACH-000208,-0.040062388725341874
ACH-000210,0.22523120155933785
ACH-000211,0.186553377009964
ACH-000215,0.14109648762602664
ACH-000221,0.08842046008825524
ACH-000222,0.16161181408034286
ACH-000223,0.35929222849628506
ACH-000226,0.3450558700031014
ACH-000227,0.33628252076714193
ACH-000228,0.2937687388281233
