,FNDC3A (22862)
ACH-000004,-0.11093530572555556
ACH-000005,0.017335180101907526
ACH-000007,-0.014783499176984871
ACH-000009,0.10445357544151336
ACH-000011,0.05725564875498861
ACH-000012,0.06781137957892913
ACH-000013,-0.10961518923397856
ACH-000014,0.0717152600704582
ACH-000015,-0.03997370748657652
ACH-000017,-0.3487053539403905
ACH-000018,-0.070103411669807
ACH-000019,-0.010215627261284124
ACH-000021,-0.00882911538236047
ACH-000022,0.03658808252604514
ACH-000025,0.0011350864696839085
ACH-000028,0.09394154315865416
ACH-000030,-0.0072762535610697565
ACH-000035,0.027145351793572987
ACH-000036,-0.057803954131730874
ACH-000037,0.10452654460280132
ACH-000039,-0.06400402302220433
ACH-000040,0.17033182446264472
ACH-000041,-0.06921887722291176
ACH-000042,-0.13464205535863052
ACH-000045,0.05377979302094869
ACH-000047,0.017146675679482484
ACH-000052,0.025732956596273112
ACH-000053,-0.054601908944816285
ACH-000054,-0.0075755765144257066
ACH-000055,0.04255761400264768
ACH-000060,-0.11479758637391653
ACH-000067,-0.04078143610370463
ACH-000070,-0.05117535390181804
ACH-000075,-0.014278034849978529
ACH-000078,-0.010620732859704928
ACH-000082,0.027093125995835923
ACH-000085,-0.0928489931917563
ACH-000086,-0.1673021995455852
ACH-000087,0.02376889205078901
ACH-000092,0.1175565242994394
ACH-000095,-0.041684158922207455
ACH-000097,-0.08768831942774148
ACH-000098,0.12692823491886304
ACH-000099,-0.07762563520550597
ACH-000108,-0.1111279767829412
ACH-000113,0.08475559916766756
ACH-000116,0.03822090094402618
ACH-000118,0.07273388222762987
ACH-000120,0.02618045930027808
ACH-000123,-0.012910238026683651
ACH-000127,0.03265344053868634
ACH-000128,-0.17805879199480734
ACH-000132,0.010632838768730113
ACH-000133,0.05456611082465971
ACH-000137,0.0365562455522794
ACH-000138,0.003293100033388636
ACH-000142,-0.08674474080660806
ACH-000143,0.038997092543035794
ACH-000146,-0.013601590555621915
ACH-000148,-0.014896169103825381
ACH-000150,0.10102479368601183
ACH-000152,-0.04291318237806941
ACH-000153,0.21280685075810848
ACH-000159,-0.035319608649018924
ACH-000160,-0.0811268357192294
ACH-000163,0.012863321070316512
ACH-000167,0.005125686110870572
ACH-000168,0.2270850494986088
ACH-000169,0.17604097713630834
ACH-000178,-0.014890035200081362
ACH-000183,0.1332949722169239
ACH-000188,0.014126135796396206
ACH-000189,-0.09914557550217848
ACH-000190,0.10124411673690173
ACH-000198,0.067711336843689
ACH-000203,-0.029882126551365858
ACH-000204,0.1297051223675495
ACH-000206,0.18827577323100972
ACH-000207,0.006979052193383731
ACH-000208,-0.13576931171617546
ACH-000210,0.037213441259070085
ACH-000211,0.003952026569683503
ACH-000215,0.053119711989267855
ACH-000221,0.18865765251799632
ACH-000222,0.12815683235839534
ACH-000223,-0.05261473561508551
ACH-000226,-0.034580610886041516
ACH-000227,0.1821301462088832
ACH-000228,-0.032543719938828916
ACH-000231,0.044294539604278316
ACH-000232,-0.017175342990328715
ACH-000233,-0.013027185407792772
ACH-000234,0.04137027891996458
ACH-000235,-0.04232030328750869
ACH-000237,0.054539197800148466
ACH-000238,-0.07236720490812329
ACH-000242,0.04154426294792688
ACH-000243,0.011874534031468856
ACH-000244,-0.07011653601602849
ACH-000246,-0.08067874831373595
ACH-000248,-0.42932829835148
ACH-000250,-0.06831147563935015
ACH-000251,-0.08211752920098199
ACH-000252,-0.02689337644874428
ACH-000253,0.13286847577260824
ACH-000255,-0.008239712168877212
ACH-000256,0.085951745962454
ACH-000257,-0.11524445923953434
ACH-000258,0.09860686696816873
ACH-000259,-0.06589154496905797
ACH-000260,0.026692404089883368
ACH-000261,0.010012470551221687
ACH-000262,0.01353241454439641
ACH-000263,-0.2299028135920391
ACH-000264,-0.08068624497839402
ACH-000265,-0.032219710245673217
ACH-000266,-0.02853681634334305
ACH-000272,-0.00546765178040496
ACH-000274,-0.10737746963479354
ACH-000277,-0.07028152328387678
ACH-000278,0.044365757324600505
ACH-000279,0.08364500934964665
ACH-000280,-0.07656448852081359
ACH-000281,-0.009685705380093671
ACH-000288,-0.08276495038386421
ACH-000291,-0.05418393301513162
ACH-000293,-0.035288695597925905
ACH-000294,-0.04716516257173583
ACH-000295,-0.14915579837344925
ACH-000296,0.048752196824430334
ACH-000302,-0.027528094827826668
ACH-000304,-0.052042005694002
ACH-000307,0.025286149670160064
ACH-000308,0.0049319240524558355
ACH-000310,-0.11169393565602437
ACH-000311,-0.07200285046893105
ACH-000312,0.0810624936468249
ACH-000315,-0.328835968591989
ACH-000316,0.07510714568348656
ACH-000317,-0.055003926426517406
ACH-000318,0.029808636349759818
ACH-000319,0.13165051190116112
ACH-000320,-0.011500501421012551
ACH-000322,-0.021764352632737814
ACH-000323,0.07729139366691858
ACH-000324,-0.10871210459552054
ACH-000329,-0.0638441248306894
ACH-000330,-0.06455890465655675
ACH-000331,0.05363904104055313
ACH-000332,-0.013997836761585824
ACH-000334,0.09002426672215913
ACH-000335,0.15675615755033026
ACH-000336,-0.011634539900297523
ACH-000337,0.20409045833213746
ACH-000338,0.2078298713544772
ACH-000339,0.07403662872647743
ACH-000341,0.006871822889446921
ACH-000348,0.025498267707031005
ACH-000350,-0.015793438804639903
ACH-000352,-0.0032516608908177524
ACH-000356,-0.010325299547744063
ACH-000361,-0.013665370956785777
ACH-000362,-0.10139864479179582
ACH-000363,0.0689450043807703
ACH-000364,0.08259552096792794
ACH-000365,-0.050398380674831884
ACH-000366,-0.011992698168547823
ACH-000368,0.1266030027970146
ACH-000374,-0.10350518391667173
ACH-000375,0.07693478982193262
ACH-000376,-0.018987679714874268
ACH-000381,0.2032698655391212
ACH-000383,0.004537206555025256
ACH-000387,-0.11871934560474914
ACH-000389,0.07384327744146657
ACH-000390,-0.12203602693643813
ACH-000393,0.0157292527049974
ACH-000395,-0.08557429306204542
ACH-000396,-0.08806339373416233
ACH-000397,0.07895279300068264
ACH-000401,-0.020630922057942664
ACH-000402,0.2284513018386223
ACH-000403,-0.043551479889601896
ACH-000404,0.05669650726588218
ACH-000406,-0.05425606229327681
ACH-000407,-0.014542828576225847
ACH-000408,0.06493152938114928
ACH-000410,-0.04714770817593336
ACH-000411,-0.13148922600593524
ACH-000414,0.05301073991232203
ACH-000415,-0.0431891542726782
ACH-000416,-0.0684823316196302
ACH-000420,0.06470301339329454
ACH-000421,-0.029065247673606177
ACH-000424,-0.16327521712575266
ACH-000425,-0.09306360896655412
ACH-000426,0.1032836504111209
ACH-000427,0.08300235174972609
ACH-000433,-0.1326136232672968
ACH-000435,-0.20756161167640724
