,RALB (5899)
ACH-000004,-0.041594354743327205
ACH-000005,-0.032418069650034645
ACH-000007,0.1322813833015303
ACH-000009,-0.04814051328959002
ACH-000011,0.1748287178503213
ACH-000012,-0.030069341145896388
ACH-000013,0.02889533071805632
ACH-000014,0.054616898460564514
ACH-000015,0.016704313877246427
ACH-000017,0.013581133468113982
ACH-000018,0.04556476090669672
ACH-000019,0.0003766707984088069
ACH-000021,0.11158071858132312
ACH-000022,0.04972444935095826
ACH-000025,0.06692540158691877
ACH-000028,0.11851287864695385
ACH-000030,0.006970776806159753
ACH-000035,-0.0006685510999361737
ACH-000036,0.055018744654707935
ACH-000037,-0.0447324711528946
ACH-000039,0.043668292461844616
ACH-000040,0.002693269223375666
ACH-000041,0.0982268382590383
ACH-000042,0.1004315651818546
ACH-000045,0.02492268967798105
ACH-000047,0.030283373066798982
ACH-000052,-0.0343770388231646
ACH-000053,-0.024182427156514585
ACH-000054,-0.00863220028093463
ACH-000055,0.1279362449410512
ACH-000060,0.10332392057884657
ACH-000067,-0.007199496652128442
ACH-000070,0.051035382707194765
ACH-000075,-0.003139559196845189
ACH-000078,0.09158291354547568
ACH-000082,0.017415328014271463
ACH-000085,0.06006154691687288
ACH-000086,0.056296465265533065
ACH-000087,0.05652614011295401
ACH-000092,-0.019062533138675824
ACH-000095,0.001950154617545323
ACH-000097,-0.0021661722603276462
ACH-000098,-0.07873458656252211
ACH-000099,0.09942701709062544
ACH-000108,0.029771722715514187
ACH-000113,-0.00724430478478708
ACH-000116,0.03715705202519245
ACH-000118,0.1012278964848254
ACH-000120,0.19903579360469675
ACH-000123,0.02710044138720676
ACH-000127,0.012138076903736769
ACH-000128,0.07627772621412424
ACH-000132,0.021608700969996505
ACH-000133,-0.058544953744558224
ACH-000137,0.1719445834313223
ACH-000138,0.09833448700929796
ACH-000142,0.0723796456185046
ACH-000143,-0.035031961123437275
ACH-000146,-0.010604330091595969
ACH-000148,0.0764284905181171
ACH-000150,0.00871299736547132
ACH-000152,-0.03043077609570588
ACH-000153,0.030118354833355905
ACH-000159,0.02332694358788797
ACH-000160,0.07924148569442742
ACH-000163,-0.04714906910029576
ACH-000167,-0.03187996361814156
ACH-000168,-0.003344683131928045
ACH-000169,0.1472611790368777
ACH-000178,0.06773800882270878
ACH-000183,-0.05189604592988328
ACH-000188,0.08942880141964142
ACH-000189,0.17885026906796406
ACH-000190,0.0395107419008309
ACH-000198,-0.036123515042503614
ACH-000203,-0.4342130766325813
ACH-000204,-0.0687931926513882
ACH-000206,-0.02350328620971724
ACH-000207,0.15475297011092265
ACH-000208,0.04401259715139443
ACH-000210,-0.04089987849729602
ACH-000211,-0.007300790596566334
ACH-000215,0.008814901569941306
ACH-000221,0.006081709142557497
ACH-000222,0.02968958060880318
ACH-000223,-0.07992835473394733
ACH-000226,0.07967161385467407
ACH-000227,-0.07819093079399665
ACH-000228,0.052007183057373084
ACH-000231,0.07794681243107902
ACH-000232,0.06027936373622717
ACH-000233,0.05875204901279181
ACH-000234,-0.09916770799294168
ACH-000235,0.06292821310086744
ACH-000237,0.047624509280818364
ACH-000238,-0.009780982352987482
ACH-000242,-0.021842958293124708
ACH-000243,-0.013902721849038156
ACH-000244,-0.01442582632161078
ACH-000246,0.10341948877365914
ACH-000248,0.06810621299136342
ACH-000250,-0.010824468967858693
ACH-000251,-0.028250434654654374
ACH-000252,0.0660461677535362
ACH-000253,0.12077897318363973
ACH-000255,-0.07227836285221907
ACH-000256,0.07423452573957558
ACH-000257,-0.13991586238734174
ACH-000258,0.021177405347056515
ACH-000259,-0.08818601029680585
ACH-000260,-0.037406719671258776
ACH-000261,0.0267070312041148
ACH-000262,0.07660513877893449
ACH-000263,-0.03272210294440925
ACH-000264,0.0081208286419557
ACH-000265,0.05932928096340721
ACH-000266,-0.007760872178080684
ACH-000272,0.024508264825409347
ACH-000274,0.019815685790751724
ACH-000277,0.058845737797760735
ACH-000278,0.03940042968612542
ACH-000279,0.06129377280715425
ACH-000280,0.0943254192762029
ACH-000281,0.06010475737383693
ACH-000288,0.0014586145730018242
ACH-000291,-0.04317758290399268
ACH-000293,0.052226672565521576
ACH-000294,0.0015544192827789346
ACH-000295,0.01439403418660019
ACH-000296,0.05263137254881544
ACH-000302,0.024156031858272357
ACH-000304,-0.01212464136060383
ACH-000307,0.012477603232398287
ACH-000308,-0.01566407430471358
ACH-000310,0.01949553904431095
ACH-000311,0.09367707097387927
ACH-000312,0.10390088245397854
ACH-000315,0.10143684247756136
ACH-000316,0.0984572272938759
ACH-000317,0.004209229650827965
ACH-000318,-0.051018199170013434
ACH-000319,-0.022836724307526996
ACH-000320,-0.010354510724639505
ACH-000322,0.12517851240365152
ACH-000323,0.03853117339010961
ACH-000324,-0.059779621696130235
ACH-000329,0.005809810405372298
ACH-000330,0.16408511891231345
ACH-000331,-0.04367495048865254
ACH-000332,0.05193068264198454
ACH-000334,0.16627686778287218
ACH-000335,0.2275761858023824
ACH-000336,0.2456859886517179
ACH-000337,0.13565154545163127
ACH-000338,0.03707830058716873
ACH-000339,-0.007951923144073806
ACH-000341,-0.02852115688648021
ACH-000348,-0.0535318719048478
ACH-000350,0.06952321781122574
ACH-000352,-0.024923931900343248
ACH-000356,0.12238993319207088
ACH-000361,-0.056350201745228874
ACH-000362,0.017848087049726586
ACH-000363,-0.018061772176386368
ACH-000364,-0.0321654332154686
ACH-000365,0.02773466705491474
ACH-000366,0.05645484959130213
ACH-000368,-0.055496816342790765
ACH-000374,-0.06345439550665798
ACH-000375,0.030555941332850764
ACH-000376,0.0013867154303184364
ACH-000381,0.052184552050069055
ACH-000383,-0.02739764415452571
ACH-000387,-0.09049648561715236
ACH-000389,0.07160964067681748
ACH-000390,-0.009128306351305763
ACH-000393,0.029915321494059788
ACH-000395,0.05523763791170592
ACH-000396,-0.18817527335154624
ACH-000397,0.0230540307120376
ACH-000401,0.02195030754349576
ACH-000402,-0.033820308132851314
ACH-000403,0.00042968123088463564
ACH-000404,0.12896140765655995
ACH-000406,-0.07608914873697986
ACH-000407,-0.01294107056445428
ACH-000408,0.18971945796827075
ACH-000410,-0.06748080341934003
ACH-000411,0.07901040230263835
ACH-000414,0.08043137005024471
ACH-000415,-0.03558608475510771
ACH-000416,0.050915506854839566
ACH-000420,0.14707325653207196
ACH-000421,0.014974792993310688
ACH-000424,-0.02172530266590635
ACH-000425,0.034950117803152284
ACH-000426,0.05555351494887927
ACH-000427,0.02190049194765663
ACH-000433,0.04378099245540972
ACH-000435,0.15374137130744647
ACH-000436,0.05196898238149195
ACH-000444,0.1068850944308378
ACH-000445,-0.11220665093184364
ACH-000448,0.042753360061790216
ACH-000450,0.3299019516310613
ACH-000452,-0.0016502703454932153
ACH-000454,-0.06181933030860096
ACH-000458,0.005524686893237752
ACH-000459,0.2090743376451009
ACH-000460,0.05697867943472495
ACH-000461,-0.03702160049114747
ACH-000463,0.07702305554514577
ACH-000464,-0.0922689547948076
ACH-000466,-0.03371430107227997
ACH-000467,-0.015087723146592728
ACH-000468,0.06964721908273838
ACH-000469,0.07754095066475457
ACH-000470,-0.01710266558404596
ACH-000471,0.03052624643488725
ACH-000472,0.03565192469417538
ACH-000473,-0.015088115882653257
ACH-000475,-0.02445295352111604
ACH-000476,-0.02170836673663979
ACH-000477,0.12998630299651054
ACH-000479,0.019032128918108345
