,ECHS1 (1892)
ACH-000004,0.20698686458926985
ACH-000005,0.29783114051487586
ACH-000007,0.056857830452030786
ACH-000009,0.14033099917046438
ACH-000011,0.18952124264763195
ACH-000012,0.05744616805934855
ACH-000013,0.08501051185606208
ACH-000014,0.11311545144145478
ACH-000015,0.08976948336818248
ACH-000017,0.03491368962661385
ACH-000018,0.07029340853075347
ACH-000019,0.1371854585273219
ACH-000021,0.1155728381660138
ACH-000022,0.11212346973921997
ACH-000025,0.12195131968244376
ACH-000028,-0.09933345254589686
ACH-000030,0.150897054227762
ACH-000035,0.014640690927327185
ACH-000036,0.10961094111844656
ACH-000037,-0.11126386558653786
ACH-000039,0.10234386781387812
ACH-000040,0.12836477970682794
ACH-000041,-0.06611098636830517
ACH-000042,-0.006363650764951858
ACH-000045,0.07420939388378685
ACH-000047,0.2715533568571891
ACH-000052,0.17829902637013753
ACH-000053,0.08776376971492036
ACH-000054,0.05973681800233278
ACH-000055,-0.15542997980162868
ACH-000060,0.007788751584780079
ACH-000067,0.0009283020711205289
ACH-000070,0.155481656347293
ACH-000075,0.0913656908962644
ACH-000078,-0.05737645743525833
ACH-000082,0.1385775172438775
ACH-000085,0.0367749749229993
ACH-000086,-0.0615513518925596
ACH-000087,-0.018657860108091912
ACH-000092,0.1564212687504802
ACH-000095,0.02329672009753448
ACH-000097,0.10804276296319533
ACH-000098,0.0448065743282901
ACH-000099,0.0957085850167032
ACH-000108,0.026615330766684
ACH-000113,-0.1559324858270056
ACH-000116,0.0413397485101779
ACH-000118,0.03069907992499176
ACH-000120,0.13935693704592642
ACH-000123,0.14215978897240505
ACH-000127,0.10327620197652787
ACH-000128,-0.016863216477344196
ACH-000132,-0.015608213814981804
ACH-000133,0.031601183364873206
ACH-000137,0.22843710359273697
ACH-000138,-0.010014524643512195
ACH-000142,0.13488065541133856
ACH-000143,0.2323132470740285
ACH-000146,0.09735374607553772
ACH-000148,-0.18598592150193133
ACH-000150,-0.17568658080992433
ACH-000152,0.1218852072160436
ACH-000153,0.05664067689080207
ACH-000159,0.051967016695717225
ACH-000160,-0.059605344077907275
ACH-000163,0.13105775054713706
ACH-000167,0.050784702114026865
ACH-000168,0.1455926203673874
ACH-000169,-0.05968307439413194
ACH-000178,0.1565073399349984
ACH-000183,-0.039773652388096
ACH-000188,0.025630236227072268
ACH-000189,0.014994538431926215
ACH-000190,0.04980259505654401
ACH-000198,0.0707986996226962
ACH-000203,0.3906902794375472
ACH-000204,0.13057260311211208
ACH-000206,0.16578173438009786
