,KAT2A (2648)
ACH-000004,0.1258930311038095
ACH-000005,0.1039259856025216
ACH-000007,-0.24379353942400944
ACH-000009,-0.17130727968506956
ACH-000011,-0.07137787042267524
ACH-000012,-0.3312443196768607
ACH-000013,-0.21169696115617306
ACH-000014,-0.08698950170030507
ACH-000015,-0.1771463123239904
ACH-000017,-0.3640570551975198
ACH-000018,-0.2332922557942281
ACH-000019,-0.03554823275239016
ACH-000021,0.003188187349977089
ACH-000022,-0.04711176559220912
ACH-000025,-0.02817544003726375
ACH-000028,0.19393382371780116
ACH-000030,-0.14477097875284786
ACH-000035,-0.2358099781032253
ACH-000036,-0.13756864438235245
ACH-000037,0.16160684822473692
ACH-000039,0.008160378472881627
ACH-000040,-0.049108701061786914
ACH-000041,-0.4890408739944044
ACH-000042,-0.2066949310206501
ACH-000045,-0.2850162313591201
ACH-000047,-0.1647812883541387
ACH-000052,-0.1825248720877812
ACH-000053,-0.0603566910477541
ACH-000054,0.024027682314642442
ACH-000055,-0.2705624853636724
ACH-000060,0.16946771634398736
ACH-000067,0.007481134178580975
ACH-000070,-0.21590086492760327
ACH-000075,-0.0055068720810233975
ACH-000078,-0.1915289215968005
ACH-000082,-0.0843776907079454
ACH-000085,-0.20927930204499665
ACH-000086,-0.1366839582684152
ACH-000087,-0.3628650969242328
ACH-000092,-0.11388796515661405
ACH-000095,-0.3655133454672184
ACH-000097,-0.08573587799487542
ACH-000098,-0.10523180749823524
ACH-000099,-0.05870776682640137
ACH-000108,0.01843978836203389
ACH-000113,-0.35075837382604536
ACH-000116,-0.2164182099788451
ACH-000118,-0.04774368129954088
ACH-000120,-0.25206119116012865
ACH-000123,-0.31610629900213805
ACH-000127,-0.02329514325444557
ACH-000128,-0.09600606749454317
ACH-000132,-0.07455783725827607
ACH-000133,-0.19814640537332692
ACH-000137,-0.2376842966459105
ACH-000138,0.11343698987204742
ACH-000142,-0.3195765411004763
ACH-000143,-0.3427329104194177
ACH-000146,-0.0037692232709755
ACH-000148,-0.09081709525775106
ACH-000150,-0.0996324532977166
ACH-000152,-0.2236829973434476
ACH-000153,-0.31060595865780904
ACH-000159,0.023356968342100857
ACH-000160,0.23256167125698696
ACH-000163,-0.3635144781772907
ACH-000167,0.4538879928782518
ACH-000168,-0.2593980862991007
ACH-000169,-0.2984337329642637
ACH-000178,-0.2931436481166075
ACH-000183,-0.08992527383521429
ACH-000188,-0.02007035310026521
ACH-000189,0.2220277484287384
ACH-000190,0.17160607135475006
ACH-000198,-0.44905316650917104
ACH-000203,-0.37799008937223616
ACH-000204,-0.057614765729790914
ACH-000206,0.05289022984960762
ACH-000207,-0.19665186483428015
ACH-000208,-0.3057844976953471
ACH-000210,-0.33112035002035284
ACH-000211,0.037486069281877935
ACH-000215,-0.10469784174340828
ACH-000221,-0.048628641502011925
ACH-000222,-0.12123636270715556
ACH-000223,-0.235992161040062
ACH-000226,0.13948388773253434
ACH-000227,-0.024140955998714173
ACH-000228,-0.1869405532744068
ACH-000231,-0.15588612702039248
ACH-000232,-0.18198075387044965
ACH-000233,-0.11203548498951696
ACH-000234,0.0021375346426906416
ACH-000235,-0.04085037632378995
ACH-000237,-0.04694014581305527
ACH-000238,-0.34429887304837165
ACH-000242,0.07166137860104656
ACH-000243,-0.3238295433672424
ACH-000244,0.19238604270901674
ACH-000246,0.6431666248164885
ACH-000248,-0.05396838175102248
ACH-000250,-0.06597670955611508
ACH-000251,-0.19433412519847645
ACH-000252,-0.06178853123811005
ACH-000253,-0.3372055863147003
ACH-000255,-0.21473486078759196
ACH-000256,-0.2710883627077718
ACH-000257,-0.4497584272432491
ACH-000258,-0.2569855199234311
ACH-000259,-0.24532889825227716
ACH-000260,-0.20895097380489874
ACH-000261,-0.11163176180389506
ACH-000262,0.10385614742202057
ACH-000263,-0.06481278008461344
ACH-000264,0.059534008846397986
ACH-000265,-0.01317345248977262
ACH-000266,0.05173767073704695
ACH-000272,-0.15249504517315765
ACH-000274,-0.15599058890797893
ACH-000277,-0.17077739192972582
ACH-000278,0.12490295161533825
ACH-000279,-0.2460508306028696
ACH-000280,-0.051444414726335236
ACH-000281,-0.032276280275175304
ACH-000288,-0.11471304043242478
ACH-000291,-0.5037860667777276
ACH-000293,-0.02475251454640619
ACH-000294,-0.06454874254018751
ACH-000295,0.08237532567904328
ACH-000296,-0.2929617909728117
ACH-000302,-0.10191029533295162
ACH-000304,-0.35772810879360795
ACH-000307,-0.1389418631972002
ACH-000308,-0.20524917766076856
ACH-000310,0.03058965935672795
ACH-000311,-0.061505318465403885
ACH-000312,-0.20304652762291192
ACH-000315,-0.08084487727725889
ACH-000316,-0.14036508894407634
ACH-000317,-0.1924081516412458
ACH-000318,-0.14085915426925846
ACH-000319,-0.19620189069026325
ACH-000320,0.11923728332445292
ACH-000322,0.024947106656715814
ACH-000323,-0.5484896763423379
ACH-000324,-0.1993161887570215
ACH-000329,0.0846839222907764
ACH-000330,-0.33336927691257484
ACH-000331,0.11092784395368033
ACH-000332,-0.06590395145313532
ACH-000334,-0.16023744766632986
ACH-000335,0.11492069087802287
ACH-000336,-0.44510090955648013
ACH-000337,-0.08392316825391488
ACH-000338,-0.821517654931216
ACH-000339,0.002559354997522164
ACH-000341,0.12394440200010674
ACH-000348,-0.008833644544727695
ACH-000350,-0.037529694555121916
ACH-000352,-0.1443298426333191
ACH-000356,-0.18255268804510832
ACH-000361,-0.3266034710474268
ACH-000362,-0.3810786304522728
ACH-000363,-0.13424646274283167
ACH-000364,0.1665670623549135
ACH-000365,-0.107940131459103
ACH-000366,0.014224341136945191
ACH-000368,0.059101963133680074
ACH-000374,-0.057151947845535574
ACH-000375,-0.3841051906078412
ACH-000376,-0.02787107049997178
ACH-000381,-0.3813006273620499
ACH-000383,-0.214168376360262
ACH-000387,-0.17870137707245967
ACH-000389,0.19026640793490493
ACH-000390,-0.2378651745004013
ACH-000393,0.19640907111299635
ACH-000395,-0.07894977889640374
ACH-000396,-0.007798431930864439
ACH-000397,-0.3975950463735271
ACH-000401,-0.15116683915908524
ACH-000402,-0.006844926982936222
ACH-000403,-0.09133315560029108
ACH-000404,-0.34865345726339936
ACH-000406,0.010192988684356231
ACH-000407,-0.20182725718394676
ACH-000408,-0.14802820119750906
ACH-000410,-0.14089213812521606
ACH-000411,0.08694755108042362
ACH-000414,-0.08581276389620325
ACH-000415,-0.1862416857612149
ACH-000416,-0.12524628154323694
ACH-000420,-0.1158738329717627
ACH-000421,-0.3827285747060551
ACH-000424,-0.1887692764916778
ACH-000425,-0.16873399005646336
ACH-000426,-0.6521997100923856
ACH-000427,-0.0054419313342449725
ACH-000433,-0.12450872427194234
ACH-000435,-0.28659143810978216
ACH-000436,-0.13368417495121593
ACH-000444,0.16317166839509925
ACH-000445,-0.02940918316465171
ACH-000448,-0.1127546966413227
ACH-000450,-0.05743409841205015
ACH-000452,-0.0845581842471213
ACH-000454,0.1626838088328666
ACH-000458,-0.3123621344061625
ACH-000459,-0.13818882061394136
ACH-000460,-0.25486697015580395
ACH-000461,-0.03110245957935624
ACH-000463,-0.0024700609835211244
ACH-000464,-0.07542467371927736
ACH-000466,-0.12934559193943765
ACH-000467,-0.10814814817452376
ACH-000468,-0.24064033374344626
ACH-000469,-0.08056398455325242
ACH-000470,-0.04395692696676503
ACH-000471,-0.10283764881284144
ACH-000472,0.0059530660036337
ACH-000473,0.04259084756678572
ACH-000475,-0.08796715056987321
ACH-000476,0.11738332085353875
ACH-000477,0.03895838111278287
ACH-000479,-0.12010277163359938
ACH-000480,-0.03264063395034277
ACH-000481,-0.060297699344937776
ACH-000483,-0.04650505221305695
ACH-000484,-0.11593151916322993
ACH-000485,-0.4391542123662362
ACH-000486,0.11721349177335602
ACH-000487,-0.19043634391229214
ACH-000488,-0.15005207907309612
ACH-000490,-0.10615093015866978
ACH-000491,-0.17891193736353975
ACH-000495,-0.05245332827023192
ACH-000496,-0.08397189788718193
ACH-000499,0.004550368951671125
ACH-000500,-0.06799170997364751
ACH-000502,0.08142622114050517
ACH-000503,-0.13000935000618774
ACH-000505,0.03849910475307074
ACH-000507,-0.2770197349017054
ACH-000510,-0.07498486055595018
ACH-000511,0.060870759333405765
ACH-000512,-0.041569256456614634
