,SLC35B1 (10237)
ACH-000004,-0.7603019960522708
ACH-000005,-0.5167274940362678
ACH-000007,-0.6614056084526528
ACH-000009,-0.4988212316826299
ACH-000011,-0.3881056017546318
ACH-000012,-0.7574364011698629
ACH-000013,-0.7430558419828625
ACH-000014,-0.5852524644315412
ACH-000015,-0.5729731626431748
ACH-000017,-0.5732334716835171
ACH-000018,-0.7199310286959614
ACH-000019,-0.5620883292703341
ACH-000021,-0.4768906943169786
ACH-000022,-0.5563683117547193
ACH-000025,-0.7265977852744748
ACH-000028,-0.5103656967557317
ACH-000030,-0.7574345788743677
ACH-000035,-0.6739203136226076
ACH-000036,-0.6084475346378045
ACH-000037,-0.7597926845398656
ACH-000039,-0.872919347290229
ACH-000040,-0.6606342567963485
ACH-000041,-0.5403282151910355
ACH-000042,-0.4351348576735843
ACH-000045,-0.5613970100286665
ACH-000047,-0.8038703970219431
ACH-000052,-0.6471745126636095
ACH-000053,-0.3738260115759529
ACH-000054,-0.6578594404401673
ACH-000055,-0.7505858225910916
ACH-000060,-0.447785996614728
ACH-000067,-0.7056112054968675
ACH-000070,-0.5567912625500601
ACH-000075,-0.753768851517615
ACH-000078,-0.6156218050891986
ACH-000082,-0.4824546543179398
ACH-000085,-0.5506294971301693
ACH-000086,-0.7290265820102967
ACH-000087,-0.5769599693013581
ACH-000092,-1.0378577205310136
ACH-000095,-0.6510380222151998
ACH-000097,-0.4494174159247936
ACH-000098,-0.7130215976833912
ACH-000099,-0.5088049759024851
ACH-000108,-0.6064167024342273
ACH-000113,-0.4557741281163485
ACH-000116,-0.7450663661216582
ACH-000118,-0.509405176832982
ACH-000120,-0.7559986762608639
ACH-000123,-0.8179529606487881
ACH-000127,-0.5945716672524473
ACH-000128,-0.5520358784457156
ACH-000132,-0.4872605327296402
ACH-000133,-0.7371014443839847
ACH-000137,-0.5360804661965174
ACH-000138,-0.6572387680476455
ACH-000142,-0.6094442177094117
ACH-000143,-0.9236295392111221
ACH-000146,-0.4948614139278698
ACH-000148,-0.6807092507730632
ACH-000150,-0.6892285714898808
ACH-000152,-0.6786545054500062
ACH-000153,-0.9051218277159424
ACH-000159,-0.713854000408078
ACH-000160,-0.8308907020659534
ACH-000163,-0.5246915570452726
ACH-000167,-1.1008267006780077
ACH-000168,-0.6559906024106692
ACH-000169,-0.7304326775530241
ACH-000178,-0.4223000261785248
ACH-000183,-0.5797352798826999
ACH-000188,-0.6622138511234485
ACH-000189,-0.4689404577405974
ACH-000190,-0.7150047043492639
ACH-000198,-0.5054853769291529
ACH-000203,-0.459948856928913
ACH-000204,-0.7297107692738208
ACH-000206,-0.5267522483815957
ACH-000207,-0.39626860945406345
ACH-000208,-0.6494624386798262
ACH-000210,-0.4459093728738169
ACH-000211,-0.8515041000515485
ACH-000215,-0.5775927658302623
ACH-000221,-0.5155540418693503
ACH-000222,-0.5766129061348356
ACH-000223,-0.2534882322562601
ACH-000226,-0.4317244740294661
ACH-000227,-0.5906598020111371
ACH-000228,-0.5670264844222931
ACH-000231,-0.6616771284507804
ACH-000232,-0.559924535660052
ACH-000233,-0.4715476350763314
ACH-000234,-0.5298774397124495
ACH-000235,-0.3987995221997025
ACH-000237,-0.33650260001429305
ACH-000238,-0.834412504606067
ACH-000242,-0.2170730246300082
ACH-000243,-0.7026143397892932
ACH-000244,-0.6848615469440298
ACH-000246,-0.6094849491590627
ACH-000248,-0.7571308997939102
ACH-000250,-0.4839474728968367
ACH-000251,-0.7341583382372745
ACH-000252,-0.6382723936926762
ACH-000253,-0.4908081566116997
ACH-000255,-0.8354593976902838
ACH-000256,-0.571209856126021
ACH-000257,-0.7480087805337639
ACH-000258,-0.28218893486243624
ACH-000259,-0.5165749607272624
ACH-000260,-0.6993578446575356
ACH-000261,-0.7169024998042568
ACH-000262,-0.8465550045703254
ACH-000263,-0.580357777797194
ACH-000264,-0.6441332168913275
ACH-000265,-0.6595303984478287
ACH-000266,-0.6245883497907776
ACH-000272,-0.717603692333256
ACH-000274,-0.4277600843667956
ACH-000277,-0.6827466191548656
ACH-000278,-0.4441614721827818
ACH-000279,-0.6524422424543876
ACH-000280,-0.7384065076898313
ACH-000281,-0.6262320339559275
ACH-000288,-0.8349772105565605
ACH-000291,-0.6512239690762555
ACH-000293,-0.8060020936242835
ACH-000294,-0.8472776099415308
ACH-000295,-0.6756287443393505
ACH-000296,-0.6896047301508516
ACH-000302,-0.6340047224073849
ACH-000304,-0.6580369830526421
ACH-000307,-0.7885357622801771
ACH-000308,-0.6992957633788173
ACH-000310,-0.4297320543284389
ACH-000311,-0.4163238292702773
ACH-000312,-0.6739040862117824
ACH-000315,-0.6021164325130385
ACH-000316,-0.7163812623032272
ACH-000317,-0.7608242177230716
ACH-000318,-0.5756375862438892
ACH-000319,-0.8480338930861497
ACH-000320,-0.6763575927365116
ACH-000322,-0.3917395357480259
ACH-000323,-0.6796704320405794
ACH-000324,-0.6707596843208855
ACH-000329,-0.5274704749616853
