,HIST1H4G (8369)
ACH-000004,-0.2781121964194663
ACH-000005,-0.18930806396154007
ACH-000007,-0.049765323747903364
ACH-000009,-0.13887745807816532
ACH-000011,-0.2538234040482957
ACH-000012,-0.1555220366513674
ACH-000013,-0.16037808075584228
ACH-000014,-0.2210474678983111
ACH-000015,0.007445100373911747
ACH-000017,-0.15843935417658492
ACH-000018,-0.20922237726587364
ACH-000019,-0.18100664232719066
ACH-000021,-0.17505215696221968
ACH-000022,-0.2166609581121149
ACH-000025,-0.0517934058943055
ACH-000028,0.02354129302609515
ACH-000030,-0.1444804547528641
ACH-000035,-0.2632738500375056
ACH-000036,-0.114185372217127
ACH-000037,-0.08570756215468515
ACH-000039,-0.2883508432449479
ACH-000040,0.004863186384631918
ACH-000041,-0.10216124874395292
ACH-000042,-0.17142772836142706
ACH-000045,-0.30828403040345315
ACH-000047,-0.11970790618875955
ACH-000052,-0.2769287983621143
ACH-000053,-0.06904385213072323
ACH-000054,-0.2242377784427223
ACH-000055,-0.17147742965318294
ACH-000060,-0.15548848033790486
ACH-000067,0.06478549854377877
ACH-000070,0.11391232869855655
ACH-000075,-0.07337171052933976
ACH-000078,-0.0577166768995909
ACH-000082,-0.1331013095522103
ACH-000085,-0.050650999910795975
ACH-000086,-0.23557003332986726
ACH-000087,-0.13113466926635775
ACH-000092,-0.17241078979629768
ACH-000095,-0.19512613345376328
ACH-000097,-0.1695667629225447
ACH-000098,-0.15067850592379364
ACH-000099,-0.13421217558770235
ACH-000108,-0.1286421426629717
ACH-000113,-0.15322341736537018
ACH-000116,-0.06258210976461141
ACH-000118,-0.15953302300347025
ACH-000120,-0.12780382658845116
ACH-000123,-0.0799589390566696
ACH-000127,-0.2845345366518208
ACH-000128,-0.08829603832026406
ACH-000132,-0.05444431561791736
ACH-000133,-0.22638837347497434
ACH-000137,-0.19628113169278594
ACH-000138,-0.13756053070427085
ACH-000142,0.038480339614657286
ACH-000143,-0.2593314296153832
ACH-000146,-0.08118881855812485
ACH-000148,-0.18405292386529468
ACH-000150,-0.04622156940753827
ACH-000152,-0.1659508775027812
ACH-000153,-0.2856126298502103
ACH-000159,-0.15780585054652865
ACH-000160,-0.15209496522718494
ACH-000163,0.02688952796819695
ACH-000167,-0.0827118300767594
ACH-000168,-0.11700946074485835
ACH-000169,-0.2231820501539739
ACH-000178,-0.19399148092106613
ACH-000183,-0.13367488657488233
ACH-000188,-0.08023903073736062
ACH-000189,-0.12541645083002734
ACH-000190,-0.052178719659116635
ACH-000198,-0.3001588808338133
ACH-000203,-0.4663077711110806
ACH-000204,0.009701193226598612
ACH-000206,-0.07632043815198797
ACH-000207,-0.1389351125176635
