,CLUL1 (27098)
ACH-000004,-0.012951270697644145
ACH-000005,0.2660006657126739
ACH-000007,-0.03312477675860513
ACH-000009,0.040772577969213686
ACH-000011,0.0010825358225109165
ACH-000012,-0.036559287270613465
ACH-000013,0.1593020525525543
ACH-000014,0.059172394077899884
ACH-000015,0.10089844430888507
ACH-000017,0.028787732013280908
ACH-000018,-0.09150927100540816
ACH-000019,0.16211713401842964
ACH-000021,-0.009537101488444309
ACH-000022,0.03718890524343208
ACH-000025,0.11901902918562875
ACH-000028,-0.010051848950885857
ACH-000030,0.020691922591889005
ACH-000035,-0.06283075409647658
ACH-000036,-0.11273747948570155
ACH-000037,-0.005878344881260518
ACH-000039,0.017068090951709972
ACH-000040,-0.024013827947251414
ACH-000041,0.028872540710809018
ACH-000042,0.014659859462584853
ACH-000045,0.02138621234910014
ACH-000047,0.06957532313003194
ACH-000052,-0.017946965528636942
ACH-000053,0.010617814086067452
ACH-000054,0.09967264942095068
ACH-000055,-0.02093301825029872
ACH-000060,0.07428233594909278
ACH-000067,0.02138907047819947
ACH-000070,-0.017239726132116936
ACH-000075,-0.07230924171547089
ACH-000078,-0.06482545994126038
ACH-000082,0.0287549897894028
ACH-000085,0.15378394398323306
ACH-000086,0.09955853557695438
ACH-000087,0.08448211531861967
ACH-000092,0.06077323052122845
ACH-000095,0.0944836951303628
ACH-000097,0.022581124771714704
ACH-000098,-0.031078572798670125
ACH-000099,-0.07395085486610793
ACH-000108,-0.04126323448708168
ACH-000113,-0.05430518203260777
ACH-000116,0.031622261691980666
ACH-000118,0.013328604607815308
ACH-000120,-0.02044684741169832
ACH-000123,-0.04113717511478907
ACH-000127,-0.023149460977434245
ACH-000128,0.0910076706590514
ACH-000132,0.10436624230644018
ACH-000133,0.11164228837153817
ACH-000137,0.042310816612319925
ACH-000138,-0.01581508036135532
ACH-000142,0.0999524274907828
ACH-000143,0.0984134645923704
ACH-000146,-0.05346179971755213
ACH-000148,-0.010771788843298276
ACH-000150,-0.0986635096880494
ACH-000152,0.0657985127723799
ACH-000153,0.25413596326289906
ACH-000159,0.02275649037523103
ACH-000160,-0.030868600819012593
ACH-000163,0.008553652896906362
ACH-000167,0.3896133871869694
ACH-000168,-0.10307495509557253
ACH-000169,0.08485438069920109
ACH-000178,0.016876295425674058
ACH-000183,0.1003714898837875
ACH-000188,0.1477674541249841
ACH-000189,0.0996032656112525
ACH-000190,0.05625871809241057
ACH-000198,-0.005746251206883969
ACH-000203,0.06469849726730037
ACH-000204,0.11023417398871743
ACH-000206,0.0865608771613254
ACH-000207,0.07079915793106842
ACH-000208,0.08540110287696727
ACH-000210,0.18170179998315708
ACH-000211,-0.031940835814232724
ACH-000215,-0.1158230849213668
ACH-000221,0.04422733038612957
ACH-000222,0.1385081200060416
ACH-000223,-0.03524924932774448
ACH-000226,-0.007208177733536505
ACH-000227,0.12065343428690872
ACH-000228,-0.014461069010250538
ACH-000231,-0.0023013865420019428
ACH-000232,-0.027748165400846108
ACH-000233,0.07637431787612907
ACH-000234,0.13555054555822932
ACH-000235,0.011425817398829537
ACH-000237,-0.11032134709393854
ACH-000238,0.013793761104972829
ACH-000242,-0.08561083784312401
ACH-000243,0.03165113808529305
ACH-000244,-0.13114064924641378
ACH-000246,-0.08145460520777775
ACH-000248,0.101028130058695
ACH-000250,-0.03017901648302885
ACH-000251,-0.0519332746086409
ACH-000252,0.10663194356832507
ACH-000253,-0.031869519186145785
ACH-000255,0.10048821664706946
ACH-000256,-0.032853304156841914
ACH-000257,0.0567345476973879
ACH-000258,0.12460298499315785
ACH-000259,0.004376213125144825
ACH-000260,0.06615067845579435
ACH-000261,0.030036972141971676
ACH-000262,0.08435417232724679
ACH-000263,-0.019796843051910845
ACH-000264,0.03849116342154516
ACH-000265,0.12077985136672648
ACH-000266,0.05185782287381623
ACH-000272,0.09558491179591644
ACH-000274,-0.026447593092582617
ACH-000277,0.10598436730127228
ACH-000278,-0.038476535240967016
ACH-000279,0.04221402358096809
ACH-000280,-0.131478739889912
ACH-000281,0.032743233029731575
ACH-000288,0.05106280219679751
ACH-000291,0.04369093966475816
ACH-000293,0.04800856750483951
ACH-000294,-0.029579390937544595
ACH-000295,-0.12156168058477525
ACH-000296,0.03871322452437967
ACH-000302,0.010230448427313785
ACH-000304,-0.0902485505626141
ACH-000307,-0.05797122103780598
ACH-000308,-0.057356408143624575
ACH-000310,-0.20192768076330625
ACH-000311,0.046761835269712886
ACH-000312,0.04933735627044399
ACH-000315,-0.03972260917272282
ACH-000316,0.08291132813552578
ACH-000317,-0.04551913541408156
ACH-000318,0.10680784840268903
ACH-000319,-0.17166527253658295
ACH-000320,0.15320387758549073
ACH-000322,0.06674884904781453
ACH-000323,0.03919966973160659
ACH-000324,0.009253851729131771
