,FTCD (10841)
ACH-000004,-0.483043277459881
ACH-000005,-0.03436574267662393
ACH-000007,-0.3639713175361106
ACH-000009,-0.11854516290568486
ACH-000011,-0.12445383999132432
ACH-000012,-0.09353145433951958
ACH-000013,-0.2201370211262881
ACH-000014,-0.13515172981092866
ACH-000015,-0.1740000102576933
ACH-000017,-0.28830997076637105
ACH-000018,0.024726588732919396
ACH-000019,-0.32170438619706826
ACH-000021,-0.2567065723202056
ACH-000022,-0.16387070440882984
ACH-000025,-0.0765746849752009
ACH-000028,-0.2574648891058491
ACH-000030,-0.21830791359012092
ACH-000035,-0.059707601201081074
ACH-000036,-0.2779845642143277
ACH-000037,-0.2004171357710719
ACH-000039,-0.3752012083718493
ACH-000040,-0.11719348585554105
ACH-000041,-0.167774590869082
ACH-000042,-0.12788754696306884
ACH-000045,-0.2364018078988337
ACH-000047,-0.1636877676245089
ACH-000052,-0.03861096413306074
ACH-000053,-0.2485071898770496
ACH-000054,-0.16686568600417725
ACH-000055,-0.10334018446338836
ACH-000060,-0.17996931853935744
ACH-000067,-0.11044331054036564
ACH-000070,-0.11902314180635505
ACH-000075,-0.2726159135822905
ACH-000078,-0.1898558331376884
ACH-000082,-0.2376437779235881
ACH-000085,-0.12706903897605468
ACH-000086,-0.4264432981684796
ACH-000087,-0.3409208966595397
ACH-000092,-0.2841492924807502
ACH-000095,-0.3011623002042084
ACH-000097,-0.2433858629913444
ACH-000098,-0.2397647538579335
ACH-000099,-0.29150095114061736
ACH-000108,-0.20691997686329708
ACH-000113,-0.3451934305441327
ACH-000116,-0.3476915341867771
ACH-000118,-0.16269453752979154
ACH-000120,-0.25643045403465564
ACH-000123,-0.2472971403150477
ACH-000127,-0.2954453032235105
ACH-000128,-0.21892634869977445
ACH-000132,-0.2531751756934245
ACH-000133,-0.27090863195247483
ACH-000137,-0.1086388330413385
ACH-000138,-0.14771326952727398
ACH-000142,-0.193872004045849
ACH-000143,-0.15887338180071714
ACH-000146,-0.2400569229926856
ACH-000148,-0.22349049912438734
ACH-000150,-0.32782865120715793
ACH-000152,-0.14690541239738644
ACH-000153,-0.21903750783571607
ACH-000159,-0.2124912530105421
ACH-000160,-0.3518538545089497
ACH-000163,-0.26850453695157417
ACH-000167,-0.17295644305304056
ACH-000168,-0.34777084218098064
ACH-000169,-0.2288954552958173
ACH-000178,-0.1572930423334052
ACH-000183,-0.11229172889753124
ACH-000188,-0.04049177898140212
ACH-000189,-0.07253777957748972
ACH-000190,-0.19581901726650286
ACH-000198,-0.09736025668466262
ACH-000203,-0.13506678316653725
ACH-000204,-0.11033626239267252
ACH-000206,-0.1543567662820956
ACH-000207,-0.34126432534636997
ACH-000208,-0.19545227570735565
ACH-000210,-0.01053759593162442
ACH-000211,-0.245102587895914
ACH-000215,-0.2548879234887721
ACH-000221,-0.15925130005628033
ACH-000222,-0.07516913582587016
ACH-000223,-0.13286531104315466
ACH-000226,-0.2534802878817583
ACH-000227,-0.428683265272274
ACH-000228,-0.24601024917029016
ACH-000231,-0.2973815633080449
ACH-000232,-0.13422706341418392
ACH-000233,-0.24574516679840774
ACH-000234,-0.2394504227844489
ACH-000235,-0.17791635346934062
ACH-000237,-0.11142097314702586
ACH-000238,-0.3044110373444581
ACH-000242,0.01647695379612625
ACH-000243,-0.1207762992651338
ACH-000244,-0.4409821853652912
ACH-000246,-0.21992838843268545
ACH-000248,-0.15308778089185776
ACH-000250,-0.3222041623624419
ACH-000251,-0.1017327456463136
ACH-000252,-0.19266538271136266
ACH-000253,-0.19602238997910548
ACH-000255,-0.16143574857592505
ACH-000256,-0.3377129665288965
ACH-000257,-0.4689144014104369
ACH-000258,-0.3281381411786269
ACH-000259,-0.2394248434977517
ACH-000260,-0.2612319373186929
ACH-000261,-0.22266884699512626
ACH-000262,-0.4202461429607841
ACH-000263,-0.24737872212228634
ACH-000264,-0.13590295953414208
ACH-000265,-0.1740948635938166
ACH-000266,-0.27708366906102383
ACH-000272,-0.12891078758326666
ACH-000274,-0.3778022260026212
ACH-000277,-0.19875952495411411
ACH-000278,-0.3928343909433714
ACH-000279,-0.17062468147484305
ACH-000280,-0.2046860462461356
ACH-000281,-0.3177100310982571
ACH-000288,-0.21656205827122602
ACH-000291,-0.2218701437236617
ACH-000293,-0.1148883210381618
ACH-000294,-0.30046591037635345
ACH-000295,-0.355067558409934
ACH-000296,-0.2163899121148454
ACH-000302,-0.3958107662728692
ACH-000304,-0.3095193296579016
ACH-000307,-0.13868017167019409
ACH-000308,-0.18287592031459995
ACH-000310,-0.3728853985934811
ACH-000311,-0.2554533169144709
ACH-000312,-0.116110000537545
ACH-000315,-0.3513310016294357
ACH-000316,-0.1292904730338655
ACH-000317,-0.18843100612837527
ACH-000318,-0.15682314304950376
ACH-000319,-0.2715047687020615
ACH-000320,-0.10013134444056147
ACH-000322,-0.11249939140287528
ACH-000323,-0.14214601426756138
ACH-000324,-0.3366748020064009
ACH-000329,-0.3442631078487409
ACH-000330,-0.07138428783684632
ACH-000331,-0.2778924414591235
ACH-000332,-0.2207042035743816
ACH-000334,-0.34653866462944244
ACH-000335,0.0211636974256774
ACH-000336,-0.4136740802563162
ACH-000337,-0.4426814852908358
ACH-000338,0.05898758680363012
ACH-000339,-0.18165005192235226
ACH-000341,-0.22013266450387736
ACH-000348,-0.2630518439848741
ACH-000350,-0.1840484810318765
ACH-000352,-0.3279059157652049
ACH-000356,-0.14870875735456784
ACH-000361,-0.023968828597564124
ACH-000362,-0.21465103100525432
ACH-000363,-0.20860776539688494
ACH-000364,-0.31090231519141703
ACH-000365,-0.2872276739460861
ACH-000366,-0.3165027801689453
ACH-000368,-0.06496316909085917
ACH-000374,-0.03331245097389365
ACH-000375,-0.22516105363976124
ACH-000376,-0.1279527922106566
ACH-000381,-0.2539936510906601
ACH-000383,-0.1795964233011565
ACH-000387,-0.17543673794853973
ACH-000389,-0.16689376015011473
ACH-000390,-0.224079905442332
ACH-000393,-0.28640622647530783
ACH-000395,-0.2436148670555989
ACH-000396,-0.25860313448597205
ACH-000397,-0.14674622313308455
ACH-000401,-0.4205397639449054
ACH-000402,0.1366543826054811
ACH-000403,-0.16441281708584946
ACH-000404,-0.2620894943885754
ACH-000406,-0.2145760438569685
ACH-000407,-0.2662214801583729
ACH-000408,-0.3012849822042097
ACH-000410,-0.3499646566539908
ACH-000411,-0.16309470249151026
ACH-000414,-0.24703235704821905
ACH-000415,-0.2867357374946593
ACH-000416,-0.3094044038789686
ACH-000420,-0.2969740896338914
ACH-000421,-0.27183922755261897
ACH-000424,-0.3471696140777057
ACH-000425,-0.1881759820770812
ACH-000426,-0.2383537672604645
ACH-000427,-0.18463808937361767
ACH-000433,-0.16663415477493393
ACH-000435,-0.0266497835219386
ACH-000436,-0.2352525239771576
ACH-000444,-0.3014746329637627
ACH-000445,-0.2284394020375633
ACH-000448,-0.3074848078861202
ACH-000450,-0.2920904857400231
ACH-000452,-0.31682258830056786
ACH-000454,-0.14061888610760478
ACH-000458,-0.2233425042146817
ACH-000459,-0.26620752273278525
ACH-000460,-0.4324443369111313
ACH-000461,-0.1320694636806414
ACH-000463,-0.2659299008554893
ACH-000464,-0.4400218032231625
ACH-000466,-0.33058374228534143
ACH-000467,-0.2187179928033214
ACH-000468,-0.3335642386174046
ACH-000469,-0.2307318977836377
ACH-000470,-0.0985850487891957
ACH-000471,-0.2990870495341423
ACH-000472,-0.2171529535541002
ACH-000473,-0.1278233769458866
ACH-000475,-0.2569226650815779
ACH-000476,-0.15006618333388386
ACH-000477,-0.2368265860529537
ACH-000479,-0.5113369887220579
ACH-000480,-0.1723380456340641
ACH-000481,-0.2093279605568984
ACH-000483,-0.2316828181186168
ACH-000484,-0.028411497309114405
ACH-000485,-0.18762164987089808
ACH-000486,-0.2539036353580817
ACH-000487,-0.0911369960559713
ACH-000488,-0.21758389830655328
ACH-000490,-0.2537681720716139
ACH-000491,-0.22956833355546954
ACH-000495,-0.22183368227792336
ACH-000496,-0.3039271046872402
ACH-000499,0.10920185710388833
ACH-000500,0.0671106578946303
ACH-000502,-0.2296149551100323
ACH-000503,-0.20075572189684726
