,HAO1 (54363)
ACH-000004,-0.21577620830756286
ACH-000005,0.022412389953216028
ACH-000007,0.11864451701039712
ACH-000009,-0.01714627238447661
ACH-000011,-0.008124982404465079
ACH-000012,-0.06783070771288748
ACH-000013,0.05591027491121777
ACH-000014,0.11443458704947156
ACH-000015,0.10117534677909436
ACH-000017,-0.02257294923109617
ACH-000018,0.12166568156435105
ACH-000019,0.0221740164144607
ACH-000021,0.12437129820893203
ACH-000022,0.0413985932367456
ACH-000025,0.20920750967907165
ACH-000028,-0.2781558618549377
ACH-000030,0.0014735634560830168
ACH-000035,-0.08947666043029337
ACH-000036,-0.09476139770310298
ACH-000037,0.10580673381143477
ACH-000039,0.213098578539159
ACH-000040,-0.04014408094646233
ACH-000041,0.10712494123490544
ACH-000042,-0.04732052387082553
ACH-000045,0.05373994128214999
ACH-000047,-0.033145443764218116
ACH-000052,0.12825680649640486
ACH-000053,-0.0174879503316478
ACH-000054,0.06313695910706904
ACH-000055,-0.0006908443812354456
ACH-000060,-0.029078300987479176
ACH-000067,-0.0030693374170705947
ACH-000070,-0.05019794334539553
ACH-000075,0.01488714811112308
ACH-000078,-0.032883610886748786
ACH-000082,0.026735442015159927
ACH-000085,0.07233815808780822
ACH-000086,0.1051462166765274
ACH-000087,-0.04062776010144256
ACH-000092,0.05608300482311962
ACH-000095,-0.06539806677031695
ACH-000097,0.053146827509110366
ACH-000098,0.06789503659005906
ACH-000099,-0.1005056227122484
ACH-000108,0.05460065505384422
ACH-000113,-0.07874659984993812
ACH-000116,0.03513460744202609
ACH-000118,-0.002600181745338557
ACH-000120,-0.08758835818282981
ACH-000123,-0.052806380182221294
ACH-000127,0.05959970745150291
ACH-000128,0.0038662135523896157
ACH-000132,0.016776455077513002
ACH-000133,-0.14056253809777805
ACH-000137,0.08121005156237612
ACH-000138,-0.044759809953303434
ACH-000142,0.09700465715731403
ACH-000143,-0.02783277308587596
ACH-000146,0.01888412318229085
ACH-000148,0.07266147709429205
ACH-000150,-0.2506389439284818
ACH-000152,-0.03039752316041383
ACH-000153,0.06635618266419586
ACH-000159,0.0645063943563384
ACH-000160,-0.02059602973291874
ACH-000163,0.021677642411828558
ACH-000167,0.07982691667437426
ACH-000168,-0.12320880213340442
ACH-000169,-0.06474178766698932
ACH-000178,-0.08936947147808144
ACH-000183,-0.06222285504845995
ACH-000188,0.11806182045615145
ACH-000189,-0.3016693228519931
ACH-000190,0.0881721881561889
ACH-000198,-0.08338107837097351
ACH-000203,-0.19099377719897973
ACH-000204,0.06676830569693673
ACH-000206,0.09282169658223588
ACH-000207,0.11671036553726735
ACH-000208,-0.056045578079951884
ACH-000210,0.3634715589557551
ACH-000211,0.10124811470498753
ACH-000215,0.05005022668626444
ACH-000221,0.00416533975276705
ACH-000222,0.05605022773513394
ACH-000223,0.08792266995385932
ACH-000226,0.09380327734596526
ACH-000227,-0.11481994276790365
ACH-000228,0.10387973245587216
ACH-000231,-0.02385287175178078
ACH-000232,-0.06567473435265385
ACH-000233,-0.046204655844727466
ACH-000234,0.17013646053813505
ACH-000235,0.04806166606516544
ACH-000237,0.0820058644549933
ACH-000238,-0.023179446380428625
ACH-000242,0.006756749043441971
ACH-000243,0.0126904124493671
ACH-000244,-0.26212445599501805
ACH-000246,0.03432352652792471
ACH-000248,0.08950771905178373
ACH-000250,0.031572203417372886
ACH-000251,-0.07834948953020633
ACH-000252,-0.10770321873893156
ACH-000253,0.02488480826501557
ACH-000255,0.13754857282978675
ACH-000256,-0.0591334977682521
ACH-000257,-0.07965540257515634
ACH-000258,-0.14042390495474694
ACH-000259,0.04043882958236966
ACH-000260,-0.04110412088498045
ACH-000261,0.052656868931165376
ACH-000262,0.007845332801966753
ACH-000263,-0.003807458671366825
ACH-000264,-0.01702403144611374
ACH-000265,-0.10136247236571727
ACH-000266,0.05728238228162101
ACH-000272,0.001026000900717019
ACH-000274,-0.021986928432205774
ACH-000277,0.0694222422318421
ACH-000278,0.07627887179957163
ACH-000279,0.09519944772501084
ACH-000280,-0.04448140009446098
ACH-000281,-0.09241954545843112
ACH-000288,0.04611834092511951
ACH-000291,-0.11648113057621876
ACH-000293,0.13005382919973388
ACH-000294,-0.1006620199502845
ACH-000295,0.19238923923417586
ACH-000296,-0.0392543611193183
ACH-000302,0.1238569627815385
ACH-000304,0.07866657013841777
ACH-000307,-0.03523499244606772
ACH-000308,0.029582855982851694
ACH-000310,-0.16006775716364982
ACH-000311,0.0401354931428744
ACH-000312,0.006513183811625104
ACH-000315,-0.017233187958957823
ACH-000316,-0.0408088164137909
ACH-000317,-0.03204256088772007
ACH-000318,0.13314923769407494
ACH-000319,0.0783542696048697
ACH-000320,0.04985068073318162
ACH-000322,-0.07079596249527169
