,ZFPM2 (23414)
ACH-000004,0.1221993176075138
ACH-000005,-0.07474569816307865
ACH-000007,0.17123586310453134
ACH-000009,0.15213099902497326
ACH-000011,0.012664621185320891
ACH-000012,0.14666907564272566
ACH-000013,0.15387923439090365
ACH-000014,0.10581532567804323
ACH-000015,0.19718362101979184
ACH-000017,0.001692590058495559
ACH-000018,0.211846686488766
ACH-000019,0.10902239241356552
ACH-000021,0.13275385789982505
ACH-000022,0.1436900650454989
ACH-000025,0.05508604316354817
ACH-000028,-0.01141044208410607
ACH-000030,0.24303960099041105
ACH-000035,0.070133519194655
ACH-000036,0.05005562503749912
ACH-000037,0.19654920636560988
ACH-000039,0.04565354345362843
ACH-000040,0.08958496779759909
ACH-000041,-0.01676311631123864
ACH-000042,0.08898321320137252
ACH-000045,0.28028143141755624
ACH-000047,0.3324383308560141
ACH-000052,0.05909363180897258
ACH-000053,0.18231272375553267
ACH-000054,-0.03681234641970887
ACH-000055,-0.04019484479893237
ACH-000060,0.19789625390263527
ACH-000067,-0.040580629430942
ACH-000070,0.17057501469391562
ACH-000075,0.25364752205446256
ACH-000078,0.08479293709363618
ACH-000082,0.10053239874019683
ACH-000085,0.032818480656342894
ACH-000086,0.16531852787437654
ACH-000087,0.0022818661972317717
ACH-000092,0.16329396744248667
ACH-000095,0.2796217824475913
ACH-000097,0.1936352246703684
ACH-000098,0.21678900787440006
ACH-000099,0.10370603480006543
ACH-000108,0.16636297732777325
ACH-000113,0.00794954757141748
ACH-000116,0.2446889546418383
ACH-000118,0.09149968891048614
ACH-000120,0.028281049286646136
ACH-000123,0.14190339374236918
ACH-000127,0.21858133276473785
ACH-000128,0.06671581354894117
ACH-000132,0.21872492527017684
ACH-000133,0.15517596441507306
ACH-000137,0.1889377907024849
ACH-000138,0.2149839915042585
ACH-000142,0.2381229527584277
ACH-000143,0.16260033837989665
ACH-000146,0.20539527985394512
ACH-000148,0.16035431467091327
ACH-000150,-0.06695925218529547
ACH-000152,0.05251221087793473
ACH-000153,-0.0055024385371183725
ACH-000159,-0.00637155535493892
ACH-000160,0.5555859884290254
ACH-000163,0.06853574701296006
ACH-000167,1.014995685989308
ACH-000168,0.11494211192144348
ACH-000169,0.14810960655711236
ACH-000178,0.2228460779892267
ACH-000183,0.008730898868122002
ACH-000188,0.12111435245261146
ACH-000189,0.11084349005300116
ACH-000190,0.5249240718533054
ACH-000198,0.035543750618047015
ACH-000203,0.7207584204714649
ACH-000204,0.13977685831181005
ACH-000206,0.14745680301679154
ACH-000207,0.05352372875149957
ACH-000208,-0.0035480629991294674
ACH-000210,0.1949317945854124
ACH-000211,0.09853704513496714
ACH-000215,0.1283340883665986
ACH-000221,0.14221875281293508
ACH-000222,0.15823088182348471
ACH-000223,0.208393683216527
ACH-000226,0.039989281197885716
ACH-000227,0.3019199507972865
ACH-000228,0.06589778850486526
ACH-000231,0.11138297359993847
ACH-000232,0.10403256132977552
ACH-000233,0.16223487230307265
ACH-000234,0.2100126748734278
ACH-000235,0.13547626394192952
ACH-000237,0.2409986532352843
ACH-000238,0.1928411365171927
ACH-000242,0.14165595265351724
ACH-000243,0.11312751983923156
ACH-000244,0.20086679066482727
ACH-000246,-0.054684045005362496
ACH-000248,0.15993604078886814
ACH-000250,0.16498171749636498
ACH-000251,0.35618538027402125
ACH-000252,0.14356082565353054
ACH-000253,0.1800961117032231
ACH-000255,0.2375567239049651
ACH-000256,0.014123678453515353
ACH-000257,0.24661040188237976
ACH-000258,-0.11098989861907953
ACH-000259,0.1573037482143709
ACH-000260,0.02483123421691691
ACH-000261,0.1526647915680312
ACH-000262,-0.0157103291364682
ACH-000263,-0.06912850730750694
ACH-000264,0.06516662956995943
ACH-000265,0.1442336301181107
ACH-000266,0.1636626246040136
ACH-000272,0.1366948518463794
ACH-000274,0.1599713006978093
ACH-000277,0.09884377156350388
ACH-000278,0.13837022608273924
ACH-000279,0.11672157193174475
ACH-000280,0.1400079546443137
ACH-000281,0.02317540019015064
ACH-000288,0.19936587603693567
ACH-000291,0.19119757283167216
ACH-000293,0.2776849262365701
ACH-000294,0.046825153880321616
ACH-000295,0.28391121599483377
ACH-000296,0.2740355842280278
ACH-000302,0.18300683971268228
ACH-000304,0.17038466125461632
ACH-000307,0.005420206924554717
ACH-000308,0.1056186815635987
ACH-000310,0.0817378556771772
ACH-000311,0.16992973643755271
ACH-000312,0.14585005501120096
ACH-000315,0.2695809833005885
ACH-000316,0.2593548796600518
ACH-000317,0.049986177380604235
ACH-000318,0.3676209713192869
ACH-000319,0.13401435980397228
ACH-000320,0.23836055390517194
