,TOR2A (27433)
ACH-000004,-0.5842460500286473
ACH-000005,-0.4898675566292806
ACH-000007,-0.375585007217126
ACH-000009,-0.5021128741919207
ACH-000011,-0.24932307743769336
ACH-000012,-0.5746265497820516
ACH-000013,-0.4640714815853752
ACH-000014,-0.2958011701272274
ACH-000015,-0.4724340111101635
ACH-000017,-0.4801970252710687
ACH-000018,-0.33953855705207675
ACH-000019,-0.3844904980620384
ACH-000021,-0.4087291364373135
ACH-000022,-0.42834462547558294
ACH-000025,-0.38070165007677703
ACH-000028,-0.3540046971666576
ACH-000030,-0.6508584084479395
ACH-000035,-0.3374083265918869
ACH-000036,-0.2763347219892082
ACH-000037,-0.722979257245072
ACH-000039,-0.4160258969997104
ACH-000040,-0.4790023146506583
ACH-000041,-0.374885071775101
ACH-000042,-0.486036714536524
ACH-000045,-0.28658572699727697
ACH-000047,-0.4551108153039294
ACH-000052,-0.6923229679599741
ACH-000053,-0.4675815196271191
ACH-000054,-0.3159017047006369
ACH-000055,-0.25704991699813645
ACH-000060,-0.4339437021477733
ACH-000067,-0.5378696720712546
ACH-000070,-0.1687212920963389
ACH-000075,-0.377827044731348
ACH-000078,-0.4731954912724558
ACH-000082,-0.3721768227651511
ACH-000085,-0.1300536319109162
ACH-000086,-0.39506644241149613
ACH-000087,-0.4309968709581843
ACH-000092,-0.4486946725696892
ACH-000095,-0.4368319243188187
ACH-000097,-0.3902812492630881
ACH-000098,-0.19759443689207945
ACH-000099,-0.41904300168360903
ACH-000108,-0.4459216156133759
ACH-000113,-0.2847150635214267
ACH-000116,-0.5842738419947083
ACH-000118,-0.5477050432981946
ACH-000120,-0.34463365647176963
ACH-000123,-0.3940671071118929
ACH-000127,-0.4880034271933895
ACH-000128,-0.469403970274141
ACH-000132,-0.5900690646374717
ACH-000133,-0.5553321175215585
ACH-000137,-0.3493271009116736
ACH-000138,-0.4150008205357663
ACH-000142,-0.5415892607944567
ACH-000143,-0.4241716634857712
ACH-000146,-0.3891261814226212
ACH-000148,-0.4810799967874975
ACH-000150,-0.372432776030198
ACH-000152,-0.3619761324395468
ACH-000153,-0.3302343964905669
ACH-000159,-0.4893643151563663
ACH-000160,-0.4173278579561753
ACH-000163,-0.2297577126853248
ACH-000167,-0.5551321403294921
ACH-000168,-0.6011745169980824
ACH-000169,-0.4742938407573781
ACH-000178,-0.5074284471901082
ACH-000183,-0.5449784353649734
ACH-000188,-0.3825904185598
ACH-000189,-0.2014501841381786
ACH-000190,-0.5274183759723392
ACH-000198,-0.4355609941802654
ACH-000203,-0.4425742909253701
ACH-000204,-0.43304819680842177
ACH-000206,-0.6111026847297661
ACH-000207,-0.4364427983361795
ACH-000208,-0.4934393557454738
ACH-000210,-0.3501450837405992
ACH-000211,-0.3838359880249991
ACH-000215,-0.2802541052178869
ACH-000221,-0.2303480993658265
ACH-000222,-0.3063875037889409
ACH-000223,-0.53306822714862
ACH-000226,-0.34859702379753404
ACH-000227,-0.4312783051755911
ACH-000228,-0.5724971138297291
ACH-000231,-0.5283192861159614
ACH-000232,-0.26674291065272265
ACH-000233,-0.38396732227689984
ACH-000234,-0.33370924799429263
ACH-000235,-0.4368413007218126
ACH-000237,-0.4879318135574707
ACH-000238,-0.5532782121911674
ACH-000242,-0.6152171075122217
ACH-000243,-0.3829063797544773
ACH-000244,-0.5556089552011226
ACH-000246,-0.3928336066692366
ACH-000248,-0.3214734356799546
ACH-000250,-0.43218142557562256
ACH-000251,-0.53673565507745
ACH-000252,-0.3203614849834964
ACH-000253,-0.6015184701365422
ACH-000255,-0.18729882966494224
ACH-000256,-0.4531545877008538
ACH-000257,-0.3791606412213064
ACH-000258,-0.4816428010124857
ACH-000259,-0.4160643381419904
ACH-000260,-0.4317855684296205
ACH-000261,-0.3464133124882808
ACH-000262,-0.6196366245220959
ACH-000263,-0.4990325976124905
ACH-000264,-0.5754085068074501
ACH-000265,-0.388994768067568
ACH-000266,-0.4396382717720689
ACH-000272,-0.478564206166111
ACH-000274,-0.4690787039409074
ACH-000277,-0.676814162472703
ACH-000278,-0.7769480852115809
ACH-000279,-0.31974518052428913
ACH-000280,-0.4535392814383066
ACH-000281,-0.2332454688197525
ACH-000288,-0.3793179534378576
ACH-000291,-0.4082854403375916
ACH-000293,-0.4506075678519592
ACH-000294,-0.249245277315754
ACH-000295,-0.2806082949271735
ACH-000296,-0.4899483109851228
ACH-000302,-0.39294240493574334
ACH-000304,-0.8000993635141618
ACH-000307,-0.537090875641565
ACH-000308,-0.4001317379335722
ACH-000310,-0.4121465454462819
ACH-000311,-0.2402309105886465
ACH-000312,-0.4595513895435146
ACH-000315,-0.42350887098546
ACH-000316,-0.4274216673632898
ACH-000317,-0.10871568958617704
ACH-000318,-0.29213815609331445
ACH-000319,-0.5305422556275841
ACH-000320,-0.3661005062684773
ACH-000322,-0.4145693901514301
ACH-000323,-0.3196620828042817
ACH-000324,-0.464294587059629
ACH-000329,-0.3702775470637818
ACH-000330,-0.22240317666506934
ACH-000331,-0.3809264845303522
ACH-000332,-0.4222758117266036
ACH-000334,-0.22898649119894035
ACH-000335,-0.4311489093570293
ACH-000336,-0.2490070690154195
ACH-000337,-0.4114300048186733
ACH-000338,-0.7250656580463307
ACH-000339,-0.44942631180132503
ACH-000341,-0.6060929840371201
ACH-000348,-0.4123407697035901
ACH-000350,-0.39960838047274266
ACH-000352,-0.4013273830750204
ACH-000356,-0.6544798629177874
ACH-000361,-0.22058406916884268
ACH-000362,-0.3492538061712375
ACH-000363,-0.35895059107327865
ACH-000364,-0.4257538848030392
ACH-000365,-0.4744242415337929
ACH-000366,-0.3865625758628571
ACH-000368,-0.5101960472493273
ACH-000374,-0.3640464847474745
ACH-000375,-0.5843058442099062
ACH-000376,-0.35933926850314785
ACH-000381,-0.4738294497803058
ACH-000383,-0.4646272825986624
ACH-000387,-0.5845155670276494
ACH-000389,-0.23624761355752985
ACH-000390,-0.4761386524640625
ACH-000393,-0.2547749636460657
ACH-000395,-0.5135230778199523
ACH-000396,-0.3274242615857712
ACH-000397,-0.3519919007494408
ACH-000401,-0.16601891888440978
ACH-000402,-0.3196125030542728
ACH-000403,-0.5710988106629344
ACH-000404,-0.4288745433888218
ACH-000406,-0.3767399649297979
ACH-000407,-0.4351702965581416
ACH-000408,-0.3239953138115318
ACH-000410,-0.4664405039277567
ACH-000411,-0.5943628641526237
ACH-000414,-0.4975550301051978
ACH-000415,-0.3321171649143105
ACH-000416,-0.6042003676282789
ACH-000420,-0.3176469795661932
ACH-000421,-0.5274326446272102
ACH-000424,-0.43504346390528403
ACH-000425,-0.4336415615018335
ACH-000426,-0.6134618051072757
ACH-000427,-0.23376767545385194
ACH-000433,-0.4202543295613465
ACH-000435,-0.5984474889208364
ACH-000436,-0.4573688089425061
ACH-000444,-0.3665619256330103
ACH-000445,-0.6780465346920204
ACH-000448,-0.21307789947180247
ACH-000450,-0.5020045629292473
ACH-000452,-0.4566262117093104
ACH-000454,-0.534060119186999
ACH-000458,-0.5050043945308861
ACH-000459,-0.4464065330576839
ACH-000460,-0.5426809386593364
ACH-000461,-0.4813539847271484
ACH-000463,-0.3633439530437299
ACH-000464,-0.4663931172666255
ACH-000466,-0.4650986490278289
ACH-000467,-0.3225391274313401
ACH-000468,-0.6215514241508909
ACH-000469,-0.3825474292424447
ACH-000470,-0.4616847584860749
ACH-000471,-0.3326938412170561
ACH-000472,-0.2789220739875705
ACH-000473,-0.5896086787899559
ACH-000475,-0.4124873005544313
ACH-000476,-0.4703240569674008
ACH-000477,-0.4525543949547087
ACH-000479,-0.4333697825830755
ACH-000480,-0.3949949129947459
ACH-000481,-0.512421434979579
ACH-000483,-0.2924799874351537
ACH-000484,-0.36276604346204705
ACH-000485,-0.33407544187157256
ACH-000486,-0.4306909847212304
ACH-000487,-0.419274652220628
ACH-000488,-0.33346308595634816
ACH-000490,-0.2758683113861258
ACH-000491,-0.4316546428431853
ACH-000495,-0.4292883306480568
ACH-000496,-0.3779926934062269
ACH-000499,-0.23998516154843014
ACH-000500,-0.05247435178413098
ACH-000502,-0.38852187541267175
ACH-000503,-0.3790996606022965
ACH-000505,-0.4377505440354123
ACH-000507,-0.4472996853244221
ACH-000510,-0.4425260487241957
ACH-000511,-0.4421735196920705
ACH-000512,0.004859254488808887
ACH-000516,-0.3569135155306193
ACH-000517,-0.4419976717427267
ACH-000518,-0.3618560838543817
ACH-000520,-0.4845269220597179
ACH-000521,-0.4839777403011226
ACH-000522,-0.3075536658707317
ACH-000524,-0.5141140546630965
ACH-000527,-0.3669253846095569
ACH-000528,-0.6017954585933956
ACH-000537,-0.6051872174004204
ACH-000541,-0.4376923262329024
ACH-000542,-0.3833038051796544
ACH-000544,-0.490126579143339
ACH-000545,-0.37117447564603134
ACH-000547,-0.4439015312929169
ACH-000548,-0.3903570353387704
ACH-000549,-0.6229908505504304
ACH-000550,-0.2523488845686163
ACH-000552,-0.5566759761423357
ACH-000556,-0.4759326599871418
ACH-000557,-0.4262641186336824
ACH-000569,-0.4516768906013625
ACH-000570,-0.3035325332831903
ACH-000571,-0.4383731111487917
ACH-000573,-0.4356375147815123
ACH-000576,-0.44992050133936573
ACH-000579,-0.5394290357351114
ACH-000580,-0.190256264062405
ACH-000584,-0.5608985939217678
ACH-000585,-0.3103245997940682
ACH-000588,-0.46099543548677
ACH-000589,-0.4329356606187974
ACH-000591,-0.5326861304215611
ACH-000593,-0.4068736368180064
ACH-000600,-0.35274987177625045
ACH-000601,-0.4376333483764148
ACH-000605,-0.3166641834520528
ACH-000606,-0.5237591701312304
ACH-000608,-0.5016798762737968
ACH-000614,-0.2262647222145437
ACH-000616,-0.3085582486018608
ACH-000618,-0.3059733808691836
