,VWA8 (23078)
ACH-000004,-0.2067998604330116
ACH-000005,0.04537999178204307
ACH-000007,-0.05548468402689158
ACH-000009,-0.14217509540663362
ACH-000011,-0.11067307413807312
ACH-000012,-0.10353935259688676
ACH-000013,-0.09346678019241056
ACH-000014,-0.33725082692223235
ACH-000015,-0.20845814875058985
ACH-000017,-0.07688480688543221
ACH-000018,-0.2516877594188231
ACH-000019,-0.16518176776893406
ACH-000021,-0.16502316712074386
ACH-000022,-0.08331097198809223
ACH-000025,-0.2015150046227595
ACH-000028,-0.18222386210918254
ACH-000030,-0.13842923223350445
ACH-000035,-0.13663567033073284
ACH-000036,-0.14968708201765907
ACH-000037,-0.3061840538524809
ACH-000039,-0.21275029865887987
ACH-000040,-0.38109193127267255
ACH-000041,-0.17611155934129924
ACH-000042,-0.2402463424320391
ACH-000045,-0.001394311604022074
ACH-000047,-0.10818200004633426
ACH-000052,-0.09277917710432457
ACH-000053,-0.18882065255485614
ACH-000054,-0.3336511591046067
ACH-000055,-0.08633863773054137
ACH-000060,-0.3588554225369672
ACH-000067,-0.18373730408962813
ACH-000070,-0.1475794485204442
ACH-000075,-0.15253526938982734
ACH-000078,-0.23330873281930825
ACH-000082,-0.23102681289495894
ACH-000085,-0.13117422743552384
ACH-000086,-0.3297035229196141
ACH-000087,-0.3952693392999291
ACH-000092,-0.2033289472997067
ACH-000095,-0.1837152012760898
ACH-000097,-0.12281539432680845
ACH-000098,-0.2123249516965844
ACH-000099,-0.08476335400759011
ACH-000108,-0.17780446968988878
ACH-000113,-0.3448320235884974
ACH-000116,-0.26375524034319103
ACH-000118,-0.20801548916550133
ACH-000120,-0.035376555334432326
ACH-000123,-0.3079032815092305
ACH-000127,-0.1835624084525476
ACH-000128,-0.44273710163389024
ACH-000132,-0.2273493392848184
ACH-000133,-0.23764357583337306
ACH-000137,-0.2822900746388912
ACH-000138,-0.09295569622739186
ACH-000142,-0.17373122559147086
ACH-000143,-0.11477373104307545
ACH-000146,-0.1871151150356341
ACH-000148,-0.2621820666819833
ACH-000150,-0.22183688359361686
ACH-000152,-0.22228870471938408
ACH-000153,-0.17109972951852626
ACH-000159,-0.2625014290887001
ACH-000160,-0.0988486138777876
ACH-000163,-0.12575393779995706
ACH-000167,-0.4262329612179884
ACH-000168,-0.2712296726492669
ACH-000169,-0.17289692711565094
ACH-000178,-0.07204645283342624
ACH-000183,-0.11696793706262228
ACH-000188,-0.1705793609821508
ACH-000189,-0.3386266217517711
ACH-000190,-0.20511957762128832
ACH-000198,-0.2249852461031493
ACH-000203,-0.2417056062765924
ACH-000204,-0.19220323633611328
ACH-000206,-0.3362142852090941
ACH-000207,-0.15366198365975994
ACH-000208,-0.3499123111955957
ACH-000210,-0.12090283411034401
ACH-000211,-0.20039198117446366
ACH-000215,-0.22465338587855754
ACH-000221,-0.2450751462237917
ACH-000222,-0.010430668545505315
ACH-000223,-0.16658038834875494
ACH-000226,-0.2676177906192361
ACH-000227,-0.13077491777219172
ACH-000228,-0.16986063943348553
ACH-000231,-0.19411393461042628
ACH-000232,-0.17895680690046747
ACH-000233,-0.12257270306971
ACH-000234,-0.1756073709914092
ACH-000235,-0.14510139009656375
ACH-000237,-0.2461361055693044
ACH-000238,-0.3975438535381506
ACH-000242,-0.15115638981842194
ACH-000243,-0.17847763823981266
ACH-000244,-0.3548274187594255
ACH-000246,-0.22196861832086706
ACH-000248,-0.007233165555051314
ACH-000250,-0.2765201872974572
ACH-000251,-0.4526035353605268
ACH-000252,-0.5142171289870393
ACH-000253,-0.0646355698115732
ACH-000255,-0.10989525867357147
ACH-000256,-0.11120114865982406
ACH-000257,-0.23152422108179124
ACH-000258,-0.4060616324555497
ACH-000259,-0.2585886581228666
ACH-000260,-0.2842639871333415
ACH-000261,-0.16540375536031446
ACH-000262,-0.374096747356535
ACH-000263,-0.010360564301345559
ACH-000264,-0.21150803523156572
ACH-000265,-0.250117189045634
ACH-000266,-0.11412959098530448
ACH-000272,-0.1148535635657596
ACH-000274,-0.19944174847944907
ACH-000277,-0.04416696033761083
ACH-000278,-0.222940839194992
ACH-000279,-0.20815959698887704
ACH-000280,-0.05184019950334755
ACH-000281,-0.13275732875233848
ACH-000288,-0.15589896705730186
ACH-000291,-0.25848795849387235
ACH-000293,-0.2526853857108476
ACH-000294,-0.05794490465880791
ACH-000295,0.10540182257076088
ACH-000296,-0.2799130522697105
ACH-000302,-0.14282765465566466
ACH-000304,-0.09798729703235558
ACH-000307,-0.07395859301565855
ACH-000308,-0.20251895988292729
ACH-000310,-0.3714004032213261
ACH-000311,-0.054226948959528135
ACH-000312,-0.06107629246622424
ACH-000315,0.005496502460466299
ACH-000316,-0.24399879019183215
ACH-000317,-0.27129318933520324
ACH-000318,-0.19107726361641672
ACH-000319,0.08182590926917285
ACH-000320,-0.11463967782652135
ACH-000322,0.025800298356293317
ACH-000323,-0.2616644948720377
ACH-000324,-0.28347100547198223
ACH-000329,-0.20124701215681529
ACH-000330,-0.15141016789706602
ACH-000331,-0.4253317220188902
ACH-000332,-0.2896531645729327
ACH-000334,-0.08994685420578379
ACH-000335,-0.19800168507543064
ACH-000336,-0.1218501712267014
ACH-000337,-0.17224628458544836
ACH-000338,-0.603262203734929
ACH-000339,-0.09284331398676414
ACH-000341,-0.2594990031795222
ACH-000348,-0.2653903989365557
ACH-000350,-0.011126850124051742
ACH-000352,-0.17264008209494727
