,SPTB (6710)
ACH-000004,-0.0490755663666875
ACH-000005,-0.05201873385980062
ACH-000007,-0.07517708187754514
ACH-000009,-0.03418556723026737
ACH-000011,0.003050770925026379
ACH-000012,-0.059843740432253524
ACH-000013,-0.09359632949005683
ACH-000014,0.027555393881546385
ACH-000015,0.010187777919038864
ACH-000017,-0.09950828671268812
ACH-000018,-0.1449069635194836
ACH-000019,-0.09956854492967522
ACH-000021,0.04622265689898821
ACH-000022,-0.0258475787046526
ACH-000025,-0.0272906252443845
ACH-000028,0.0006007339604571741
ACH-000030,-0.13956106790366082
ACH-000035,-0.11035684083881298
ACH-000036,-0.04931214358114834
ACH-000037,0.0699965756671618
ACH-000039,0.020712537447697445
ACH-000040,-0.062402187466739874
ACH-000041,-0.07437139905353783
ACH-000042,-0.16321784104388867
ACH-000045,-0.16364671529103886
ACH-000047,-0.0632721704881384
ACH-000052,-0.18505849767887408
ACH-000053,-0.1020157249641074
ACH-000054,-0.06571938056016755
ACH-000055,-0.12257586316494593
ACH-000060,-0.3110966555222413
ACH-000067,0.025046392894632025
ACH-000070,-0.03387042987872502
ACH-000075,0.07294054137472053
ACH-000078,-0.0693198438162254
ACH-000082,0.030923537423003924
ACH-000085,-0.15520143791400004
ACH-000086,-0.09731575570755516
ACH-000087,-0.06501674195839181
ACH-000092,-0.08848301477304228
ACH-000095,-0.1225134319906878
ACH-000097,-0.06837881528539799
ACH-000098,-0.04124912106869022
ACH-000099,-0.09694572235085526
ACH-000108,-0.17691668424991938
ACH-000113,-0.01390294486584895
ACH-000116,-0.04660558451882396
ACH-000118,-0.2258660228617853
ACH-000120,0.010881667374793713
ACH-000123,-0.07236520952759695
ACH-000127,-0.0654797627268676
ACH-000128,-0.12203867124442835
ACH-000132,-0.061525267999149015
ACH-000133,-0.027279480974511626
ACH-000137,-0.0376821800962187
ACH-000138,-0.1320875172768999
ACH-000142,-0.19125291738969896
ACH-000143,-0.140579748421138
ACH-000146,-0.10384383704855857
ACH-000148,-0.09251767232306243
ACH-000150,0.07995541424145716
ACH-000152,-0.051677364638124015
ACH-000153,-0.013773181474875721
ACH-000159,-0.10332484887743383
ACH-000160,-0.0792735714931816
ACH-000163,-0.18034936144119912
ACH-000167,0.2188757266590838
ACH-000168,-0.09918240332928567
ACH-000169,-0.06969424718940707
ACH-000178,0.011493400622640156
ACH-000183,-0.1343915422393371
ACH-000188,-0.057322721600667675
ACH-000189,-0.23006440045135398
ACH-000190,0.08659355017278421
ACH-000198,0.001508860345792174
ACH-000203,0.15844126543046194
ACH-000204,-0.1764600164203254
ACH-000206,-0.054006875575063874
ACH-000207,-0.1073058597691866
ACH-000208,-0.13632285297164054
ACH-000210,-0.1339508051853444
ACH-000211,-0.029472962312689862
ACH-000215,-0.016314319663639096
ACH-000221,-0.015080421613375306
ACH-000222,0.05084480427128344
ACH-000223,-0.020777190394799645
ACH-000226,-0.029293402080868326
ACH-000227,-0.06999076274045749
ACH-000228,-0.001038766792545274
ACH-000231,-0.1102238710444628
ACH-000232,-0.07551125832452131
ACH-000233,-0.033837119259739264
ACH-000234,-0.0738811764108506
ACH-000235,-0.0252766337497055
ACH-000237,0.06708310027334324
ACH-000238,-0.1121084639112449
ACH-000242,-0.42013320245606334
ACH-000243,-0.06699574524715346
ACH-000244,0.029051376620241525
ACH-000246,-0.0854195162650717
ACH-000248,-0.11034753788292703
ACH-000250,-0.14365554481028506
ACH-000251,-0.0123785464959264
ACH-000252,0.17053004345923906
ACH-000253,-0.13179589161095148
ACH-000255,0.022964882638372663
ACH-000256,-0.047554713645349786
ACH-000257,-0.19093211588822093
ACH-000258,0.027387897221422732
ACH-000259,-0.08299059357903038
ACH-000260,-0.059654916000938786
ACH-000261,-0.06741406203464226
ACH-000262,-0.1574043613644733
ACH-000263,0.09168175141653448
ACH-000264,-0.04020499611399488
ACH-000265,-0.10080116332276942
ACH-000266,-0.0728341851690638
ACH-000272,-0.07656396178365778
ACH-000274,-0.0724993736610323
ACH-000277,0.04314271523422983
ACH-000278,0.009216051510966513
ACH-000279,-0.1238776307992072
ACH-000280,-0.052860785007302916
ACH-000281,-0.04592348836450028
ACH-000288,0.008671954205491543
ACH-000291,-0.0902243844449478
ACH-000293,-0.038110139282478916
ACH-000294,-0.08365803225312107
ACH-000295,-0.052568383544314465
ACH-000296,-0.0226761867087243
ACH-000302,0.002687049523850409
ACH-000304,0.038786785687785305
ACH-000307,-0.006684037120305224
ACH-000308,-0.05985682226606581
ACH-000310,-0.01949508656491055
ACH-000311,-0.1175263980201264
ACH-000312,-0.031935770853975816
ACH-000315,-0.05235587336909888
ACH-000316,0.00014416271067781963
ACH-000317,-0.1304112734106626
ACH-000318,0.10291299991425316
ACH-000319,0.060339503512011325
ACH-000320,0.01834361406099245
ACH-000322,0.11697024401786706
ACH-000323,-0.10470548976426884
ACH-000324,-0.061776294538019985
ACH-000329,-0.1024605179615954
ACH-000330,-0.08032769723716207
ACH-000331,0.04010399216727925
ACH-000332,-0.013453592410840851
ACH-000334,-0.08627629316852461
ACH-000335,-0.0004615259710146963
ACH-000336,-0.03129063204228865
ACH-000337,0.03566637174759271
ACH-000338,0.264923924760637
ACH-000339,-0.07621994974231859
ACH-000341,-0.05288202883311381
ACH-000348,-0.054236349248428316
ACH-000350,-0.06772039280116596
ACH-000352,-0.12539637638883416
ACH-000356,-0.1972798168104617
ACH-000361,-0.16776218541259635
ACH-000362,-0.04473137855520545
ACH-000363,-0.02408259256592
ACH-000364,-0.0009441185215015801
ACH-000365,-0.06076857890589349
ACH-000366,-0.0613410862174511
ACH-000368,-0.18819310164931574
ACH-000374,0.010388093640344627
ACH-000375,-0.02661657769799445
ACH-000376,-0.051994548249661855
ACH-000381,-0.08274078937098417
ACH-000383,-0.11369783831497556
ACH-000387,0.025596053442773197
ACH-000389,-0.2405104640407197
ACH-000390,-0.1756174913365679
ACH-000393,-0.10711152555782684
ACH-000395,-0.2611592584363716
ACH-000396,-0.06645399173136024
ACH-000397,0.02115108454403316
ACH-000401,-0.1539698429148515
ACH-000402,-0.2262670044091994
ACH-000403,-0.006840635110208304
ACH-000404,0.18433369220446924
ACH-000406,-0.06165064381118019
ACH-000407,-0.1719039495019911
ACH-000408,-0.09289331503840846
ACH-000410,-0.0266365396124132
ACH-000411,-0.11554140980490205
ACH-000414,-0.00408900504220033
ACH-000415,-0.09898568935057887
ACH-000416,-0.008161325658767694
ACH-000420,-0.1318448671562854
ACH-000421,-0.02968456572952765
ACH-000424,0.02462012735346509
ACH-000425,-0.04135159489576728
ACH-000426,-0.10793525338383324
ACH-000427,-0.0010982960488772641
ACH-000433,-0.05232070997274583
ACH-000435,-0.2362199422191151
ACH-000436,0.006749171627652253
ACH-000444,-0.09657827511915427
ACH-000445,-0.21906775942300186
ACH-000448,-0.163915853801342
ACH-000450,-0.005619179383559478
ACH-000452,-0.024341295246727904
ACH-000454,-0.106033118860744
ACH-000458,-0.02254312453785253
ACH-000459,-0.01231811893405527
ACH-000460,-0.020487382527851584
ACH-000461,0.004056471384727682
ACH-000463,-0.07348187420928973
ACH-000464,-0.08848022273299945
ACH-000466,-0.03118519518445282
ACH-000467,0.03674389258458589
ACH-000468,0.0003312762907343469
ACH-000469,-0.05768227555851834
ACH-000470,-0.005191893991658714
ACH-000471,0.005864053030436875
ACH-000472,-0.08378325897268374
ACH-000473,0.0008853847617667972
ACH-000475,-0.06761491381817547
ACH-000476,-0.024298137781390845
ACH-000477,0.08436924434069842
ACH-000479,0.017769723420210628
ACH-000480,-0.014717541372451856
ACH-000481,-0.18966926790159147
ACH-000483,0.019385961719631604
ACH-000484,0.13562297080327965
ACH-000485,0.048518383388524544
ACH-000486,0.004366271790734567
ACH-000487,0.008912798361855299
ACH-000488,-0.10274755304558117
ACH-000490,-0.02035377258785008
ACH-000491,-0.2530266114535985
ACH-000495,-0.18005344265899803
ACH-000496,-0.048840513393586193
ACH-000499,-0.13431257838410596
ACH-000500,0.030458411912132544
ACH-000502,-0.11393352733894115
ACH-000503,-0.19355529012500775
ACH-000505,-0.12366080212209365
ACH-000507,-0.05433049581121165
ACH-000510,-0.0029596940949648013
ACH-000511,-0.11336005303931762
ACH-000512,-0.3058667265054538
ACH-000516,-0.10999420035248196
ACH-000517,-0.059067901690118725
ACH-000518,-0.05529550615390818
ACH-000520,-0.08682376536582681
ACH-000521,-0.1260329011651423
ACH-000522,-0.13348767181944646
ACH-000524,-0.06568710194804285
ACH-000527,-0.06867549522430859
ACH-000528,-0.13581484091096155
ACH-000537,-0.08227983957339223
ACH-000541,-0.16725274710397245
ACH-000542,0.010218554025595352
ACH-000544,-0.18700649072931289
ACH-000545,-0.07803258134650355
ACH-000547,-0.1202260453064365
ACH-000548,-0.02195301105994865
ACH-000549,-0.13856922234634433
ACH-000550,-0.10779019688780443
ACH-000552,-0.10264545645478536
ACH-000556,-0.07181886608426992
ACH-000557,-0.09782234573796393
ACH-000569,0.06895473013590624
ACH-000570,0.03399883190662737
ACH-000571,-0.11780017996459402
ACH-000573,0.023036109771277083
ACH-000576,0.05391601467330714
ACH-000579,0.022022114644629415
ACH-000580,-0.03187900337674593
ACH-000584,-0.07397706803671224
ACH-000585,-0.018710612062300788
ACH-000588,-0.06075574536000506
ACH-000589,-0.08430276998783776
ACH-000591,-0.07471408232020049
ACH-000593,-0.03075029940586889
ACH-000600,-0.0929759497510634
ACH-000601,-0.016971988045140055
ACH-000605,-0.1544950535887246
ACH-000606,-0.124749018055115
ACH-000608,-0.12349375133511943
ACH-000614,0.017705612043331497
ACH-000616,-0.02496781846734066
ACH-000618,0.0008291263047959663
ACH-000619,-0.07188112980874055
ACH-000620,-0.029691097679828887
ACH-000621,-0.02672393162403384
ACH-000622,-0.09297440651804184
ACH-000623,-0.15196926055124765
ACH-000624,-0.06284170245373683
ACH-000627,-0.11649570114665107
