,GSTA3 (2940)
ACH-000004,-0.06626381569814982
ACH-000005,-0.2138925732206648
ACH-000007,-0.2258661854298493
ACH-000009,0.012589519135547534
ACH-000011,-0.044586618839970164
ACH-000012,-0.08849356851663748
ACH-000013,-0.14208441796082688
ACH-000014,-0.1792239558882966
ACH-000015,-0.09585724371039303
ACH-000017,-0.009323726783641236
ACH-000018,0.00234823505802356
ACH-000019,-0.1283095807717354
ACH-000021,-0.02664680809789037
ACH-000022,-0.055099418251029306
ACH-000025,-0.13898885955703133
ACH-000028,-0.18595035669454726
ACH-000030,-0.019758595733216963
ACH-000035,-0.16298316676651708
ACH-000036,-0.03074780666466688
ACH-000037,-0.17507105211344345
ACH-000039,-0.03615047584040122
ACH-000040,-0.06537180692176821
ACH-000041,-0.06654720567568166
ACH-000042,-0.06977827228065482
ACH-000045,0.028652122476669675
ACH-000047,-0.18042083055636712
ACH-000052,-0.1881900365001004
ACH-000053,-0.026988572553555096
ACH-000054,-0.09121814119726873
ACH-000055,-0.13180109158833406
ACH-000060,-0.17932607886509866
ACH-000067,0.027263007209486132
ACH-000070,-0.09511386820028478
ACH-000075,-0.10840878249518003
ACH-000078,-0.0599768926057403
ACH-000082,-0.17480905094052426
ACH-000085,-0.24453832886565266
ACH-000086,-0.0005569403894248288
ACH-000087,-0.14685018254847093
ACH-000092,-0.00764005448740463
ACH-000095,-0.16576209046540938
ACH-000097,-0.04553145466816288
ACH-000098,-0.11009214431049134
ACH-000099,-0.09225864115339057
ACH-000108,-0.13231573891325527
ACH-000113,-0.06276640240388517
ACH-000116,-0.02870469109924393
ACH-000118,-0.07395772286509429
ACH-000120,-0.3274384909927828
ACH-000123,-0.12222637725985032
ACH-000127,-0.09595649807506977
ACH-000128,-0.3329308750605099
ACH-000132,-0.14435311710215384
ACH-000133,-0.12230090472913176
ACH-000137,-0.13015109819205622
ACH-000138,-0.017926720246030956
ACH-000142,0.004605024662402014
ACH-000143,-0.11900540120674614
ACH-000146,-0.09339185826817402
ACH-000148,-0.01413688800912147
ACH-000150,0.01056622156543202
ACH-000152,-0.009288730101511166
ACH-000153,-0.03628672532495136
ACH-000159,-0.06685621073955929
ACH-000160,-0.03074221237462915
ACH-000163,0.07550504141033171
ACH-000167,0.13536343111016014
ACH-000168,0.0266518768572847
ACH-000169,-0.17611745361694767
ACH-000178,-0.023701382666740625
ACH-000183,0.05118759742207645
ACH-000188,-0.007102697001647507
ACH-000189,0.1900972057137673
ACH-000190,-0.1474134053167975
ACH-000198,-0.025422323709627343
ACH-000203,0.2440807870418587
ACH-000204,-0.030751479695227263
ACH-000206,0.05815433529986696
ACH-000207,-0.3144531984553906
ACH-000208,0.013755651571530029
