,GPRC5D (55507)
ACH-000004,0.03127667169711877
ACH-000005,0.4234271225412806
ACH-000007,0.1538651601673347
ACH-000009,-0.0187309934703005
ACH-000011,0.12795252366878895
ACH-000012,0.2934587267786035
ACH-000013,0.0672059627107318
ACH-000014,0.12537079412771945
ACH-000015,0.030260718995528582
ACH-000017,0.10062645864612664
ACH-000018,0.07287674932192201
ACH-000019,0.17940635650569034
ACH-000021,0.1489817523449459
ACH-000022,0.12724783835349465
ACH-000025,0.12184174513378432
ACH-000028,0.15171032902563278
ACH-000030,0.16341261222977393
ACH-000035,0.2029749221122911
ACH-000036,0.043143015845108636
ACH-000037,0.13914111694910702
ACH-000039,0.2165542450961352
ACH-000040,0.19116615703035267
ACH-000041,0.028304898495666038
ACH-000042,0.06806275580569039
ACH-000045,0.12737351985326195
ACH-000047,0.19704096873815366
ACH-000052,0.15840702734687714
ACH-000053,0.11924041052309815
ACH-000054,0.2386460229204776
ACH-000055,0.18139483887817592
ACH-000060,0.10991875958044578
ACH-000067,0.1481574751649025
ACH-000070,-0.0811076906374941
ACH-000075,0.30520787654770776
ACH-000078,0.18598636570697
ACH-000082,0.1871544477342315
ACH-000085,0.2359999845700089
ACH-000086,0.1388058971691051
ACH-000087,0.17043722967100744
ACH-000092,0.18689467063729925
ACH-000095,0.1688578923639044
ACH-000097,0.1311723776956148
ACH-000098,0.19984449441032476
ACH-000099,0.17427952079462328
ACH-000108,0.26338303824017056
ACH-000113,0.2825400309604532
ACH-000116,0.1335944759189559
ACH-000118,0.068657797994239
ACH-000120,-0.12692381289486446
ACH-000123,0.16161454048879995
ACH-000127,0.18069240536285114
ACH-000128,0.0590969309874191
ACH-000132,0.28535410526714183
ACH-000133,-0.04007863750441725
ACH-000137,0.2160103171113296
ACH-000138,0.017188789484682932
ACH-000142,0.027317030394041972
ACH-000143,0.04718032462976519
ACH-000146,0.12018159943960885
ACH-000148,0.233390537165762
ACH-000150,0.15000878995251232
ACH-000152,0.2184841124630331
ACH-000153,0.16646856665956727
ACH-000159,0.15097246064230685
ACH-000160,0.003962916869217041
ACH-000163,0.18347252728773586
ACH-000167,0.3365625400385364
ACH-000168,0.2791087692365812
ACH-000169,0.15012461913094233
ACH-000178,0.17180754176213353
ACH-000183,0.14223270625011655
ACH-000188,0.07388395950991461
ACH-000189,0.12760607744948926
ACH-000190,0.0824267255320102
ACH-000198,0.10617718760549663
ACH-000203,-0.4157766652803365
ACH-000204,0.07355997045915559
ACH-000206,0.21408210443139605
ACH-000207,0.13283384823203595
ACH-000208,0.1785554143643949
ACH-000210,0.15177068569399738
ACH-000211,0.14526946142860775
ACH-000215,0.08370881449656649
ACH-000221,0.2385119176178971
ACH-000222,0.16410082050950478
ACH-000223,0.1882749593771747
ACH-000226,0.1187891850689842
ACH-000227,0.2195366452956628
ACH-000228,0.05382278733765223
ACH-000231,0.1804613126401597
ACH-000232,0.13806407657129674
ACH-000233,0.2293578152568029
ACH-000234,0.20439697638948653
ACH-000235,0.11250418968182588
ACH-000237,0.18561854956995552
ACH-000238,0.063419180860885
ACH-000242,0.10093937075290096
ACH-000243,0.10130949074433293
ACH-000244,0.2901277146585964
ACH-000246,0.2142612857907712
ACH-000248,0.15278931477891627
ACH-000250,0.08507018616497014
ACH-000251,0.19060191104329785
ACH-000252,-0.018273462657997758
ACH-000253,0.13351805054625762
ACH-000255,0.07916009211594058
ACH-000256,0.033931816339362326
ACH-000257,0.05610339136874009
ACH-000258,0.1546422152708777
ACH-000259,0.08965471880540614
ACH-000260,0.17713288333566513
ACH-000261,0.17821567188118742
ACH-000262,0.28042637159988304
ACH-000263,0.034654490447679334
ACH-000264,0.15797750136968655
ACH-000265,0.10745842387124832
ACH-000266,0.07493735746386883
ACH-000272,0.17474720021493353
ACH-000274,0.0488680300775461
ACH-000277,0.217274497736144
ACH-000278,0.228197581053636
ACH-000279,0.14040576266187174
ACH-000280,0.14094314357275167
ACH-000281,-0.12030510414862434
ACH-000288,0.04007950855684672
ACH-000291,0.06497168980625788
ACH-000293,0.2560219286242856
ACH-000294,0.18318166381606066
ACH-000295,-0.07882949712016023
ACH-000296,0.2069915550266172
ACH-000302,0.1395416272115813
ACH-000304,0.2054740183471056
ACH-000307,-0.024812186339013702
ACH-000308,0.11586686999103095
ACH-000310,0.2169618413296995
ACH-000311,0.14579141207636154
ACH-000312,0.03115968138429145
ACH-000315,0.06603364009921625
ACH-000316,0.13805009758917694
ACH-000317,0.061381710765756915
ACH-000318,0.2501926321271697
ACH-000319,0.23906234190296236
ACH-000320,0.036069874107679006
ACH-000322,0.28090133769772685
ACH-000323,0.18120557931082745
ACH-000324,0.055403255245650734
ACH-000329,0.15053396298680485
ACH-000330,0.03133215298326004
ACH-000331,0.09874815003134127
ACH-000332,0.09729655873814187
ACH-000334,0.14016822613655816
ACH-000335,0.20713871144815615
ACH-000336,0.15656830703069216
ACH-000337,0.3130356620790403
ACH-000338,0.35717863364059643
ACH-000339,0.13983278009899475
ACH-000341,0.25977741672964044
ACH-000348,0.1786430265519414
ACH-000350,0.16741470160692326
ACH-000352,0.13452606661934868
ACH-000356,0.15320218533736105
ACH-000361,0.06192970871268867
ACH-000362,0.0857541432852549
ACH-000363,0.15085188971314106
ACH-000364,-0.0438058169443424
ACH-000365,0.028960270935805107
ACH-000366,0.14200129651821938
ACH-000368,0.16126278085042134
ACH-000374,0.19312566569522746
ACH-000375,0.11057779745179402
ACH-000376,0.1279611621385775
ACH-000381,0.2529653272377532
ACH-000383,0.08685089348905327
ACH-000387,0.11436066550519886
