,RAE1 (8480)
ACH-000004,-1.56747003130094
ACH-000005,-1.024742739503917
ACH-000007,-1.0861745143685624
ACH-000009,-1.131539443620729
ACH-000011,-1.1210497746578174
ACH-000012,-1.0327538770896296
ACH-000013,-0.7664309119551298
ACH-000014,-0.8834940527340541
ACH-000015,-1.07227241897877
ACH-000017,-0.8259913224173123
ACH-000018,-0.869106642880697
ACH-000019,-0.8800628961928975
ACH-000021,-1.2432741724778194
ACH-000022,-0.7275899297253948
ACH-000025,-1.1088937303051989
ACH-000028,-1.0080314564348358
ACH-000030,-0.8873544915785324
ACH-000035,-0.9675450373902093
ACH-000036,-1.074024843639914
ACH-000037,-0.4835163918448803
ACH-000039,-1.1758985769761567
ACH-000040,-1.2049694326775358
ACH-000041,-0.9230986730214236
ACH-000042,-0.98089821192576
ACH-000045,-1.110028699508446
ACH-000047,-1.2804220673425692
ACH-000052,-0.9090432739807682
ACH-000053,-1.0855709391133088
ACH-000054,-1.2830528318985548
ACH-000055,-1.1656315092240457
ACH-000060,-1.0560171466252075
ACH-000067,-1.0975296403453652
ACH-000070,-0.9201227945663468
ACH-000075,-1.0840988565610772
ACH-000078,-1.1670453083615326
ACH-000082,-1.3342392697765348
ACH-000085,-1.0336047191370192
ACH-000086,-1.140600545791319
ACH-000087,-1.1783979090123748
ACH-000092,-1.0831259679979022
ACH-000095,-1.0683674961593983
ACH-000097,-1.0582971591551151
ACH-000098,-1.258258393562949
ACH-000099,-1.0736716142861704
ACH-000108,-1.228497790990663
ACH-000113,-1.073237368770506
ACH-000116,-1.199502210684174
ACH-000118,-0.9917869763650802
ACH-000120,-1.0887220799478026
ACH-000123,-1.0621385088428892
ACH-000127,-0.7315438256769283
ACH-000128,-1.0700764512742125
ACH-000132,-1.0036132631985342
ACH-000133,-1.1195856112670024
ACH-000137,-1.3903323732675892
ACH-000138,-1.1779880502221345
ACH-000142,-0.8240401546583231
ACH-000143,-0.9821831606516934
ACH-000146,-1.04321715522903
ACH-000148,-1.2833895151752672
ACH-000150,-0.7996071561133502
ACH-000152,-1.222761299936193
ACH-000153,-1.1190780894636052
ACH-000159,-1.1270756058817075
ACH-000160,-1.1686122995664148
ACH-000163,-0.9884126100493734
ACH-000167,-1.8748867647909309
ACH-000168,-0.9212473623210616
ACH-000169,-1.0314723336116918
ACH-000178,-1.0298377069369735
ACH-000183,-1.2286282720032244
ACH-000188,-1.1443171629135214
ACH-000189,-1.0137213223443813
ACH-000190,-1.1602377861041602
ACH-000198,-1.1100345474663993
ACH-000203,-1.3788553581915026
ACH-000204,-1.0672375334181394
ACH-000206,-1.050672286827263
ACH-000207,-0.9024680239579808
ACH-000208,-1.241005885929694
ACH-000210,-1.0903984424810604
ACH-000211,-1.2891434255998704
ACH-000215,-1.2353325993091415
ACH-000221,-1.083784074127415
ACH-000222,-1.0915179847509446
ACH-000223,-1.074053167767966
ACH-000226,-1.1654464998932257
ACH-000227,-0.9604897830272916
ACH-000228,-1.136252380783763
ACH-000231,-1.1576401689243072
ACH-000232,-1.0730133646328193
ACH-000233,-0.9331743116215888
ACH-000234,-0.9696790768021388
ACH-000235,-0.8976776031238044
ACH-000237,-1.0616061019312515
ACH-000238,-1.105140924955294
ACH-000242,-0.688591982262872
ACH-000243,-1.1189676751367934
ACH-000244,-1.1676027687385253
ACH-000246,-1.1559720187957248
ACH-000248,-1.1235057903667005
ACH-000250,-1.1636259969989218
ACH-000251,-1.2153293909384322
ACH-000252,-1.0569224970912432
ACH-000253,-1.0735871400659511
ACH-000255,-0.8370885961935044
ACH-000256,-1.0025764123546552
ACH-000257,-0.9002308636102186
ACH-000258,-0.9719544146539096
ACH-000259,-0.983332794390866
ACH-000260,-0.93930620615576
ACH-000261,-1.1313648064797759
ACH-000262,-1.0210239349317876
ACH-000263,-0.9446868432655792
ACH-000264,-1.219741765954306
ACH-000265,-1.0598537034683408
ACH-000266,-1.1722323659003209
ACH-000272,-1.3236356443399022
ACH-000274,-1.201183179698717
ACH-000277,-1.123592138762924
ACH-000278,-1.2222306514716808
ACH-000279,-1.2390380261511131
ACH-000280,-0.8598653700047661
ACH-000281,-1.1994560587051235
ACH-000288,-1.0369045887956658
ACH-000291,-1.1194803408196352
ACH-000293,-0.8917726114428881
ACH-000294,-0.9807997199900266
ACH-000295,-1.2057852572309755
ACH-000296,-0.8612106121818628
ACH-000302,-1.0938772721582777
ACH-000304,-0.8754839464492745
ACH-000307,-1.064165506689393
ACH-000308,-1.2724336055651049
ACH-000310,-1.0887783205627204
ACH-000311,-0.9102966763834808
ACH-000312,-0.9809455224574452
ACH-000315,-1.1044443186046915
ACH-000316,-1.2596468220561414
ACH-000317,-1.19962982320154
ACH-000318,-0.8480027956295288
ACH-000319,-1.1286264358380669
ACH-000320,-0.8756183767133322
ACH-000322,-1.4741400895436316
ACH-000323,-1.1515499773706368
