,LGALS9C (654346)
ACH-000004,-0.1174468110865422
ACH-000005,0.06675010474475361
ACH-000007,-0.2460954149136229
ACH-000009,0.10111183363481294
ACH-000011,-0.17623724023128526
ACH-000012,0.09450017906276073
ACH-000013,0.02514483542238171
ACH-000014,0.09788063844755132
ACH-000015,-0.0723916962962482
ACH-000017,-0.1443869631789176
ACH-000018,0.10107631348273977
ACH-000019,-0.1075897872596
ACH-000021,-0.16179306293815796
ACH-000022,-0.3761978581527534
ACH-000025,-0.14118700264400122
ACH-000028,-0.09447167802968888
ACH-000030,-0.08090279894315854
ACH-000035,0.04394274170970717
ACH-000036,-0.06354278449840171
ACH-000037,-0.020723036722891386
ACH-000039,-0.012034832133959887
ACH-000040,-0.0690901642309933
ACH-000041,-0.17336360075693938
ACH-000042,0.14897506746335756
ACH-000045,0.13702002626560572
ACH-000047,-0.15175934198926688
ACH-000052,-0.15974302989780206
ACH-000053,-0.031032277636975313
ACH-000054,-0.0889925063440445
ACH-000055,-0.1236430126669069
ACH-000060,-0.2561664443757939
ACH-000067,-0.15291992712782532
ACH-000070,-0.022234721111199257
ACH-000075,-0.15793148425412873
ACH-000078,-0.2077545916361444
ACH-000082,-0.3743249274402935
ACH-000085,0.19554747940621636
ACH-000086,-0.07819770621941023
ACH-000087,0.015620196368165631
ACH-000092,0.024116775208888986
ACH-000095,-0.031660383081066126
ACH-000097,-0.009166517690594442
ACH-000098,0.009435191228800523
ACH-000099,-0.030989102075230306
ACH-000108,-0.005487237754323335
ACH-000113,-0.0869121764012113
ACH-000116,-0.2348306670983499
ACH-000118,0.034364459540545116
ACH-000120,-0.16257592711653784
ACH-000123,-0.17007474591798166
ACH-000127,-0.10700726446333274
ACH-000128,-0.038803292651309135
ACH-000132,-0.022168369153931538
ACH-000133,0.019313834874521842
ACH-000137,0.053364075087964334
ACH-000138,0.031281766809367895
ACH-000142,-0.09906326221674057
ACH-000143,-0.21608802054959828
ACH-000146,-0.07011926259275385
ACH-000148,-0.0866940359607899
ACH-000150,0.046291410294335665
ACH-000152,-0.2835487196682306
ACH-000153,-0.5923692173248079
ACH-000159,0.037451982989963536
ACH-000160,-0.1077344815611878
ACH-000163,-0.07310034024104804
ACH-000167,0.008842682687924845
ACH-000168,0.03171573713649234
ACH-000169,-0.1240771217779883
ACH-000178,-0.01851506291594301
ACH-000183,-0.16632471423152184
ACH-000188,-0.0788635390829305
ACH-000189,-0.002035040891591677
ACH-000190,0.09928788911701417
ACH-000198,-0.15182279750080566
ACH-000203,0.0766766001554548
ACH-000204,0.1120078331331301
ACH-000206,0.20093642457235492
ACH-000207,-0.08583864757129032
ACH-000208,-0.01496010828175186
ACH-000210,0.23976993409263064
ACH-000211,-0.12180120033597837
ACH-000215,-0.14499792572633102
ACH-000221,0.05755545710836885
ACH-000222,-0.20406884466421135
ACH-000223,-0.1465549666252161
ACH-000226,-0.15178874301992815
ACH-000227,-0.08494979098677208
ACH-000228,-0.16017584614574756
ACH-000231,-0.10638352923112887
ACH-000232,-0.11728730948490965
ACH-000233,-0.005540146370980094
ACH-000234,0.018429995493446445
ACH-000235,0.06738621230176994
ACH-000237,-0.013727252592917363
ACH-000238,-0.5221630157450707
ACH-000242,0.04390297368715918
ACH-000243,-0.12079047353764892
ACH-000244,-0.24159653314287705
ACH-000246,-0.010706112344011656
ACH-000248,-0.01620056470172759
ACH-000250,-0.13323910196516842
ACH-000251,0.014512972720627309
ACH-000252,0.09809492476858178
ACH-000253,-0.06751555720752744
ACH-000255,-0.12667075249386053
ACH-000256,0.022498476716920752
ACH-000257,0.04447353779526584
ACH-000258,-0.25381501168471765
ACH-000259,0.002921461972455039
ACH-000260,0.012560026050561808
ACH-000261,-0.11719702696276847
ACH-000262,-0.252012178742653
ACH-000263,-0.020558049783220646
ACH-000264,-0.014930580736972978
ACH-000265,-0.1005614249603426
ACH-000266,-0.1191487758418385
ACH-000272,-0.10096316624582276
ACH-000274,-0.10734689526275322
ACH-000277,-0.15688766667651516
ACH-000278,-0.02801022307552211
ACH-000279,-0.010395297446452184
ACH-000280,-0.2335591780228153
ACH-000281,-0.02900707798400813
ACH-000288,0.03865652933282923
ACH-000291,-0.05283932636387138
ACH-000293,-0.12595327977571766
ACH-000294,0.0232080264186292
ACH-000295,0.2815986756708454
ACH-000296,-0.26869364698247705
ACH-000302,-0.1237937999915275
ACH-000304,-0.09417026233685864
ACH-000307,-0.010981170276483878
ACH-000308,0.06036832985623467
ACH-000310,-0.19957632660573807
ACH-000311,-0.016057047521076857
ACH-000312,-0.17924272359662066
ACH-000315,-0.0903596331909899
ACH-000316,-0.0579613056014641
ACH-000317,0.08545098631116688
ACH-000318,-0.17401947603913007
