,COX7A1 (1346)
ACH-000004,0.2345661565467925
ACH-000005,0.3709971298794101
ACH-000007,-0.012571631385188093
ACH-000009,0.2155862878771064
ACH-000011,0.26652986672698536
ACH-000012,0.1740722115500212
ACH-000013,0.06342082348482248
ACH-000014,0.23426377601933784
ACH-000015,0.12341568010331087
ACH-000017,0.2112070899944448
ACH-000018,0.21342914701429427
ACH-000019,0.18606192790449594
ACH-000021,0.10597700120778884
ACH-000022,0.033407711608259616
ACH-000025,0.07980095839679588
ACH-000028,0.0967700697313225
ACH-000030,0.1952524223547221
ACH-000035,0.06775434469772754
ACH-000036,0.10229143922012998
ACH-000037,0.16905891020730174
ACH-000039,0.2847290026323147
ACH-000040,0.3343567574829188
ACH-000041,0.2242114557681006
ACH-000042,0.1845648424935224
ACH-000045,0.21645793851545497
ACH-000047,0.34064590301515635
ACH-000052,0.12652530171372114
ACH-000053,0.1592639611915107
ACH-000054,0.1525123755481531
ACH-000055,0.20842717393345325
ACH-000060,0.2706818628346351
ACH-000067,0.23292786716271435
ACH-000070,0.10579217578758617
ACH-000075,0.0908324879709637
ACH-000078,0.23165482918127284
ACH-000082,0.1808731219089263
ACH-000085,0.22581898061392786
ACH-000086,0.008129255129040171
ACH-000087,0.248620990638492
ACH-000092,0.17007802269116012
ACH-000095,0.2153673115523563
ACH-000097,0.1664451932309374
ACH-000098,0.08509819216195884
ACH-000099,0.29528652296252383
ACH-000108,0.11739199575976425
ACH-000113,0.1116121521663799
ACH-000116,0.16361341641534266
ACH-000118,0.04450141975098815
ACH-000120,0.07978906998561243
ACH-000123,0.1274422265871374
ACH-000127,0.17505504969899974
ACH-000128,0.10012115409012118
ACH-000132,0.1748420580893962
ACH-000133,0.1854391125254456
ACH-000137,0.1729074705019977
ACH-000138,0.0865974461100709
ACH-000142,0.1556597303968649
ACH-000143,0.1492414625347719
ACH-000146,0.1852878874353708
ACH-000148,0.1310857439488974
ACH-000150,0.2343846779362168
ACH-000152,0.0580696451737168
ACH-000153,0.26120045964915817
ACH-000159,0.1424788033547294
ACH-000160,0.006874976461719571
ACH-000163,0.16182034140178864
ACH-000167,0.4447967024946541
ACH-000168,0.17650593611795606
ACH-000169,0.16780727919443453
ACH-000178,0.2435143292218017
ACH-000183,0.2936573880254652
ACH-000188,0.17152158978185614
ACH-000189,0.09800753471438622
ACH-000190,0.12928358758578434
ACH-000198,0.24996275023202616
ACH-000203,0.1504286173734277
ACH-000204,-0.025140348671671614
ACH-000206,0.1335804868738709
ACH-000207,-0.015914881480987613
ACH-000208,0.2119960794841705
ACH-000210,0.514330500397427
ACH-000211,0.24876912210243265
ACH-000215,0.14243549896474794
ACH-000221,0.271336518996459
ACH-000222,0.04365151050789157
ACH-000223,0.2598146273569742
ACH-000226,0.09283622809894372
ACH-000227,0.14927283356277504
ACH-000228,0.06709733710282853
ACH-000231,0.257721532206259
ACH-000232,0.16030111918166895
ACH-000233,0.2213459202666948
ACH-000234,0.2719696937846233
ACH-000235,0.12985375909791466
ACH-000237,0.34237223515144743
ACH-000238,0.09462628347324777
ACH-000242,0.1299621159067174
ACH-000243,0.14761797151412326
ACH-000244,0.08243011503663011
ACH-000246,0.2843465030526409
ACH-000248,0.13569113597624655
ACH-000250,0.1295606174970526
ACH-000251,0.07001301789996647
ACH-000252,0.21468925645231346
ACH-000253,0.2583050521222376
ACH-000255,0.14661262329977046
ACH-000256,0.16415759627501084
ACH-000257,0.2453299240423909
ACH-000258,0.1661134976405949
ACH-000259,0.11924368377832074
ACH-000260,0.2314812991870532
ACH-000261,0.19529297416375235
ACH-000262,0.15924902884508144
ACH-000263,0.233173301222322
ACH-000264,0.2813037310739456
ACH-000265,0.051539516635650436
ACH-000266,0.08091348980539591
ACH-000272,0.1906169226154163
ACH-000274,0.1958684682263972
ACH-000277,-0.009515183064974257
ACH-000278,0.26017812414041
ACH-000279,0.1581001550900363
ACH-000280,0.07772239750294102
ACH-000281,0.2006550118953933
ACH-000288,0.30332253368421824
ACH-000291,0.05196675507199828
ACH-000293,0.02595060797708289
ACH-000294,0.1908782556208118
ACH-000295,0.4144897856293476
ACH-000296,-0.011841520359089015
ACH-000302,-0.08257127269205666
ACH-000304,0.0036214864927357
ACH-000307,0.29439166012014034
ACH-000308,0.11737063184183358
ACH-000310,0.2601187270756907
ACH-000311,0.172092126375284
ACH-000312,0.06673416921044414
ACH-000315,-0.00811738700697246
ACH-000316,0.1425910428818676
ACH-000317,0.2685365399760143
ACH-000318,0.21196975843931629
ACH-000319,0.2239843809143408
ACH-000320,0.04805516823427252
ACH-000322,0.24662431110573574
ACH-000323,0.16846005033132078
ACH-000324,0.2469965890735275
ACH-000329,0.23305806059665085
ACH-000330,0.18561406552580112
ACH-000331,0.13885975599880074
ACH-000332,0.1009955069697629
ACH-000334,0.1825004084094469
ACH-000335,0.19654020842415726
ACH-000336,0.14431908986646466
ACH-000337,0.3397848184860829
ACH-000338,-0.17643016970857955
ACH-000339,0.21566926093628308
ACH-000341,0.1051403097829677
ACH-000348,0.21801610117079884
ACH-000350,0.15063531101909775
ACH-000352,0.182247337188128
ACH-000356,0.1439831828994586
ACH-000361,0.2001139673167012
ACH-000362,0.2901353654740513
ACH-000363,0.1957717109201253
ACH-000364,0.20706949275435788
ACH-000365,0.19021488353678712
ACH-000366,0.08909061944460407
ACH-000368,0.2248799990120335
ACH-000374,0.2837690167460002
ACH-000375,0.11558277229171555
ACH-000376,0.2487151090871965
ACH-000381,0.1604236506009376
ACH-000383,0.11097195235327632
ACH-000387,0.31395082093497645
