,TTN (7273)
ACH-000004,-0.2128000354617868
ACH-000005,-0.05988362190034127
ACH-000007,-0.2520035051356509
ACH-000009,-0.2566436433629531
ACH-000011,-0.18771121754034864
ACH-000012,-0.19083178900743847
ACH-000013,-0.16211066002303118
ACH-000014,-0.16077655905882032
ACH-000015,-0.23755486701590356
ACH-000017,-0.01648722541275575
ACH-000018,-0.2844096918267946
ACH-000019,-0.0210970727680704
ACH-000021,-0.006538875465967303
ACH-000022,-0.23883399178187206
ACH-000025,-0.061259491578699685
ACH-000028,0.039717369436130516
ACH-000030,-0.3062104043260217
ACH-000035,-0.14309705517473845
ACH-000036,-0.25559671658727645
ACH-000037,-0.3244602215058842
ACH-000039,-0.1793238734757716
ACH-000040,-0.05819833246436072
ACH-000041,-0.12264372919578333
ACH-000042,-0.13178416423268133
ACH-000045,-0.06458262517723909
ACH-000047,-0.11956408210033168
ACH-000052,-0.1323783853862335
ACH-000053,-0.06637504063019814
ACH-000054,-0.006777394041564865
ACH-000055,-0.061696075804177276
ACH-000060,-0.22284779225657614
ACH-000067,0.034556744927786896
ACH-000070,-0.26448246369700856
ACH-000075,-0.209023284347116
ACH-000078,-0.07758447142004528
ACH-000082,-0.19520842390993293
ACH-000085,-0.17017337674751326
ACH-000086,-0.10141833618055124
ACH-000087,-0.08220622085365767
ACH-000092,-0.18116510450096973
ACH-000095,-0.28365360839894954
ACH-000097,-0.34240933744303403
ACH-000098,-0.17913464993464753
ACH-000099,-0.09147971424719067
ACH-000108,-0.3368664127787954
ACH-000113,-0.19898304195016905
ACH-000116,-0.14132683541017918
ACH-000118,-0.10045772205701804
ACH-000120,-0.1417434260473085
ACH-000123,-0.13911790156165693
ACH-000127,-0.16624798836301646
ACH-000128,-0.15372288783802696
ACH-000132,-0.07212378623530817
ACH-000133,-0.2859630192972209
ACH-000137,-0.07322294659657387
ACH-000138,-0.1785823574084463
ACH-000142,-0.09315906881837127
ACH-000143,0.09887972864213204
ACH-000146,-0.15414595564381822
ACH-000148,-0.18393741157467425
ACH-000150,-0.08068941628052698
ACH-000152,-0.12328467116394826
ACH-000153,-0.4632147921815192
ACH-000159,-0.13854526993751334
ACH-000160,-0.12830940311175
ACH-000163,-0.10897379140840692
ACH-000167,-0.3660672621579196
ACH-000168,-0.3007651707540482
ACH-000169,-0.07295909860054997
ACH-000178,-0.09419210784281118
ACH-000183,-0.2812811921326159
ACH-000188,-0.10968830160592384
ACH-000189,0.09302147332758516
ACH-000190,-0.2141643980641724
ACH-000198,-0.2018145610590452
ACH-000203,-0.8597668916547243
ACH-000204,-0.06965328941923818
ACH-000206,0.0969542251228054
ACH-000207,-0.08748625724654671
ACH-000208,0.049402153326936864
ACH-000210,0.32976679496967304
ACH-000211,-0.2267385352709133
ACH-000215,-0.19500109993332976
ACH-000221,-0.32327177687776393
ACH-000222,-0.28540797271674145
ACH-000223,-0.2236901779763067
ACH-000226,-0.2213588180611217
ACH-000227,-0.2380407968386145
ACH-000228,-0.0698584157038364
ACH-000231,-0.1898250787747581
ACH-000232,-0.15588575793749535
ACH-000233,-0.021690051631267183
ACH-000234,-0.2345372808403239
ACH-000235,-0.08314031404910621
ACH-000237,-0.21295203861224
ACH-000238,-0.1642765181790024
ACH-000242,-0.159612641926134
ACH-000243,-0.2285527392214895
ACH-000244,-0.13534127604100102
ACH-000246,-0.051258503330074055
ACH-000248,0.01636851335856742
ACH-000250,-0.21711494676236448
ACH-000251,0.021904588268517742
ACH-000252,-0.3878819833144867
ACH-000253,-0.09468577754619906
ACH-000255,-0.1385798708528515
ACH-000256,-0.21036896858053167
ACH-000257,-0.1954667209972752
ACH-000258,-0.2606427725499456
ACH-000259,-0.1742613442091836
ACH-000260,-0.17201599066229847
ACH-000261,-0.08731422530128281
ACH-000262,-0.1802352272390975
ACH-000263,-0.3711635404391269
ACH-000264,-0.01594326050506544
ACH-000265,-0.15465103936411034
ACH-000266,-0.10487115791681777
ACH-000272,-0.2002241869794508
ACH-000274,-0.2015230236870708
ACH-000277,-0.0895026072565647
ACH-000278,-0.1507397294378985
ACH-000279,-0.11558229758187055
ACH-000280,-0.1741656627075743
ACH-000281,-0.28090671620770113
ACH-000288,-0.18877249720823816
ACH-000291,-0.19420219190232976
ACH-000293,-0.11374344747409484
ACH-000294,-0.2126119913675231
ACH-000295,-0.1936015799847502
ACH-000296,-0.15590730781146292
ACH-000302,-0.1020261999735604
ACH-000304,-0.13633592010771056
ACH-000307,-0.1300511881852054
ACH-000308,-0.12202597726557325
ACH-000310,-0.11960217392381947
ACH-000311,-0.2264951680175933
ACH-000312,-0.0953278946270117
ACH-000315,-0.04607405166671919
ACH-000316,-0.3187900052218789
ACH-000317,-0.3036136587213372
ACH-000318,-0.15386238113660702
ACH-000319,-0.1196752106029186
ACH-000320,-0.17207464853085858
ACH-000322,-0.06768936091991043
ACH-000323,-0.07636157686971026
ACH-000324,-0.3038841382953763
ACH-000329,-0.2278529042273357
ACH-000330,-0.28648955734540416
ACH-000331,-0.05438023923861745
ACH-000332,-0.14880882585769953
ACH-000334,-0.1812284947034658
ACH-000335,-0.2819120377551557
ACH-000336,-0.14275955278384792
ACH-000337,-0.13677801460964564
ACH-000338,-0.328089988243789
ACH-000339,-0.061785755134207775
ACH-000341,-0.1017818314886244
ACH-000348,-0.10965198766294708
ACH-000350,-0.056401051243427834
