,CNBD2 (140894)
ACH-000004,-0.13635028768613178
ACH-000005,-0.2650050425672032
ACH-000007,0.09149202097946907
ACH-000009,-0.004147507435435446
ACH-000011,-0.13287068070421795
ACH-000012,0.006259224331394453
ACH-000013,-0.02980628990413181
ACH-000014,-0.267024225926444
ACH-000015,-0.04770045264353023
ACH-000017,-0.1949656088232028
ACH-000018,-0.2419745434185553
ACH-000019,-0.19180604344517085
ACH-000021,-0.10656938437784448
ACH-000022,-0.2539622187903576
ACH-000025,-0.21359780724424945
ACH-000028,-0.015680432606229804
ACH-000030,-0.20607697909563824
ACH-000035,-0.11853334189931095
ACH-000036,-0.2752917153768392
ACH-000037,-0.10562515535210236
ACH-000039,-0.12498664293953984
ACH-000040,-0.158914078967405
ACH-000041,-0.037329113785633694
ACH-000042,-0.18873109576377128
ACH-000045,-0.049954280225048026
ACH-000047,-0.07614119437139115
ACH-000052,-0.05696613188065362
ACH-000053,-0.17185805476958171
ACH-000054,-0.10081115471741227
ACH-000055,-0.1008068887737709
ACH-000060,-0.20714508364217574
ACH-000067,0.032351756022096584
ACH-000070,0.016446013164399306
ACH-000075,0.08389341642026636
ACH-000078,-0.10821941231249556
ACH-000082,-0.10445308104984333
ACH-000085,-0.08609298234937851
ACH-000086,-0.24995237527747116
ACH-000087,0.08670765659714866
ACH-000092,-0.21283629701776904
ACH-000095,-0.07034217711501851
ACH-000097,-0.05362818777983585
ACH-000098,-0.01857579440383855
ACH-000099,-0.09740425115893027
ACH-000108,-0.2379640952550768
ACH-000113,-0.0011105699015940321
ACH-000116,-0.31298844439209234
ACH-000118,-0.015194878195791338
ACH-000120,-0.10725441420715093
ACH-000123,-0.23019154190628266
ACH-000127,-0.10934404108317512
ACH-000128,0.0016929973011362356
ACH-000132,-0.005389927650935472
ACH-000133,-0.2407684813938469
ACH-000137,-0.10936610141308574
ACH-000138,-0.09968157731146074
ACH-000142,-0.0012058430927954472
ACH-000143,-0.2718026464840266
ACH-000146,-0.05882876153445129
ACH-000148,-0.2321673605880956
ACH-000150,-0.29663854547290663
ACH-000152,-0.01021402720735795
ACH-000153,-0.0713418409222259
ACH-000159,-0.030783662746786712
ACH-000160,0.009325699080497985
ACH-000163,-0.1893623276403142
ACH-000167,-0.11935760727496625
ACH-000168,-0.03539220343142314
ACH-000169,-0.12275267245194756
ACH-000178,-0.16852614208100036
ACH-000183,-0.18445688075151997
ACH-000188,-0.03617871008147158
ACH-000189,-0.07178809470821203
ACH-000190,-0.08534626918430213
ACH-000198,-0.005063354060735497
ACH-000203,-0.39957869456521294
ACH-000204,-0.10239364148770297
ACH-000206,-0.13258677853961096
ACH-000207,-0.1344039807368129
ACH-000208,-0.19747719150988904
