,MYT1L (23040)
ACH-000152,-0.3693231844463686
ACH-000153,-0.1968883754130865
ACH-000159,-0.11467995095666644
ACH-000160,-0.13181864703429375
ACH-000163,-0.2325721817145508
ACH-000167,-0.37857409302282186
ACH-000168,-0.16253225560272413
ACH-000169,-0.3399377805516413
ACH-000178,-0.18145885311776427
ACH-000183,-0.11279712690099555
ACH-000188,-0.3253420734496427
ACH-000189,-0.4002217055505368
ACH-000190,-0.2633927869002666
ACH-000198,-0.3130310413870205
ACH-000203,-0.08168921728661839
ACH-000204,-0.17805298544851275
ACH-000206,-0.06634351381677236
ACH-000207,-0.14339170647700564
ACH-000208,-0.3426446784983443
ACH-000210,-0.375957598265485
ACH-000211,-0.2603361603411047
ACH-000215,-0.09022961759670713
ACH-000221,-0.15139512081003606
ACH-000222,-0.2114418571949921
ACH-000223,-0.2917172344528963
ACH-000226,-0.21515744238534984
ACH-000227,-0.3363190135946223
ACH-000228,-0.06064049790363243
ACH-000231,-0.14161660458180989
ACH-000232,-0.3045769521407932
ACH-000233,-0.15963325332162473
ACH-000234,-0.2939911164333959
ACH-000235,-0.209173905463158
ACH-000237,-0.14250450429542638
ACH-000238,-0.25587437838152904
ACH-000242,-0.12522896181737442
ACH-000243,-0.17949203718768109
ACH-000244,-0.5220449785900032
ACH-000246,-0.21453504366821305
ACH-000248,-0.1493204764081772
ACH-000250,-0.14914047744897865
ACH-000251,-0.0997369821537418
ACH-000252,-0.07739102385526632
ACH-000253,-0.2547157680479002
ACH-000255,-0.029797539874876117
ACH-000256,-0.3860301702651217
ACH-000257,-0.26119552461442114
ACH-000258,-0.2940267401369381
ACH-000259,-0.22248046967810964
ACH-000260,-0.18995470415780072
ACH-000261,-0.15207464378752186
ACH-000262,-0.29155511911384
ACH-000263,0.08797799725556629
ACH-000264,-0.12825777000015662
ACH-000265,-0.16818344540395036
ACH-000266,-0.2682128499343597
ACH-000272,-0.2420476194502048
ACH-000274,-0.1971205926350741
ACH-000277,-0.4110768282981528
ACH-000278,-0.25908301524563976
ACH-000279,-0.26152501154412344
ACH-000280,-0.17197570515229646
ACH-000281,-0.2870341143647247
ACH-000288,-0.2869406283003685
ACH-000291,-0.29898775554955104
ACH-000293,-0.36541380278499536
ACH-000294,-0.15288770263161025
ACH-000295,0.01052273193587185
ACH-000296,-0.13721156645220695
ACH-000302,-0.2330256919736361
ACH-000304,-0.4550887777542279
ACH-000307,-0.2571317249784576
ACH-000308,-0.1231324048632075
ACH-000310,-0.2636756098868709
ACH-000311,-0.10911528557662356
ACH-000312,-0.2732281952051778
ACH-000315,0.0033051055224815142
ACH-000316,-0.07103244816227962
ACH-000317,-0.35590411977142283
ACH-000318,-0.11476837145268938
ACH-000319,-0.15203639216452078
ACH-000320,-0.3212430601028657
ACH-000322,-0.2575473049707259
ACH-000323,-0.3869894974271591
ACH-000324,-0.2310592276039461
ACH-000329,-0.32004837706037803
ACH-000330,-0.16412192577860016
ACH-000331,-0.27967904863489224
ACH-000332,-0.24341021577962066
ACH-000334,-0.22489303058943366
ACH-000335,-0.08755472838209076
ACH-000336,0.07082632550593708
ACH-000337,-0.057030267381712636
ACH-000338,-0.11953613366041232
ACH-000339,-0.1003620305432946
ACH-000341,-0.21697249972544555
ACH-000348,-0.19759881178151145
ACH-000350,-0.1580040610973483
ACH-000352,-0.017003871745792775
ACH-000356,-0.23246543195570804
ACH-000361,-0.2460232772447771
ACH-000362,-0.2819813750412605
ACH-000363,-0.2317905029198904
ACH-000364,-0.5093794971622408
ACH-000365,-0.280912612898727
ACH-000366,-0.2348041482625153
ACH-000368,-0.20196915179324734
ACH-000374,-0.3037849732088861
ACH-000375,0.08887771351326743
ACH-000376,-0.14881054212574787
ACH-000381,-0.2555198386711942
ACH-000383,-0.1708724508781559
ACH-000387,-0.1875816442536411
ACH-000389,-0.03306134739665712
ACH-000390,-0.22519140381547614
ACH-000393,-0.3068072376564845
ACH-000395,-0.1979829678355447
ACH-000396,-0.08739168461851607
ACH-000397,-0.2124748509900368
ACH-000401,-0.23274031942430884
ACH-000402,-0.15431163931322825
ACH-000403,-0.3111292921490217
ACH-000404,-0.4155476088085552
ACH-000406,-0.2844677451836363
ACH-000407,-0.32958585824369396
ACH-000408,-0.13433726500256585
ACH-000410,-0.11780531573579772
ACH-000411,-0.235143333851932
ACH-000414,-0.24886545062580565
ACH-000415,-0.21274697751913213
ACH-000416,-0.2928578488494544
ACH-000420,-0.3107995673700174
ACH-000421,-0.15502621815497053
ACH-000424,-0.18418769470004492
ACH-000425,-0.2199012035325044
ACH-000426,-0.27642302997462065
ACH-000427,-0.21252356490299187
ACH-000433,-0.22540700618187834
ACH-000435,-0.7398699028164563
ACH-000436,-0.13330898737639216
ACH-000444,-0.173752052641135
ACH-000445,-0.16530641719540706
ACH-000448,-0.2077286737291527
ACH-000450,-0.08509618986642356
ACH-000452,-0.34443760150833136
ACH-000454,-0.2780956448949757
ACH-000458,-0.16547344530591845
ACH-000459,-0.2587531991160266
ACH-000460,-0.28845018643948234
ACH-000461,-0.20544142129599766
ACH-000463,-0.12798576713697926
ACH-000464,-0.2023428205472453
ACH-000466,-0.24537389867837425
ACH-000467,-0.2823085338322654
ACH-000468,-0.20104804486358208
ACH-000469,-0.267297795795705
ACH-000470,-0.2505893711323291
ACH-000471,-0.2586099417162661
ACH-000472,-0.09719820857781218
ACH-000473,-0.19511348687975485
ACH-000475,-0.2366374441662559
ACH-000476,-0.25080469601736066
ACH-000477,-0.3760164032992933
ACH-000479,-0.13772825919200385
ACH-000480,-0.3116866210866389
ACH-000481,-0.10269895123030294
ACH-000483,-0.22505114097370246
ACH-000484,-0.11582727943232846
ACH-000485,-0.259531721488055
ACH-000486,-0.17984138526395968
ACH-000487,-0.19033124720154607
ACH-000488,-0.2480580103781144
ACH-000490,-0.2051870857958796
ACH-000491,-0.5115888939042224
ACH-000495,-0.12946225629840966
ACH-000496,-0.2432776440202115
ACH-000499,-0.29518320443078266
ACH-000500,-0.4749065250461456
ACH-000502,-0.17453647979035786
ACH-000503,-0.17682150317128495
ACH-000505,-0.2877830414995152
ACH-000507,-0.4028550571831342
ACH-000510,-0.19322747544994576
ACH-000511,-0.1778757324039145
ACH-000512,-0.7285728048535548
ACH-000516,-0.1315258427646586
ACH-000517,-0.18593864428072807
ACH-000518,-0.1870122683389184
ACH-000520,-0.4116742368087744
ACH-000521,-0.2055389982386428
ACH-000522,-0.19498220385837325
ACH-000524,-0.15881723069177162
ACH-000527,-0.1339274820951552
ACH-000528,-0.0981581122354666
ACH-000537,-0.1797513087915523
ACH-000541,-0.3410033712314995
ACH-000542,-0.1470869953709934
ACH-000544,-0.12779464231891788
ACH-000545,-0.2663620816640342
ACH-000547,-0.39679267874602575
ACH-000548,-0.3165425432204143
ACH-000549,-0.11117173730378994
ACH-000550,-0.2825681581006014
ACH-000552,-0.3584438027642339
ACH-000556,-0.19625635826739432
ACH-000557,-0.4076856916772156
ACH-000569,-0.09026564138553697
ACH-000570,-0.19575633699008926
ACH-000571,-0.18742679035438767
ACH-000573,-0.2724807684915267
ACH-000576,-0.3286711071612494
ACH-000579,-0.12423764943696802
ACH-000580,-0.043116543732290194
ACH-000584,-0.1378401462548441
ACH-000585,-0.1800063067407325
ACH-000588,-0.4027241356310701
ACH-000589,-0.13176449648523214
ACH-000591,-0.2361757458433605
ACH-000593,-0.31540503178991763
ACH-000600,-0.15376581270132694
ACH-000601,-0.2112435180212773
ACH-000605,-0.39630225652217066
ACH-000606,-0.2648685844679903
ACH-000608,-0.18662037367947076
ACH-000614,-0.4221203509238711
ACH-000616,-0.14090789321357286
ACH-000618,-0.14947234627310324
ACH-000619,-0.4571964999187686
ACH-000620,-0.1415923687737855
ACH-000621,-0.2623579040618162
ACH-000622,-0.18803614249606634
ACH-000623,-0.297147021444214
ACH-000624,-0.19800863770654484
ACH-000627,-0.0940727421183109
ACH-000630,-0.1463544371558967
ACH-000631,-0.2780690107126051
ACH-000632,-0.2505249377557298
ACH-000633,-0.3218827773316705
ACH-000637,-0.1598497609007746
ACH-000638,-0.2342963490729295
ACH-000646,-0.3561514660281032
ACH-000647,-0.20126890231035044
ACH-000648,-0.418952887297896
ACH-000649,-0.2011614859123605
ACH-000651,-0.25342250324188736
ACH-000652,-0.4478583898603867
ACH-000653,-0.23834677428078316
ACH-000657,-0.3808260896597995
ACH-000658,-0.2906961922916134
ACH-000661,-0.15997494880385502
ACH-000662,-0.478960216017377
ACH-000663,-0.1794584348638444
ACH-000665,-0.14651384703240375
ACH-000671,-0.11539173003651955
ACH-000672,0.2040730996364714
ACH-000673,-0.16471461523879394
ACH-000676,-0.16023013142999953
ACH-000677,-0.21789820683423947
ACH-000681,-0.2690486318194543
ACH-000683,-0.30894973499016704
ACH-000684,-0.06722586042878465
ACH-000688,-0.21739069596470414
ACH-000693,-0.14657689925588535
ACH-000694,-0.10606964248720296
ACH-000695,-0.4705656388817806
ACH-000696,-0.14686956810896062
ACH-000697,0.09116792341637274
ACH-000699,-0.1769613931588823
ACH-000701,-0.1386962997452876
ACH-000706,-0.27403494961805314
ACH-000711,-0.22443209707171166
ACH-000713,-0.21184607666169944
ACH-000714,-0.14650933476117878
ACH-000718,-0.2004482716161133
ACH-000720,-0.29120522765322804
ACH-000721,-0.186986772392628
ACH-000724,-0.1710276112141638
ACH-000725,-0.17027527018764518
ACH-000732,0.04648027329819626
ACH-000734,-0.1762780296796638
ACH-000735,-0.2544858172726599
ACH-000736,-0.23999375398205802
ACH-000738,-0.2233661394633096
ACH-000746,-0.13119359907604491
ACH-000747,-0.19815416343144174
ACH-000748,-0.2429259359771276
ACH-000753,-0.2558956755652621
ACH-000756,-0.2401118261744636
ACH-000757,-0.09226946211364444
ACH-000758,-0.38893418098854293
ACH-000760,-0.2439832983223601
ACH-000762,-0.1040660482685978
ACH-000763,-0.3369812057510386
ACH-000764,-0.3124702956355363
ACH-000765,-0.13024451869312245
ACH-000766,-0.16313490436615827
ACH-000767,-0.2559123603781188
ACH-000768,-0.19470211693534756
ACH-000769,-0.1803844021257781
ACH-000770,-0.3120452250250914
ACH-000771,-0.4100799855719209
ACH-000773,-0.15701340046794246
ACH-000776,-0.05694987586903396
ACH-000777,-0.2524355847153819
ACH-000778,-0.2275792696158969
ACH-000781,-0.19376659027367948
ACH-000782,-0.15028792796272827
ACH-000783,-0.2220062009753065
ACH-000784,-0.19217737928441828
ACH-000785,-0.3848895279206572
ACH-000787,-0.11628473189875364
ACH-000788,-0.2018800687962089
ACH-000791,-0.11755288362631285
ACH-000792,-0.2646498020374459
ACH-000794,-0.2774493657054393
ACH-000796,-0.21183307701152074
ACH-000798,-0.25683331221619266
ACH-000799,-0.21680115312938295
ACH-000800,-0.14435561877467531
ACH-000802,-0.12915428781101046
ACH-000804,-0.41520043178497146
ACH-000805,-0.032142351823031316
ACH-000809,-0.12018778205798945
ACH-000810,-0.5778115013289894
ACH-000811,-0.255238824024118
ACH-000817,-0.4496287630692399
ACH-000819,-0.20894016632766704
ACH-000820,-0.29816336985968084
ACH-000821,-0.2922630112941136
ACH-000822,-0.1244485144643198
ACH-000823,-0.03585185712918302
ACH-000824,-0.23046202264895554
ACH-000827,-0.043069709006097134
ACH-000829,-0.3409108377944143
ACH-000831,-0.4028351464821218
ACH-000832,-0.3505905300015479
ACH-000833,-0.25030678776581744
ACH-000834,-0.15547427289605786
ACH-000835,-0.0982262754346222
ACH-000836,-0.4038680291206124
ACH-000837,-0.16888000774941445
ACH-000838,-0.12700848215824456
ACH-000839,-0.28511775401422584
ACH-000840,-0.1396291703863777
ACH-000841,-0.267019983195918
ACH-000843,-0.1485900045073894
ACH-000846,-0.17896615995529264
ACH-000847,-0.40498144419230986
ACH-000848,-0.3009731353747899
ACH-000849,-0.2795497736398913
ACH-000851,-0.274920402232085
ACH-000855,-0.13239128215122667
ACH-000856,-0.1948207824352665
ACH-000858,-0.1861215207197256
ACH-000859,-0.27438089459061304
ACH-000861,-0.2367135595144721
ACH-000862,-0.21377651777658604
ACH-000865,-0.2340815508500545
ACH-000866,-0.31168309942971184
ACH-000867,-0.18083734328589732
ACH-000869,-0.2567050194760528
ACH-000872,-0.21975361222962728
ACH-000873,-0.14063895246500713
ACH-000876,-0.265093163383045
ACH-000878,0.0447594809082444
ACH-000880,-0.09341239108199152
ACH-000881,-0.21243248228635653
ACH-000882,-0.09535383614521446
ACH-000884,-0.230264190059742
ACH-000885,-0.19526471681983448
ACH-000887,-0.2208586184754208
ACH-000889,-0.12757960638521004
ACH-000896,-0.16877599480825464
ACH-000898,-0.16496853147911875
ACH-000900,-0.040411896248338686
ACH-000901,-0.2776635664156717
ACH-000905,-0.16101533290734976
ACH-000906,-0.2506208654690542
ACH-000907,-0.22280246363859035
ACH-000910,-0.18754568865352705
ACH-000911,-0.13850660014495347
ACH-000912,-0.11913223771730976
ACH-000913,-0.2255923326709781
ACH-000915,-0.2273550121340931
ACH-000916,-0.6924200687899117
ACH-000917,-0.1294592509653892
ACH-000920,-0.40286854880492784
ACH-000921,-0.11082279635695616
ACH-000924,-0.2545902466348243
ACH-000926,-0.22339509135365807
ACH-000928,-0.2204141725906337
ACH-000929,-0.14934689941042975
ACH-000932,0.010147713009342094
ACH-000935,-0.13944066436135982
ACH-000936,-0.17940461042618966
ACH-000937,-0.4126082919265493
ACH-000938,-0.5318644460781969
ACH-000939,-0.015444019877633785
ACH-000941,-0.05700053931685304
ACH-000943,-0.13907771207564215
ACH-000946,-0.2843197759025663
ACH-000947,-0.19165936278228926
ACH-000948,-0.016471217311121753
ACH-000950,-0.21459602050558885
ACH-000953,-0.41503390163443743
ACH-000954,-0.2012415982335888
ACH-000957,-0.4164823758926848
ACH-000958,-0.4764597555307561
ACH-000960,-0.33621777432150624
ACH-000963,-0.2560463788465408
ACH-000968,-0.2655756515422586
ACH-000969,-0.15643572339813436
ACH-000972,-0.4839316926426859
ACH-000973,-0.274526538110121
ACH-000974,-0.3580703752630687
ACH-000978,-0.10564148244988776
ACH-000984,-0.10274168869175283
ACH-000986,-0.07255363705436467
ACH-000988,-0.0918297951469736
ACH-000993,-0.15317027687395227
ACH-000994,-0.2503105929482577
ACH-000996,-0.26088236734279496
ACH-001001,-0.1922751602629081
ACH-001020,-0.23186585520123115
ACH-001028,-0.21191699755615886
ACH-001031,-0.2761983646418758
ACH-001038,-0.3396825021354989
ACH-001048,-0.27102069003663504
ACH-001050,-0.13881121768173196
ACH-001053,-0.08093569407282772
ACH-001054,-0.2952062471341838
ACH-001061,-0.3105189035318981
ACH-001067,-0.24720002149727996
ACH-001075,-0.06805116063532278
ACH-001096,-0.32754222658871396
ACH-001111,-0.11403634164681825
ACH-001119,-0.1312811643144411
ACH-001128,0.2190025645332756
ACH-001134,-0.07741220278457456
ACH-001151,-0.2132318600230804
ACH-001163,-0.21924007653751346
ACH-001164,-0.0027182392132312685
ACH-001183,-0.1597020615145619
ACH-001192,-0.23620503912523405
ACH-001193,-0.11680443820528075
ACH-001196,-0.2281642505424313
ACH-001197,-0.3305722303871649
ACH-001205,-0.1925242890782001
ACH-001211,0.06250051044310419
ACH-001212,-0.016485891648543045
ACH-001228,-0.1967839813502532
ACH-001232,-0.1771279801547117
ACH-001239,-0.1016550258006009
ACH-001270,-0.3704091701373524
ACH-001274,-0.23133150311606346
ACH-001275,-0.3113330113600141
ACH-001277,-0.3214145028495168
ACH-001278,-0.2560701313942425
ACH-001280,-0.3279571726658221
ACH-001283,-0.16771806053486762
ACH-001289,-0.16963349040380205
ACH-001300,-0.2276236333654617
ACH-001301,-0.1507483188106033
ACH-001302,-0.2112669628650334
ACH-001306,-0.19243144430100206
ACH-001318,-0.24080326579609146
ACH-001322,-0.08820620355843334
ACH-001328,-0.19208777669438146
ACH-001332,-0.459520642170314
ACH-001336,-0.2104437355102979
ACH-001346,-0.20801911275040785
ACH-001353,-0.24681641962929365
ACH-001354,-0.41857465556317147
ACH-001367,-0.21503785409015225
ACH-001368,-0.22815128493657344
ACH-001374,0.037795153666418814
ACH-001377,-0.2768263632343261
ACH-001380,-0.3466109807331693
ACH-001391,-0.1799071371292162
ACH-001408,-0.08244244164562715
ACH-001430,-0.08618497983845015
ACH-001431,-0.2777486152838863
ACH-001450,-0.4517807197861375
ACH-001496,-0.14284777982292216
ACH-001500,-0.2584982693268945
ACH-001523,-0.2759140750703773
ACH-001532,-0.3317490633093949
ACH-001550,-0.1370170343658709
ACH-001552,-0.16830145795974086
ACH-001554,-0.25341709472539203
ACH-001654,-0.18538393542929926
ACH-001735,-0.288362385021425
ACH-001736,-0.11976749840327215
ACH-001737,0.029543234240374982
ACH-001740,-0.1546576540505556
ACH-001745,-0.2595969027605549
ACH-001765,-0.11436050959306407
