,EHBP1 (23301)
ACH-000004,-0.126206151798246
ACH-000005,0.021318528903952114
ACH-000007,0.10420661019650898
ACH-000009,0.08047502339530922
ACH-000011,0.1985225975067673
ACH-000012,0.1085088745134574
ACH-000013,0.024838346960768604
ACH-000014,0.1452158091100798
ACH-000015,0.1778534018698429
ACH-000017,0.06476597407028528
ACH-000018,-0.06031674390743641
ACH-000019,0.1807006918919385
ACH-000021,0.06587770106246825
ACH-000022,0.08867108433560987
ACH-000025,0.019255851214921536
ACH-000028,0.05322437007846871
ACH-000030,0.11539593138006833
ACH-000035,0.04029414707594255
ACH-000036,0.06289671487011997
ACH-000037,0.14157724290073712
ACH-000039,0.06300091607906949
ACH-000040,0.1696434845574706
ACH-000041,0.04288522929455964
ACH-000042,0.023094801386494473
ACH-000045,0.16213558654617946
ACH-000047,0.01053732435303457
ACH-000052,0.12184230518587515
ACH-000053,0.1346241582621172
ACH-000054,0.15116154952012545
ACH-000055,0.16743684001627945
ACH-000060,0.17145746387226246
ACH-000067,-0.04361191244975963
ACH-000070,-0.016290507483510568
ACH-000075,0.2578242480911026
ACH-000078,-0.05594102322281656
ACH-000082,0.15289717461219066
ACH-000085,0.05837287542953053
ACH-000086,0.00865598386943338
ACH-000087,0.25645259014260713
ACH-000092,-0.03301672109860525
ACH-000095,0.12741337231336505
ACH-000097,0.1484293290677578
ACH-000098,0.18699149590401945
ACH-000099,-0.4917337447571526
ACH-000108,0.14424366339155478
ACH-000113,0.1366803689643437
ACH-000116,0.07323161001333835
ACH-000118,0.15305568048782195
ACH-000120,-0.013915085548996326
ACH-000123,0.09411410195427657
ACH-000127,0.03198082278377986
ACH-000128,0.056830202420460385
ACH-000132,-0.01307143296901946
ACH-000133,-0.028960217449623668
ACH-000137,0.08867795443284178
ACH-000138,0.15999160196153828
ACH-000142,0.17833811607803798
ACH-000143,0.16185457487026433
ACH-000146,0.10870458598449194
ACH-000148,0.20835297779582374
ACH-000150,0.07524936468106329
ACH-000152,0.004191147142833466
ACH-000153,0.3162451490546068
ACH-000159,0.06777760728742048
ACH-000160,-0.0075913739659154034
ACH-000163,0.01940778735601759
ACH-000167,0.11889636302142848
ACH-000168,0.028855006433055982
ACH-000169,0.1761378896080052
ACH-000178,0.154453312577348
ACH-000183,0.07492043465788441
ACH-000188,0.0294425754680922
ACH-000189,-0.08273997553912417
ACH-000190,0.029748426600457244
ACH-000198,0.12989933487853836
ACH-000203,0.04972247276050282
ACH-000204,0.2067978191619688
ACH-000206,0.20443264322094196
ACH-000207,0.0012982807413669346
ACH-000208,0.1673873820517561
ACH-000210,0.059831992740651964
ACH-000211,0.08007239977863376
ACH-000215,0.08967348264279121
ACH-000221,0.11651497402729187
ACH-000222,0.14129147694443142
ACH-000223,0.050573080232736885
ACH-000226,0.14120321219506382
ACH-000227,-0.1059690683639244
ACH-000228,0.10692456144057373
ACH-000231,0.121164383357128
ACH-000232,0.05314571804899588
ACH-000233,0.11907588107299134
ACH-000234,0.025663998768048524
ACH-000235,0.1242450081297656
ACH-000237,0.07782643938623124
ACH-000238,0.01706693921374691
ACH-000242,0.0441743133678944
ACH-000243,0.10713259831439466
ACH-000244,0.1891507888822812
ACH-000246,0.05451115662164273
ACH-000248,0.13414198184732215
ACH-000250,0.12332576368606525
ACH-000251,0.10847072090353913
ACH-000252,0.2631205679019896
ACH-000253,0.0899628549216776
ACH-000255,0.08783315209591994
ACH-000256,0.0756445639003008
ACH-000257,-0.1697872408392929
ACH-000258,0.14300526709035558
ACH-000259,-0.19605385446316376
ACH-000260,0.10722695595431099
ACH-000261,0.037871652375412436
ACH-000262,0.14165802227742766
ACH-000263,0.2108404576248579
ACH-000264,0.09444486940071464
ACH-000265,0.1374051133395932
ACH-000266,0.04267190927505057
ACH-000272,0.04797159828588028
ACH-000274,-0.002920147033180019
ACH-000277,0.1619849047055889
ACH-000278,-0.030547332985806933
ACH-000279,0.09574613666210563
ACH-000280,0.160813545142766
ACH-000281,0.044331973253803295
ACH-000288,-0.04575850659111626
ACH-000291,0.12496069811545042
ACH-000293,0.027348807326184
ACH-000294,0.0928927554434934
ACH-000295,-0.06409783942968111
ACH-000296,0.16961953173880914
ACH-000302,0.07069258898817528
ACH-000304,0.11908011318644116
ACH-000307,0.06157701073418202
ACH-000308,0.13608669654608574
ACH-000310,0.0734220080823852
ACH-000311,0.11311631394378373
ACH-000312,0.01842628249589569
ACH-000315,0.1633450331630962
ACH-000316,0.17058565083553204
ACH-000317,0.15147052647957066
ACH-000318,0.045624642999990334
ACH-000319,0.20836156820747528
ACH-000320,0.1656220056684391
ACH-000322,0.23861841608040024
ACH-000323,0.13210017421933545
ACH-000324,0.18059356131677376
ACH-000329,0.15646821675685346
ACH-000330,0.018151182575535902
ACH-000331,0.04648963721973291
ACH-000332,0.02507121408718687
ACH-000334,0.04441218729033242
ACH-000335,0.2274755484217793
ACH-000336,0.2315059098655749
ACH-000337,-0.024590213354676968
ACH-000338,-0.3914199073938598
ACH-000339,0.1597946299563291
ACH-000341,-0.02553720435865121
ACH-000348,0.08425177888869803
ACH-000350,0.10157413766450422
ACH-000352,0.13328152599878296
ACH-000356,0.1404523822265263
ACH-000361,0.16590490311994102
ACH-000362,0.02544346001283589
ACH-000363,0.11299484556217057
ACH-000364,0.11740850484282325
ACH-000365,0.1477946708312955
ACH-000366,-0.02854463630034498
ACH-000368,0.024967611405717332
ACH-000374,0.03830837538313546
ACH-000375,0.10142885663329354
ACH-000376,-0.004887440576116632
ACH-000381,0.08179963497797273
ACH-000383,0.05600740526836903
