,NDUFA2 (4695)
ACH-000004,-0.4929178478557999
ACH-000005,-0.4153350031384449
ACH-000007,-0.6623331401319611
ACH-000009,-0.5160136139309791
ACH-000011,-0.23189574161408666
ACH-000012,-0.4997153573696239
ACH-000013,-0.4408570459038021
ACH-000014,-0.5805945658782127
ACH-000015,-0.6511501764244407
ACH-000017,-0.3936597752797469
ACH-000018,-0.3756191120153384
ACH-000019,-0.7609140664152833
ACH-000021,-0.4690555796892438
ACH-000022,-0.3607004457546566
ACH-000025,-0.5102310052779064
ACH-000028,-0.6703744988580009
ACH-000030,-0.4796274749594872
ACH-000035,-0.5329285401318039
ACH-000036,-0.2358786121342435
ACH-000037,-0.6373110077955546
ACH-000039,-0.4993681915127375
ACH-000040,-0.380299076954266
ACH-000041,-0.3607836715219936
ACH-000042,-0.35618283992812777
ACH-000045,-0.5832847491931723
ACH-000047,-0.7864435521840994
ACH-000052,-0.4893278968749023
ACH-000053,-0.571032398400286
ACH-000054,-0.7781019167712149
ACH-000055,-0.2838752831633037
ACH-000060,-0.3365543715961798
ACH-000067,-0.4771360872357754
ACH-000070,-0.4811725945629814
ACH-000075,-0.590606398387616
ACH-000078,-0.5370979326620108
ACH-000082,-0.4068693307478756
ACH-000085,-0.3820860981523641
ACH-000086,-0.5645220485083251
ACH-000087,-0.6228517760396365
ACH-000092,-0.3629097993314554
ACH-000095,-0.2820310763492703
ACH-000097,-0.5616208539737725
ACH-000098,-0.4492836247491878
ACH-000099,-0.5411497539487051
ACH-000108,-0.2557800477816037
ACH-000113,-0.5672908193032021
ACH-000116,-0.4733501123198362
ACH-000118,-0.8238707969973689
ACH-000120,-0.4121379207984088
ACH-000123,-0.4043008454974843
ACH-000127,-0.7787799700087552
ACH-000128,-0.6076783504834413
ACH-000132,-0.4091490144202121
ACH-000133,-0.43038064692850586
ACH-000137,-0.3225852669007098
ACH-000138,-0.5874725023259804
ACH-000142,-0.1816281617028314
ACH-000143,-0.4780777950879402
ACH-000146,-0.5881451806173451
ACH-000148,-0.4849744947898377
ACH-000150,-0.4611512844948967
ACH-000152,-0.4032189259131325
ACH-000153,-0.7458055462694101
ACH-000159,-0.5029420839507363
ACH-000160,-0.6115888155474223
ACH-000163,-0.44044981196370336
ACH-000167,-0.05241756842047697
ACH-000168,-0.1894993952225612
ACH-000169,-0.731087687139467
ACH-000178,-0.3727423002862724
ACH-000183,-0.6168975261617695
ACH-000188,-0.3827492120667872
ACH-000189,-0.2389995382258137
ACH-000190,-0.6626038979946434
ACH-000198,-0.6117094777348612
ACH-000203,-0.17245330194688807
ACH-000204,-0.6871558170041209
ACH-000206,-0.14735051676004474
ACH-000207,-0.4004500780673962
ACH-000208,-0.5344548717176224
ACH-000210,-0.6093246981235789
ACH-000211,-0.5011589562913527
ACH-000215,-0.4480435991311687
