,SF3B3 (23450)
ACH-000004,-1.5939352898552643
ACH-000005,-1.6597507581871545
ACH-000007,-1.3114121503993887
ACH-000009,-0.9078127852492044
ACH-000011,-1.0885048083684878
ACH-000012,-1.0573999074682023
ACH-000013,-1.2916540436869266
ACH-000014,-1.3685265568805365
ACH-000015,-1.0440190822859778
ACH-000017,-1.3257433281679676
ACH-000018,-1.2290226344829742
ACH-000019,-1.2618645074835018
ACH-000021,-1.2991779849395901
ACH-000022,-1.1790682360328852
ACH-000025,-1.0856832629580908
ACH-000028,-1.0040075638764323
ACH-000030,-1.1675714047644576
ACH-000035,-1.1198530778899127
ACH-000036,-1.31251424109729
ACH-000037,-1.0896447073289235
ACH-000039,-1.2041560859142224
ACH-000040,-1.077062126843004
ACH-000041,-1.2629133619411008
ACH-000042,-1.130735969557549
ACH-000045,-1.3681064630713888
ACH-000047,-1.0060460729904674
ACH-000052,-1.3701247616661325
ACH-000053,-1.4197413753256636
ACH-000054,-1.1307829895284296
ACH-000055,-1.216011419469968
ACH-000060,-0.9457879151672984
ACH-000067,-1.1949762944147544
ACH-000070,-0.9666309043279206
ACH-000075,-1.145114280402305
ACH-000078,-1.351980149819743
ACH-000082,-1.3063370208969154
ACH-000085,-1.121546998261444
ACH-000086,-1.2457265650703664
ACH-000087,-1.1876779317435415
ACH-000092,-1.2075221774089868
ACH-000095,-1.2421865399012135
ACH-000097,-1.1566827468494596
ACH-000098,-1.051208014600315
ACH-000099,-1.105231503386115
ACH-000108,-1.1259999054610228
ACH-000113,-1.2166001991152249
ACH-000116,-1.0558421500276198
ACH-000118,-1.236143950472751
ACH-000120,-1.3746435681710558
ACH-000123,-1.1887631401230625
ACH-000127,-1.1553583810377437
ACH-000128,-1.2949489802251621
ACH-000132,-1.3864353409178478
ACH-000133,-1.3407999072202836
ACH-000137,-1.006598868992794
ACH-000138,-1.1558238823251408
ACH-000142,-1.1778700401259947
ACH-000143,-1.1676248554450064
ACH-000146,-1.3381908999128476
ACH-000148,-1.1914093021043035
ACH-000150,-1.3318404088020597
ACH-000152,-1.0597769341578993
ACH-000153,-1.2097440032175382
ACH-000159,-1.183474307394199
ACH-000160,-1.281498855024704
ACH-000163,-1.1252435787318016
ACH-000167,-1.7732579539805742
ACH-000168,-1.0336652271905056
ACH-000169,-1.265035980379538
ACH-000178,-0.9805882991839814
ACH-000183,-1.5054544995398782
ACH-000188,-1.1499378444717732
ACH-000189,-1.0330541009073175
ACH-000190,-1.3658925523961722
ACH-000198,-1.3874510391427322
ACH-000203,-1.1904816911156268
ACH-000204,-1.2454288186507163
ACH-000206,-1.3061257252284206
ACH-000207,-1.6081789081527582
ACH-000208,-1.2529835281362105
