,MLEC (9761)
ACH-000004,-0.02795772970342824
ACH-000005,0.3517655883587262
ACH-000007,-0.18859609405953887
ACH-000009,0.012509109113861437
ACH-000011,0.19696558874497105
ACH-000012,-0.13832594651887808
ACH-000013,0.08524760852403565
ACH-000014,0.2512997083121273
ACH-000015,0.16699948427133995
ACH-000017,-0.018753336555450376
ACH-000018,0.1566616465351392
ACH-000019,0.2335435291084885
ACH-000021,0.030893671538633507
ACH-000022,0.011460904445632166
ACH-000025,-0.06049997100562912
ACH-000028,0.0070385050800712895
ACH-000030,0.10779621340303512
ACH-000035,0.06819363402404588
ACH-000036,0.08298018588008331
ACH-000037,0.07746801954711886
ACH-000039,0.1814374986901472
ACH-000040,0.036806510926723116
ACH-000041,0.11183833194870027
ACH-000042,0.08674554124925198
ACH-000045,0.0059778719064062895
ACH-000047,-0.03922614025484609
ACH-000052,0.21575737357409527
ACH-000053,0.11757704079972535
ACH-000054,0.02420043407909536
ACH-000055,0.1327477457493364
ACH-000060,0.13112162915887346
ACH-000067,0.08403441973602402
ACH-000070,0.265715292831514
ACH-000075,0.02324039555464468
ACH-000078,0.06897999401000951
ACH-000082,0.037954430681095996
ACH-000085,-0.04993658223189151
ACH-000086,-0.0017946329317966915
ACH-000087,0.028238111866640214
ACH-000092,0.11761287814204947
ACH-000095,0.03558453332181002
ACH-000097,-0.005071471051081179
ACH-000098,0.08129300157324455
ACH-000099,0.05037875042657168
ACH-000108,0.14064174125755746
ACH-000113,0.1751575900141703
ACH-000116,-0.015220228385151715
ACH-000118,-0.15785565951401595
ACH-000120,0.06310950116480518
ACH-000123,0.1360956807415182
ACH-000127,0.035603023152922755
ACH-000128,0.15202415149629586
ACH-000132,0.1941120146131191
ACH-000133,0.0022576977528522306
ACH-000137,0.2461981262419233
ACH-000138,0.1072936088490835
ACH-000142,0.059142768129928365
ACH-000143,0.12714112463475086
ACH-000146,0.06119259888637728
ACH-000148,0.04149693448286584
ACH-000150,-0.04108653456112811
ACH-000152,0.09301164920533388
ACH-000153,-0.2516395796398359
ACH-000159,0.15254982555590765
ACH-000160,0.03500115516379223
ACH-000163,-0.020186154793999496
ACH-000167,0.15018967873027395
ACH-000168,0.0025459926502953336
ACH-000169,0.1532201775726262
ACH-000178,0.13997878626851476
ACH-000183,0.17998695123950098
