,EXOSC9 (5393)
ACH-000004,-0.6984391334542962
ACH-000005,-0.5955863381912595
ACH-000007,-0.4435780499105463
ACH-000009,-0.4041276106354947
ACH-000011,-0.6324027632020371
ACH-000012,-0.5691057704587222
ACH-000013,-0.5872792198005851
ACH-000014,-0.3235928004165286
ACH-000015,-0.40381232244360815
ACH-000017,-0.5030163984670337
ACH-000018,-0.5995563071283629
ACH-000019,-0.41003604746877337
ACH-000021,-0.39786212891136896
ACH-000022,-0.4114271279207615
ACH-000025,-0.5781849413422834
ACH-000028,-0.5647708399055624
ACH-000030,-0.5977503211051229
ACH-000035,-0.5138481169677733
ACH-000036,-0.4310364412152922
ACH-000037,-0.722146343105366
ACH-000039,-0.3888865605489307
ACH-000040,-0.5776668025673187
ACH-000041,-0.4688724754964274
ACH-000042,-0.32927495622171266
ACH-000045,-0.5239748863443598
ACH-000047,-0.6013021247537751
ACH-000052,-0.6274664172003439
ACH-000053,-0.6479527637461707
ACH-000054,-0.5574328806454273
ACH-000055,-0.1771714311229761
ACH-000060,-0.5958405004895319
ACH-000067,-0.6240167478283679
ACH-000070,-0.43658638605410494
ACH-000075,-0.4507384599861913
ACH-000078,-0.4360249742679757
ACH-000082,-0.5675346988518625
ACH-000085,-0.4849235212705632
ACH-000086,-0.3995474531828616
ACH-000087,-0.6444046099293995
ACH-000092,-0.5888796139493263
ACH-000095,-0.2345925415040253
ACH-000097,-0.3460590793823562
ACH-000098,-0.3960875284342196
ACH-000099,-0.2692760708993334
ACH-000108,-0.4734469359587243
ACH-000113,-0.3708783397363106
ACH-000116,-0.8578686973514748
ACH-000118,-0.4669181648624037
ACH-000120,-0.6110065612758463
ACH-000123,-0.5392981797933738
ACH-000127,-0.5347945685799529
ACH-000128,-0.7810376511206357
ACH-000132,-0.5524539196132071
ACH-000133,-0.5710116845999792
ACH-000137,-0.2581060427451513
ACH-000138,-0.3371129423240792
ACH-000142,-0.6419980174009128
ACH-000143,-0.6028266801014996
ACH-000146,-0.4087531619729784
ACH-000148,-0.3954132468586946
ACH-000150,-0.604987103001426
ACH-000152,-0.4866596352165449
ACH-000153,-0.5393623639418448
ACH-000159,-0.5704342777250362
ACH-000160,-0.5773242340162416
ACH-000163,-0.6379974608378416
ACH-000167,-0.5136626009105091
ACH-000168,-0.63416006370764
ACH-000169,-0.5899175318800061
ACH-000178,-0.5348381352046426
ACH-000183,-0.5138389688936489
ACH-000188,-0.3790226890552018
ACH-000189,-0.4501302942328126
ACH-000190,-0.5094635561295369
ACH-000198,-0.3507781589359803
ACH-000203,-0.4949608582915054
ACH-000204,-0.6194729969003788
ACH-000206,-0.4603165453829832
ACH-000207,-0.5175253378969523
ACH-000208,-0.5771420421435297
ACH-000210,-0.1885475580558448
ACH-000211,-0.7392682063896553
ACH-000215,-0.5522475030733381
ACH-000221,-0.3255626251514788
ACH-000222,-0.4993691947463382
ACH-000223,-0.5522206279216356
ACH-000226,-0.5072285010620851
ACH-000227,-0.4671533818810057
ACH-000228,-0.6119485718916928
ACH-000231,-0.6256502880221689
ACH-000232,-0.5003159173987887
ACH-000233,-0.4833627930316763
ACH-000234,-0.4751056860178276
ACH-000235,-0.2743263297738601
