,SDHA (6389)
ACH-000905,-0.1841253041459729
ACH-000906,-0.4568506672493469
ACH-000907,-0.5775853074372975
ACH-000910,-0.724408602509924
ACH-000911,-0.4135105093944619
ACH-000912,-0.6560557506700088
ACH-000913,-0.3306989417594624
ACH-000915,-0.5987282493201536
ACH-000916,-0.4912818758051572
ACH-000917,-0.2618185563673196
ACH-000920,-0.5162476302895961
ACH-000921,-0.7492507587743126
ACH-000924,-0.6953798448738754
ACH-000926,-0.3950518689717192
ACH-000928,-0.4591433887743949
ACH-000929,-0.4188969993046744
ACH-000932,-0.7421608882054539
ACH-000935,-0.6250355580361626
ACH-000936,-0.66990446246189
ACH-000937,-0.8054186323889779
ACH-000938,-0.8677937353171223
ACH-000939,-0.4392777053687381
ACH-000941,-0.4035737916213319
ACH-000943,-0.4829167321729064
ACH-000946,-0.43382833182054337
ACH-000947,-0.681335746828894
ACH-000948,-0.5409074808514359
ACH-000950,-0.14468369030124287
ACH-000953,-0.4481915277636944
ACH-000954,-0.302079426149535
ACH-000957,-0.5155149714172087
ACH-000958,-0.25116089350552656
ACH-000960,-0.8501515035495156
ACH-000963,-0.27117798504228074
ACH-000968,-0.8049066324561893
ACH-000969,-0.512933589264977
ACH-000972,-0.4234935973140761
ACH-000973,-0.4130062156235432
ACH-000974,-0.6768233180304459
ACH-000978,-0.4790117330371527
ACH-000984,-0.5269835171112542
ACH-000986,-0.5281623910949036
ACH-000988,-0.2329452817357039
ACH-000993,-0.4985561482635297
ACH-000994,-0.38194754426261945
ACH-000996,-0.3522203630843655
ACH-001001,-0.24242590262747565
ACH-001020,-0.5931342622774943
ACH-001028,-0.6401744277866929
ACH-001031,-0.3675265756271783
ACH-001038,-0.8294549141916119
ACH-001048,-0.441449627126216
ACH-001050,-0.4032748371361696
ACH-001053,-0.5137885351017306
ACH-001054,-0.7142475807555968
ACH-001061,-0.6468869871598829
ACH-001067,-0.4382627687289739
ACH-001075,-0.3138340133777374
ACH-001096,-0.5311012841661158
ACH-001111,-0.5774168556909245
ACH-001119,-0.516131785590561
ACH-001128,-0.420565789232164
ACH-001134,-0.5692273882061966
ACH-001151,-0.2290685466408559
ACH-001163,-0.7227489947991039
ACH-001164,-0.5291110006350972
ACH-001183,-0.28689820314893405
ACH-001192,-0.4717053651493976
ACH-001193,-0.3849148003838511
ACH-001196,-0.7673363128471463
ACH-001197,-0.4705612574459421
ACH-001205,-0.2766414123249857
ACH-001211,-0.3444326801921231
ACH-001212,-0.4563461481028726
ACH-001228,-0.4517677909820834
ACH-001232,-0.14650093375003245
ACH-001239,-0.4535011168841239
ACH-001270,-0.4878135080497036
ACH-001274,-0.6869111016927326
ACH-001275,-0.3499790797117934
ACH-001277,-0.28779407272535384
ACH-001278,-0.5137198992604548
ACH-001280,-0.6028898867726056
ACH-001283,-0.16245767712760814
ACH-001289,-0.8168309268747246
ACH-001300,-0.5423252439767139
ACH-001301,-0.281176012577025
ACH-001302,-0.6167349158633791
ACH-001306,-0.40491472561396896
ACH-001318,-0.2776590113127745
ACH-001322,0.04545025484774557
ACH-001328,-0.44035873286930705
ACH-001332,-0.28045236271817675
ACH-001336,-0.4336958241411686
ACH-001346,-0.22486515168133692
ACH-001353,-0.3616817702403088
ACH-001354,-0.67977349964007
ACH-001367,-0.6274028920908743
ACH-001368,-0.5838554541925132
ACH-001374,-0.2334563684989344
ACH-001377,-0.19306183233013632
ACH-001380,-0.8347024751089085
ACH-001391,-0.5167658116113016
ACH-001408,-0.2014637052943865
ACH-001430,-0.1997265195095358
ACH-001431,-0.4492386175676069
ACH-001450,-0.9658976977086501
ACH-001496,-0.9757151023114916
ACH-001500,-0.627027860706468
ACH-001523,-0.1322401323601163
ACH-001532,-0.4545957042985157
ACH-001550,-0.6047216512436101
ACH-001552,-0.5390479147291735
ACH-001554,-0.4903182995485138
ACH-001654,-0.14808395032795868
ACH-001735,-0.697899290620845
ACH-001736,-0.8740738331692293
ACH-001737,-0.018237894660979647
ACH-001740,-0.5871839376021515
ACH-001745,-0.5883342319036962
ACH-001765,-0.581069901661312
