,SDHA (6389)
ACH-000004,-0.7971471818889359
ACH-000005,-0.5157263218224041
ACH-000007,-0.4661748384291341
ACH-000009,-0.4383982269930836
ACH-000011,-0.6337381599287534
ACH-000012,-0.1833426308377064
ACH-000013,0.07067354966161793
ACH-000014,-0.6484668041545976
ACH-000015,-0.1317901056336742
ACH-000017,-0.6343416501338902
ACH-000018,-0.2558597337342468
ACH-000019,-0.5862380681081318
ACH-000021,-0.3988848777064983
ACH-000022,-0.2752167206135013
ACH-000025,-0.4829324833726734
ACH-000028,-0.7000175928593344
ACH-000030,-0.6381225390895755
ACH-000035,-0.5021390610861208
ACH-000036,0.049811583923571934
ACH-000037,-0.3944913681716737
ACH-000039,-0.3768943193156432
ACH-000040,-0.4881574532287649
ACH-000041,-0.4216921926832761
ACH-000042,-0.30034153137155256
ACH-000045,-0.4561394152741995
ACH-000047,-0.6732510911361504
ACH-000052,-0.4197397231820981
ACH-000053,-0.8157586756604513
ACH-000054,-0.6036019554834534
ACH-000055,-0.3943273758278987
ACH-000060,-0.2647486697126984
ACH-000067,-0.3146419976893613
ACH-000070,-0.6273380596246987
ACH-000075,-0.3261493955563537
ACH-000078,-0.3661470030916884
ACH-000082,-0.21168499107208968
ACH-000085,-0.10875564314303447
ACH-000086,-0.17983063705563215
ACH-000087,-0.9272129325225776
ACH-000092,-0.20708473362473304
ACH-000095,-0.1821613239744045
ACH-000097,-0.6271305736164192
ACH-000098,-0.19285980252412135
ACH-000099,-0.4741546902885896
ACH-000108,-0.6816089951088935
ACH-000113,-0.3811491772398362
ACH-000116,-0.3656029312223688
ACH-000118,-0.6011166020375736
ACH-000120,-0.07989707850673952
ACH-000123,-0.22992774708827385
ACH-000127,-0.6134972666287469
ACH-000128,-0.6328128422562187
ACH-000132,-0.2936975368845641
ACH-000133,-0.08189812266361304
ACH-000137,-0.1816465428007872
ACH-000138,-0.8093823131743767
ACH-000142,-0.3012581004511719
ACH-000143,-0.27872378771803097
ACH-000146,-0.6781979212688869
ACH-000148,-0.3438041085828947
ACH-000150,-0.3732693051308687
ACH-000152,-0.4841416807340753
ACH-000153,-0.3654406030309335
ACH-000159,-0.35345005188101986
ACH-000160,-0.5401873890927394
ACH-000163,-0.3868108587810107
ACH-000167,-0.6247119759867521
ACH-000168,-0.35152028160230264
ACH-000169,-0.2628035275620958
ACH-000178,-0.3489586966851953
ACH-000183,-0.5874442941592969
ACH-000188,-0.3360798713013908
ACH-000189,-0.5738028663082132
ACH-000190,-0.3571282527155635
ACH-000198,-0.5897700485034832
ACH-000203,-0.09468024406546993
ACH-000204,-0.6362496959348997
ACH-000206,-0.4807650986143299
ACH-000207,-0.7989531127398531
ACH-000208,-0.4263458436364793
ACH-000210,-0.4217815559160196
ACH-000211,-0.23097684372327146
ACH-000215,-0.2145936763769769
ACH-000221,-0.5848272974225285
ACH-000222,-0.5989792415236876
ACH-000223,-0.3977020288338871
ACH-000226,-0.6564497512059256
ACH-000227,-0.36616575515172056
ACH-000228,-0.17831958725200295
ACH-000231,-0.01182496726988028
ACH-000232,-0.09827897698132143
ACH-000233,-0.5291300621753926
ACH-000234,-0.49459915822453104
ACH-000235,-0.8795810525709693
ACH-000237,-0.2435905729424346
ACH-000238,-0.4037397019018994
ACH-000242,-0.581707325664934
ACH-000243,-0.21097729090971432
ACH-000244,-0.3003589302490926
ACH-000246,-0.4612465722790763
ACH-000248,-0.4328551563573421
ACH-000250,-0.35085084513326675
ACH-000251,-0.3923571977476323
ACH-000252,-0.4002692492452376
ACH-000253,-0.6186107937824064
ACH-000255,-0.19398170325938469
ACH-000256,-0.2840474674381092
ACH-000257,-0.7937902807954702
ACH-000258,-0.5268730962424939
ACH-000259,-0.6210007235417504
ACH-000260,-0.10763232007818643
ACH-000261,-0.6693503496154808
ACH-000262,-0.5673232716155566
ACH-000263,-0.6587295100105031
ACH-000264,-0.6051088537843661
ACH-000265,-0.2052387727218483
ACH-000266,-0.3110042450789107
ACH-000272,-0.7631760695867966
ACH-000274,-0.31860604685988064
ACH-000277,-0.5729663916417811
ACH-000278,-0.6025869884685575
ACH-000279,-0.7257216872539133
ACH-000280,-0.3450691997714745
ACH-000281,-0.4865583505156749
ACH-000288,-0.5417016907356118
ACH-000291,-0.1454885708728707
ACH-000293,-0.2150216218283056
ACH-000294,-0.8053963354774448
ACH-000295,-0.7839879375031317
ACH-000296,-0.4955439679342404
ACH-000302,-0.002790787765644766
ACH-000304,-0.4539978600156132
ACH-000307,-0.6216245647498763
ACH-000308,-0.5831778324121057
ACH-000310,-0.3003688581538417
ACH-000311,-0.28973219797209193
ACH-000312,-0.3755800373548016
ACH-000315,-0.40721365342356197
ACH-000316,-0.4221039408432864
ACH-000317,-0.7324178209199055
ACH-000318,-0.4959294753689919
ACH-000319,-0.1343012991414618
ACH-000320,-0.4808113218348182
ACH-000322,-0.3740528650196809
ACH-000323,-0.15780774130827607
ACH-000324,-0.3906245715007494
ACH-000329,-0.3942814095958608
ACH-000330,-0.3884370291245405
ACH-000331,-0.05459645912191039
ACH-000332,-0.3742363051120789
ACH-000334,-0.6920529978615328
ACH-000335,-0.36550531072898973
ACH-000336,-0.6439268776424409
ACH-000337,-0.5588969514314932
ACH-000338,-1.1042718388121746
ACH-000339,-0.8701968486373572
ACH-000341,-0.4784063212193016
ACH-000348,-0.4392349263937381
ACH-000350,-0.446845385085437
ACH-000352,-0.5775756381514461
ACH-000356,-0.4860151959668681
ACH-000361,-0.3638942275013733
ACH-000362,-0.5114678122237918
ACH-000363,-0.5395517894178322
ACH-000364,-0.020518727312132556
ACH-000365,-0.4447518426342011
ACH-000366,-0.5356344519352765
ACH-000368,-0.47747021799013006
ACH-000374,-0.4407381322297946
ACH-000375,-0.5351352917479029
ACH-000376,-0.1817667162622981
ACH-000381,-0.6809224119978056
ACH-000383,-0.693576716587843
ACH-000387,-0.7672983223921692
ACH-000389,-0.03055847321484138
ACH-000390,-0.5321033264519579
ACH-000393,-0.4325822566071494
ACH-000395,-0.8010479046844267
ACH-000396,-0.6953830902384454
ACH-000397,-0.28892448943247023
ACH-000401,-0.587302972359
ACH-000402,-0.18449914247832488
ACH-000403,-0.5321387412574405
ACH-000404,-0.7653909881100808
ACH-000406,-0.8962357379933644
ACH-000407,-0.19462262245055773
ACH-000408,-0.6989755152175835
ACH-000410,-0.1913838913043551
ACH-000411,-0.312304052777862
ACH-000414,-0.32649458126209163
ACH-000415,-0.20001409227018807
ACH-000416,-0.36965788558890383
ACH-000420,-0.2549558443752529
ACH-000421,-0.4436828063321155
ACH-000424,-0.3553863557208598
ACH-000425,-0.4016990370399277
ACH-000426,-0.6056453041463363
ACH-000427,-0.3510321292979215
ACH-000433,-0.3517341153719705
ACH-000435,-0.6253590680845129
ACH-000436,-0.7898168672380781
ACH-000444,-0.7558759954723925
ACH-000445,-0.7001834756455804
ACH-000448,-0.3160069063546665
ACH-000450,-0.5696953703102313
ACH-000452,-0.2978047662610273
ACH-000454,-0.6386173439226017
ACH-000458,-0.3647022954189542
ACH-000459,-0.6201464953602173
ACH-000460,-0.4192070631360075
ACH-000461,-0.5176481053133404
ACH-000463,-0.2417643836227025
ACH-000464,-0.3065690080320882
ACH-000466,-0.3484884992896329
ACH-000467,-0.6519346915619935
ACH-000468,-0.5630959751595279
ACH-000469,-0.20680998814176488
ACH-000470,-0.4515309723392229
ACH-000471,-0.3875484173512849
ACH-000472,-0.3638848680576141
ACH-000473,-0.13616033290007828
ACH-000475,-0.30715514895953444
ACH-000476,-0.6853142542843791
ACH-000477,-0.5865970460415734
ACH-000479,-0.389803006643734
ACH-000480,-0.17626620730684697
ACH-000481,-0.3471038318807119
ACH-000483,-0.2784218476351846
ACH-000484,-0.3624391359220333
ACH-000485,-0.5926354718135176
ACH-000486,-0.3127523914037736
ACH-000487,-0.6422796511392201
ACH-000488,-0.2822239178654914
ACH-000490,-0.2398479044477884
ACH-000491,-0.3414962249539765
ACH-000495,-0.4951866880164069
ACH-000496,-0.3085593027944179
ACH-000499,-0.06792582799985047
ACH-000500,-0.5807039781779884
ACH-000502,-0.4834572252082408
ACH-000503,-0.3898172080596139
ACH-000505,-0.35534558265839644
ACH-000507,-0.5880423090969247
ACH-000510,-0.43046223149671703
ACH-000511,-0.3493118896786901
ACH-000512,-0.31052442247516
ACH-000516,-0.317259231750205
ACH-000517,-0.515834101660056
ACH-000518,-0.4702713387814997
ACH-000520,-0.19908218007953005
ACH-000521,-0.473880363173357
ACH-000522,-0.5024425777954651
ACH-000524,-0.2426045115685575
ACH-000527,-0.37229703486433613
ACH-000528,-0.4006123063961429
ACH-000537,-0.6300864399990915
ACH-000541,-0.01798177359026036
ACH-000542,-0.23697459996824805
ACH-000544,-0.015872050532756313
ACH-000545,-0.21175941325652528
ACH-000547,-0.16347540042454115
ACH-000548,-0.5768475331881544
ACH-000549,-0.15219892093736065
ACH-000550,-0.4367568125748624
ACH-000552,-0.30681792560219256
ACH-000556,-0.3761436218690856
ACH-000557,-0.4566814059008734
ACH-000569,-0.2069015507692881
ACH-000570,-0.2974557270449524
ACH-000571,-0.6028357777065386
ACH-000573,-0.5129861966996686
ACH-000576,-0.4789097795251801
ACH-000579,-0.6638643401199424
ACH-000580,-0.6922410866959973
ACH-000584,-0.8658477536330133
ACH-000585,-0.2873358910461904
ACH-000588,-0.5092612854260863
ACH-000589,-0.29632323010639744
ACH-000591,-0.5278027538774449
ACH-000593,-0.41107532935239904
ACH-000600,-0.2960191608225424
ACH-000601,-0.5586439268265989
ACH-000605,-0.4948154376004711
ACH-000606,-0.046176919589247765
ACH-000608,-0.5673140558331379
ACH-000614,-0.3742022821046839
ACH-000616,-0.13440763862888874
ACH-000618,-0.39215375704379984
ACH-000619,-0.2877069733353359
ACH-000620,-0.4067694211480929
ACH-000621,-0.4520605191166864
ACH-000622,-0.433479412151303
ACH-000623,-0.3125996735759737
ACH-000624,-0.6957639114855168
ACH-000627,-0.3897564317439029
ACH-000630,-0.21865915617783727
ACH-000631,-0.8206328636814649
ACH-000632,-0.3435650827907508
ACH-000633,-0.5110833595361457
ACH-000637,-0.2772195391948427
ACH-000638,-0.5307766474851202
ACH-000646,-0.4398813316411351
ACH-000647,-0.315040362431294
ACH-000648,-0.5016900079375782
ACH-000649,-0.16358254889265306
ACH-000651,-0.41466214388437306
ACH-000652,-0.6668504561279173
ACH-000653,-0.4617837389220737
ACH-000657,-0.15744839299309382
ACH-000658,-0.7423923894723512
ACH-000661,-0.2822773356141897
ACH-000662,-0.2736440725309825
ACH-000663,-0.3802505810790345
ACH-000665,-0.090578340965136
ACH-000671,-0.4223222598500805
ACH-000672,-0.5213859548094623
ACH-000673,-0.1568817468166464
ACH-000676,-0.8629454519333846
ACH-000677,-0.6867826707855428
ACH-000681,-0.2220972758630528
ACH-000683,-0.2644547455833033
ACH-000684,-0.5750999079677903
ACH-000688,-0.4559978374716343
ACH-000693,-0.18056262299013348
ACH-000694,-0.4010143906054037
ACH-000695,-0.3023038841626138
ACH-000696,-0.2551469431614358
ACH-000697,-0.3520646224476789
ACH-000699,-0.41035628101329297
ACH-000701,-0.4959204874638547
ACH-000706,-0.5372455045706647
ACH-000711,-0.3925654722117859
ACH-000713,-0.4635321333995833
ACH-000714,-0.43617642810353535
ACH-000718,-0.2691545418869455
ACH-000720,-0.10167467204783473
ACH-000721,-0.5131706282841926
ACH-000724,-0.3606489229611631
ACH-000725,-0.37390627154647615
ACH-000732,-0.2763267918183084
ACH-000734,-0.2676055252872517
ACH-000735,-0.4070913631224575
ACH-000736,-0.5697329349363299
ACH-000738,-0.09587570063720934
ACH-000746,-0.5566697969441504
ACH-000747,-0.3609420251987732
ACH-000748,-0.0592434761451594
ACH-000753,-0.5643549633597689
ACH-000756,-0.05750206287076084
ACH-000757,-0.3725891440117939
ACH-000758,-0.4009155850723507
ACH-000760,-0.4309816297626924
ACH-000762,-0.2053411790173484
ACH-000763,-0.2596066895289368
ACH-000764,-0.5469826753922061
ACH-000765,-0.7102990229736297
ACH-000766,0.0015766427594256676
ACH-000767,-0.40736706468203376
ACH-000768,-0.6853745425838416
ACH-000769,-0.28095683587605996
ACH-000770,-0.5220813070186925
ACH-000771,-0.3460783544853713
ACH-000773,-0.7961918487967368
ACH-000776,-0.2982470091018312
ACH-000777,-0.5442565600064454
ACH-000778,-0.5189126963984658
ACH-000781,-0.3771918353676215
ACH-000782,-0.27253557811304063
ACH-000783,-0.7313916612609084
ACH-000784,-0.3191056080623825
ACH-000785,-0.3794720385617691
ACH-000787,-0.2766167807741487
ACH-000788,-0.2412058536668579
ACH-000791,-0.3003344337408035
ACH-000792,-0.2180724662710067
ACH-000794,-0.5006666326485044
ACH-000796,-0.480932294589832
ACH-000798,-0.4787893272212424
ACH-000799,-0.3017581316026541
ACH-000800,-0.7942308243873306
ACH-000802,-0.5523225994338445
ACH-000804,-0.6470821230580511
ACH-000805,-0.4373417417959987
ACH-000809,-0.6289291105421994
ACH-000810,-0.7385461286103109
ACH-000811,-0.3203888400559313
ACH-000817,-0.6719128836383033
ACH-000819,-0.17179304338698648
ACH-000820,-0.03593435655596935
ACH-000821,-0.3562565663708138
ACH-000822,-0.5969590904040251
ACH-000823,-0.3850554084857997
ACH-000824,-0.11039642878550833
ACH-000827,-0.5089122651688542
ACH-000829,-0.5573672149268747
ACH-000831,-0.4001607916969104
ACH-000832,-0.6530610094504946
ACH-000833,-0.6191032125138145
ACH-000834,-0.08207850417096596
ACH-000835,-0.3920251068848614
ACH-000836,-0.4683606636815797
ACH-000837,-0.2279805362648323
ACH-000838,-0.952728894941427
ACH-000839,-0.1936627104675213
ACH-000840,-0.4247517171123131
ACH-000841,-0.3099594048768777
ACH-000843,-0.5264261521378877
ACH-000846,-0.1294758348299239
ACH-000847,-0.4169148737578223
ACH-000848,-0.2170683801963808
ACH-000849,-0.7782375789575956
ACH-000851,-0.5346799309575058
ACH-000855,-0.467760381942472
ACH-000856,-0.4879255222299495
ACH-000858,-0.15587392682565704
ACH-000859,-0.5367053675488914
ACH-000861,-0.1381607099019231
ACH-000862,-0.4648262757291714
ACH-000865,-0.2223142675429936
ACH-000866,-0.4522903436380781
ACH-000867,-0.3427661309235536
ACH-000869,-0.42940676589885024
ACH-000872,-0.2990323248084153
ACH-000873,-0.6747824464513843
ACH-000876,-0.8831677323282134
ACH-000878,-0.7332642533653677
ACH-000880,-0.4904275050775923
ACH-000881,-0.3283329946110681
ACH-000882,-0.7910669401443742
ACH-000884,-0.5340092743836642
ACH-000885,-0.4527690577295554
ACH-000887,-0.4137984019899776
ACH-000889,-0.6747065078305894
ACH-000896,-0.5408719313265289
ACH-000898,-0.58963647948811
ACH-000900,-0.5406292625118824
ACH-000901,-0.4555211584410971
