,APOA1BP (128240)
ACH-000448,-0.14463350733244368
ACH-000450,-0.0845780712284337
ACH-000452,-0.20990047629671807
ACH-000454,-0.3085275928412221
ACH-000458,-0.14737226070598727
ACH-000459,-0.04328664397703922
ACH-000460,-0.12090639058089807
ACH-000461,-0.09977898480234401
ACH-000463,-0.2394885088454818
ACH-000464,-0.2403871329710409
ACH-000466,-0.14826813031850247
ACH-000467,-0.18575010210557166
ACH-000468,-0.007232486717545811
ACH-000469,0.02334919280283277
ACH-000470,-0.26407540360415444
ACH-000471,-0.16457304676198609
ACH-000472,-0.07270432174898019
ACH-000473,-0.1661099255696046
ACH-000475,-0.2577612559482
ACH-000476,-0.12910227652541625
ACH-000477,-0.12592754494150954
ACH-000479,-0.10414239044237457
ACH-000480,-0.14676629922518927
ACH-000481,-0.2852821605067202
ACH-000483,0.007045163400572692
ACH-000484,-0.21738401925253206
ACH-000485,-0.11342684557572533
ACH-000486,-0.20149116965036493
ACH-000487,-0.1454917910744227
ACH-000488,-0.18526023913364872
ACH-000490,-0.06523432608849987
ACH-000491,-0.2651816214160888
ACH-000495,-0.17539963413311802
ACH-000496,-0.01755728766286196
ACH-000499,-0.029936938597854162
ACH-000500,0.059423329888138914
ACH-000502,-0.3348209799194234
ACH-000503,0.11472181940360145
ACH-000505,-0.2578609656379345
ACH-000507,-0.3013344016318765
ACH-000510,-0.2241121367986085
ACH-000511,-0.224617272851013
ACH-000512,-0.12328043227781738
ACH-000516,-0.2733532763139299
ACH-000517,-0.232588076611024
ACH-000518,-0.16454010332121094
ACH-000520,-0.14699811175300126
ACH-000521,-0.23367193534835384
ACH-000522,-0.17476261865749598
ACH-000524,-0.09144343775311098
ACH-000527,-0.12179643135525245
ACH-000528,-0.15948918689610597
ACH-000537,-0.04594698549884277
ACH-000541,0.06393813726957832
ACH-000542,-0.21664365452877407
ACH-000544,-0.1841526072764004
ACH-000545,-0.2229531692303141
ACH-000547,-0.18851714004289508
ACH-000548,-0.18547913416068929
ACH-000549,-0.16574683056868994
ACH-000550,-0.14289424172076473
ACH-000552,-0.23657967442300395
ACH-000556,-0.1329446048277398
ACH-000557,-0.10642798890776826
ACH-000569,-0.06794566994442107
ACH-000570,-0.09151394574702776
ACH-000571,-0.1548377870385713
ACH-000573,-0.16998139058275236
ACH-000576,-0.19765853976602066
ACH-000579,-0.15613140559586075
ACH-000580,-0.2947271167391673
ACH-000584,-0.08651661835720514
ACH-000585,-0.1949508662967856
ACH-000588,-0.23125053690504485
ACH-000589,-0.049318787855120484
ACH-000591,-0.1891554753673421
ACH-000593,-0.21308218721202465
ACH-000600,-0.1913516439135
ACH-000601,-0.3279590249372261
ACH-000605,-0.15561141480223595
ACH-000606,-0.2329556343622803
ACH-000608,-0.18696741439213735
ACH-000614,-0.12704845890480285
ACH-000616,-0.16597513071980444
ACH-000618,-0.05072490863660692
ACH-000619,-0.2215545518968047
ACH-000620,-0.0999422180307252
ACH-000621,-0.14739570027689092
ACH-000622,-0.22548789199333036
ACH-000623,-0.188210868405827
ACH-000624,-0.13364546850892392
ACH-000627,-0.09461398232365804
ACH-000630,-0.15733849091653615
ACH-000631,-0.14185854495502462
ACH-000632,-0.045829155818179874
ACH-000633,-0.18747974358174732
ACH-000637,-0.18748819201500755
ACH-000638,-0.12120280083794108
ACH-000646,-0.3114035211956401
ACH-000647,-0.2450691446634677
ACH-000648,-0.2226383755312508
ACH-000649,-0.1836877090794591
ACH-000651,-0.12577033531703227
ACH-000652,-0.07012486332716962
ACH-000653,-0.2171675283474461
ACH-000657,-0.3225800934014323
ACH-000658,-0.1105528737889731
ACH-000661,-0.15975093454143616
ACH-000662,-0.20168786570841235
ACH-000663,-0.15312924383995205
ACH-000665,-0.14223224504666535
ACH-000671,-0.26694649521051284
ACH-000672,-0.34341096051124426
ACH-000673,-0.2005874735736244
ACH-000676,-0.2056672319237688
ACH-000677,-0.0018394070030342247
ACH-000681,-0.12091038995944815
ACH-000683,-0.3881958345339636
ACH-000684,0.004817319415122491
ACH-000688,-0.10345691310257188
ACH-000693,-0.18811054529100826
ACH-000694,-0.1238558106195688
ACH-000695,-0.26365305823909435
ACH-000696,-0.1811232937538541
ACH-000697,-0.1243053437729086
ACH-000699,-0.16765028376305904
ACH-000701,-0.1231471398730662
ACH-000706,-0.2137991487867084
ACH-000711,-0.21011923660262324
ACH-000713,-0.2833733885912941
ACH-000714,-0.044121644260287016
ACH-000718,-0.2151860251199999
ACH-000720,-0.16240518737661633
ACH-000721,-0.1516238521292169
ACH-000724,-0.2021574788206124
ACH-000725,-0.23061640916329446
ACH-000732,-0.1742771213241774
ACH-000734,-0.08316619850822755
ACH-000735,-0.19987859828091312
ACH-000736,-0.2010326457870568
ACH-000738,-0.1751515413502064
ACH-000746,-0.08216993780200191
ACH-000747,-0.3004550105493769
ACH-000748,-0.13164167886980832
ACH-000753,-0.2660868910358907
ACH-000756,-0.2779811592234077
ACH-000757,-0.2412947315568509
ACH-000758,-0.12438997210400148
ACH-000760,-0.16659730093750388
ACH-000762,-0.08708101630997556
ACH-000763,-0.18705402714736388
ACH-000764,-0.2364021581270152
ACH-000765,-0.062425048907884875
ACH-000766,-0.16241943330358713
ACH-000767,-0.2633812625351391
ACH-000768,-0.11086984064105963
ACH-000769,-0.08328533181716752
ACH-000770,-0.13196058362494992
ACH-000771,-0.07866986213170357
ACH-000773,-0.4132088882428792
ACH-000776,-0.2176643030579581
ACH-000777,-0.1915513494400505
ACH-000778,-0.08292315197067482
ACH-000781,-0.11693853641416725
ACH-000782,-0.13517291082080954
ACH-000783,-0.3622972830351819
ACH-000784,-0.15384583478274588
ACH-000785,-0.28343940668603834
ACH-000787,-0.15427422314108974
ACH-000788,-0.27120141052243985
ACH-000791,-0.2656316864007222
ACH-000792,-0.07748882393415568
ACH-000794,-0.20258273803165075
ACH-000796,-0.3310950169593178
ACH-000798,0.02356536590777375
ACH-000799,-0.4380135474129828
ACH-000800,-0.3037812028186345
ACH-000802,-0.15848796765182946
ACH-000804,-0.1426502760044107
ACH-000805,-0.09711701557372146
ACH-000809,-0.10923708403854214
ACH-000810,-0.3059235764198499
ACH-000811,-0.18901437526966186
ACH-000817,-0.23564380362078055
ACH-000819,-0.2723368430180049
ACH-000820,0.003110807496201797
ACH-000821,-0.20838498025774135
ACH-000822,-0.2708974265466606
ACH-000823,-0.1350668439030536
ACH-000824,-0.2699181885471562
ACH-000827,-0.23321839591700985
ACH-000829,-0.09991104033971428
ACH-000831,-0.0773412610911021
ACH-000832,-0.17379798156366208
ACH-000833,-0.2599113985388748
ACH-000834,-0.33542611233367536
ACH-000835,-0.14056462655162855
ACH-000836,-2.4277415475946068e-05
ACH-000837,-0.07951240567701601
ACH-000838,-0.2387000940092545
ACH-000839,-0.2631243418379019
ACH-000840,-0.2939423494048349
ACH-000841,-0.12141058735372635
ACH-000843,-0.2783183928062515
ACH-000846,-0.2820467544270975
ACH-000847,-0.0469745992527548
ACH-000848,-0.06345030781245317
ACH-000849,-0.3178826951892639
ACH-000851,-0.20740141634040984
ACH-000855,-0.13258445056161866
ACH-000856,-0.124011513308065
ACH-000858,-0.25841008115302555
ACH-000859,-0.11880058241513768
ACH-000861,-0.3163052425023093
ACH-000862,-0.16401692480472307
ACH-000865,-0.22861689683981426
ACH-000866,-0.19431124650812368
ACH-000867,-0.17135923708902562
ACH-000869,-0.0896323634203349
ACH-000872,-0.1457828460101341
ACH-000873,-0.1600764470557887
ACH-000876,-0.1317247299326966
ACH-000878,0.09365755533127286
ACH-000880,-0.06370907307999969
ACH-000881,-0.11163027686471723
ACH-000882,-0.13757850963178528
ACH-000884,-0.1630838832634045
ACH-000885,-0.26865330317178376
ACH-000887,-0.13815929198463098
ACH-000889,-0.2925954467502722
ACH-000896,-0.0794943699438384
ACH-000898,-0.05419773280520118
ACH-000900,-0.29065003712587256
ACH-000901,-0.09536162354282766
ACH-000905,-0.2341791733611336
ACH-000906,-0.10819969907160454
ACH-000907,0.020295456621676408
ACH-000910,-0.20589687437147125
ACH-000911,-0.09520960175291164
ACH-000912,-0.1604713829982954
ACH-000913,-0.22573041507034164
ACH-000915,-0.03687647157076216
ACH-000916,-0.3918222367947276
ACH-000917,0.04973691470227711
ACH-000920,0.1579387198064763
ACH-000921,-0.2938620922732245
ACH-000924,-0.18896415242132225
ACH-000926,-0.20800995583573195
ACH-000928,-0.27071966505994666
ACH-000929,-0.5675857165519642
ACH-000932,-0.16649665084612944
ACH-000935,-0.17287118335507787
ACH-000936,-0.3212050807457258
ACH-000937,-0.07021920747024749
ACH-000938,-0.10578550466084176
ACH-000939,-0.3045304922047888
ACH-000941,-0.2256017213665237
ACH-000943,-0.0569795072101871
ACH-000946,-0.2031562086803588
ACH-000947,-0.18359585327558367
ACH-000948,-0.12726085672932366
ACH-000950,-0.08262681102416754
ACH-000953,-0.1421349109169118
ACH-000954,-0.28977118812532826
ACH-000957,-0.04383086430105986
ACH-000958,-0.16959797912146088
ACH-000960,-0.06961753430852434
ACH-000963,-0.21099699361811355
ACH-000968,-0.11367367475332235
ACH-000969,-0.20166613679107756
ACH-000972,-0.3946372042784185
ACH-000973,-0.16699615818030192
ACH-000974,-0.16284144821786473
ACH-000978,0.14324009090017606
ACH-000984,-0.3803745348221347
ACH-000986,-0.25103709427825344
ACH-000988,-0.1269131809876971
ACH-000993,-0.11479260721430055
ACH-000994,-0.1496039375069094
ACH-000996,-0.32843327253508314
ACH-001001,-0.19463922570462816
ACH-001020,-0.0526000928969808
ACH-001028,-0.17897205036638875
ACH-001031,-0.15828521525318134
ACH-001038,-0.15501471957849206
ACH-001048,-0.2028670851542811
ACH-001050,-0.1999558377298093
ACH-001053,-0.13179740894016204
ACH-001054,-0.2215014898540704
ACH-001061,-0.09523597111726148
ACH-001067,-0.2697978408347695
ACH-001075,-0.18330867971596726
ACH-001096,-0.07760067312279037
ACH-001111,-0.3636329718692331
ACH-001119,-0.1918755134020856
ACH-001128,-0.1971560430945289
ACH-001134,-0.08276049233377067
ACH-001151,-0.257850275969504
ACH-001163,-0.3979948769210613
ACH-001164,-0.358539187376308
ACH-001183,-0.2077558136380406
ACH-001192,-0.0751097193778685
ACH-001193,0.07319190022257008
ACH-001196,-0.2252999566523362
ACH-001197,-0.20465628883667186
ACH-001205,-0.16851693326608885
ACH-001211,-0.1832402095365402
ACH-001212,-0.09223192303525928
ACH-001228,-0.17204142868380332
ACH-001232,-0.21063913985192534
ACH-001239,-0.11946574498749428
ACH-001270,-0.2146200601059305
ACH-001274,-0.24394271217147026
ACH-001275,-0.15314267894012673
ACH-001277,-0.1113488157462402
ACH-001278,-0.08524128629410767
ACH-001280,-0.0747596478691279
ACH-001283,-0.2037164427239489
ACH-001289,-0.007615821486755491
ACH-001300,-0.18375793180089905
ACH-001301,-0.15843068134768307
ACH-001302,-0.38206342908761337
ACH-001306,-0.179105247215439
ACH-001318,-0.3030226133750764
ACH-001322,-0.09846669444424233
ACH-001328,-0.2075944471295802
ACH-001332,-0.39641860729664347
ACH-001336,-0.29152877933279764
ACH-001346,-0.18920555851849824
ACH-001353,-0.19522048228320268
ACH-001354,-0.17379393776519972
ACH-001367,-0.04974212199465496
ACH-001368,-0.12244542242997808
ACH-001374,-0.41440510829476973
ACH-001377,-0.05440097576275913
ACH-001380,-0.1681249874047411
ACH-001391,-0.11190148968017972
ACH-001408,-0.09906960295063397
ACH-001430,-0.16316815346788455
ACH-001431,-0.009900294607797663
ACH-001450,-0.009657663073162398
ACH-001496,-0.1835587211452932
ACH-001500,-0.07383460028029926
ACH-001523,-0.1360588413540086
ACH-001532,-0.1153501653110138
ACH-001550,-0.13101014256727989
ACH-001552,-0.055935210548632285
ACH-001554,-0.13125454990966445
ACH-001654,-0.1276686906420837
ACH-001735,-0.029585837022336924
ACH-001736,-0.11952656519445135
ACH-001737,-0.25062960224120634
ACH-001740,-0.18923074942694146
ACH-001745,-0.07360430605667727
ACH-001765,-0.17995511315318927
