,CS (1431)
ACH-000843,-0.4366446208816615
ACH-000846,-0.04799426748454666
ACH-000847,-0.4082232848457846
ACH-000848,-0.6575141605228999
ACH-000849,-0.4374066607400512
ACH-000851,-0.6323668398705361
ACH-000855,-0.5265138411773391
ACH-000856,-0.21198078027538736
ACH-000858,-0.34771125529742275
ACH-000859,-0.412685389968984
ACH-000861,-0.5052304113577403
ACH-000862,-0.4792311487186207
ACH-000865,-0.3683188320627115
ACH-000866,-0.33026358220213475
ACH-000867,-0.5051500961385458
ACH-000869,-0.5612137564194841
ACH-000872,-0.3764849748458516
ACH-000873,-0.1427435480248087
ACH-000876,-0.6201375334395395
ACH-000878,-0.3985682824226473
ACH-000880,-0.27170034732312925
ACH-000881,-0.3807834883823573
ACH-000882,-0.5614453107243051
ACH-000884,-0.4597700462607626
ACH-000885,-0.3559114997872884
ACH-000887,-0.43305679899739496
ACH-000889,-0.915689074235138
ACH-000896,-0.4148432950083604
ACH-000898,-0.4896190746391532
ACH-000900,-0.5753397701618398
ACH-000901,-0.5808753962513461
ACH-000905,-0.3618059827210893
ACH-000906,-0.3032317176506105
ACH-000907,-0.41054126953699294
ACH-000910,-0.6106726614089012
ACH-000911,-0.3926435459116368
ACH-000912,-0.33179968204687954
ACH-000913,-0.500944504768002
ACH-000915,-0.5464908686309713
ACH-000916,-0.4720658183079006
ACH-000917,-0.6429070247539632
ACH-000920,-0.4332979811235021
ACH-000921,-0.40791097361704937
ACH-000924,-0.5491503386523998
ACH-000926,-0.3341084347808715
ACH-000928,-0.6612964455337298
ACH-000929,-0.4805589979223534
ACH-000932,-0.4257454884074738
ACH-000935,-0.4366949162088453
ACH-000936,-0.3835250763586791
ACH-000937,-0.4803061489174465
ACH-000938,-0.14747210416038392
ACH-000939,-0.4115795727166358
ACH-000941,-0.4516296994887883
ACH-000943,-0.7154822031410034
ACH-000946,-0.584813141489086
ACH-000947,-0.3970788149834057
ACH-000948,-0.6268200982479751
ACH-000950,-0.3921858642204295
ACH-000953,-0.6090645348405165
ACH-000954,-0.5774976028521354
ACH-000957,-0.5030830999210233
ACH-000958,-0.4331940214678771
ACH-000960,-0.4966183032974431
ACH-000963,-0.4913445898440051
ACH-000968,-0.43385785259380216
ACH-000969,-0.7889088775234671
ACH-000972,-0.4435018830936176
ACH-000973,-0.2859346041627001
ACH-000974,-0.4813119808223613
ACH-000978,-0.25057749140947083
ACH-000984,-0.4331883080098259
ACH-000986,-0.27652907320583026
ACH-000988,-0.5197788465895296
ACH-000993,-0.3614483061969092
ACH-000994,-0.9480210247961309
ACH-000996,-0.3626417932669592
ACH-001001,0.02401229415424281
ACH-001020,-0.3756174841129622
ACH-001028,-0.493216254493083
ACH-001031,-0.5520297521751377
ACH-001038,-0.6370302149385401
ACH-001048,-0.25477750227825896
ACH-001050,-0.0930732462728746
ACH-001053,-0.12489490229022747
ACH-001054,-0.33251900753016284
ACH-001061,-0.2298439785681897
ACH-001067,-0.4114597595582156
ACH-001075,-0.3689438111121035
ACH-001096,-0.4761230267651384
ACH-001111,-0.4449682582411287
ACH-001119,-0.3333760687852844
ACH-001128,0.07334069746545732
ACH-001134,-0.2747719362416116
ACH-001151,-0.4020071802462035
ACH-001163,-0.5332492506425373
ACH-001164,-0.2742316081207301
ACH-001183,-0.21248596056417499
ACH-001192,-0.5273975836239504
ACH-001193,-0.2285768724745189
ACH-001196,-0.3418199622125379
ACH-001197,-0.39509632361733615
ACH-001205,-0.3184561466498921
ACH-001211,-0.5073871480602672
ACH-001212,-0.5235671984051311
ACH-001228,-0.3842470098307125
ACH-001232,-0.4406768031091761
ACH-001239,-0.5506670900939706
ACH-001270,-0.5025457710806126
ACH-001274,-0.5938124433291623
ACH-001275,-0.4334229056682241
ACH-001277,-0.3307015670221109
ACH-001278,-0.5389114750554009
ACH-001280,-0.4706482112127625
ACH-001283,-0.4341513671751656
ACH-001289,-0.39157462454101216
ACH-001300,-0.1693572992760114
ACH-001301,-0.3357712218134446
ACH-001302,-0.6178514747108682
ACH-001306,-0.3945043599928861
ACH-001318,-0.6204126949471858
ACH-001322,-0.05086344698405328
ACH-001328,-0.2700148571490997
ACH-001332,-0.4061703019230711
ACH-001336,-0.5431749173740995
ACH-001346,-0.4962818279765108
ACH-001353,-0.5150704104191869
ACH-001354,-0.6076723239879559
ACH-001367,-0.31726766338699336
ACH-001368,-0.5204851765879518
ACH-001374,-0.18334600522574998
ACH-001377,-0.3561345171262339
ACH-001380,-0.4162641373986452
ACH-001391,-0.662939589964243
ACH-001408,-0.32203212862288694
ACH-001430,-0.3777585614477305
ACH-001431,-0.2721928783370709
ACH-001450,-0.4335892608857453
ACH-001496,-0.6156671968918479
ACH-001500,-0.2913628444447797
ACH-001523,-0.6019223775829421
ACH-001532,-0.2674990605562554
ACH-001550,-0.4510754136180858
ACH-001552,-0.3200190315033717
ACH-001554,-0.3846474986984104
ACH-001654,-0.6089904189729163
ACH-001735,-0.2923651534779618
ACH-001736,-0.42000604627352733
ACH-001737,-0.3666291019790157
ACH-001740,-0.6044035833685191
ACH-001745,-0.7644812930110673
ACH-001765,-0.4309593927327546
