,EMB (133418)
ACH-000004,0.025483411333653245
ACH-000005,0.09465292422669017
ACH-000007,0.034492955925228275
ACH-000009,-0.021876362351616864
ACH-000011,0.07125193420586468
ACH-000012,-0.023441521103735614
ACH-000013,-0.026266246973361503
ACH-000014,0.02891390776958853
ACH-000015,-0.1735784299427306
ACH-000017,-0.12078371018828694
ACH-000018,0.03407840499081968
ACH-000019,-0.15591306832139748
ACH-000021,0.18746472205652245
ACH-000022,-0.03017604765352049
ACH-000025,-0.08486973823214514
ACH-000028,0.035936656504137604
ACH-000030,-0.062428433147297076
ACH-000035,0.03747268003638489
ACH-000036,-0.04271244046613699
ACH-000037,0.05862165892872491
ACH-000039,-0.15823270244387305
ACH-000040,0.14526503353578835
ACH-000041,-0.0903555425806468
ACH-000042,0.1285535578300186
ACH-000045,-0.03866114631280768
ACH-000047,-0.10336105735476664
ACH-000052,-0.12759256619926598
ACH-000053,0.08894146323803613
ACH-000054,0.0906756036534195
ACH-000055,-0.018462846753080832
ACH-000060,0.05361916534704215
ACH-000067,-0.03308365097327274
ACH-000070,0.048408636187344416
ACH-000075,0.03448649869675517
ACH-000078,-0.09127439023270464
ACH-000082,-0.045562827778405215
ACH-000085,-0.06973291462598051
ACH-000086,-0.14344080025767586
ACH-000087,0.07208475907634948
ACH-000092,-0.07245198104712114
ACH-000095,-0.14275933183875644
ACH-000097,-0.10828109500771144
ACH-000098,-0.031544673846040934
ACH-000099,0.01861682619289948
ACH-000108,0.041224062014835264
ACH-000113,-0.03556688088427347
ACH-000116,0.01810112583910469
ACH-000118,0.08381243576264955
ACH-000120,0.14341830383589815
ACH-000123,0.02301950105278464
ACH-000127,-0.07872068566241586
ACH-000128,0.06835507206256658
ACH-000132,-0.1650464160376278
ACH-000133,-0.12263135776552493
ACH-000137,-0.16707998277108466
ACH-000138,0.08523641794058671
ACH-000142,-0.13148470072534088
ACH-000143,-0.0610149344164527
ACH-000146,-0.14016937173594568
ACH-000148,0.033906873309797116
ACH-000150,-0.1638395625404191
ACH-000152,-0.053984524283863265
ACH-000153,-0.07907591600905524
ACH-000159,-0.05909635513773458
ACH-000160,0.020208291969263843
ACH-000163,0.07911570513863445
ACH-000167,0.06593466936595159
ACH-000168,-0.03414795855540227
ACH-000169,-0.05840112508605505
ACH-000178,0.07255626927842848
ACH-000183,0.06861384566724146
ACH-000188,-0.033483719127665366
ACH-000189,0.15006237397552424
ACH-000190,-0.16039597765256147
ACH-000198,0.027991313756093216
ACH-000203,-0.18618231392388795
ACH-000204,-0.18469410554193255
ACH-000206,-0.17285951643755446
ACH-000207,0.10355470924186383
ACH-000208,-0.2655999924793175
ACH-000210,-0.09525288541447276
ACH-000211,0.08700190761429773
ACH-000215,0.06058896496352461
ACH-000221,0.09268655313290436
ACH-000222,0.03126732666438964
ACH-000223,-0.10718231863792074
ACH-000226,-0.1562139755772944
ACH-000227,0.11829406010886502
ACH-000228,0.07631243724013234
ACH-000231,0.038987714586847584
ACH-000232,-0.14103884922988724
ACH-000233,0.17512695303995718
ACH-000234,-0.010694493758361118
ACH-000235,0.12405672590358233
ACH-000237,0.014996914962020678
ACH-000238,0.01753446886699013
ACH-000242,-0.43836072155592987
ACH-000243,0.0643636460605647
ACH-000244,0.1917437091869676
ACH-000246,0.06860742408215255
ACH-000248,-0.03842497061025293
ACH-000250,0.07556769664632368
ACH-000251,0.17211457795319707
ACH-000252,-0.0503939041825908
ACH-000253,0.03321927255563442
ACH-000255,0.04897734109467258
ACH-000256,-0.013045882287535495
ACH-000257,-0.008792035623739503
ACH-000258,0.17491081958900528
ACH-000259,0.058786578713299675
ACH-000260,0.023568938115327055
ACH-000261,-0.11396599583213753
