,BCAS1 (8537)
ACH-000004,0.13691306617870902
ACH-000005,0.326548835935958
ACH-000007,0.11618399706794615
ACH-000009,-0.006419520893934209
ACH-000011,0.09391476439277396
ACH-000012,0.14020274034476274
ACH-000013,0.09538558677709126
ACH-000014,0.1978177707117414
ACH-000015,0.14274482480970668
ACH-000017,-0.16425584379887492
ACH-000018,0.12490988224130857
ACH-000019,-0.3790284124803604
ACH-000021,0.13685122407090985
ACH-000022,0.10887713107607673
ACH-000025,0.10599885970183344
ACH-000028,-0.3715042085412397
ACH-000030,0.03493501729517549
ACH-000035,0.12305714206219262
ACH-000036,0.08678369825327824
ACH-000037,0.1568882320578149
ACH-000039,0.047718494749221727
ACH-000040,0.11633007302242902
ACH-000041,0.11176933873321238
ACH-000042,0.037456386801319325
ACH-000045,0.11525749634399775
ACH-000047,0.04824468021583297
ACH-000052,-0.11033884832110892
ACH-000053,0.19419284063146885
ACH-000054,0.09850315641602032
ACH-000055,0.03425077387891298
ACH-000060,0.18917253054793226
ACH-000067,0.1474338189538911
ACH-000070,0.1233616153286618
ACH-000075,0.07309715125257045
ACH-000078,0.21061288459497715
ACH-000082,0.0557167186203632
ACH-000085,-0.07061324163565655
ACH-000086,0.027094458405376214
ACH-000087,0.1154292367735093
ACH-000092,0.13893495460971694
ACH-000095,0.105493027630319
ACH-000097,-0.01294909258215072
ACH-000098,0.1789630916095381
ACH-000099,0.11997518431198767
ACH-000108,0.1299860130390476
ACH-000113,0.16114188405252536
ACH-000116,0.1282966605523048
ACH-000118,0.183148342367488
ACH-000120,0.059480340580475174
ACH-000123,0.011838987188017586
ACH-000127,0.1332076445126903
ACH-000128,0.007606848312369692
ACH-000132,0.2775717910045194
ACH-000133,-0.058167671251433274
ACH-000137,0.16125544414489193
ACH-000138,0.11236844206534742
ACH-000142,0.07557764001776902
ACH-000143,0.1839651380239969
ACH-000146,0.07106152000848961
ACH-000148,0.08272908234132051
ACH-000150,0.2494214927257469
ACH-000152,0.12008614220692054
ACH-000153,0.055221961913731785
ACH-000159,0.07825778152776383
ACH-000160,0.08034825356033608
ACH-000163,0.014805735000575353
ACH-000167,0.04152909982208225
ACH-000168,0.24046279513602645
ACH-000169,0.06998655991588029
ACH-000178,0.09751298648720257
ACH-000183,0.02768507778731448
ACH-000188,0.10134217352529667
ACH-000189,0.2787191339895655
ACH-000190,0.0029451811226959717
ACH-000198,0.09036943767687863
ACH-000203,0.21899703350298436
ACH-000204,0.12510939413571115
ACH-000206,0.01737264473887571
ACH-000207,-0.09481749157290988
ACH-000208,-0.15971367704639408
ACH-000210,0.14943162482172087
ACH-000211,0.06107774239554481
ACH-000215,0.12875589094030246
ACH-000221,0.18863080437594215
ACH-000222,0.10923315210862294
ACH-000223,0.07790709968378548
ACH-000226,0.09469581986848556
ACH-000227,-0.0588163360141664
ACH-000228,-0.02569682752086371
ACH-000231,0.12411453124975642
ACH-000232,0.12350785063617095
ACH-000233,0.14282371991870796
ACH-000234,0.03169387761362634
ACH-000235,0.031416729027857776
ACH-000237,0.09753559771844672
ACH-000238,-0.0031562457190221853
ACH-000242,0.048283183670253166
ACH-000243,0.10971111707856522
ACH-000244,-0.16919460750447488
ACH-000246,0.1403022515917237
ACH-000248,-0.029873586417954318
ACH-000250,0.18050368540686568
ACH-000251,0.1906069010925081
ACH-000252,0.0959470079107203
ACH-000253,0.04518296987575806
ACH-000255,0.0671646817213265
ACH-000256,0.11569598183256695
ACH-000257,0.07552381102359074
ACH-000258,0.08151484957709246
ACH-000259,0.10337701729068316
ACH-000260,0.05184775156935039
ACH-000261,-0.0458635818642397
ACH-000262,0.10585049232430443
ACH-000263,-0.025281978631707117
ACH-000264,0.05337743822484842
ACH-000265,-0.09724379341568568
ACH-000266,0.06310202098035836
ACH-000272,0.003561692540533265
ACH-000274,0.011024846862028505
ACH-000277,-0.04835195669729847
ACH-000278,0.11109704157360224
ACH-000279,0.1538029739016794
ACH-000280,0.0027948555969083623
ACH-000281,0.039037535090763034
ACH-000288,0.08504120396925316
ACH-000291,0.1192027455077115
ACH-000293,0.17191161887749348
ACH-000294,0.08378152546920682
ACH-000295,-0.04624509744814008
ACH-000296,0.003631461360819119
ACH-000302,0.12638910765119216
ACH-000304,0.1417164945269515
ACH-000307,-0.039521676761435316
ACH-000308,0.09769121088837622
ACH-000310,0.011167698197878186
ACH-000311,0.009743950979398102
ACH-000312,0.1548487040189449
ACH-000315,-0.09002060946199933
ACH-000316,0.13208656545217018
ACH-000317,0.1654951352451187
ACH-000318,0.10988768423625632
ACH-000319,-0.003553123877042103
ACH-000320,0.0922076017111248
ACH-000322,-0.07336495811238262
ACH-000323,0.2342026185864939
