,TRPC1 (7220)
ACH-000004,-0.2416460187872732
ACH-000005,-0.10091945998456102
ACH-000007,-0.3695450239569656
ACH-000009,-0.19780600109623386
ACH-000011,-0.1653328607463043
ACH-000012,-0.12887394556528872
ACH-000013,-0.005730708876679621
ACH-000014,-0.1192215427301304
ACH-000015,-0.12543059345870558
ACH-000017,-0.14167514641023587
ACH-000018,-0.2450647561644983
ACH-000019,-0.09652832373550263
ACH-000021,-0.03590157045943999
ACH-000022,-0.0921900894848151
ACH-000025,-0.1951260769980216
ACH-000028,-0.0909053073444968
ACH-000030,-0.04390350654433977
ACH-000035,-0.13762714379802413
ACH-000036,-0.2467573538037832
ACH-000037,-0.0716849415036649
ACH-000039,-0.3186671871258817
ACH-000040,-0.10807007597193882
ACH-000041,-0.17680397091977615
ACH-000042,-0.12031523993297105
ACH-000045,0.013302295658886123
ACH-000047,-0.10283965508857984
ACH-000052,-0.28562188525166804
ACH-000053,-0.13600123960307495
ACH-000054,-0.2823985191133905
ACH-000055,-0.11467421295822995
ACH-000060,-0.08078042189660901
ACH-000067,-0.23045310155251975
ACH-000070,-0.05009434518994155
ACH-000075,-0.08331808687729769
ACH-000078,-0.17982751003572892
ACH-000082,-0.13475286297426622
ACH-000085,-0.19609571781257326
ACH-000086,-0.11546788666808895
ACH-000087,-0.07166931485225758
ACH-000092,-0.22089504694880344
ACH-000095,-0.16205852550585667
ACH-000097,-0.08569008062988694
ACH-000098,-0.07481668865224061
ACH-000099,-0.08711926926878552
ACH-000108,-0.11778873948132355
ACH-000113,-0.10031814220703764
ACH-000116,-0.1336379113727909
ACH-000118,-0.04018228165046416
ACH-000120,-0.11958601182501526
ACH-000123,-0.2154923253730136
ACH-000127,-0.186848186597995
ACH-000128,-0.20229850305342095
ACH-000132,-0.16010690210607012
ACH-000133,-0.281352677401052
ACH-000137,-0.16794807678610585
ACH-000138,-0.10618234371297064
ACH-000142,-0.19177060371413654
ACH-000143,-0.1051100305340817
ACH-000146,-0.14822519970461245
ACH-000148,-0.09386360472818266
ACH-000150,-0.014347466656926863
ACH-000152,-0.0938446631511239
ACH-000153,0.19945267723595525
ACH-000159,-0.11421956287848525
ACH-000160,-0.34176296462457234
ACH-000163,-0.14041189416167987
ACH-000167,-0.24762762366879584
ACH-000168,-0.1065933094383278
ACH-000169,-0.1380205362374774
ACH-000178,-0.19649602017476886
ACH-000183,-0.0335021623574306
ACH-000188,-0.12168262500516187
ACH-000189,-0.2919307495111608
ACH-000190,0.06884857387769804
ACH-000198,-0.1307358794355676
ACH-000203,0.022551307887684884
ACH-000204,-0.08106354460659186
ACH-000206,-0.20110735797507667
ACH-000207,-0.17053561745596907
ACH-000208,-0.17334992055108567
ACH-000210,0.11542496913219324
ACH-000211,-0.22296968597281855
ACH-000215,-0.14323165505868068
ACH-000221,-0.04615796781049978
ACH-000222,-0.054707433142816085
ACH-000223,-0.1960714013047744
ACH-000226,-0.12403149074395267
ACH-000227,-0.17317377893196895
ACH-000228,-0.08350212198727065
ACH-000231,-0.2905473027232047
ACH-000232,-0.15856840628758326
ACH-000233,-0.13829382528656411
ACH-000234,-0.1915587563031464
ACH-000235,-0.12584287215225834
ACH-000237,-0.14469264396746592
ACH-000238,-0.09448012979137428
ACH-000242,0.21651110056488224
ACH-000243,-0.06820211440414689
ACH-000244,-0.2015620336946416
ACH-000246,-0.12159520953479365
ACH-000248,-0.04668363373209882
ACH-000250,-0.1088094883784673
ACH-000251,-0.09650044741378144
ACH-000252,-0.15956608072833742
ACH-000253,-0.15772347883750792
ACH-000255,-0.15822639808214692
ACH-000256,-0.055172835630759816
ACH-000257,-0.05584185619144287
ACH-000258,-0.18789835782799585
ACH-000259,-0.1258805064315511
ACH-000260,-0.14837255352972264
