,MYO1E (4643)
ACH-000004,-0.26403241114784803
ACH-000005,0.1255229796381578
ACH-000007,-0.1082379572218171
ACH-000009,0.02892532039634217
ACH-000011,0.18117574493272345
ACH-000012,0.04803702363754246
ACH-000013,0.02008128884150517
ACH-000014,-0.03641283082163201
ACH-000015,-0.024826456727210674
ACH-000017,0.07848372532703292
ACH-000018,-0.11929065201840253
ACH-000019,0.3208623142842717
ACH-000021,0.082622210000318
ACH-000022,0.051851718695254234
ACH-000025,0.20948507558491414
ACH-000028,0.19886390465890816
ACH-000030,0.12302633381088345
ACH-000035,-0.038798604427290266
ACH-000036,0.1383917731368106
ACH-000037,0.2566481943308455
ACH-000039,0.19134213063856892
ACH-000040,-0.02354650682873732
ACH-000041,-0.03187211890368486
ACH-000042,0.10023486812155097
ACH-000045,0.0811922821210395
ACH-000047,0.015142318601444368
ACH-000052,-0.10740593550188676
ACH-000053,0.07512720580928027
ACH-000054,-0.039776565729507
ACH-000055,-0.16586639467619255
ACH-000060,0.017264280710630218
ACH-000067,0.044902580894956204
ACH-000070,-0.042647957416051305
ACH-000075,0.07019771873479314
ACH-000078,0.13752472860340348
ACH-000082,0.09558250294141582
ACH-000085,0.2322372542145333
ACH-000086,0.03807880498969008
ACH-000087,0.01066552644538421
ACH-000092,0.003673853632135906
ACH-000095,0.11191618653213817
ACH-000097,0.05931367283119687
ACH-000098,0.0007455994370993639
ACH-000099,0.09590391517846264
ACH-000108,0.11447154756751265
ACH-000113,0.17211032675317353
ACH-000116,0.11339231929620155
ACH-000118,0.029487959282198876
ACH-000120,0.19780617521605684
ACH-000123,0.010242924803166846
ACH-000127,0.04449379798293525
ACH-000128,0.16494541924379982
ACH-000132,-0.0680043982603886
ACH-000133,0.2103399555903541
ACH-000137,-0.010618810847806531
ACH-000138,0.22471529008611624
ACH-000142,-0.01117081794686872
ACH-000143,0.12328533336161485
ACH-000146,0.11913033772636443
ACH-000148,-0.0006871096685111378
ACH-000150,0.1907338700619
ACH-000152,0.007896477098108659
ACH-000153,0.14327365839561312
ACH-000159,0.00601281613899523
ACH-000160,0.10568283886143713
ACH-000163,0.19800542086290632
ACH-000167,0.2695704568269212
ACH-000168,0.29619357995725104
ACH-000169,0.09393203792012013
ACH-000178,0.07641366909993037
ACH-000183,-0.16877479061732442
ACH-000188,0.018638415601233686
ACH-000189,0.35702776769875805
ACH-000190,0.10445397872297972
ACH-000198,0.1015505549829469
ACH-000203,0.333412294305233
ACH-000204,-0.2973194834032638
ACH-000206,0.02750685206074866
ACH-000207,0.06776302594857532
ACH-000208,-0.1333111444679853
ACH-000210,0.1003336174347034
ACH-000211,0.07522535760791603
ACH-000215,0.10783121506177894
ACH-000221,-0.08800486464255021
ACH-000222,0.10129314293984697
ACH-000223,0.037797885879130064
ACH-000226,0.06432892643246409
ACH-000227,-0.06502210938001393
ACH-000228,0.10613566045807653
ACH-000231,0.049044576993941096
ACH-000232,0.1059831765265594
ACH-000233,0.07228170053602194
ACH-000234,0.16593897097275015
ACH-000235,0.07868670549307084
ACH-000237,0.011035126643330713
ACH-000238,0.0511097749725957
ACH-000242,0.1922773676266056
ACH-000243,0.03860374344735545
ACH-000244,0.15968810702979522
ACH-000246,0.1265036109396553
ACH-000248,0.07318319936977431
ACH-000250,0.2590118094052305
ACH-000251,0.11650684688940427
ACH-000252,-0.020109486497610428
ACH-000253,0.0015592929261377614
ACH-000255,0.015562577662729228
ACH-000256,-0.01835697958068576
ACH-000257,0.04138250419892117
ACH-000258,-0.03757771152594702
ACH-000259,0.04553466857062191
ACH-000260,0.06756331555324382
ACH-000261,0.03810893145769517
ACH-000262,-0.028243515664223093
ACH-000263,-0.04420381948986338
ACH-000264,0.008787240121167283
ACH-000265,-0.028040961421981682
ACH-000266,0.04029870527604447
ACH-000272,0.03937934351236426
ACH-000274,0.0562506391057005
ACH-000277,0.11875419201365013
ACH-000278,0.09731270752614887
ACH-000279,0.11191579799962717
ACH-000280,0.14034432716201972
ACH-000281,0.2548863105800208
ACH-000288,-0.047201747063605484
ACH-000291,0.0646863753974459
ACH-000293,0.11863936940490198
ACH-000294,0.06535742765602752
ACH-000295,0.1109674875408446
ACH-000296,-0.14761292891714886
ACH-000302,-0.10506487952337844
ACH-000304,-0.09685946295356763
ACH-000307,0.026520569480278127
ACH-000308,0.06318035880957322
ACH-000310,0.07558347027277815
ACH-000311,0.14347133883691224
ACH-000312,0.1137612542202588
ACH-000315,-0.12023849910542787
ACH-000316,0.09429862308823668
ACH-000317,0.2337910421929996
ACH-000318,0.09439326233238032
ACH-000319,-0.0701548012524527
ACH-000320,0.07677127926987712
ACH-000322,-0.052178265964525336
ACH-000323,0.17803278269818568
ACH-000324,0.10661788848074523
ACH-000329,0.00190343432391188
ACH-000330,0.2811617590451755
ACH-000331,0.12785141642804762
ACH-000332,0.08522988265631377
ACH-000334,0.1285419235795848
ACH-000335,0.20794668197323016
ACH-000336,0.40929633082043776
ACH-000337,-0.04905091962826706
ACH-000338,0.3894574719831161
ACH-000339,0.06362767108769228
ACH-000341,0.13192796900600692
ACH-000348,0.1171124367761417
ACH-000350,0.03897404289031504
ACH-000352,0.12308294250033575
ACH-000356,-0.0808987181236874
ACH-000361,0.1814446648077195
ACH-000362,0.07953821696857856
ACH-000363,0.0808859854752362
ACH-000364,0.182369005173067
ACH-000365,0.0534285343188428
ACH-000366,0.1768469716498889
ACH-000368,-0.001084529420923205
ACH-000374,0.01875629802674917
ACH-000375,0.07558371390627082
ACH-000376,-0.06300430669396959
ACH-000381,0.05876245272384643
ACH-000383,0.0682964911177859
ACH-000387,0.07341817666516759
ACH-000389,0.07637889481101091
ACH-000390,0.12113135658007453
ACH-000393,-0.11993323290903395
ACH-000395,0.09599547835399112
