,PSD4 (23550)
ACH-000004,-0.25370341916464234
ACH-000005,-0.21530282845919246
ACH-000007,-0.350266615046036
ACH-000009,-0.3418212854797683
ACH-000011,-0.2746062905796416
ACH-000012,-0.13329029371879916
ACH-000013,-0.2117478627064487
ACH-000014,-0.1558105405038599
ACH-000015,-0.2328374258256072
ACH-000017,-0.18830282917012225
ACH-000018,-0.17706075116087602
ACH-000019,-0.2816827450244488
ACH-000021,-0.03540008108308016
ACH-000022,-0.18235691693182804
ACH-000025,-0.08583378895143766
ACH-000028,-0.15705774271387726
ACH-000030,-0.22431886038273247
ACH-000035,-0.4870264474446232
ACH-000036,-0.2527268426961665
ACH-000037,-0.3121078546804223
ACH-000039,-0.03727629772220643
ACH-000040,-0.22009888769595676
ACH-000041,-0.060382971124803335
ACH-000042,-0.15096628048596986
ACH-000045,-0.2391476585801253
ACH-000047,-0.36528240726455946
ACH-000052,-0.12272581289329634
ACH-000053,-0.15714753804885098
ACH-000054,-0.2291148347709369
ACH-000055,-0.2802858571218623
ACH-000060,-0.0995846341413923
ACH-000067,-0.41189599183457004
ACH-000070,-0.0435721586828966
ACH-000075,-0.2836030999725935
ACH-000078,-0.02770661055305408
ACH-000082,-0.1682138873934697
ACH-000085,-0.1956235987382341
ACH-000086,-0.1376870457577546
ACH-000087,-0.3884125354863924
ACH-000092,-0.2897366999801364
ACH-000095,-0.1171090322236064
ACH-000097,-0.3078686697385269
ACH-000098,-0.29166306768955164
ACH-000099,-0.0544417931002894
ACH-000108,-0.2072172376723468
ACH-000113,-0.3157426370028824
ACH-000116,-0.1860039036281297
ACH-000118,-0.3295019900025839
ACH-000120,-0.13488312511087167
ACH-000123,-0.264468692544087
ACH-000127,-0.22665383684764345
ACH-000128,-0.1471663377260899
ACH-000132,-0.04504338910668067
ACH-000133,-0.2306650064662312
ACH-000137,-0.17596581694196636
ACH-000138,-0.11461996739642408
ACH-000142,-0.126643071154553
ACH-000143,-0.3746022571242581
ACH-000146,-0.17197524663547242
ACH-000148,-0.24400879137596
ACH-000150,-0.16455894693626374
ACH-000152,-0.17515901890601535
ACH-000153,-0.34155290615219563
ACH-000159,-0.14109231291922042
ACH-000160,-0.1142855522361623
ACH-000163,-0.3752144163545403
ACH-000167,-0.18895712633869846
ACH-000168,-0.05791002678631564
ACH-000169,-0.28903833317257915
ACH-000178,-0.17265749192592064
ACH-000183,-0.2594305980061896
ACH-000188,-0.14055166486998694
ACH-000189,-0.1144064509204404
ACH-000190,-0.3205997835036874
ACH-000198,-0.3178477091118114
ACH-000203,-0.01722968384084055
ACH-000204,-0.14149721184285285
ACH-000206,-0.24920449831739966
ACH-000207,-0.15739215180304833
ACH-000208,-0.2399554353780876
