,LEPREL4 (10609)
ACH-000004,-0.4581191421223904
ACH-000005,-0.24503128834151186
ACH-000007,-0.1498066947764829
ACH-000009,-0.29247566617623233
ACH-000011,-0.0697902745128867
ACH-000012,-0.44636507891279104
ACH-000013,-0.055887611600749176
ACH-000014,-0.28376036169968016
ACH-000015,-0.31540414368085395
ACH-000017,-0.4468284921734649
ACH-000018,-0.2886754864716727
ACH-000019,-0.38613437611526136
ACH-000021,-0.2584975571820941
ACH-000022,-0.3147564155495974
ACH-000025,-0.15236167978498774
ACH-000028,-0.3032004584266052
ACH-000030,-0.3056101162673979
ACH-000035,-0.4729011265276553
ACH-000036,-0.25689095275087137
ACH-000037,-0.1718480509778922
ACH-000039,-0.2569787067401763
ACH-000040,-0.3782007680605269
ACH-000041,-0.3428487691249183
ACH-000042,-0.19529426764937566
ACH-000045,-0.2806401140985332
ACH-000047,-0.26698189339240946
ACH-000052,-0.2257010511628705
ACH-000053,-0.29042847394138394
ACH-000054,-0.1454152962529185
ACH-000055,-0.4442433560291813
ACH-000060,-0.3327628105559827
ACH-000067,-0.4523552150942895
ACH-000070,-0.1414714337950564
ACH-000075,-0.2231712127270837
ACH-000078,-0.35002143752662457
ACH-000082,-0.3199578518745747
ACH-000085,-0.2922992347953868
ACH-000086,-0.20330268391298345
ACH-000087,-0.21076467845688784
ACH-000092,-0.3409047699899838
ACH-000095,-0.4289237146663733
ACH-000097,-0.30258454458433365
ACH-000098,-0.29664155377744245
ACH-000099,-0.2268922745203895
ACH-000108,-0.18125989983977764
ACH-000113,-0.2955825445893861
ACH-000116,-0.29084009919254183
ACH-000118,-0.11531045511557272
ACH-000120,-0.2400911855626913
ACH-000123,-0.2744607160247722
ACH-000127,-0.3060425427856001
ACH-000128,-0.38668306389223867
ACH-000132,-0.3662641906283197
ACH-000133,-0.2895520169108474
ACH-000137,-0.14623254938062266
ACH-000138,-0.4854691160942654
ACH-000142,-0.3461653831369165
ACH-000143,-0.16968450077403416
ACH-000146,-0.2731973622202885
ACH-000148,-0.3367557098217189
ACH-000150,-0.17698591752482645
ACH-000152,-0.19787401420481104
ACH-000153,-0.2509923350481154
ACH-000159,-0.28027307239716553
ACH-000160,-0.27422053036073946
ACH-000163,-0.17700027644569927
ACH-000167,-0.32334531693188684
ACH-000168,-0.1678370088086157
ACH-000169,-0.2548515484497018
ACH-000178,-0.2941854172122701
ACH-000183,-0.16354651119832275
ACH-000188,-0.2680211104368709
ACH-000189,-0.13435824908158006
ACH-000190,-0.38432886756410295
ACH-000198,-0.2405512416745184
ACH-000203,-0.08772288381942606
ACH-000204,-0.23456692706381554
ACH-000206,-0.0140400114842367
ACH-000207,-0.2914935144272509
ACH-000208,-0.6424062471148412
ACH-000210,-0.1859494836269792
ACH-000211,-0.3467828564393101
ACH-000215,-0.2327700037616032
ACH-000221,-0.2499670935829976
ACH-000222,-0.2875612222657583
ACH-000223,-0.1728778856985025
ACH-000226,-0.3831881355683558
ACH-000227,-0.3137287662257036
ACH-000228,-0.26566465576303744
ACH-000231,-0.2733167529644188
ACH-000232,-0.30201600683310564
ACH-000233,-0.17063762478881445
ACH-000234,-0.4600157048833289
ACH-000235,-0.3606929476519299
ACH-000237,-0.270735779701381
ACH-000238,-0.29375865475274554
ACH-000242,-0.253292252980864
ACH-000243,-0.3085269072572805
ACH-000244,-0.2527023268649408
ACH-000246,-0.1755203706273972
ACH-000248,-0.3320048736104174
ACH-000250,-0.28927570571006483
ACH-000251,-0.3477081162039812
ACH-000252,-0.2353554662545697
ACH-000253,-0.27918907165139045
ACH-000255,-0.2237920671388148
ACH-000256,-0.3965319811390471
ACH-000257,-0.03555950042306484
ACH-000258,-0.21006737460922031
ACH-000259,-0.277224054110741
ACH-000260,-0.264993992774955
ACH-000261,-0.3306708783416981
ACH-000262,-0.606640109668906
ACH-000263,-0.23641782623743055
ACH-000264,-0.3328756485217585
ACH-000265,-0.27797978017577113
ACH-000266,-0.30243683448764835
ACH-000272,-0.43272924239242827
ACH-000274,-0.2873689376672261
ACH-000277,-0.1802788093915277
ACH-000278,-0.1257157411385522
ACH-000279,-0.27566404822779705
ACH-000280,-0.08008833186835393
ACH-000281,-0.17420954005681208
ACH-000288,-0.2977759443599149
ACH-000291,-0.3636420887702551
ACH-000293,-0.3940964449130613
ACH-000294,-0.588718960326152
ACH-000295,-0.2392081852491216
ACH-000296,-0.3199531960330642
ACH-000302,-0.3266261925447901
ACH-000304,-0.4048323886682245
ACH-000307,-0.12149085131383472
ACH-000308,-0.3000717129914279
ACH-000310,-0.28609478399308463
ACH-000311,-0.2740955227497015
ACH-000312,-0.2344355086406417
ACH-000315,-0.22058357657676309
ACH-000316,-0.43586125169942996
ACH-000317,-0.10336622264641622
ACH-000318,-0.3386828733107491
ACH-000319,-0.25090867743571443
ACH-000320,-0.2399026600549102
ACH-000322,-0.2220076974607896
ACH-000323,-0.2789710735386673
ACH-000324,-0.4757577497568301
ACH-000329,-0.21748168611916527
ACH-000330,-0.5543861984298755
ACH-000331,-0.2869902068998048
ACH-000332,-0.30347633684484165
ACH-000334,-0.1813690704016192
ACH-000335,-0.3717087301467363
ACH-000336,-0.0812995200680811
ACH-000337,-0.10679644508619407
ACH-000338,-0.21190086965888927
ACH-000339,-0.2491534882684659
ACH-000341,-0.37702966316450265
ACH-000348,-0.29765740192895473
ACH-000350,-0.2813453615303911
ACH-000352,-0.3574584568421563
ACH-000356,-0.17266735547795084
ACH-000361,-0.1979793837650535
ACH-000362,-0.22856831634787436
ACH-000363,-0.20645658920417653
ACH-000364,-0.2793333407773041
ACH-000365,-0.3106108132211273
ACH-000366,-0.2401124225549836
ACH-000368,-0.1633711298290455
ACH-000374,-0.2295268114956903
ACH-000375,-0.17068137143557766
ACH-000376,-0.2059793371659531
ACH-000381,-0.3071120284392044
ACH-000383,-0.3546829717550081
ACH-000387,-0.2375927093326089
ACH-000389,-0.2215052213569769
ACH-000390,-0.2909603347203446
ACH-000393,-0.2759714571690214
ACH-000395,-0.15382378776595926
ACH-000396,-0.21497669975487874
ACH-000397,-0.24314862460203834
ACH-000401,-0.41754684889781984
ACH-000402,-0.4129344296051858
ACH-000403,-0.21499073383110054
ACH-000404,-0.18378227038806846
ACH-000406,-0.19880817265111586
ACH-000407,-0.1718556242920759
ACH-000408,-0.4258404049787862
ACH-000410,-0.188979317454828
ACH-000411,-0.26837305480241697
ACH-000414,-0.28028823047341483
ACH-000415,-0.4538331139160672
ACH-000416,-0.28496185199355073
ACH-000420,-0.3001364603459838
ACH-000421,-0.26885515799375953
ACH-000424,-0.08488225469603565
ACH-000425,-0.3452512325044325
ACH-000426,-0.3340396692400283
ACH-000427,-0.5317517111606157
ACH-000433,-0.11494824014756935
ACH-000435,-0.3838961529185652
ACH-000436,-0.1963948852742399
ACH-000444,-0.1715503431141825
ACH-000445,-0.09234051597431604
ACH-000448,-0.26181391723389497
ACH-000450,-0.022124624494932167
ACH-000452,-0.21243940503227696
ACH-000454,-0.055627781940072486
ACH-000458,-0.40880037028122185
ACH-000459,-0.21183734438516946
ACH-000460,-0.2791067083879885
ACH-000461,-0.05920437413553805
ACH-000463,-0.21745426954058975
ACH-000464,-0.2854450306306981
ACH-000466,-0.8236403486311421
ACH-000467,-0.1179855995710869
ACH-000468,-0.2957119198806974
ACH-000469,-0.3637061166381167
ACH-000470,-0.2753196102042488
ACH-000471,-0.3353677938716958
ACH-000472,-0.28324284838317554
ACH-000473,-0.3345558695094165
ACH-000475,-0.3140581778658458
ACH-000476,-0.3119770826646388
ACH-000477,-0.1261523963136799
ACH-000479,-0.2792455204691461
ACH-000480,-0.30043440214116485
ACH-000481,-0.304138388831221
ACH-000483,0.04124507318509665
ACH-000484,-0.2517427051538316
ACH-000485,-0.23580052190832385
ACH-000486,-0.2728889953428491
ACH-000487,-0.2129052633873945
ACH-000488,-0.2264269681036057
ACH-000490,-0.19496980233479536
ACH-000491,-0.29047613405453176
ACH-000495,-0.1625160264629067
ACH-000496,-0.1718772178501515
ACH-000499,-0.15711919654980144
ACH-000500,-0.1737660947020985
ACH-000502,-0.3140083449393376
ACH-000503,-0.25980840079582235
ACH-000505,-0.2854376904844009
ACH-000507,-0.3335384701123609
ACH-000510,-0.18587002990174414
ACH-000511,-0.27560279748504296
ACH-000512,-0.1812069243636011
ACH-000516,-0.2739347332126709
ACH-000517,-0.2713587188707519
ACH-000518,-0.4382116512203475
ACH-000520,-0.34446293238197584
ACH-000521,-0.3779363859857335
