,H1FNT (341567)
ACH-000495,0.04965510747898108
ACH-000496,-0.1823927305139125
ACH-000499,-0.28858475459084826
ACH-000500,-0.33338200779856564
ACH-000502,-0.10584548598329567
ACH-000503,-0.2246736971196804
ACH-000505,-0.1923377682295782
ACH-000507,-0.10027181211027034
ACH-000510,-0.10174300092738887
ACH-000511,-0.10433590656659876
ACH-000512,-0.18307832361250745
ACH-000516,-0.15224111129262485
ACH-000517,-0.1383462334837733
ACH-000518,-0.024878788112548338
ACH-000520,-0.06812016898874328
ACH-000521,-0.23793022785023935
ACH-000522,-0.07712802540567247
ACH-000524,-0.22073949820187475
ACH-000527,-0.14437614896604847
ACH-000528,-0.07560027338083236
ACH-000537,-0.0038795971545787064
ACH-000541,-0.29436012820538043
ACH-000542,-0.19059357204066726
ACH-000544,-0.193572330190647
ACH-000545,-0.2030760211719915
ACH-000547,-0.018563357971590148
ACH-000548,-0.18973104345296865
ACH-000549,-0.1924001715911656
ACH-000550,-0.20996701777398488
ACH-000552,-0.20656093485067564
ACH-000556,-0.13082233342647484
ACH-000557,0.015303740534884112
ACH-000569,-0.19649315030372455
ACH-000570,-0.20951425769472573
ACH-000571,-0.08842275259734055
ACH-000573,-0.11256380284767437
ACH-000576,-0.11859952184082907
ACH-000579,-0.17901470428218635
ACH-000580,-0.06322871184155514
ACH-000584,-0.15380475289163836
ACH-000585,-0.06529611151457124
ACH-000588,-0.31486993305740296
ACH-000589,-0.16145578794545565
ACH-000591,-0.23935205049790764
ACH-000593,-0.2619499173440454
ACH-000600,-0.1510824326989765
ACH-000601,-0.1248656869489605
ACH-000605,-0.2509369402654172
ACH-000606,0.0050764864239062745
ACH-000608,-0.2040537690866092
ACH-000614,-0.21965735486433394
ACH-000616,-0.19413419599418424
ACH-000618,-0.16017804904670604
ACH-000619,-0.05750694327881936
ACH-000620,-0.1723477322357906
ACH-000621,-0.2106435817050492
ACH-000622,-0.1786670080154303
ACH-000623,-0.131002249114744
ACH-000624,-0.13242600283468428
ACH-000627,-0.14919151437169692
ACH-000630,-0.1849377727434848
ACH-000631,-0.07567961441814196
ACH-000632,-0.15545902280099602
ACH-000633,-0.3289625583303307
ACH-000637,-0.2988867972039346
ACH-000638,-0.2407195023408501
ACH-000646,-0.2571749150122478
ACH-000647,-0.2002091386404608
ACH-000648,-0.14048328781182198
ACH-000649,-0.13347950223965435
ACH-000651,-0.3036068407256985
ACH-000652,-0.08797262875452593
ACH-000653,-0.13031760256042255
ACH-000657,-0.10505077587105832
ACH-000658,-0.12587700486049394
ACH-000661,-0.16228549659393082
ACH-000662,-0.3028296597315703
ACH-000663,-0.28209944538134624
ACH-000665,-0.3020618250905652
ACH-000671,-0.09687102417198394
ACH-000672,-0.0657720389326215
ACH-000673,-0.14302778333882935
ACH-000676,-0.18844468686395285
ACH-000677,-0.4741648708620347
ACH-000681,-0.08459643277388244
ACH-000683,-0.17891818504134172
ACH-000684,-0.03002550249521061
ACH-000688,-0.1503445717319607
ACH-000693,-0.23354356628311934
ACH-000694,-0.2342834771622572
ACH-000695,0.14864831635417908
ACH-000696,-0.1305013853766049
ACH-000697,-0.3314160610203893
ACH-000699,-0.16207808234554086
ACH-000701,-0.11810970562223748
ACH-000706,-0.13805552958321518
ACH-000711,-0.09288890143413564
ACH-000713,-0.10466280993171467
ACH-000714,-0.1258784656681126
ACH-000718,-0.032328190094839726
ACH-000720,-0.0112917008019361
ACH-000721,-0.0994280079627082
ACH-000724,-0.17652511446124272
ACH-000725,-0.2182228482554602
ACH-000732,-0.10170276936893148
ACH-000734,-0.20808140609748554
ACH-000735,-0.20419691302159876
ACH-000736,-0.1267584216366822
ACH-000738,-0.1289586936375505
ACH-000746,-0.2067141309175851
ACH-000747,-0.22332848321721493
ACH-000748,-0.18494726848956
ACH-000753,-0.21477381342202495
ACH-000756,-0.2503871632985752
ACH-000757,-0.16038339923705913
ACH-000758,-0.15407397542277698
ACH-000760,-0.2119779812825036
ACH-000762,-0.18080996062455731
ACH-000763,-0.13626414866377234
ACH-000764,-0.24666507729221715
ACH-000765,-0.3378652571161457
ACH-000766,-0.11375989938259162
ACH-000767,-0.12865440739027276
ACH-000768,-0.1105407315019176
ACH-000769,0.07171008292919064
ACH-000770,-0.14105183451096515
ACH-000771,-0.0900624296121753
ACH-000773,-0.11566141452916467
ACH-000776,-0.2677310909791699
ACH-000777,-0.15839964337869078
ACH-000778,-0.09555102196325414
ACH-000781,-0.05594606980039299
ACH-000782,-0.09199256048007774
ACH-000783,-0.2375632771225249
ACH-000784,-0.06728862463837504
ACH-000785,-0.1484790934869476
ACH-000787,-0.15800906381069885
ACH-000788,-0.10020985146096884
ACH-000791,-0.04585877845047096
ACH-000792,-0.15024172801225713
ACH-000794,0.04019503567369562
ACH-000796,-0.2702052352942681
ACH-000798,-0.32541539566844346
ACH-000799,-0.15393836704506153
ACH-000800,-0.267526836315696
ACH-000802,-0.3023759114233342
ACH-000804,-0.05472380536203365
ACH-000805,-0.16279271827865902
ACH-000809,-0.11163572445006248
ACH-000810,0.01621504546926945
ACH-000811,-0.12078068593053745
ACH-000817,-0.15289000122269245
ACH-000819,-0.3067236451694658
ACH-000820,-0.0019159197911109024
ACH-000821,-0.1463855842425292
ACH-000822,-0.2719701096396561
ACH-000823,-0.14615678892589168
ACH-000824,-0.052218495695364006
ACH-000827,-0.16168057903618108
ACH-000829,-0.20207080068439612
ACH-000831,-0.2429292989036369
ACH-000832,-0.2718716737185246
ACH-000833,-0.16917790761974127
ACH-000834,-0.20717865620223205
ACH-000835,-0.15245333730055552
ACH-000836,0.013010507289486668
ACH-000837,-0.18365627001210516
ACH-000838,-0.14265357292725586
ACH-000839,0.10439542404831006
ACH-000840,-0.2748500179948319
ACH-000841,-0.1324843270013509
ACH-000843,-0.08102638353661562
ACH-000846,-0.0942074790651219
ACH-000847,-0.2524989841359058
ACH-000848,-0.2433992838943593
ACH-000849,-0.2715183140722432
ACH-000851,-0.3365072656191554
ACH-000855,-0.2084385838066855
ACH-000856,-0.0044154769452003206
ACH-000858,-0.049029992383547126
ACH-000859,-0.19007951576435148
ACH-000861,-0.3289518335833549
ACH-000862,-0.07617716762124194
ACH-000865,-0.2142369160374512
ACH-000866,-0.05501316880914104
ACH-000867,-0.21182737099806667
ACH-000869,-0.05482811864534139
ACH-000872,-0.08219518049109506
ACH-000873,-0.2542573492676834
ACH-000876,-0.3259406922822246
ACH-000878,-0.19331630012377424
ACH-000880,-0.0446287528644122
ACH-000881,-0.14142958819882934
ACH-000882,-0.1175301463765418
ACH-000884,-0.03382332567046697
ACH-000885,-0.0757513737748861
ACH-000887,-0.24486597727121764
ACH-000889,-0.2168470560852271
ACH-000896,-0.1310862232576917
ACH-000898,-0.10525861361326586
ACH-000900,-0.2154845999273716
ACH-000901,-0.18499753379832626
ACH-000905,-0.06595633016154913
ACH-000906,-0.25619519430454485
ACH-000907,-0.11427781400758676
ACH-000910,-0.1522815713082072
ACH-000911,-0.13400706436722076
ACH-000912,-0.1324126686299442
ACH-000913,-0.16120832321995354
ACH-000915,0.028091600053157386
ACH-000916,-0.1004142172612398
ACH-000917,-0.2156433593670502
ACH-000920,-0.031287070590108754
ACH-000921,-0.19475924079256784
ACH-000924,-0.19836716066280974
ACH-000926,-0.16454813809777266
ACH-000928,-0.2163445127932032
ACH-000929,-0.04895882864081888
ACH-000932,-0.17287957810567975
ACH-000935,-0.235841278083263
ACH-000936,-0.3133002904241747
ACH-000937,-0.0916804409393964
ACH-000938,-0.2262291415175591
ACH-000939,-0.17707153458514344
ACH-000941,-0.11061258967124676
ACH-000943,-0.19126876667294965
ACH-000946,-0.2753149682238141
ACH-000947,-0.11220464349841268
ACH-000948,-0.11882261970682224
ACH-000950,-0.17108574431080187
ACH-000953,-0.3325691627463813
ACH-000954,-0.05519636990967239
ACH-000957,-0.1413155004965856
ACH-000958,0.03301646493909295
ACH-000960,-0.17334304363969028
ACH-000963,-0.02374456992952097
ACH-000968,-0.1302527382513213
ACH-000969,-0.2011793280447539
ACH-000972,-0.04605745723779713
ACH-000973,-0.22018403895684785
ACH-000974,-0.16596203657943656
ACH-000978,-0.16295245758618834
ACH-000984,-0.15451592421612848
ACH-000986,-0.049299915699908894
ACH-000988,-0.0381326760171652
ACH-000993,-0.0874326705180138
ACH-000994,-0.18311459218038675
ACH-000996,-0.0036819864688992687
ACH-001001,-0.14107761935956445
ACH-001020,-0.12758746709304225
ACH-001028,-0.22426202381772192
ACH-001031,-0.13353952889771534
ACH-001038,-0.16381944091745873
ACH-001048,-0.07197820420055816
ACH-001050,-0.20389235604360545
ACH-001053,-0.1848108035385429
ACH-001054,-0.1846827206651299
ACH-001061,-0.2505448222513013
ACH-001067,-0.1703197300950502
ACH-001075,-0.03697804418565085
ACH-001096,-0.1522420366478101
ACH-001111,-0.23408418089673005
ACH-001119,-0.15418101518137606
ACH-001128,-0.3369929482943929
ACH-001134,-0.21538450631653927
ACH-001151,-0.13185687065856205
ACH-001163,-0.28262250091156416
ACH-001164,-0.403403120097057
ACH-001183,-0.2513651589633193
ACH-001192,-0.2079617642501314
ACH-001193,-0.02189727389244255
ACH-001196,-0.09020629292065152
ACH-001197,-0.057976910970522565
ACH-001205,-0.3253928876930027
ACH-001211,-0.3223747267001437
ACH-001212,-0.14631017102002591
ACH-001228,-0.05504733349843256
ACH-001232,-0.16279160804753054
ACH-001239,-0.1418082973351823
ACH-001270,0.04957201916972637
ACH-001274,-0.05041221165496755
ACH-001275,-0.06148769936690893
ACH-001277,0.07059791896432703
ACH-001278,-0.3165394586998895
ACH-001280,-0.08477568183870292
ACH-001283,-0.4146724948289647
ACH-001289,-0.18916166271725912
ACH-001300,-0.18763089205064115
ACH-001301,-0.1723475286601155
ACH-001302,-0.2179673258777795
ACH-001306,-0.07221036218273122
ACH-001318,-0.18754222259407335
ACH-001322,-0.0363979896504715
ACH-001328,-0.05040048755728905
ACH-001332,-0.37972617217931615
ACH-001336,-0.14282501991785487
ACH-001346,-0.19121361982593346
ACH-001353,-0.1320929563289642
ACH-001354,-0.2032374041003762
ACH-001367,-0.5810647938891488
ACH-001368,-0.18211344362954668
ACH-001374,-0.3335648541971426
ACH-001377,-0.29279067998992625
ACH-001380,-0.1541175316895104
ACH-001391,-0.31872220304698745
ACH-001408,-0.1029058042909558
ACH-001430,-0.4674087212880216
ACH-001431,-0.2137034624477686
ACH-001450,-0.09204918904461004
ACH-001496,-0.11827243872414077
ACH-001500,-0.3033735380403369
ACH-001523,-0.3776920982395278
ACH-001532,-0.1003435271641012
ACH-001550,-0.22466018566100085
ACH-001552,-0.14473034109325136
ACH-001554,-0.10902053931683922
ACH-001654,-0.2396042423579194
ACH-001735,-0.06770828754602197
ACH-001736,-0.13443430740440312
ACH-001737,0.1500382379320792
ACH-001740,-0.05209993718713556
ACH-001745,-0.2364379600081856
ACH-001765,-0.15384621508324434
