,TSTA3 (7264)
ACH-000004,-0.04848403680446317
ACH-000005,-0.06680868343663539
ACH-000007,-0.06880546309009165
ACH-000009,-0.08486534481270537
ACH-000011,-0.04901886489648212
ACH-000012,-0.2047584095008225
ACH-000013,-0.15790324711485404
ACH-000014,-0.04154446744146003
ACH-000015,-0.001502812509442369
ACH-000017,-0.13647958314288225
ACH-000018,-0.09299576760377076
ACH-000019,-0.03133711034312827
ACH-000021,-0.1540142216056542
ACH-000022,-0.043560462438582366
ACH-000025,-0.16389380289875866
ACH-000028,-0.1132011943183902
ACH-000030,-0.08815593943024384
ACH-000035,-0.15772990349951982
ACH-000036,-0.08511761640544688
ACH-000037,-0.23707608621933454
ACH-000039,-0.3191066884462602
ACH-000040,-0.21794272253437336
ACH-000041,-0.10575414641228513
ACH-000042,-0.2271434678098629
ACH-000045,-0.3095827856584857
ACH-000047,-0.17639239121826414
ACH-000052,-0.35507131081854104
ACH-000053,-0.10676370144139477
ACH-000054,-0.14291744875751794
ACH-000055,-0.120305869499433
ACH-000060,-0.2231591717946957
ACH-000067,0.034700335261221175
ACH-000070,-0.44964047747391866
ACH-000075,0.00958870111573098
ACH-000078,-0.22704527692828005
ACH-000082,-0.2498444345823511
ACH-000085,-0.10541165759159124
ACH-000086,-0.03728729851952678
ACH-000087,0.031771665275896366
ACH-000092,-0.09775667063268118
ACH-000095,-0.22282167524285068
ACH-000097,-0.24598590408188897
ACH-000098,-0.09594398891950738
ACH-000099,-0.07772665579917028
ACH-000108,-0.21562797988680607
ACH-000113,-0.10702424901132526
ACH-000116,-0.14585722073051796
ACH-000118,-0.2411893345145092
ACH-000120,-0.14223779045635807
ACH-000123,-0.1954436319923377
ACH-000127,-0.11718330043365545
ACH-000128,-0.13364060397733224
ACH-000132,-0.187501168610286
ACH-000133,-0.1543733040688838
ACH-000137,-0.07490639141111488
ACH-000138,-0.2210909044639137
ACH-000142,-0.11191091623487198
ACH-000143,-0.06020655043122
ACH-000146,-0.21039011391091847
ACH-000148,-0.3104680321836283
ACH-000150,-0.3899764699498663
ACH-000152,-0.16585083609411733
ACH-000153,0.048697298719002816
ACH-000159,-0.1479309023493335
ACH-000160,-0.2270396576930443
ACH-000163,-0.13302156316389852
ACH-000167,-0.3795999337609433
ACH-000168,-0.17210885600625467
ACH-000169,-0.2276017185720068
ACH-000178,-0.1625206736089128
ACH-000183,-0.09336672449621901
ACH-000188,-0.21096512798728914
ACH-000189,-0.1537170577285629
ACH-000190,-0.034382539204099866
ACH-000198,-0.21724053750632905
ACH-000203,0.21609123370778044
ACH-000204,0.020469104085910586
ACH-000206,-0.05922335344091085
ACH-000207,-0.20032965692995214
ACH-000208,-0.022093347335218352
ACH-000210,-0.24713888928470146
ACH-000211,-0.24221600254848896
ACH-000215,-0.18107945556818628
ACH-000221,-0.14742833688205267
ACH-000222,-0.32122441888111203
ACH-000223,-0.036175891995222025
ACH-000226,-0.06239478401854837
ACH-000227,-0.1502191544018124
ACH-000228,-0.25674974927936345
ACH-000231,-0.12719795080569504
ACH-000232,-0.13863056090798798
ACH-000233,-0.054729274914361116
ACH-000234,-0.21201743369739007
ACH-000235,-0.230107617104998
ACH-000237,-0.03873372353168917
ACH-000238,-0.1947035615499217
ACH-000242,-0.08172444588501085
ACH-000243,-0.17311681356987454
ACH-000244,-0.15459603814163975
ACH-000246,-0.12575122885527082
ACH-000248,-0.07117967430855948
ACH-000250,-0.2620537159730221
ACH-000251,-0.2287414638122651
ACH-000252,-0.0578662651000541
ACH-000253,-0.15552503029975748
ACH-000255,-0.17514280138819965
ACH-000256,-0.3603558624396597
ACH-000257,-0.1566712387212008
ACH-000258,-0.2053145723511667
ACH-000259,-0.2153211985195694
ACH-000260,-0.12866991712611625
ACH-000261,-0.18546991710031904
ACH-000262,-0.24187011284915536
ACH-000263,-0.3672488274949304
ACH-000264,-0.13579083242194498
ACH-000265,-0.2262666144985144
ACH-000266,-0.1923386663002043
ACH-000272,-0.10956574227144134
ACH-000274,-0.19243989560723307
ACH-000277,-0.18049031995610806
ACH-000278,-0.03817863968562362
ACH-000279,-0.1955340509083496
ACH-000280,-0.2134347977383896
ACH-000281,-0.2303396903972725
ACH-000288,-0.13884608133571708
ACH-000291,-0.2707485139830369
ACH-000293,-0.2868506768241011
ACH-000294,-0.2594419280569301
ACH-000295,-0.2716352918335651
ACH-000296,-0.2469235290770434
ACH-000302,-0.1973296131042872
ACH-000304,-0.10894380327799824
ACH-000307,-0.23800586365740556
ACH-000308,-0.23380216199708725
ACH-000310,-0.12328636948192667
ACH-000311,-0.15389985307682033
ACH-000312,-0.18640183448940725
ACH-000315,-0.31827019731049605
ACH-000316,-0.21394380382454226
ACH-000317,-0.18489909462216336
ACH-000318,-0.14904978537950714
ACH-000319,-0.12264601755720884
ACH-000320,-0.012484813139070764
ACH-000322,-0.22025573933470885
ACH-000323,-0.2458147817467444
ACH-000324,-0.18168634904913655
ACH-000329,-0.21269506861357695
ACH-000330,-0.09726517035135857
ACH-000331,-0.05182114732628007
ACH-000332,-0.19177613984335445
ACH-000334,-0.26724060867919924
ACH-000335,-0.20855115698575294
ACH-000336,0.0007553226186018005
ACH-000337,-0.1510355399946344
ACH-000338,-0.5299651839144854
ACH-000339,-0.09902478338663484
ACH-000341,-0.17897609543017626
ACH-000348,-0.28265429721645274
ACH-000350,-0.3280787798764305
ACH-000352,-0.1219262029050431
ACH-000356,-0.16629000029716454
ACH-000361,-0.20024925388913584
ACH-000362,-0.23692502937616905
ACH-000363,-0.3275798731692199
ACH-000364,-0.0331793560157198
ACH-000365,-0.09122900860786096
ACH-000366,-0.14466706008319066
ACH-000368,-0.25061996643587164
ACH-000374,-0.20530598194071528
ACH-000375,-0.20148900681883605
ACH-000376,-0.0418159669924904
ACH-000381,-0.05701823694165566
ACH-000383,-0.1988124336889933
ACH-000387,-0.13078646102056482
ACH-000389,-0.2293896794292168
ACH-000390,-0.24692172334261603
ACH-000393,-0.2196463344530126
ACH-000395,-0.15472824315681918
ACH-000396,0.0925157913580807
ACH-000397,-0.19564825817139112
ACH-000401,0.02310311323954005
ACH-000402,-0.3704249088114675
ACH-000403,-0.14051389047573198
ACH-000404,0.1434048247837711
ACH-000406,-0.16266501446894166
ACH-000407,-0.2278604217446533
ACH-000408,-0.3325633429056272
ACH-000410,-0.08193863333955433
ACH-000411,-0.01884534220128144
ACH-000414,-0.12630314947570598
ACH-000415,-0.17648766514891806
ACH-000416,-0.10313203474173473
ACH-000420,-0.024708220163157726
ACH-000421,-0.20937270430996727
ACH-000424,-0.14095110224262467
ACH-000425,-0.2932153342889578
ACH-000426,0.054438580042288964
ACH-000427,-0.2589664163677592
ACH-000433,-0.3477938625557431
ACH-000435,-0.4924124352429626
ACH-000436,-0.27957808404659473
ACH-000444,-0.08832432008590814
ACH-000445,-0.002834269547509115
ACH-000448,-0.1568647845971516
ACH-000450,-0.022201238881111814
ACH-000452,-0.2859432844313829
ACH-000454,-0.08928207133329616
ACH-000458,-0.05097906048699785
ACH-000459,0.0410803245800278
ACH-000460,-0.1744219702311229
ACH-000461,-0.09600373057701683
ACH-000463,-0.10926149685374237
ACH-000464,-0.09041296321265314
ACH-000466,-0.28323479365688364
ACH-000467,-0.011960383878790478
ACH-000468,-0.2983700711134282
ACH-000469,-0.1062260694057372
ACH-000470,-0.13188823195924956
ACH-000471,-0.2081937062731075
ACH-000472,-0.2226452164089414
ACH-000473,-0.2823997894609155
ACH-000475,-0.11479481357063667
ACH-000476,-0.31366316378711645
ACH-000477,-0.02668877778608905
ACH-000479,-0.17281275739250052
ACH-000480,-0.02467068087229871
ACH-000481,-0.19267803725363727
ACH-000483,-0.041364493688612836
ACH-000484,-0.2692307193709581
ACH-000485,-0.061029206359272385
ACH-000486,-0.22754181892620184
ACH-000487,-0.0822887217079481
ACH-000488,0.008918140600541899
ACH-000490,-0.02076908117390408
ACH-000491,-0.10473273179406843
ACH-000495,0.04686621870160472
ACH-000496,-0.15823444244582213
ACH-000499,-0.0020237881056952103
ACH-000500,0.05088151143920278
ACH-000502,-0.23094057432306875
ACH-000503,-0.04806398574697997
ACH-000505,-0.19898395285409104
ACH-000507,-0.1488358357488645
ACH-000510,-0.15430439268303645
ACH-000511,-0.11171361045098246
ACH-000512,-0.005308499597663271
ACH-000516,-0.22877673296267945
ACH-000517,-0.16401270413761204
ACH-000518,-0.2814468140058782
ACH-000520,-0.13787666101782206
ACH-000521,-0.20621412914659304
ACH-000522,-0.09981534025187117
ACH-000524,-0.1737950989729424
ACH-000527,-0.1122200720972456
ACH-000528,-0.2689506677791807
ACH-000537,-0.02249632900687355
ACH-000541,0.1704114250393308
ACH-000542,-0.26342496764575485
ACH-000544,-0.10147289728737433
ACH-000545,-0.015344000180787506
ACH-000547,-0.02075057253411862
ACH-000548,-0.19259590586413566
ACH-000549,-0.1861897205163645
ACH-000550,-0.18623688284932854
ACH-000552,-0.22357427194081606
ACH-000556,-0.07300181251533393
ACH-000557,-0.3123405891003473
ACH-000569,-0.3452816437230475
ACH-000570,-0.2540142161011755
ACH-000571,-0.17501929953316014
ACH-000573,-0.0953861752902018
ACH-000576,-0.05539320330654472
ACH-000579,-0.09397241655272312
ACH-000580,-0.024987650475567887
ACH-000584,-0.08787298500945699
ACH-000585,-0.20371360486700785
ACH-000588,0.030751820950087813
ACH-000589,-0.07473622067118804
ACH-000591,-0.1938402589350871
ACH-000593,-0.20730932807540575
ACH-000600,-0.11353462413548865
ACH-000601,-0.08043516331061454
ACH-000605,-0.009065518615666065
ACH-000606,-0.2406411876201954
ACH-000608,-0.17532857415429712
ACH-000614,-0.10972025147365637
ACH-000616,0.05195480680602384
ACH-000618,-0.22290074088431772
ACH-000619,-0.14219128626527278
ACH-000620,-0.12503169499161515
ACH-000621,-0.09393882503400318
ACH-000622,-0.09333865950288266
ACH-000623,-0.040161502622843764
ACH-000624,-0.07277972838161363
ACH-000627,-0.1951778026707028
ACH-000630,-0.25692059749693624
ACH-000631,0.01046587588064754
ACH-000632,-0.21681536498575726
ACH-000633,-0.14077988982239895
ACH-000637,-0.13578849480661576
ACH-000638,-0.11620203482112915
ACH-000646,-0.2808874268062689
ACH-000647,-0.07706968743327093
ACH-000648,-0.2499201838734205
ACH-000649,-0.2995592945184237
ACH-000651,-0.13981806915979336
ACH-000652,-0.11093163091212603
ACH-000653,-0.3118935371189733
ACH-000657,-0.13296140371297044
ACH-000658,-0.4030149429741182
ACH-000661,-0.15163030990168294
ACH-000662,-0.3773925478243314
ACH-000663,-0.13068527542744118
ACH-000665,-0.1746243423049352
ACH-000671,-0.05281435273832371
ACH-000672,-0.19516724265011748
ACH-000673,-0.22994905665573
ACH-000676,-0.24458381804107335
ACH-000677,-0.2386932806309335
ACH-000681,-0.2257354903607334
ACH-000683,-0.2077315269985688
ACH-000684,-0.14987051359818732
ACH-000688,-0.3090956555023189
ACH-000693,-0.21108851962070013
ACH-000694,-0.14423999869175586
ACH-000695,-0.4175022497655316
ACH-000696,-0.06572521861281562
ACH-000697,-0.12870114069094366
ACH-000699,-0.25406795353389056
ACH-000701,-0.16734677452174385
ACH-000706,-0.01649753882298945
ACH-000711,-0.33029379404640746
ACH-000713,0.006568060392030456
ACH-000714,-0.2581205082283408
ACH-000718,-0.2518550520399323
ACH-000720,-0.16840586450875353
ACH-000721,-0.11858012498878286
ACH-000724,-0.21883289005788414
ACH-000725,-0.24421010611816515
ACH-000732,-0.2190613083020184
ACH-000734,-0.0946188816198149
ACH-000735,-0.1265503258608181
ACH-000736,-0.05173608356279928
ACH-000738,-0.14847564947442202
ACH-000746,-0.18399809983280396
ACH-000747,-0.06025215076170035
ACH-000748,-0.3293495981272084
ACH-000753,-0.299452045350682
ACH-000756,-0.17040814711951138
ACH-000757,-0.04894007074647469
ACH-000758,-0.2040315535918284
ACH-000760,-0.051055415710790385
ACH-000762,-0.038823236819149065
ACH-000763,-0.15331336406998086
ACH-000764,-0.08724970380574004
ACH-000765,-0.1908626190381072
ACH-000766,-0.0691849589046153
ACH-000767,-0.3225270377007966
