,TSTA3 (7264)
ACH-000768,-0.13430496314814322
ACH-000769,-0.04987522380031472
ACH-000770,-0.1209459281973904
ACH-000771,-0.14340967810515606
ACH-000773,-0.2472845195670782
ACH-000776,-0.2347664251401795
ACH-000777,0.0242481336253748
ACH-000778,-0.06738425690953967
ACH-000781,-0.06916835325422029
ACH-000782,0.03373959403179084
ACH-000783,-0.4000888796205856
ACH-000784,-0.1920489390684034
ACH-000785,-0.14244551604248235
ACH-000787,-0.11876870100437273
ACH-000788,-0.15487961989225707
ACH-000791,-0.11094625036390368
ACH-000792,-0.09648055138277396
ACH-000794,-0.1786765913899196
ACH-000796,-0.12102254001787405
ACH-000798,0.13005550524516366
ACH-000799,-0.13516510409947674
ACH-000800,-0.365818681376952
ACH-000802,-0.013548015411906105
ACH-000804,-0.12253330766399545
ACH-000805,-0.18349419578364928
ACH-000809,-0.22555756612572164
ACH-000810,-0.3014511776246664
ACH-000811,-0.2468852416700239
ACH-000817,-0.1424888864652369
ACH-000819,-0.1254008495942275
ACH-000820,-0.11140336792993784
ACH-000821,-0.25978004055051673
ACH-000822,-0.16574005911037548
ACH-000823,-0.19347459293404934
ACH-000824,-0.16952753062824535
ACH-000827,-0.16502738329212388
ACH-000829,-0.1590939767722311
ACH-000831,-0.14269854579867722
ACH-000832,-0.11716405918355602
ACH-000833,-0.1956894230410995
ACH-000834,-0.17406738292731316
ACH-000835,-0.15954145136542033
ACH-000836,-0.21712001600053504
ACH-000837,-0.1669605335316472
ACH-000838,-0.07057663637861668
ACH-000839,-0.13436351470533978
ACH-000840,-0.2374402270804644
ACH-000841,-0.3880208652084129
ACH-000843,-0.23022982619340698
ACH-000846,-0.10306949772805638
ACH-000847,-0.1438350246529343
ACH-000848,-0.11610913692986273
ACH-000849,-0.1867203143912436
ACH-000851,-0.20153940787054855
ACH-000855,-0.03574825836376491
ACH-000856,-0.25606278861117104
ACH-000858,-0.24346087247754816
ACH-000859,-0.2557941438363361
ACH-000861,-0.2356850668470901
ACH-000862,-0.15920615262273985
ACH-000865,-0.1603932675176223
ACH-000866,-0.11148424683173892
ACH-000867,-0.21937119591690474
ACH-000869,-0.02381969172810389
ACH-000872,-0.0814472896453259
ACH-000873,-0.2654462730742759
ACH-000876,-0.2098098450300679
ACH-000878,-0.3046448941417208
ACH-000880,-0.2589185412145738
ACH-000881,-0.14643677850894535
ACH-000882,-0.09932903237182487
ACH-000884,-0.14269603913924786
ACH-000885,-0.0773126775197735
ACH-000887,-0.3484838156938803
ACH-000889,-0.13143203923913332
ACH-000896,-0.11928397602425715
ACH-000898,-0.028379653657389526
ACH-000900,-0.2826129255980199
ACH-000901,-0.2179944796778633
ACH-000905,-0.2526787658256764
ACH-000906,-0.15586726232124468
ACH-000907,-0.07363192277078134
ACH-000910,-0.3762825159112089
ACH-000911,-0.18173211317488813
ACH-000912,-0.2885371804549224
ACH-000913,-0.292426163367416
ACH-000915,-0.19054777627920555
ACH-000916,0.11527643985720876
ACH-000917,-0.10865886914286466
ACH-000920,-0.33647090532335955
ACH-000921,-0.1881522225559568
ACH-000924,-0.28299351066385897
ACH-000926,-0.13974326207234286
ACH-000928,-0.2598115319129348
ACH-000929,-0.11088070448800903
ACH-000932,-0.09626275382669572
ACH-000935,-0.20740396719717588
ACH-000936,-0.17350691685005182
ACH-000937,-0.1839570945747428
ACH-000938,-0.3788069457676597
ACH-000939,-0.16190602135145446
ACH-000941,-0.06255276027840485
ACH-000943,-0.15061453046661644
ACH-000946,-0.08411464915318345
ACH-000947,-0.2161892608186907
ACH-000948,-0.1016843633854948
ACH-000950,0.029339822957181575
ACH-000953,-0.24828174974599745
ACH-000954,-0.5661686148317642
ACH-000957,0.032843527610375164
ACH-000958,0.06010465125262656
ACH-000960,-0.16573384556755033
ACH-000963,-0.20739666419400335
ACH-000968,-0.04888327202478288
ACH-000969,-0.13591015215345262
ACH-000972,-0.07163069381133684
ACH-000973,-0.05406978128054903
ACH-000974,-0.10866312551885916
ACH-000978,-0.3733371919972517
ACH-000984,-0.2648682534654436
ACH-000986,-0.05270309069539713
ACH-000988,-0.13575560051972152
ACH-000993,-0.16111320573546814
ACH-000994,-0.2836850181214202
ACH-000996,-0.27308186488946706
ACH-001001,-0.09208602369800327
ACH-001020,-0.020806608281043432
ACH-001028,-0.1942561358403152
ACH-001031,-0.057988661550396524
ACH-001038,-0.1630986163182851
ACH-001048,-0.24319242198324545
ACH-001050,-0.06926805125729174
ACH-001053,-0.06306936013655019
ACH-001054,-0.28996250184817324
ACH-001061,-0.21019667092113192
ACH-001067,-0.24045416048609855
ACH-001075,-0.0509430718438026
ACH-001096,-0.20170444136794455
ACH-001111,-0.2305232968529088
ACH-001119,-0.18918678683443071
ACH-001128,-0.04223834308426511
ACH-001134,-0.3299910817494469
ACH-001151,-0.15501665647296636
ACH-001163,-0.2379947003276301
ACH-001164,-0.21745309509742847
ACH-001183,-0.2278101570739377
ACH-001192,-0.3288383930827521
ACH-001193,-0.3794736786593967
ACH-001196,-0.33487241701666953
ACH-001197,-0.1776812626048394
ACH-001205,-0.019466836545870805
ACH-001211,-0.13539970918216446
ACH-001212,-0.0640826250020993
ACH-001228,-0.2647187558774414
ACH-001232,-0.08500686948990095
ACH-001239,-0.2028188331443304
ACH-001270,-0.4908479722596912
ACH-001274,-0.42298832073141607
ACH-001275,-0.16050485686320048
ACH-001277,-0.2132324990417317
ACH-001278,-0.07746300467296954
ACH-001280,-0.2689666942471892
ACH-001283,-0.07132208908693972
ACH-001289,-0.03670478352375228
ACH-001300,-0.2712636030137796
ACH-001301,-0.15690928413357766
ACH-001302,-0.2459617371172381
ACH-001306,-0.06894656183003937
ACH-001318,0.06191756325099776
ACH-001322,-0.097280309202117
ACH-001328,-0.19167322485598126
ACH-001332,0.08030133472016455
ACH-001336,-0.11125774124142902
ACH-001346,-0.06310489947659191
ACH-001353,-0.20044645597102567
ACH-001354,-0.12051910062686752
ACH-001367,-0.18996670273357708
ACH-001368,-0.13968365248495376
ACH-001374,-0.3148819058521059
ACH-001377,0.06958171248798785
ACH-001380,-0.297299793180656
ACH-001391,-0.3951323297844858
ACH-001408,-0.29968026135638176
ACH-001430,-0.18532517034320867
ACH-001431,-0.2028055462390116
ACH-001450,-0.026464369020626863
ACH-001496,-0.10880355727133274
ACH-001500,-0.2290368794364893
ACH-001523,-0.028562660166764262
ACH-001532,-0.05607243740576517
ACH-001550,-0.1396341387722705
ACH-001552,-0.3610555322872933
ACH-001554,-0.04046029946274558
ACH-001654,-0.15663125236596778
ACH-001735,-0.29334700608942704
ACH-001736,-0.3166518524447957
ACH-001737,-0.0754810279802214
ACH-001740,0.14146248845950832
ACH-001745,-0.2079003593405067
ACH-001765,-0.13227827345773194
