,TTBK2 (146057)
ACH-000004,-0.021964282250535105
ACH-000005,0.05602915788325348
ACH-000007,0.07945168997449678
ACH-000009,-0.1025041443636151
ACH-000011,0.08725923492696637
ACH-000012,0.09181024866795216
ACH-000013,0.13157931427580433
ACH-000014,-0.00017519574766877412
ACH-000015,0.010823110988355384
ACH-000017,0.07722337079948148
ACH-000018,0.2295654770799824
ACH-000019,0.2397090881042662
ACH-000021,0.08645674093282807
ACH-000022,0.10853255941025196
ACH-000025,-0.10040138852051607
ACH-000028,0.31986170137128617
ACH-000030,0.05194745706846975
ACH-000035,0.05988689206711846
ACH-000036,0.0635540955121851
ACH-000037,0.04472942799798098
ACH-000039,0.20128580242390048
ACH-000040,0.2515675192809011
ACH-000041,0.08652826503265926
ACH-000042,0.06631137438595835
ACH-000045,0.07830143059108219
ACH-000047,0.010379177589701732
ACH-000052,-0.06286155104785544
ACH-000053,0.055771891008669035
ACH-000054,0.1866530197475453
ACH-000055,0.18207754294350573
ACH-000060,0.2125044851454232
ACH-000067,0.03133896167403992
ACH-000070,0.07265658141067839
ACH-000075,0.2741960951170553
ACH-000078,0.14554881959127342
ACH-000082,0.1334024787275286
ACH-000085,0.04536227757104795
ACH-000086,0.10176072347148096
ACH-000087,-0.05741024897637322
ACH-000092,0.08529941293483695
ACH-000095,0.13513968567483833
ACH-000097,0.08242778265540034
ACH-000098,0.17391288462900456
ACH-000099,0.15762905366127367
ACH-000108,0.2134994821783153
ACH-000113,0.11440248780289927
ACH-000116,0.04961809458791723
ACH-000118,0.1917510499694217
ACH-000120,0.2461557457018645
ACH-000123,-0.011507060276069209
ACH-000127,0.1134142347829763
ACH-000128,0.22493101308984745
ACH-000132,0.05802734764731024
ACH-000133,0.25233258117642066
ACH-000137,0.12195015620305158
ACH-000138,0.16671063798910649
ACH-000142,0.19955824186532325
ACH-000143,0.3604139186057723
ACH-000146,0.11779083880168413
ACH-000148,0.1467210308004001
ACH-000150,0.2030304434670242
ACH-000152,0.1795713420708229
ACH-000153,0.1106989720937913
ACH-000159,0.19817606063122345
ACH-000160,0.04043833332627967
ACH-000163,0.09998671998291037
ACH-000167,-0.11236545343662452
ACH-000168,0.15446298777053818
ACH-000169,-0.02056988951440765
ACH-000178,0.13191065246073605
ACH-000183,0.023756547149575195
ACH-000188,0.11575596652265505
ACH-000189,-0.0040224660791840176
ACH-000190,0.19081898219167653
ACH-000198,0.08093896081801896
ACH-000203,0.5669523143304807
ACH-000204,-0.055000645933024464
ACH-000206,0.009407975658029305
ACH-000207,0.13846894559113748
ACH-000208,0.10636959555723187
ACH-000210,0.12651449740281834
ACH-000211,0.07328123866620699
ACH-000215,0.12969109736266876
ACH-000221,0.003684611074977529
ACH-000222,0.2958968010463827
ACH-000223,0.013296694824801676
ACH-000226,0.022976027006434013
ACH-000227,-0.06692764488087287
ACH-000228,0.19443177134817605
ACH-000231,0.03321648308780747
ACH-000232,0.1349707709993399
ACH-000233,0.1934958401729015
ACH-000234,0.07911222978225851
ACH-000235,0.0959242264661975
ACH-000237,0.17956369648336618
ACH-000238,0.2204162553349251
ACH-000242,0.03583046522064955
ACH-000243,0.10584296666519076
ACH-000244,0.2395780411228304
ACH-000246,0.125039266661459
ACH-000248,0.17663137863454115
ACH-000250,0.07049587662903349
ACH-000251,-0.020117050891300982
ACH-000252,0.0397754987623554
ACH-000253,0.1687609487734109
ACH-000255,0.026527892128482344
ACH-000256,0.1072942167212412
ACH-000257,0.10938485252903836
ACH-000258,0.12959469423495776
ACH-000259,0.17917398334412618
ACH-000260,0.11935556672864622
ACH-000261,0.08220425190933801
ACH-000262,0.13381901716172093
ACH-000263,-0.0341060251051122
ACH-000264,0.10379639389613733
ACH-000265,0.009993072169511574
ACH-000266,0.10478351620830204
ACH-000272,0.05201709049091726
ACH-000274,0.1102743963059986
ACH-000277,0.2712391892970957
ACH-000278,0.06167958774769217
ACH-000279,0.08662210373584746
ACH-000280,0.18875619787600814
ACH-000281,0.12397522472443885
ACH-000288,0.07395964349596452
ACH-000291,0.1470998410650352
ACH-000293,-0.15326594928989348
ACH-000294,-0.057543554271286476
ACH-000295,0.07217836239039503
ACH-000296,0.20852519252558824
ACH-000302,0.06724642972715489
ACH-000304,0.3550075393382437
ACH-000307,0.09920757010846028
ACH-000308,0.1654537480504041
ACH-000310,0.01676428228347614
ACH-000311,0.2529845029994655
ACH-000312,0.10498688013781217
ACH-000315,-0.028915833569566257
ACH-000316,0.062056328151729324
ACH-000317,0.2907293366648493
ACH-000318,-0.0209271697697837
ACH-000319,-0.030517496867413643
ACH-000320,0.10525186676561724
ACH-000322,0.16814275294593792
ACH-000323,0.11731995237278875
ACH-000324,0.13787846404026122
ACH-000329,0.14576954111457938
ACH-000330,0.0990041199682268
ACH-000331,0.16645230187150858
