,UBN2 (254048)
ACH-000004,-0.15935405178544787
ACH-000005,-0.33920304733050577
ACH-000007,-0.193055834524636
ACH-000009,-0.1736426747893453
ACH-000011,-0.0036009735914398822
ACH-000012,-0.1877764003586128
ACH-000013,-0.11029391760790414
ACH-000014,-0.5800585191921789
ACH-000015,-0.17542962650235214
ACH-000017,-0.15652229923559902
ACH-000018,-0.033010441898763926
ACH-000019,0.03420148038697955
ACH-000021,-0.3342089013898559
ACH-000022,-0.15097797498419638
ACH-000025,-0.2711722250775081
ACH-000028,-0.08785227366132653
ACH-000030,-0.1527590786343966
ACH-000035,-0.21555281711624505
ACH-000036,-0.252231725379375
ACH-000037,-0.4470554627460483
ACH-000039,-0.08874532564815835
ACH-000040,-0.26782738536150513
ACH-000041,-0.10303456662852553
ACH-000042,-0.17513127229331074
ACH-000045,0.009949152289837785
ACH-000047,-0.12181100020880233
ACH-000052,-0.20561068223585235
ACH-000053,-0.2230224525144976
ACH-000054,-0.26615532608760273
ACH-000055,-0.05565014030358874
ACH-000060,-0.1361411963781493
ACH-000067,-0.31867417882438875
ACH-000070,-0.0759591476515697
ACH-000075,-0.2768995713494087
ACH-000078,-0.2889414911789603
ACH-000082,-0.17914684011043572
ACH-000085,-0.1409691237859398
ACH-000086,-0.05429657759320308
ACH-000087,-0.09896086428868156
ACH-000092,-0.14166072423696724
ACH-000095,-0.21780390878775588
ACH-000097,-0.1449758005514091
ACH-000098,-0.18212166075987232
ACH-000099,-0.2901489007450461
ACH-000108,-0.18854282075644746
ACH-000113,-0.16616448680557178
ACH-000116,-0.0998632757386468
ACH-000118,-0.08314901659841281
ACH-000120,-0.19489734343002774
ACH-000123,-0.3433474100398095
ACH-000127,-0.21201403507880864
ACH-000128,-0.11394278059848363
ACH-000132,-0.22809060912388895
ACH-000133,-0.11663508745883705
ACH-000137,-0.20960324215399412
ACH-000138,-0.14764019545420734
ACH-000142,-0.05615231675001913
ACH-000143,-0.2391444950098029
ACH-000146,-0.08493052344901096
ACH-000148,-0.259715266917988
ACH-000150,-0.17021274450607135
ACH-000152,-0.2466248235409874
ACH-000153,-0.14116795071295085
ACH-000159,-0.3570311397996848
ACH-000160,-0.02546959266794608
ACH-000163,-0.18577708908013085
ACH-000167,-0.6821985786323553
ACH-000168,-0.2024571310652604
ACH-000169,-0.12601405486889405
ACH-000178,-0.1663530861629028
ACH-000183,-0.25421882765124243
ACH-000188,-0.03598082491251133
ACH-000189,-0.08393880659821877
ACH-000190,-0.05178029720704349
ACH-000198,-0.21278128969698895
ACH-000203,-0.2118194794674517
ACH-000204,-0.03192341964573766
ACH-000206,0.13139547491161122
ACH-000207,-0.10550303503446956
ACH-000208,-0.05917328764572441
ACH-000210,-0.08039943700282777
ACH-000211,-0.18628592252113013
ACH-000215,-0.2973900395435461
ACH-000221,-0.1399916269992549
ACH-000222,-0.16305453554407326
ACH-000223,-0.15574687580726304
ACH-000226,-0.1299108430773622
ACH-000227,-0.22513779136064554
ACH-000228,-0.008299017184390203
ACH-000231,-0.11343938250610587
ACH-000232,-0.39450408132221815
ACH-000233,-0.08961570144258373
ACH-000234,-0.13286537011752886
ACH-000235,-0.11018677453834667
ACH-000237,-0.2376090282978026
ACH-000238,-0.19912638018511056
ACH-000242,-0.34724932338590897
ACH-000243,-0.09128510579431584
ACH-000244,-0.1385575410871797
ACH-000246,-0.1271125372728132
ACH-000248,0.012991797100532743
ACH-000250,-0.2583010951690023
ACH-000251,-0.16822488356379384
ACH-000252,0.029251585263742882
ACH-000253,-0.2735172492487643
ACH-000255,-0.14403796390943396
ACH-000256,-0.07306624442651373
ACH-000257,-0.215286942051999
ACH-000258,-0.3824577437728399
ACH-000259,-0.2313364015310127
ACH-000260,-0.0717583129113705
ACH-000261,-0.13977992937807118
ACH-000262,-0.019351319477410013
ACH-000263,0.03361345413573185
ACH-000264,-0.1271073758016625
ACH-000265,-0.048434566948343166
ACH-000266,-0.2201711575722564
ACH-000272,-0.2065380903095656
ACH-000274,-0.17400820547825124
ACH-000277,-0.3921778269160096
ACH-000278,-0.17915726878699836
ACH-000279,-0.15090993710890574
ACH-000280,-0.08172249991211379
ACH-000281,-0.280552671946718
ACH-000288,-0.06280390937772208
ACH-000291,-0.1501683327250159
ACH-000293,-0.17397837195065324
ACH-000294,-0.12631387438197322
ACH-000295,-0.06696300097296025
ACH-000296,-0.21269455211459012
ACH-000302,-0.11222205636722962
ACH-000304,-0.19051498771794897
ACH-000307,-0.08233139376115611
ACH-000308,-0.21845581200547956
ACH-000310,-0.2608501532689962
ACH-000311,-0.1610206985204876
ACH-000312,-0.3268293103516958
ACH-000315,-0.2703992289158697
ACH-000316,-0.11598287510164965
ACH-000317,-0.14552131958241887
ACH-000318,-0.11196825765617743
ACH-000319,-0.25034315675296365
ACH-000320,-0.12617688610409702
ACH-000322,-0.21925493434839533
ACH-000323,-0.13310468341575826
ACH-000324,-0.07745411818164243
ACH-000329,-0.1170040681989182
ACH-000330,0.07824838573933908
ACH-000331,-0.1735102103015319
ACH-000332,-0.20036011858938946
ACH-000334,-0.22802075649817566
ACH-000335,-0.1666016635174492
ACH-000336,-0.2409077374797464
ACH-000337,-0.038050169611848816
ACH-000338,-0.5546563032571139
ACH-000339,-0.15551615965844806
ACH-000341,-0.21245224936161064
ACH-000348,-0.3101772812486354
ACH-000350,-0.12742111289039354
ACH-000352,-0.2547296483031995
ACH-000356,-0.19357804835971595
ACH-000361,-0.28397575444076595
ACH-000362,-0.1484808330091783
ACH-000363,-0.23342650278363944
ACH-000364,-0.259876028164503
ACH-000365,-0.152474947798759
ACH-000366,-0.14973144579077485
ACH-000368,-0.3043711234002987
ACH-000374,-0.2548449540419636
ACH-000375,-0.14828189085728627
ACH-000376,-0.07064303108935588
ACH-000381,-0.11281166385675305
ACH-000383,-0.16817659803343085
ACH-000387,-0.36447687561331255
ACH-000389,-0.2782173402947408
ACH-000390,-0.1261173068795142
ACH-000393,-0.14147647795605942
ACH-000395,-0.1183910027174161
ACH-000396,-0.17624820855596715
ACH-000397,-0.19194151915365826
ACH-000401,-0.08398818889539551
ACH-000402,-0.4031260966943047
ACH-000403,-0.14995226673802958
ACH-000404,0.07940248393771154
ACH-000406,-0.10909670248750168
ACH-000407,-0.037416969464093564
ACH-000408,-0.0770723648745866
ACH-000410,-0.19313983612579935
ACH-000411,-0.2431735295372097
ACH-000414,-0.12067530909047522
ACH-000415,-0.1266188941239353
ACH-000416,-0.2488294266874493
ACH-000420,-0.09896821669591492
ACH-000421,-0.13023590387079062
ACH-000424,-0.052345246466695514
ACH-000425,-0.3603079842949327
ACH-000426,-0.12769774515102086
ACH-000427,-0.19485548900509686
ACH-000433,0.08042831673998102
ACH-000435,-0.008233197872512928
ACH-000436,-0.3328909861970831
ACH-000444,-0.11197936773219427
ACH-000445,-0.16963053032289466
ACH-000448,-0.14328555251579794
ACH-000450,-0.17353950933251938
ACH-000452,-0.17792666240307808
ACH-000454,-0.15908425927389175
ACH-000458,-0.06049992035650799
ACH-000459,-0.15032599616684242
ACH-000460,-0.3261540097668742
ACH-000461,-0.054210246628104634
ACH-000463,-0.2281845915968559
ACH-000464,-0.15813090295074733
ACH-000466,-0.1544645646398478
ACH-000467,-0.11726759063090493
ACH-000468,-0.1286333543882266
ACH-000469,-0.2363453154474323
ACH-000470,-0.11317813558102273
ACH-000471,-0.4342229184146862
ACH-000472,-0.15589987226352872
ACH-000473,-0.2505699098202893
ACH-000475,-0.0940447864120426
ACH-000476,-0.24000631567178715
ACH-000477,-0.17690070112145018
ACH-000479,-0.22857441003413456
ACH-000480,-0.17887113693374046
ACH-000481,-0.05460154150935538
ACH-000483,-0.17219123519815888
ACH-000484,-0.007053067513784266
ACH-000485,-0.3622238180885519
ACH-000486,-0.20431895936775268
ACH-000487,-0.10617053790927393
ACH-000488,-0.03656797935776275
ACH-000490,-0.01677094959863173
ACH-000491,-0.14367458750113565
ACH-000495,-0.19279584951953946
ACH-000496,-0.2334240521798655
ACH-000499,0.11732900590418616
ACH-000500,-0.08992983168177156
ACH-000502,-0.2382818845427017
ACH-000503,-0.0077047415316126066
ACH-000505,-0.16244160405764999
ACH-000507,-0.07186783320487831
ACH-000510,-0.13109855382153116
ACH-000511,-0.18194697643846947
ACH-000512,-0.20749488634838906
ACH-000516,-0.20822930465697986
ACH-000517,-0.2281322986297681
ACH-000518,-0.04309378996141662
ACH-000520,-0.18616483984622645
ACH-000521,-0.29868372371858803
ACH-000522,-0.08844337539518933
ACH-000524,-0.16711345691938526
ACH-000527,-0.14753903194791793
ACH-000528,-0.11606859760738727
ACH-000537,-0.3550212431240247
ACH-000541,-0.19491104280360907
ACH-000542,-0.1389468773862376
ACH-000544,-0.13222761781537912
ACH-000545,-0.028315686368038936
ACH-000547,0.03716979119454295
ACH-000548,-0.20625086458979272
ACH-000549,0.017978188312545967
ACH-000550,-0.19651338562131734
ACH-000552,-0.16403284291785264
ACH-000556,-0.11369239848980445
ACH-000557,-0.1559602319465623
ACH-000569,-0.2549768140986605
ACH-000570,-0.19046657195713698
ACH-000571,-0.3132834318180395
ACH-000573,-0.1768162410296071
ACH-000576,0.08690032457256601
ACH-000579,-0.21677277699396724
ACH-000580,-0.4263494248277059
ACH-000584,-0.21609250555143047
ACH-000585,-0.17157773891931966
ACH-000588,-0.21944875026610036
ACH-000589,-0.24582645156824956
ACH-000591,-0.2099347328606099
ACH-000593,-0.1955378337858708
ACH-000600,-0.13293240428861014
ACH-000601,-0.11767475449497712
ACH-000605,-0.2856647292683688
ACH-000606,-0.06676736367196262
ACH-000608,-0.17219086571124806
ACH-000614,-0.16051959328827092
ACH-000616,-0.032551475623087134
ACH-000618,-0.11106384360495594
ACH-000619,-0.1761396570632637
ACH-000620,-0.2262331524936952
ACH-000621,-0.2284908597093385
ACH-000622,-0.09697387826766436
ACH-000623,-0.24174941961112364
ACH-000624,-0.2681547578590792
ACH-000627,-0.1251504034487043
ACH-000630,-0.1406623379450432
ACH-000631,-0.2329585590151783
ACH-000632,-0.14690668500097653
ACH-000633,-0.3098850008909931
ACH-000637,-0.009810204966195842
ACH-000638,-0.19393280110960034
ACH-000646,-0.2865699295448889
ACH-000647,-0.10678937471266048
ACH-000648,-0.15063025631462915
ACH-000649,-0.2450043622642
ACH-000651,-0.15236936969570414
ACH-000652,-0.2125316522288316
ACH-000653,-0.08333376612800655
ACH-000657,-0.09301025920658072
ACH-000658,-0.20241990052870587
ACH-000661,-0.30115672170905883
ACH-000662,0.04052950207046322
ACH-000663,-0.05015807648356911
ACH-000665,-0.0870329636919628
ACH-000671,-0.20018486627825244
ACH-000672,-0.406493660200107
ACH-000673,-0.14596240728427176
ACH-000676,-0.33749965161060874
ACH-000677,-0.041267496161757934
ACH-000681,-0.08296284113777136
ACH-000683,-0.2015851261601838
ACH-000684,-0.4275889845985185
ACH-000688,-0.3035645538151487
ACH-000693,-0.13507826440828252
ACH-000694,-0.01715412794036672
ACH-000695,-0.04155796888592098
ACH-000696,-0.23715024121205805
ACH-000697,-0.1226840915145018
ACH-000699,-0.12937045432529326
ACH-000701,-0.2706538776895497
ACH-000706,-0.07581464039422149
ACH-000711,-0.1943331768519476
ACH-000713,-0.07665277271292956
ACH-000714,-0.15668641851641635
ACH-000718,-0.36709794218320624
ACH-000720,-0.1303299226291202
ACH-000721,-0.17049987922442733
ACH-000724,-0.1845685575563637
ACH-000725,-0.23826398845355945
ACH-000732,0.044111715258873266
ACH-000734,-0.12121335540727078
ACH-000735,-0.1665984594146252
ACH-000736,-0.1633607417063529
ACH-000738,-0.0860687771492791
ACH-000746,-0.16797224746731712
ACH-000747,-0.09855122296126524
ACH-000748,-0.18642328570371774
ACH-000753,-0.10486830223743633
ACH-000756,-0.0488452826667382
ACH-000757,-0.1434983186249956
ACH-000758,-0.12237201377642735
ACH-000760,-0.2568476488890779
ACH-000762,0.013665258788298957
ACH-000763,-0.23882935187479104
ACH-000764,0.03747136752822667
ACH-000765,-0.4103128849467019
ACH-000766,-0.08329304892176481
ACH-000767,-0.2993500080865724
ACH-000768,-0.15030027040978394
ACH-000769,-0.16332858672779252
ACH-000770,-0.11120628415956567
ACH-000771,-0.23357975585293905
ACH-000773,-0.11675715004809555
ACH-000776,-0.2017197246316389
ACH-000777,-0.14156162619712975
ACH-000778,-0.09315827040624737
ACH-000781,-0.09303470650313493
ACH-000782,-0.08372443557913008
ACH-000783,-0.2853512176413892
ACH-000784,-0.13882352418332028
ACH-000785,-0.1906273715898232
ACH-000787,-0.035069800442153916
ACH-000788,-0.2876054351975796
ACH-000791,-0.12411788349819453
ACH-000792,-0.26982692978592226
ACH-000794,-0.19075037650721066
ACH-000796,-0.10768262323771878
ACH-000798,-0.197379897554254
ACH-000799,-0.3466422073182288
ACH-000800,-0.13837787696485304
ACH-000802,-0.23267631959842905
ACH-000804,-0.06061288405121834
ACH-000805,-0.4014319957709507
ACH-000809,-0.19167056656047615
ACH-000810,-0.3083277318440239
ACH-000811,-0.2726468729807434
ACH-000817,-0.05463541150984223
ACH-000819,-0.27133272634536104
ACH-000820,-0.3891832968089393
ACH-000821,-0.4204004026895275
ACH-000822,-0.06543542815010672
ACH-000823,-0.16372090556422847
ACH-000824,-0.1184942959967674
ACH-000827,-0.25691041611859905
ACH-000829,-0.13342103315245718
ACH-000831,-0.09162998499944278
ACH-000832,0.04160663306670335
ACH-000833,-0.1300832696032241
ACH-000834,-0.23253724823585714
ACH-000835,-0.21219151059391989
ACH-000836,-0.10512739611290564
ACH-000837,-0.08043067831605775
ACH-000838,-0.12986867437683072
ACH-000839,-0.17304348379101706
ACH-000840,-0.07488874892668541
ACH-000841,-0.21243598968358346
ACH-000843,-0.16604965219751014
ACH-000846,-0.18294244181409167
ACH-000847,-0.204888659690752
ACH-000848,-0.1886775001272554
ACH-000849,-0.001979903997192884
ACH-000851,-0.17524361420580106
ACH-000855,-0.35100044022928995
ACH-000856,-0.13262906572434904
ACH-000858,-0.1081754851484964
ACH-000859,-0.1680774150115825
ACH-000861,-0.188322980493534
ACH-000862,-0.2655018875743804
ACH-000865,-0.07766615636393097
ACH-000866,-0.3479294133080164
ACH-000867,-0.08400322057601478
ACH-000869,-0.1383705420468211
ACH-000872,-0.12675093692853018
ACH-000873,-0.14679774889954536
ACH-000876,-0.1546370683769724
ACH-000878,-0.1461439855002726
ACH-000880,-0.11282162657828175
ACH-000881,-0.2348106609410356
ACH-000882,-0.05757821257240042
ACH-000884,-0.15565020962804216
ACH-000885,-0.19476322034212654
ACH-000887,-0.10116001025053127
ACH-000889,-0.21954810796125995
ACH-000896,-0.034918302091417185
ACH-000898,-0.04924504931235785
ACH-000900,-0.24747267740713075
ACH-000901,-0.1460757132771306
ACH-000905,-0.35089438628177355
ACH-000906,-0.2349547550747552
ACH-000907,-0.28793941719499033
ACH-000910,-0.2213264837578887
ACH-000911,-0.058487243410597724
ACH-000912,-0.2830628136190361
ACH-000913,-0.12235058651877663
ACH-000915,-0.06681483768533304
ACH-000916,0.2019611624361318
ACH-000917,0.10446583261490884
ACH-000920,-0.2255028234925657
ACH-000921,-0.1949362525306818
ACH-000924,-0.08276337826684736
ACH-000926,-0.27213653612405125
ACH-000928,-0.14371924838538747
ACH-000929,0.0007564099731507017
ACH-000932,-0.16701551200120118
ACH-000935,-0.3681642212938652
ACH-000936,-0.057382191543104685
ACH-000937,-0.11434293683261935
ACH-000938,-0.1328414730451448
ACH-000939,-0.17289568477012554
ACH-000941,-0.11026249857639002
ACH-000943,-0.2203360980232956
ACH-000946,-0.0862458148128621
ACH-000947,-0.2511896789287114
ACH-000948,-0.1851384772570626
ACH-000950,-0.016470977072181897
ACH-000953,-0.1354010134473702
ACH-000954,-0.20743837328843026
ACH-000957,-0.046838538919053936
ACH-000958,-0.19693783650062552
ACH-000960,-0.1711851108375276
ACH-000963,0.0004890434893016696
ACH-000968,-0.3486456439271664
ACH-000969,-0.057031451724534214
ACH-000972,-0.2271934702457384
ACH-000973,-0.15878788206114067
ACH-000974,-0.18166437319147102
ACH-000978,-0.18378050756566328
ACH-000984,-0.17353527119900372
ACH-000986,-0.11512970632316052
ACH-000988,-0.20034577498628856
ACH-000993,-0.04681343811198821
ACH-000994,-0.2642276294806881
ACH-000996,-0.0971844908677808
ACH-001001,-0.14711111877824334
ACH-001020,-0.2279392661978064
ACH-001028,-0.14144638910128712
ACH-001031,-0.3138168090488717
ACH-001038,-0.11308099830832545
ACH-001048,-0.1560044717905263
ACH-001050,-0.32165751789202657
ACH-001053,-0.25736901946232216
ACH-001054,-0.30197016340302824
ACH-001061,-0.040544484396603735
ACH-001067,-0.24467525579725405
ACH-001075,-0.2138776297506146
ACH-001096,-0.2060992479027395
ACH-001111,-0.2926417328929262
ACH-001119,-0.20841840123906089
ACH-001128,-0.05891745099084762
ACH-001134,-0.2774984088762586
ACH-001151,-0.20336787124894576
ACH-001163,-0.09174300835716404
ACH-001164,-0.2241326004738769
ACH-001183,-0.32728749726769424
ACH-001192,-0.22649637010729945
ACH-001193,-0.07762706282543097
ACH-001196,-0.13298635893436056
ACH-001197,0.05923334767414494
ACH-001205,-0.1747801763430016
ACH-001211,-0.18152704389807664
ACH-001212,0.15963770174273367
ACH-001228,-0.12462574098413375
ACH-001232,-0.1338349861302862
ACH-001239,-0.17959057101161635
ACH-001270,-0.2092754744543784
ACH-001274,-0.1558013481529384
ACH-001275,-0.1542327325083418
ACH-001277,-0.1736731071203782
ACH-001278,-0.3499131626260229
ACH-001280,-0.2058076603522536
ACH-001283,-0.205851400130226
ACH-001289,-0.2532956505088835
ACH-001300,-0.22560058075409506
ACH-001301,-0.259245824879684
ACH-001302,-0.041080887034904014
ACH-001306,-0.2145390996141608
ACH-001318,-0.006929013175073835
ACH-001322,-0.07531660998977782
ACH-001328,-0.1498163550129521
ACH-001332,0.11941748018975427
ACH-001336,-0.07327363122843387
ACH-001346,-0.1412246391771594
ACH-001353,-0.10084915771093277
ACH-001354,-0.06969016294944247
ACH-001367,0.059527911490644486
ACH-001368,-0.1847838108246913
ACH-001374,-0.18083758275748651
ACH-001377,-0.21760426703602406
ACH-001380,-0.1503624692446908
ACH-001391,-0.25640514686066296
ACH-001408,-0.12531110521435668
ACH-001430,-0.4701778382183547
ACH-001431,-0.07572295926764551
ACH-001450,-0.015597982902008513
ACH-001496,-0.11544539157338472
ACH-001500,-0.09743337498994116
ACH-001523,-0.12491200692447885
ACH-001532,-0.4378906621918395
ACH-001550,-0.0164026813854019
ACH-001552,-0.15743066442716747
ACH-001554,-0.20513625084005255
ACH-001654,-0.17004504640521267
ACH-001735,-0.08898964016133548
ACH-001736,-0.015595383972239968
ACH-001737,-0.21513947191159571
ACH-001740,-0.15785977934954393
ACH-001745,-0.132901134607816
ACH-001765,-0.21054548228041667
