,CSN1S1 (1446)
ACH-000004,0.13693098518788274
ACH-000005,0.12988413525508005
ACH-000007,0.15427770958527826
ACH-000009,0.13691995396252568
ACH-000011,0.16436401456379973
ACH-000012,0.1821794663321612
ACH-000013,0.2308831164371393
ACH-000014,0.13056776706795076
ACH-000015,0.20406429683578875
ACH-000017,0.09692401131755038
ACH-000018,0.17072383993457374
ACH-000019,0.0936449644500103
ACH-000021,0.12242038274177648
ACH-000022,0.10471594851855337
ACH-000025,0.15855784804659684
ACH-000028,0.0190498833499241
ACH-000030,0.17976516162555078
ACH-000035,0.08938219152369062
ACH-000036,0.20389417135542826
ACH-000037,0.2241388382744645
ACH-000039,0.13225048450687382
ACH-000040,0.1647896077894252
ACH-000041,0.043371582310235836
ACH-000042,0.19006291794678484
ACH-000045,0.2620601578467464
ACH-000047,0.09809663628610203
ACH-000052,0.199044338877646
ACH-000053,0.1663086745132525
ACH-000054,0.0748269968084549
ACH-000055,0.2677280631497865
ACH-000060,0.1862615789406178
ACH-000067,0.204466840367102
ACH-000070,0.0596387964107479
ACH-000075,0.2696431274949974
ACH-000078,0.1623167612601292
ACH-000082,0.035365424470875595
ACH-000085,0.2586143137166269
ACH-000086,0.16506666826592478
ACH-000087,0.1333014160965366
ACH-000092,0.2843150709599119
ACH-000095,0.1706873045984038
ACH-000097,0.26682558388474925
ACH-000098,0.13048277985743456
ACH-000099,0.17570857748682536
ACH-000108,0.18755037676025613
ACH-000113,0.09477855970886452
ACH-000116,0.1861433320648176
ACH-000118,0.15758026427123364
ACH-000120,0.15069394517136392
ACH-000123,0.13954632298350364
ACH-000127,0.18342917415646454
ACH-000128,0.1757369808042314
ACH-000132,0.17012594030109351
ACH-000133,0.18613952738116976
ACH-000137,0.19436323096604605
ACH-000138,0.2272647657573397
ACH-000142,0.057176707635788714
ACH-000143,0.033517460605509114
ACH-000146,0.153837159304086
ACH-000148,0.10711389211389084
ACH-000150,0.162622117069327
ACH-000152,0.1144943094477386
ACH-000153,0.07345250304567942
ACH-000159,0.15585832023669444
ACH-000160,0.08263759932580733
ACH-000163,0.2630455212120733
ACH-000167,0.06906040961897432
ACH-000168,0.17789701058397922
ACH-000169,0.1519536076855927
ACH-000178,0.19697849459079364
ACH-000183,0.1265823044944017
ACH-000188,0.0789999363040808
ACH-000189,0.2846168660926773
ACH-000190,0.03823335647685573
ACH-000198,0.1785202357346603
ACH-000203,-0.3025163829497592
ACH-000204,0.18197194051571627
ACH-000206,0.19450023788943446
ACH-000207,0.2622269767785503
ACH-000208,0.25168375476402066
ACH-000210,0.24936890223993105
ACH-000211,0.07456428789227013
ACH-000215,0.17276866068258426
ACH-000221,0.20302123318699009
ACH-000222,0.168714563769322
ACH-000223,0.08044315936908218
ACH-000226,0.15235304826344254
ACH-000227,0.17983551778558954
ACH-000228,0.12378049788926768
ACH-000231,0.09882908407654116
ACH-000232,0.19541313300032154
ACH-000233,0.16789026262548545
ACH-000234,0.21110100828155445
ACH-000235,0.13019859610783047
ACH-000237,0.16345578883598513
ACH-000238,0.13759693389502847
ACH-000242,-0.03738310582213111
ACH-000243,0.15511930350515835
ACH-000244,0.04804420586825705
ACH-000246,0.2000628464051592
ACH-000248,0.10954481112013567
ACH-000250,0.1391081694498723
ACH-000251,0.16972107067093992
ACH-000252,0.1465905215633496
ACH-000253,0.09779051640930904
ACH-000255,0.11201506794067924
ACH-000256,0.010817749391696385
ACH-000257,0.08995454046846584
ACH-000258,0.2571147738205579
ACH-000259,0.2086372428819162
ACH-000260,0.16580091547160208
ACH-000261,0.07592945223823977
ACH-000262,-0.0155602114792557
ACH-000263,0.05540329092559186
ACH-000264,0.1547915724437798
ACH-000265,0.08386849428693817
ACH-000266,0.21122637432492414
ACH-000272,0.11273310833905607
ACH-000274,0.16786062823450815
ACH-000277,0.2446050969891153
ACH-000278,0.08983963380993794
ACH-000279,0.1559952718785267
ACH-000280,0.15401561248544926
ACH-000281,0.029217288176017195
ACH-000288,0.1953864701331614
ACH-000291,0.07029745617189011
ACH-000293,0.06876098687419174
ACH-000294,0.07853735622076677
ACH-000295,0.1990372552277028
ACH-000296,0.2983420279575368
ACH-000302,0.1741343029490127
ACH-000304,0.07278472860967149
ACH-000307,0.1898528056787104
ACH-000308,0.13692650020434913
ACH-000310,0.17718075448948933
ACH-000311,0.18023833512210008
ACH-000312,0.2126395149400067
ACH-000315,0.19685900500147813
ACH-000316,0.11303624353031352
ACH-000317,0.18035169054491668
ACH-000318,0.050782312096468704
ACH-000319,0.1531588038002791
ACH-000320,0.08982067789781874
ACH-000322,-0.037331316887159904
ACH-000323,0.059394305544734835
ACH-000324,0.18579771073588625
ACH-000329,0.1748680584750916
ACH-000330,0.13238210389991598
ACH-000331,0.2633817062962829
ACH-000332,0.11952489414585635
ACH-000334,0.3117559151028102
ACH-000335,0.18433817288492454
ACH-000336,0.2518425932748357
ACH-000337,0.2343696330742983
ACH-000338,0.6236512653313292
ACH-000339,0.1098841536118856
ACH-000341,0.28385286915504265
ACH-000348,0.0918284965450888
ACH-000350,0.20943996507035256
ACH-000352,0.17567534085494216
ACH-000356,-0.02498461701884494
ACH-000361,0.19522217098687955
ACH-000362,0.20103300658615364
ACH-000363,0.1910405578060131
ACH-000364,0.19082532498406626
ACH-000365,0.17647758750078366
ACH-000366,0.12484161604476285
ACH-000368,0.20058571109802065
ACH-000374,0.16078639501133718
ACH-000375,0.08683738170799372
ACH-000376,0.16419736762777398
ACH-000381,0.017074400535488633
ACH-000383,0.13298800699173655
ACH-000387,0.09616284523580068
ACH-000389,0.2669995610034514
ACH-000390,0.2333493816445521
ACH-000393,0.1722970923040947
ACH-000395,0.26557147654559266
ACH-000396,0.36875369920259066
ACH-000397,0.0915893728310102
ACH-000401,0.05356472434993986
ACH-000402,0.06236665125825608
ACH-000403,0.1225425083423812
ACH-000404,0.4409392734069644
ACH-000406,0.18213952506210748
ACH-000407,0.13059214466770652
ACH-000408,0.03221378394185262
ACH-000410,0.1823183221721653
ACH-000411,0.30485221361122616
ACH-000414,0.1803869494834752
ACH-000415,0.08259410066670142
ACH-000416,0.04262568223537933
ACH-000420,0.16130295835340094
ACH-000421,0.10727700953593088
ACH-000424,0.09816281690855166
ACH-000425,0.09426593314965537
ACH-000426,0.04194471202494783
ACH-000427,0.2313866341445619
ACH-000433,0.29624090773104955
ACH-000435,0.26383781039705523
ACH-000436,0.125211908416411
ACH-000444,0.11404560317994435
ACH-000445,0.15731750452591994
ACH-000448,0.08800979197589975
ACH-000450,0.13814603623261693
ACH-000452,0.14474831722019013
ACH-000454,0.18256309335322088
ACH-000458,0.17761924910058888
ACH-000459,0.2221305788517872
ACH-000460,0.12945390878707766
ACH-000461,0.1671869907887958
ACH-000463,0.15653456900099555
ACH-000464,0.09425888991747924
ACH-000466,0.23117134040782106
ACH-000467,0.11791511804511608
ACH-000468,0.16258332968950095
ACH-000469,0.12147907173870955
ACH-000470,0.33218824122493673
ACH-000471,0.16793597749625733
ACH-000472,0.17174660966230534
ACH-000473,0.1338657764334047
ACH-000475,0.20009744552512065
ACH-000476,0.1484729563178513
ACH-000477,0.10830557024043587
ACH-000479,0.2527591848582981
ACH-000480,0.03668869931481035
ACH-000481,0.09700327297512946
ACH-000483,0.11539619901118205
ACH-000484,0.2382836537850877
ACH-000485,0.184169492460297
ACH-000486,0.12885003385562172
