,SERPINI1 (5274)
ACH-000004,-0.008187291371583172
ACH-000005,0.022617840621265144
ACH-000007,0.08297451490801706
ACH-000009,0.08959245701994338
ACH-000011,0.0667730229344695
ACH-000012,0.05381414221725108
ACH-000013,0.1431862332857657
ACH-000014,0.06191383737385951
ACH-000015,0.07278397807252218
ACH-000017,0.14641299890360018
ACH-000018,-0.14198887094533266
ACH-000019,-0.025091308214959085
ACH-000021,0.05367147290562311
ACH-000022,0.16797706193440445
ACH-000025,-0.031781118765349566
ACH-000028,-0.038609388827681834
ACH-000030,0.07461144111549635
ACH-000035,0.03043176797922803
ACH-000036,0.06775251790556018
ACH-000037,0.09672686006127997
ACH-000039,0.044406510556662886
ACH-000040,0.0847021000338356
ACH-000041,0.01700713101217043
ACH-000042,-0.0011421876054347854
ACH-000045,-0.03454424972172936
ACH-000047,-0.022496276213354715
ACH-000052,0.1296596925463472
ACH-000053,0.07196617381086218
ACH-000054,-0.054551797581355914
ACH-000055,0.07210792947655922
ACH-000060,-0.026719976150643247
ACH-000067,-0.0007892956136588136
ACH-000070,0.12083653321809296
ACH-000075,0.13453545483288545
ACH-000078,-0.013976196595173473
ACH-000082,0.07905435782826792
ACH-000085,-0.00604395219969378
ACH-000086,0.1528706746772729
ACH-000087,0.1343468692398806
ACH-000092,-0.06233964302196113
ACH-000095,0.0857984614544039
ACH-000097,0.08558911609326256
ACH-000098,0.08625972702412538
ACH-000099,0.037511396062822486
ACH-000108,0.06862666653473944
ACH-000113,-0.06277316405618702
ACH-000116,0.036797810227308866
ACH-000118,0.11772782712397585
ACH-000120,0.039591734922053805
ACH-000123,0.08676127862611105
ACH-000127,0.058467025428474435
ACH-000128,-0.09334348026086106
ACH-000132,-0.023671390875638475
ACH-000133,0.03612242249343458
ACH-000137,0.15751794288102156
ACH-000138,0.007017410653135558
ACH-000142,0.12300165555117785
ACH-000143,0.02198610280561276
ACH-000146,0.008020838588118988
ACH-000148,0.024212639301884626
ACH-000150,0.19003595513792448
ACH-000152,0.05769196015268172
ACH-000153,0.35751868656062524
ACH-000159,0.04552557128670587
ACH-000160,0.05729118553876528
ACH-000163,-0.016053704836609086
ACH-000167,0.10075631613079383
ACH-000168,-0.08026943439009937
ACH-000169,0.006469575143844177
ACH-000178,-0.002979913513514371
ACH-000183,0.07750656641847663
ACH-000188,0.1606664402119768
ACH-000189,0.1597537901564448
ACH-000190,-0.07480547128438239
ACH-000198,0.0900922871866182
ACH-000203,-0.027430548818144645
ACH-000204,-0.03289996931343978
ACH-000206,0.15533390620778878
ACH-000207,0.029870780694113537
ACH-000208,0.17232169192919666
ACH-000210,0.2148197172345722
ACH-000211,-0.006026655120829868
ACH-000215,0.054356296446003975
ACH-000221,0.13895450482216312
ACH-000222,0.035326816477124025
ACH-000223,0.12257487369950627
ACH-000226,0.07080219424754262
ACH-000227,0.07995936326296584
ACH-000228,0.2235910322457545
ACH-000231,0.039397490859441456
ACH-000232,0.122934973092632
ACH-000233,-0.04593773143706425
ACH-000234,0.0043957326499351615
ACH-000235,0.04698109430593015
ACH-000237,0.044719294451188885
ACH-000238,0.09807606933451923
ACH-000242,-0.015311621316600747
ACH-000243,0.08355150071811362
ACH-000244,0.04357645332582152
ACH-000246,5.352468938563351e-05
ACH-000248,0.12047948274571292
ACH-000250,0.058636165179229836
ACH-000251,0.053750618023980366
ACH-000252,0.19206772497035754
ACH-000253,0.17903975636696667
ACH-000255,0.05648986554882565
ACH-000256,0.047184571201352624
ACH-000257,-0.06438564661640038
ACH-000258,-0.1048726088720962
ACH-000259,0.06562363104213932
ACH-000260,0.0537810755656043
ACH-000261,0.08399470953444674
ACH-000262,-0.10676884224164934
ACH-000263,-0.0808493192031393
ACH-000264,0.10941079536726517
ACH-000265,0.07023327823318848
ACH-000266,0.10387982555760107
