,PHB2 (11331)
ACH-000004,-1.0609126996926743
ACH-000005,-0.9157384465122748
ACH-000007,-0.9269488747509532
ACH-000009,-0.8338871564660932
ACH-000011,-0.669209457000406
ACH-000012,-0.9916802070649904
ACH-000013,-0.9730432484035608
ACH-000014,-0.9296690054117428
ACH-000015,-0.8679444292954364
ACH-000017,-0.7113713096802927
ACH-000018,-0.7474239530418288
ACH-000019,-1.2075186695262272
ACH-000021,-0.981884593086202
ACH-000022,-1.1312168320189493
ACH-000025,-0.9164177910133215
ACH-000028,-0.7227282814819727
ACH-000030,-0.8490929223554976
ACH-000035,-0.9492784536861864
ACH-000036,-0.809309335194702
ACH-000037,-0.7109859554718465
ACH-000039,-1.0123435670482093
ACH-000040,-0.7595444702440385
ACH-000041,-0.7637868680334051
ACH-000042,-1.0160645710719003
ACH-000045,-0.774867202898567
ACH-000047,-0.8999536016011999
ACH-000052,-0.4804652812921683
ACH-000053,-0.9310258059869692
ACH-000054,-0.5654606773400682
ACH-000055,-0.7646887355034968
ACH-000060,-0.9494379139662292
ACH-000067,-0.6409908501689021
ACH-000070,-1.0165804399149967
ACH-000075,-0.9635271288978616
ACH-000078,-0.9254417622645624
ACH-000082,-0.8407355741494487
ACH-000085,-0.7378516531836319
ACH-000086,-0.7593535886774541
ACH-000087,-0.6696764044630485
ACH-000092,-0.9911155225494656
ACH-000095,-0.7481261026480153
ACH-000097,-0.6441446902462604
ACH-000098,-0.9285580355598352
ACH-000099,-0.7540421365874259
ACH-000108,-0.7908758402856211
ACH-000113,-0.7254110937271725
ACH-000116,-0.93010312015424
ACH-000118,-0.9041913100408956
ACH-000120,-0.6242312219937999
ACH-000123,-0.7970530147108446
ACH-000127,-0.8948616318301928
ACH-000128,-0.9811520621628564
ACH-000132,-0.8354056444878208
ACH-000133,-0.9441519869262964
ACH-000137,-1.0615256906982409
ACH-000138,-0.9080902463469578
ACH-000142,-0.7521757489578783
ACH-000143,-0.7995314426250573
ACH-000146,-1.2349090733349155
ACH-000148,-0.9009470693178954
ACH-000150,-0.7998169317986965
ACH-000152,-0.9353308499159976
ACH-000153,-0.8534157027237421
