,ATP5D (513)
ACH-000004,-1.0069476957049
ACH-000005,-0.5879995826349986
ACH-000007,-0.9527267442769968
ACH-000009,-0.6547129130251713
ACH-000011,-0.4166409372540617
ACH-000012,-0.6849192518821356
ACH-000013,-1.0837452409843038
ACH-000014,-0.6043480034111177
ACH-000015,-0.7641162462306009
ACH-000017,-0.6165928275023216
ACH-000018,-0.7369450140677658
ACH-000019,-0.9088625260301998
ACH-000021,-0.7965725240777785
ACH-000022,-0.8508606049157091
ACH-000025,-0.7416568356253512
ACH-000028,-0.9039349131847346
ACH-000030,-0.6134237838428539
ACH-000035,-1.0427029831460537
ACH-000036,-0.5475662625353552
ACH-000037,-0.6931968124330451
ACH-000039,-0.8513184124841799
ACH-000040,-0.5226207612832013
ACH-000041,-0.7540995837643995
ACH-000042,-0.3337599069597764
ACH-000045,-0.5767726713719893
ACH-000047,-0.9273739871521324
ACH-000052,-0.6046520766935273
ACH-000053,-0.6898893842582917
ACH-000054,-0.6006231622922598
ACH-000055,-0.3694725056004104
ACH-000060,-0.4717714941749225
ACH-000067,-0.3237715337158365
ACH-000070,-0.7515866009930671
ACH-000075,-0.4971625974927579
ACH-000078,-0.5262004573684671
ACH-000082,-0.4676705965567914
ACH-000085,-0.6204622302145213
ACH-000086,-0.7354067242374837
ACH-000087,-0.9004635764820614
ACH-000092,-0.7723753939696537
ACH-000095,-0.3441850698819304
ACH-000097,-0.6611651714121225
ACH-000098,-0.8386838918967083
ACH-000099,-0.7671845428214669
ACH-000108,-0.5867869088651186
ACH-000113,-0.6800312101538704
ACH-000116,-1.0504623288307928
ACH-000118,-0.8981970938485345
ACH-000120,-0.5143335731638895
ACH-000123,-0.6283973653090283
ACH-000127,-0.9521089446250142
ACH-000128,-0.5338278822966468
ACH-000132,-0.656449385344475
ACH-000133,-0.4965790044881698
ACH-000137,-0.6210643971736951
ACH-000138,-0.6915539702524116
ACH-000142,-0.7902639386680097
ACH-000143,-0.7551958013286116
ACH-000146,-0.4859558960400003
ACH-000148,-0.5773161644963731
ACH-000150,-0.772132363190201
ACH-000152,-0.5425356335525217
ACH-000153,-0.7104339204454598
ACH-000159,-0.5766281454823975
ACH-000160,-0.7989888042413791
ACH-000163,-0.6185947014659238
ACH-000167,-0.5813909736669588
ACH-000168,-0.4153422164362823
ACH-000169,-0.9630391598255552
ACH-000178,-0.6701018290742384
ACH-000183,-0.7334653051158082
ACH-000188,-0.6084920351140368
ACH-000189,-0.7357872292120957
ACH-000190,-0.9367313721746774
ACH-000198,-0.4836268538640599
ACH-000203,-0.6436009091201108
ACH-000204,-0.6476511959723041
ACH-000206,-0.5255486527531389
ACH-000207,-0.5595703338600907
ACH-000208,-0.6636681952723501
ACH-000210,-0.9856607146285961
ACH-000211,-0.7426326513602737
ACH-000215,-0.7378540579493742
ACH-000221,-0.7407986942503442
ACH-000222,-0.8927874778297199
ACH-000223,-0.9156655287243568
ACH-000226,-0.3981169608116051
ACH-000227,-0.7312684191435163
ACH-000228,-0.3548954504726675
ACH-000231,-0.2345384499727191
ACH-000232,-0.6835433511837273
ACH-000233,-0.980433047542492
ACH-000234,-0.624942293346833
ACH-000235,-0.5768999811955967
ACH-000237,-0.4165160389474993
ACH-000238,-0.6306023999688679
ACH-000242,-0.5355201331695166
ACH-000243,-0.5157954878236223
ACH-000244,-0.7299162841364203
ACH-000246,-0.8384457744013262
ACH-000248,-0.8008396148459649
ACH-000250,-0.8253128181019137
ACH-000251,-1.0287475212774668
ACH-000252,-0.9395349817137412
ACH-000253,-0.6603101491548171
ACH-000255,-0.7144070050074931
ACH-000256,-0.6204269226370884
ACH-000257,-0.6546482202285048
ACH-000258,-0.8038909795079697
ACH-000259,-0.8152044327566613
ACH-000260,-0.8359814082439666
ACH-000261,-0.5723060747788348
ACH-000262,-0.6652362885110945
ACH-000263,-0.5112538407856682
ACH-000264,-0.687698221177622
ACH-000265,-0.8585672388453072
ACH-000266,-0.5085496508470362
ACH-000272,-0.5835644910680834
ACH-000274,-0.7001301490690398
ACH-000277,-0.7111395495918115
ACH-000278,-0.706819694217217
ACH-000279,-0.43847258526409627
ACH-000280,-0.7368105703663593
ACH-000281,-0.6539128006621214
ACH-000288,-0.6226906630042682
ACH-000291,-0.6523681307193906
ACH-000293,-0.7926381639506052
ACH-000294,-0.4058050399052381
ACH-000295,-0.8798107471019334
ACH-000296,-0.8256012233959565
ACH-000302,-0.8378806920010562
ACH-000304,-0.8448263872281578
ACH-000307,-0.6433202808179204
ACH-000308,-0.7921808605512424
ACH-000310,-0.623428869438011
ACH-000311,-0.5319884059786018
ACH-000312,-0.7633523276553761
ACH-000315,-0.6370440781182398
ACH-000316,-0.6767824288556687
ACH-000317,-0.7464640322146938
ACH-000318,-0.6470116649228745
ACH-000319,-0.8086762214318332
ACH-000320,-0.710693758217538
ACH-000322,-0.7575011167248596
ACH-000323,-0.6444675608909407
ACH-000324,-0.5306316651514981
ACH-000329,-0.8075295531078813
ACH-000330,-0.5478129495210355
ACH-000331,-0.7669906927133398
ACH-000332,-0.4718016670620078
ACH-000334,-0.589499059042155
ACH-000335,-1.0155644313208527
ACH-000336,-0.7486094003880245
ACH-000337,-0.7701453539466253
ACH-000338,-0.9313507447874392
ACH-000339,-0.5182829233896323
ACH-000341,-0.9052392130600301
ACH-000348,-0.6542445808394965
ACH-000350,-0.5241897932088787
ACH-000352,-0.6914756601561116
ACH-000356,-0.5473544981797877
ACH-000361,-0.8989320867713269
ACH-000362,-0.5016283815988171
ACH-000363,-0.7026751598924512
ACH-000364,-0.8451057294572029
ACH-000365,-0.5151246079069902
ACH-000366,-0.6581820613650456
ACH-000368,-0.7864985325951739
ACH-000374,-0.9752099187531028
ACH-000375,-0.6697667907188545
ACH-000376,-0.7525402089504339
ACH-000381,-0.6277935911591791
ACH-000383,-0.6894789066235151
ACH-000387,-0.4371319613735932
ACH-000389,-0.4641800037382091
ACH-000390,-0.5997823966746504
ACH-000393,-0.3909655892126248
ACH-000395,-0.4944396560844613
ACH-000396,-1.0992874257899805
ACH-000397,-0.4188411212614286
ACH-000401,-0.4683112039293263
ACH-000402,-0.8777902983467991
ACH-000403,-0.7076968037402771
ACH-000404,-0.6887634632080685
ACH-000406,-0.6152611417798652
ACH-000407,-0.664469401728239
ACH-000408,-0.6940773060121935
ACH-000410,-0.8372596841061838
ACH-000411,-0.8468436787293506
ACH-000414,-1.0142461731491117
ACH-000415,-0.8496622528033984
ACH-000416,-0.620899058678751
ACH-000420,-0.5789044387508682
ACH-000421,-0.6518090846067086
ACH-000424,-0.8426035586168504
ACH-000425,-0.547403864255742
ACH-000426,-0.8007211218948791
ACH-000427,-0.6764863373902265
ACH-000433,-0.54875795606679
ACH-000435,-0.5491316309323357
ACH-000436,-0.27705324169982004
ACH-000444,-0.8347589338465995
ACH-000445,-0.8920541085950822
ACH-000448,-0.5347703089650138
ACH-000450,-0.8937000748650881
ACH-000452,-0.7149480765721361
ACH-000454,-0.89254037374137
ACH-000458,-0.5429831298360432
ACH-000459,-0.7905564445705742
ACH-000460,-0.7678374650767459
ACH-000461,-0.7850170497932897
ACH-000463,-0.7983497157867709
ACH-000464,-0.5038283573359063
ACH-000466,-0.9293486305094699
ACH-000467,-0.8742605223479718
ACH-000468,-0.7433716504579811
ACH-000469,-1.029645653579773
ACH-000470,-0.4131810504303176
ACH-000471,-0.8119822410478827
ACH-000472,-0.4920614061029711
ACH-000473,-0.6041197260673277
ACH-000475,-0.8820401907530814
ACH-000476,-0.8967315199437941
ACH-000477,-0.5604456021048846
ACH-000479,-0.8685749414515979
ACH-000480,-0.7333034159573488
ACH-000481,-0.4660077570203334
ACH-000483,-0.7716804023536536
ACH-000484,-0.6033229634502121
ACH-000485,-0.7228407397196113
ACH-000486,-0.8020718685237268
ACH-000487,-1.0368292340813243
ACH-000488,-0.7736511488191431
ACH-000490,-0.9624975679993428
ACH-000491,-0.6400456051941287
ACH-000495,-0.3353295483456825
ACH-000496,-0.4971703832301635
ACH-000499,-0.7549988428163323
ACH-000500,-0.8320734974712777
ACH-000502,-0.8054099037274505
ACH-000503,-0.9269373018699574
ACH-000505,-0.580442265416786
ACH-000507,-0.8364951400773268
ACH-000510,-0.6119170620723657
ACH-000511,-0.5073333513050737
ACH-000512,-0.5792072480577206
ACH-000516,-0.4820084678556617
ACH-000517,-0.7072404874130461
ACH-000518,-0.5223241347030071
ACH-000520,-0.5179992574984914
ACH-000521,-0.559273467284832
ACH-000522,-0.7739402742950635
ACH-000524,-0.5973258488029208
ACH-000527,-0.8262763896389854
ACH-000528,-0.9245292972123808
ACH-000537,-1.0002865780100367
ACH-000541,-0.6847659629328884
ACH-000542,-0.6878096348682599
ACH-000544,-0.6959599422221264
ACH-000545,-0.7888198362510118
ACH-000547,-1.0265695905261782
ACH-000548,-0.3858603927624176
ACH-000549,-0.9246030441713128
ACH-000550,-0.5619339686598288
ACH-000552,-1.0174341659925352
ACH-000556,-0.8156436229924564
ACH-000557,-0.3300433796210682
ACH-000569,-0.35010300809952605
ACH-000570,-0.6614120139962547
ACH-000571,-0.4667840118379258
ACH-000573,-0.8080890418970763
ACH-000576,-0.560976369033591
ACH-000579,-0.7526001489540554
ACH-000580,-0.5830664804525444
ACH-000584,-0.8215158804791173
ACH-000585,-0.8219888601855626
ACH-000588,-0.8878506913887543
ACH-000589,-1.0134731740743828
ACH-000591,-0.864517687992876
ACH-000593,-0.9516932200127726
ACH-000600,-0.7117907678937345
ACH-000601,-0.5682861548602561
ACH-000605,-0.8890047238139448
ACH-000606,-0.8785072085294442
ACH-000608,-0.7470318973992681
ACH-000614,-0.7556040147667982
ACH-000616,-0.4890889698828558
ACH-000618,-1.0327094575620197
ACH-000619,-0.7512763376150391
ACH-000620,-1.0800922925373102
ACH-000621,-0.3953860439051747
