,COG6 (57511)
ACH-000004,-0.29477174377310245
ACH-000005,-0.6223383154419886
ACH-000007,-0.5447638631989649
ACH-000009,-0.2420806568951947
ACH-000011,-0.34758166569025606
ACH-000012,-0.20272499892180854
ACH-000013,-0.425433447215638
ACH-000014,-0.4360905347246677
ACH-000015,-0.5739323098288779
ACH-000017,-0.4379591676859755
ACH-000018,-0.3156952743074707
ACH-000019,-0.3378890531706492
ACH-000021,-0.7135007464175112
ACH-000022,-0.22662750865092798
ACH-000025,-0.4479322361507943
ACH-000028,-0.3116664712731001
ACH-000030,-0.4888807231961136
ACH-000035,-0.3906776084581003
ACH-000036,-0.3174265997971201
ACH-000037,-0.28342261632798266
ACH-000039,-0.626032589540729
ACH-000040,-0.4798326994099356
ACH-000041,-0.32373275151461656
ACH-000042,-0.35321800114192675
ACH-000045,-0.28890924132418355
ACH-000047,-0.22874767527256695
ACH-000052,-0.3735697246946003
ACH-000053,-0.35118538184639464
ACH-000054,-0.3565221572860443
ACH-000055,-0.4993253811943914
ACH-000060,-0.5909948025485262
ACH-000067,-0.3571175645776117
ACH-000070,-0.6846198024206563
ACH-000075,-0.5612779667072164
ACH-000078,-0.4449171965860133
ACH-000082,-0.3304872027275577
ACH-000085,-0.3059344534323997
ACH-000086,-0.5461855620812346
ACH-000087,-0.5379786755641203
ACH-000092,-0.4914346007078068
ACH-000095,-0.4108193846903085
ACH-000097,-0.36056898920038416
ACH-000098,-0.3007215506522792
ACH-000099,-0.2824002804350228
ACH-000108,-0.3711298021553451
ACH-000113,-0.493267298203865
ACH-000116,-0.29544556368793506
ACH-000118,-0.5613147466795091
ACH-000120,-0.2094674038499464
ACH-000123,-0.3001568424402936
ACH-000127,-0.4870486327798367
ACH-000128,-0.5603999138396878
ACH-000132,-0.5228116646601674
ACH-000133,-0.5427836903159979
ACH-000137,-0.42764629168157453
ACH-000138,-0.3950474298535319
ACH-000142,-0.6434018337220294
ACH-000143,-0.6147900205134836
ACH-000146,-0.3586542288107806
ACH-000148,-0.4120822403134535
ACH-000150,-0.4796955473898281
ACH-000152,-0.4028302088506105
ACH-000153,-0.3482849615811734
ACH-000159,-0.4620505554093154
ACH-000160,-0.24360020078181754
ACH-000163,-0.13870414998796815
ACH-000167,-0.6427608026443913
ACH-000168,-0.2737434680573793
ACH-000169,-0.5022960676658501
ACH-000178,-0.2861870535086332
ACH-000183,-0.35663177926010403
ACH-000188,-0.463732331339955
ACH-000189,-0.43801795179501657
ACH-000190,-0.4723722659139844
ACH-000198,-0.11931696088070333
ACH-000203,-0.563904859785539
ACH-000204,-0.38152434422688
ACH-000206,-0.3756765149071167
ACH-000207,-0.34971789991836266
ACH-000208,-0.5282295005039609
ACH-000210,-0.340502413510979
ACH-000211,-0.4237466445855222
ACH-000215,-0.1950955746298054
ACH-000221,-0.18027646695619048
ACH-000222,-0.2844462603626922
ACH-000223,-0.4611323223720006
ACH-000226,-0.2704021838593676
ACH-000227,-0.4023762220224804
ACH-000228,-0.22764599728694915
ACH-000231,-0.4810857924422047
ACH-000232,-0.5039551604394689
ACH-000233,-0.6192023941426513
ACH-000234,-0.4075126108023718
