,MSX2 (4488)
ACH-000004,0.1617646546133087
ACH-000005,0.4975236317009553
ACH-000007,0.16554964497428482
ACH-000009,0.18627837073716014
ACH-000011,0.01673988066153383
ACH-000012,0.11458885061398777
ACH-000013,0.17954598931782215
ACH-000014,-0.014637878932329162
ACH-000015,0.03572473052394086
ACH-000017,-0.29594925798474603
ACH-000018,-0.014347033363951671
ACH-000019,-0.01149581073841917
ACH-000021,0.11049893643898018
ACH-000022,0.03232822089974635
ACH-000025,0.17401411749810242
ACH-000028,0.014639334998076603
ACH-000030,0.10905553881131633
ACH-000035,0.08225701050515373
ACH-000036,-0.00900099825119778
ACH-000037,0.030593233870650573
ACH-000039,-0.06350394204339442
ACH-000040,0.1189490662545963
ACH-000041,0.11750469149345713
ACH-000042,0.09193339115292593
ACH-000045,0.049672825062027616
ACH-000047,-0.003463429919280509
ACH-000052,0.28315213409681794
ACH-000053,0.10525466432157432
ACH-000054,0.07592976278201997
ACH-000055,-0.2419021962479369
ACH-000060,0.1677785483436113
ACH-000067,-0.012713180131377141
ACH-000070,-0.10582329445278862
ACH-000075,0.22072188118212197
ACH-000078,0.1292171882327125
ACH-000082,0.0443822356513232
ACH-000085,-0.024310385790631883
ACH-000086,0.19560648921720944
ACH-000087,0.18271839480956986
ACH-000092,0.12574949958971096
ACH-000095,0.1041679188033944
ACH-000097,0.10290728704748046
ACH-000098,0.0617030227418347
ACH-000099,0.02985056086592285
ACH-000108,0.14248406728903532
ACH-000113,0.08866793901949621
ACH-000116,0.23085074359509386
ACH-000118,0.16125587090906782
ACH-000120,0.02757609000770484
ACH-000123,0.11458564729724882
ACH-000127,0.16652428855843526
ACH-000128,0.10010088504574163
ACH-000132,0.1348106809996555
ACH-000133,0.19472378141339527
ACH-000137,0.059816878383387624
ACH-000138,0.14403387686802455
ACH-000142,0.2801492096335005
ACH-000143,0.14181329257254527
ACH-000146,0.015514050368362738
ACH-000148,0.19299186970855867
ACH-000150,0.08267913860571675
ACH-000152,0.0720193679816437
ACH-000153,0.12277462702482338
ACH-000159,0.14305556783709822
ACH-000160,0.10990078075926052
ACH-000163,0.2182633071770386
ACH-000167,0.06142653420414952
ACH-000168,0.061092641454902875
ACH-000169,0.19562235715092735
ACH-000178,0.059867706347192975
ACH-000183,0.07476720796328733
ACH-000188,0.08093158035269374
